osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed
12157537,Ubank Street,residential,False,False,24.596,,"LINESTRING (-79.9716996 32.8581831, -79.971858 32.8580064)",,
631676532,Spruill Avenue,tertiary,False,False,132.583,S-10-32,"LINESTRING (-79.9716996 32.8581831, -79.9712339 32.8579295, -79.9711591 32.85788, -79.9709143 32.857718, -79.9705549 32.8574801)",,
12151586,Reynolds Avenue,tertiary,False,False,29.195,,"LINESTRING (-79.9705549 32.8574801, -79.9707388 32.8572678)",,
632285045,Spruill Avenue,tertiary,False,False,116.074,S-10-32,"LINESTRING (-79.9705549 32.8574801, -79.9696295 32.8567834)",,
631676531,Reynolds Avenue,tertiary,False,True,33.972,,"LINESTRING (-79.9705549 32.8574801, -79.9704603 32.8575898, -79.9703557 32.8577354)",,
631676532,Spruill Avenue,tertiary,False,True,132.58300000000003,S-10-32,"LINESTRING (-79.9705549 32.8574801, -79.9709143 32.857718, -79.9711591 32.85788, -79.9712339 32.8579295, -79.9716996 32.8581831)",,
12159570,Grayson Street,residential,False,True,85.679,,"LINESTRING (-79.9696295 32.8567834, -79.9703734 32.8563326)",,
632285045,Spruill Avenue,tertiary,False,True,116.074,S-10-32,"LINESTRING (-79.9696295 32.8567834, -79.9705549 32.8574801)",,
12147883,Lenape Street,residential,False,False,62.437,,"LINESTRING (-79.9785554 32.8552618, -79.977946 32.8550311)",,
12153521,Commander Road,residential,False,False,53.014,,"LINESTRING (-79.9785554 32.8552618, -79.9787528 32.8548148)",,
12153521,Commander Road,residential,False,True,104.678,,"LINESTRING (-79.9785554 32.8552618, -79.9783873 32.8555442, -79.978358 32.8555935, -79.9779752 32.8560648)",,
12147883,Lenape Street,residential,False,False,66.25,,"LINESTRING (-79.977946 32.8550311, -79.9772774 32.8548323)",,
12147883,Lenape Street,residential,False,True,62.437,,"LINESTRING (-79.977946 32.8550311, -79.9785554 32.8552618)",,
12158545,Captain Avenue,residential,False,False,82.677,,"LINESTRING (-79.977946 32.8550311, -79.9782464 32.8543317)",,
12147883,Lenape Street,residential,False,True,9.947,,"LINESTRING (-79.9771792 32.8547977, -79.9772774 32.8548323)",,
758489920,Cosgrove Avenue,primary,True,False,83.008,SC 7,"LINESTRING (-79.9771792 32.8547977, -79.9768622 32.8554951)",2,45 mph
12147883,Lenape Street,residential,False,False,84.09,,"LINESTRING (-79.9771792 32.8547977, -79.9770328 32.8547498, -79.9768766 32.8546986, -79.976813 32.8546778, -79.9765994 32.8545981, -79.9763495 32.8545048)",,
12147883,Lenape Street,residential,False,False,7.601,,"LINESTRING (-79.9763495 32.8545048, -79.9762723 32.8545264)",,
12147883,Lenape Street,residential,False,True,84.09,,"LINESTRING (-79.9763495 32.8545048, -79.9765994 32.8545981, -79.976813 32.8546778, -79.9768766 32.8546986, -79.9770328 32.8547498, -79.9771792 32.8547977)",,
"[758489921, 12150845]","['Arapahoe Street', 'Victory Avenue']",residential,False,True,226.285,,"LINESTRING (-79.9763495 32.8545048, -79.9769933 32.8531564, -79.9770534 32.853106, -79.9771478 32.8531132, -79.9772496 32.8531543, -79.9776105 32.8533)",,
