osmid,oneway,lanes,highway,reversed,length,geometry,ref,name,maxspeed,bridge
"[823533180, 823485109, 5629767]",True,1,motorway_link,False,300.454,"LINESTRING (-73.7757479 42.8643963, -73.7758116 42.8642015, -73.775803 42.8641, -73.775809 42.863862, -73.77594 42.863073, -73.7760259 42.8629188, -73.7762298 42.862738, -73.7764129 42.8626301, -73.7766815 42.8625428, -73.7768989 42.8625202, -73.7774685 42.8625182)",,,,
"[33653617, 33653619, 823485108, 823485111, 823485112]",True,"['4', '3']",motorway,False,277.432,"LINESTRING (-73.7757479 42.8643963, -73.7756247 42.8636867, -73.7755368 42.8631799, -73.7754584 42.8626949, -73.7753948 42.8622103, -73.7753461 42.8619189)",I 87,Adirondack Northway,65 mph,yes
"[5631028, 823485110]",True,1,motorway_link,False,339.711,"LINESTRING (-73.7753461 42.8619189, -73.7754241 42.8617954, -73.7754207 42.8616521, -73.775442 42.861509, -73.775467 42.86144, -73.775538 42.861328, -73.775604 42.861264, -73.775718 42.861175, -73.775865 42.861099, -73.776017 42.861048, -73.776195 42.861014, -73.776409 42.861015, -73.776585 42.861029, -73.77684 42.861144, -73.776989 42.861234, -73.777101 42.861356, -73.77716 42.861498, -73.777183 42.861643, -73.7772074 42.8617739, -73.7772125 42.8619143, -73.7771994 42.8620351, -73.7771646 42.8621413, -73.7771163 42.8622318, -73.777084 42.862285, -73.7770209 42.8623712)",,,,
99276283,True,1,tertiary,False,59.078,"LINESTRING (-73.780856 42.863257, -73.7808278 42.8637879)",,Clifton Country Road,,
5631410,True,1,primary_link,False,85.06299999999999,"LINESTRING (-73.780838 42.862283, -73.7807533 42.8625286, -73.7807104 42.8625837, -73.7806595 42.8626309, -73.7805695 42.8626762, -73.7804851 42.8626918, -73.7803549 42.8627037, -73.780153 42.8627084)",,,,
822303208,True,3,tertiary,False,60.035000000000004,"LINESTRING (-73.780838 42.862283, -73.780849 42.862812, -73.7808503 42.8628228)",,Clifton Country Road,30 mph,
5655494,False,,tertiary,False,274.147,"LINESTRING (-73.78429 42.864872, -73.78405 42.864819, -73.783428 42.864708, -73.7833723 42.8647025, -73.783157 42.864681, -73.782975 42.864682, -73.7826974 42.8646969, -73.782174 42.864725, -73.7818828 42.8647393, -73.7809625 42.8647846)",,Park Avenue,,
"[1084991248, 315996101]",False,"['5', '6']",tertiary,True,130.93,"LINESTRING (-73.78429 42.864872, -73.784504 42.8643181, -73.7847269 42.8637389)",,Maxwell Drive,30 mph,
"[5640056, 1084991249]",True,"['3', '2']",primary,False,162.107,"LINESTRING (-73.7866772 42.8640413, -73.7856059 42.8638144, -73.7847664 42.8636366)",NY 146,Clifton Park Boulevard,45 mph,
5650594,False,,unclassified,False,104.62700000000001,"LINESTRING (-73.7866772 42.8640413, -73.7866431 42.8637887, -73.786619 42.86361, -73.7865861 42.8634747, -73.786572 42.863417, -73.786511 42.863343, -73.786447 42.863321, -73.786375 42.863311, -73.786212 42.863309)",,Municipal Plaza,,
"[50738336, 147728552, 1161454086]",False,5,tertiary,"[False, True]",651.653,"LINESTRING (-73.78098 42.861463, -73.7812446 42.8614576, -73.7817274 42.8614477, -73.7817396 42.8614475, -73.7821241 42.8614378, -73.7831492 42.8614195, -73.7839244 42.8614039, -73.78422 42.861398, -73.784477 42.861395, -73.7848017 42.8613912, -73.7857094 42.8613807, -73.7857258 42.8616709, -73.7857051 42.8618534, -73.7856719 42.8620055, -73.7855946 42.8621874, -73.7854492 42.8624132, -73.7854282 42.8624459, -73.7849656 42.8631645, -73.7848766 42.8633658, -73.7847664 42.8636366)",,"['Maxwell Drive', 'Southside Drive', 'Village Plaza Road']",30 mph,
5635048,False,,tertiary,False,124.38799999999999,"LINESTRING (-73.777883 42.864916, -73.778174 42.864031, -73.778258 42.863832)",,Plank Road,40 mph,
5655494,False,,tertiary,True,242.813,"LINESTRING (-73.777883 42.864916, -73.7782903 42.864928, -73.7789016 42.8649046, -73.7800013 42.864844, -73.780547 42.864814, -73.7808553 42.8647944)",,Park Avenue,,
5635048,False,,tertiary,True,124.38799999999999,"LINESTRING (-73.778258 42.863832, -73.778174 42.864031, -73.777883 42.864916)",,Plank Road,40 mph,
378932844,False,,unclassified,False,162.024,"LINESTRING (-73.778258 42.863832, -73.7780741 42.8638482, -73.777986 42.863856, -73.7778359 42.863882, -73.777529 42.863935, -73.7772046 42.8640116, -73.777114 42.864033, -73.7765562 42.8641796, -73.776353 42.864233)",,Old Route 146,,
378932846,False,,tertiary,False,90.41499999999999,"LINESTRING (-73.778258 42.863832, -73.7783942 42.8634389, -73.7784462 42.8632888, -73.7785311 42.8630439)",,Plank Road,40 mph,
822303210,False,,tertiary,True,209.568,"LINESTRING (-73.778258 42.863832, -73.778546 42.863814, -73.7787575 42.8638123, -73.77958 42.8638057, -73.779764 42.8638042, -73.7798461 42.8638036, -73.7799931 42.8638024, -73.780537 42.863798, -73.7808278 42.8637879)",,Old Route 146,,
125005699,True,,primary_link,False,70.708,"LINESTRING (-73.7785311 42.8630439, -73.7785969 42.8629341, -73.7786047 42.862921, -73.7786786 42.8627628, -73.7787349 42.8627273, -73.7788958 42.8627108, -73.7791152 42.8627048)",,,,
378932846,False,,tertiary,True,90.41499999999999,"LINESTRING (-73.7785311 42.8630439, -73.7784462 42.8632888, -73.7783942 42.8634389, -73.778258 42.863832)",,Plank Road,40 mph,
1084991247,True,2,primary,False,123.852,"LINESTRING (-73.7847664 42.8636366, -73.7833105 42.8633175)",NY 146,Clifton Park Boulevard,45 mph,
1084991248,False,5,tertiary,False,11.822,"LINESTRING (-73.7847664 42.8636366, -73.7847269 42.8637389)",,Maxwell Drive,30 mph,
"[147728552, 50738336, 1161454086]",False,5,tertiary,"[False, True]",651.6529999999999,"LINESTRING (-73.7847664 42.8636366, -73.7848766 42.8633658, -73.7849656 42.8631645, -73.7854282 42.8624459, -73.7854492 42.8624132, -73.7855946 42.8621874, -73.7856719 42.8620055, -73.7857051 42.8618534, -73.7857258 42.8616709, -73.7857094 42.8613807, -73.7848017 42.8613912, -73.784477 42.861395, -73.78422 42.861398, -73.7839244 42.8614039, -73.7831492 42.8614195, -73.7821241 42.8614378, -73.7817396 42.8614475, -73.7817274 42.8614477, -73.7812446 42.8614576, -73.78098 42.861463)",,"['Southside Drive', 'Maxwell Drive', 'Village Plaza Road']",30 mph,
5648783,False,,tertiary,False,10.699,"LINESTRING (-73.7833105 42.8633175, -73.7832831 42.8634116)",,Old Route 146,,
"[821958314, 1084991247]",True,"['5', '2']",primary,False,196.11,"LINESTRING (-73.7833105 42.8633175, -73.7824294 42.8631169, -73.7815917 42.8629538, -73.7809933 42.8628443)",NY 146,Clifton Park Boulevard,45 mph,
821958315,True,3,primary,False,11.898,"LINESTRING (-73.7809933 42.8628443, -73.7808503 42.8628228)",NY 146,Clifton Park Boulevard,45 mph,
"[822303193, 99276301]",True,"['3', '2']",tertiary,False,123.65,"LINESTRING (-73.7809933 42.8628443, -73.7809904 42.8623695, -73.7809895 42.8621965, -73.780987 42.8617323)",,Clifton Country Road,30 mph,
99276283,True,1,tertiary,False,15.0,"LINESTRING (-73.7808503 42.8628228, -73.7808513 42.8629577)",,Clifton Country Road,,
821958315,True,3,primary,False,58.239,"LINESTRING (-73.7808503 42.8628228, -73.780153 42.8627084)",NY 146,Clifton Park Boulevard,45 mph,
99276305,True,2,tertiary,False,25.682,"LINESTRING (-73.7808308 42.8614623, -73.780838 42.8616932)",,Clifton Country Road,30 mph,
598908906,True,2,tertiary,False,36.96,"LINESTRING (-73.7808308 42.8614623, -73.7804648 42.8614774, -73.780385 42.8615026)",,Clifton Park Center Road,30 mph,
822303210,False,,tertiary,False,11.061,"LINESTRING (-73.7809632 42.8637946, -73.7808278 42.8637879)",,Old Route 146,,
822303211,True,3,tertiary,False,90.426,"LINESTRING (-73.7809632 42.8637946, -73.780989 42.8629816)",,Clifton Country Road,,
5648783,False,,tertiary,True,210.93699999999995,"LINESTRING (-73.7809632 42.8637946, -73.7812891 42.8637822, -73.7817745 42.8637637, -73.7820572 42.8637529, -73.782081 42.863752, -73.7828427 42.8637121, -73.783036 42.863702, -73.783127 42.863684, -73.783187 42.863652, -73.783224 42.863591, -73.78326 42.863486, -73.7832831 42.8634116)",,Old Route 146,,
822303210,False,,tertiary,True,11.061,"LINESTRING (-73.7808278 42.8637879, -73.7809632 42.8637946)",,Old Route 146,,
99276283,True,1,tertiary,False,111.94399999999999,"LINESTRING (-73.7808278 42.8637879, -73.7808439 42.8645492, -73.7808553 42.8647944)",,Clifton Country Road,,
822303210,False,,tertiary,False,209.568,"LINESTRING (-73.7808278 42.8637879, -73.780537 42.863798, -73.7799931 42.8638024, -73.7798461 42.8638036, -73.779764 42.8638042, -73.77958 42.8638057, -73.7787575 42.8638123, -73.778546 42.863814, -73.778258 42.863832)",,Old Route 146,,
378932844,False,,unclassified,True,162.024,"LINESTRING (-73.776353 42.864233, -73.7765562 42.8641796, -73.777114 42.864033, -73.7772046 42.8640116, -73.777529 42.863935, -73.7778359 42.863882, -73.777986 42.863856, -73.7780741 42.8638482, -73.778258 42.863832)",,Old Route 146,,
5650594,False,,unclassified,True,104.62700000000001,"LINESTRING (-73.786212 42.863309, -73.786375 42.863311, -73.786447 42.863321, -73.786511 42.863343, -73.786572 42.863417, -73.7865861 42.8634747, -73.786619 42.86361, -73.7866431 42.8637887, -73.7866772 42.8640413)",,Municipal Plaza,,
5654782,False,,residential,False,141.241,"LINESTRING (-73.780996 42.866317, -73.781007 42.866279, -73.7809845 42.8660258, -73.7809683 42.8658426, -73.7809551 42.8656937, -73.780944 42.865569, -73.7809465 42.8655295, -73.7809302 42.8653647, -73.7809186 42.8651931, -73.7809089 42.86505)",,Clifton Country Road,,
378932864,True,,residential,False,29.833,"LINESTRING (-73.7809089 42.86505, -73.7809625 42.8647846)",,Clifton Country Road,,
