osmid,oneway,highway,reversed,length,name,access,geometry,lanes,maxspeed,junction
803451743,True,residential,False,14.542,,,"LINESTRING (-122.2094965 47.6763813, -122.209425 47.6765029)",,,
6346931,False,residential,False,525.0459999999999,Lake Avenue West,yes,"LINESTRING (-122.2094965 47.6763813, -122.209626 47.6764358, -122.2096495 47.6764443, -122.2097495 47.6764908, -122.2102929 47.676742, -122.210411 47.6767966, -122.2107546 47.6769944, -122.2110617 47.6771961, -122.2115394 47.6776015, -122.2120369 47.6780623, -122.2123589 47.678392, -122.2130525 47.6792251, -122.2134719 47.6797925, -122.2135988 47.6800958)",,,
6436518,False,residential,False,127.41,Lakeshore Plaza Drive,,"LINESTRING (-122.2094965 47.6763813, -122.209475 47.6762659, -122.209471 47.6762412, -122.209434 47.6759673, -122.2094307 47.6759201, -122.209425 47.6759031, -122.2094101 47.6758862, -122.2093907 47.6758717, -122.2093604 47.6758548, -122.2093271 47.675847, -122.2092896 47.6758465, -122.2091176 47.6758587, -122.2089344 47.6758731, -122.2087101 47.6758888, -122.2086196 47.6758859, -122.2085428 47.6758702, -122.2084907 47.6758457)",,,
428069100,True,secondary,False,99.41900000000001,Central Way,,"LINESTRING (-122.2094965 47.6763813, -122.2093471 47.6763102, -122.209243 47.6762853, -122.2091179 47.6762711, -122.20889 47.6762687, -122.2082232 47.6763574)",1,25 mph,
6347505,False,residential,False,142.89199999999997,3rd Avenue South,,"LINESTRING (-122.2042202 47.6732964, -122.2041389 47.6732961, -122.2024175 47.6732888, -122.2023118 47.6732884)",,,
6375431,False,residential,False,61.480000000000004,2nd Street South,,"LINESTRING (-122.2042202 47.6732964, -122.2042208 47.6731707, -122.2042219 47.6729291, -122.2042228 47.6727435)",,,
6375431,False,residential,True,87.93499999999999,2nd Street South,,"LINESTRING (-122.2042202 47.6732964, -122.2042206 47.673335, -122.2042234 47.673608, -122.2042274 47.6740313, -122.2042282 47.6740872)",,,
6347505,False,residential,True,142.89199999999997,3rd Avenue South,,"LINESTRING (-122.2023118 47.6732884, -122.2024175 47.6732888, -122.2041389 47.6732961, -122.2042202 47.6732964)",,,
6520460,False,tertiary,False,86.59899999999999,State Street South,,"LINESTRING (-122.2023118 47.6732884, -122.2023091 47.6740113, -122.202309 47.6740672)",2,,
6520460,False,tertiary,True,59.081,State Street South,,"LINESTRING (-122.2023118 47.6732884, -122.2023172 47.6729927, -122.2023182 47.6727571)",2,,
6508969,False,residential,False,82.42699999999999,5th Avenue,,"LINESTRING (-122.2094912 47.6788238, -122.20943 47.6788239, -122.2089544 47.6788317, -122.2089177 47.6788323, -122.2084815 47.6788356, -122.2083904 47.6788363)",,,
