osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry
207595132,2,Plaza del Concilio de Trento,secondary,30,roundabout,True,False,13.289,"LINESTRING (-5.6628058 40.9610169, -5.6627892 40.9610324, -5.6627776 40.9610503, -5.6627715 40.9610697, -5.6627714 40.9610896, -5.6627771 40.9611091, -5.6627884 40.961127)"
42690419,2,Calle Gran Vía,secondary,30,,True,False,17.805,"LINESTRING (-5.6587355 40.9680243, -5.6586579 40.9680964, -5.6585935 40.9681428)"
274888089,3,Calle Gran Vía,secondary,30,,False,True,92.66799999999999,"LINESTRING (-5.6587355 40.9680243, -5.6587962 40.9679251, -5.6588338 40.9678652, -5.658898 40.9677647, -5.6589818 40.9676335, -5.6591588 40.9673534, -5.659213 40.967273)"
400290517,1,Calle Gran Vía,secondary,30,,True,False,23.217,"LINESTRING (-5.6587355 40.9680243, -5.6585608 40.9680497, -5.6584763 40.9680113)"
65702155,3,Plaza de España,trunk,30,roundabout,True,False,9.737,"LINESTRING (-5.6585304 40.9682203, -5.6584967 40.9682343, -5.6584668 40.9682529, -5.658442 40.9682754)"
86881188,3,Plaza de España,trunk,30,roundabout,True,False,12.803,"LINESTRING (-5.658442 40.9682754, -5.6584111 40.9683277, -5.6584073 40.9683855)"
65702108,3,Plaza de España,trunk,30,roundabout,True,False,21.04,"LINESTRING (-5.6584073 40.9683855, -5.6584351 40.9684454, -5.6584942 40.9684933, -5.6585672 40.9685177)"
23257448,3,Plaza de España,trunk,30,,True,False,50.967999999999996,"LINESTRING (-5.6587294 40.9684952, -5.6588554 40.968537, -5.6589382 40.9685616, -5.6589832 40.9685775, -5.6591816 40.9686948, -5.6592436 40.9687315)"
80905753,3,Plaza de España,trunk,30,roundabout,True,False,23.355,"LINESTRING (-5.6587294 40.9684952, -5.6587777 40.9684613, -5.6588114 40.9684138, -5.6588219 40.9683609, -5.6588086 40.968309)"
23215229,3,Plaza de España,trunk,30,roundabout,True,False,12.953,"LINESTRING (-5.6588086 40.968309, -5.6587845 40.9682745, -5.6587501 40.9682456, -5.6587076 40.9682241)"
41280917,3,Avenida de Mirat,trunk,30,,True,False,40.702000000000005,"LINESTRING (-5.6600888 40.9692179, -5.660384 40.9693046, -5.6604718 40.9693304, -5.6605406 40.9693506)"
23231879,2,Cuesta de Sancti-Spíritus,residential,30,,True,False,49.827,"LINESTRING (-5.6580817 40.9647842, -5.658237 40.9648329, -5.6586574 40.9648814)"
807136927,5,Paseo de Canalejas,trunk,30,,False,True,52.069,"LINESTRING (-5.6580817 40.9647842, -5.6581237 40.9646622, -5.6582175 40.9643274)"
42838550,1,Calle del Pinto,residential,30,,True,False,128.249,"LINESTRING (-5.6596116 40.9651433, -5.6596564 40.9650863, -5.6599809 40.964691, -5.6604108 40.964231, -5.6604543 40.964182)"
44115345,2,Cuesta de Sancti-Spíritus,residential,30,,False,True,85.24699999999999,"LINESTRING (-5.6596116 40.9651433, -5.6595299 40.965121, -5.6587596 40.9649096, -5.6586574 40.9648814)"
130068520,2,Cuesta de Sancti-Spíritus,residential,30,,False,False,73.821,"LINESTRING (-5.6596116 40.9651433, -5.6596944 40.9651678, -5.6597905 40.9651832, -5.6601155 40.9652265, -5.6601918 40.9652397, -5.6603448 40.9652882, -5.6604502 40.9653279)"
70527186,3,Calle Gran Vía,secondary,30,,False,True,37.480999999999995,"LINESTRING (-5.6604502 40.9653279, -5.6604899 40.9652661, -5.6605231 40.9652141, -5.6606444 40.9650244)"
130068520,2,Cuesta de Sancti-Spíritus,residential,30,,False,True,73.821,"LINESTRING (-5.6604502 40.9653279, -5.6603448 40.9652882, -5.6601918 40.9652397, -5.6601155 40.9652265, -5.6597905 40.9651832, -5.6596944 40.9651678, -5.6596116 40.9651433)"
"[274888089, 1146958428]",3,Calle Gran Vía,secondary,30,,False,False,197.79299999999998,"LINESTRING (-5.6604502 40.9653279, -5.6604452 40.9653357, -5.6603606 40.9654694, -5.6602485 40.9656459, -5.6600164 40.9660113, -5.6599637 40.9660943, -5.6599113 40.9661778, -5.6598509 40.966274, -5.6597966 40.9663588, -5.6595992 40.9666671, -5.659514 40.9668038, -5.6594756 40.9668654, -5.6594296 40.966931)"
