osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,bridge,junction,ref
1097503263,False,2,residential,True,122.80599999999998,"LINESTRING (-79.0597032 43.0827073, -79.058712 43.0823374, -79.0585892 43.0822916, -79.0585518 43.082281, -79.0585082 43.0822716, -79.0584662 43.0822674, -79.0584125 43.0822658, -79.0583331 43.0822677)",Buffalo Avenue,,,,
178872179,False,2,tertiary,False,112.372,"LINESTRING (-79.0591297 43.0871827, -79.0590751 43.0861729)",3rd Street,,,,
"[991065126, 5716271]",False,2,unclassified,False,234.884,"LINESTRING (-79.0591297 43.0871827, -79.0582433 43.0872125, -79.057959 43.0872229, -79.0578497 43.0872272, -79.0578543 43.0873621, -79.0579007 43.0880073, -79.057917 43.0882831, -79.057924 43.0884024)","['Wendel Way', '4th Street']",,,,
672181343,False,2,tertiary,False,129.82,"LINESTRING (-79.0591297 43.0871827, -79.0591626 43.0876631, -79.059174 43.0878264, -79.0591831 43.0879571, -79.059202 43.0882274, -79.0592105 43.0883487)",3rd Street,,,,
5717231,False,,residential,True,133.46,"LINESTRING (-79.0603227 43.0853464, -79.0603003 43.0850119, -79.0602423 43.0841476)",2nd Street,,,,
5715937,False,2,unclassified,True,107.10799999999999,"LINESTRING (-79.0564009 43.0853585, -79.0566266 43.0853528, -79.0573269 43.0853267, -79.0574101 43.0853236, -79.0575352 43.0853163, -79.0577144 43.085289)",Duggan Drive,,,,
5717812,False,2,unclassified,True,190.317,"LINESTRING (-79.0564009 43.0853585, -79.0563704 43.0848532, -79.056366 43.0847793, -79.0563049 43.0837665, -79.0563034 43.0837414, -79.0562978 43.0836486)",5th Street,,,,
162248603,False,2,unclassified,True,128.18,"LINESTRING (-79.0630971 43.0870237, -79.0635537 43.0870052, -79.0637513 43.0869964, -79.0642484 43.0869767, -79.0646731 43.0869598)",Mayor Michael O'Laughlin Drive,,,,
776620428,False,2,secondary,False,107.155,"LINESTRING (-79.0630971 43.0870237, -79.0630859 43.0868505, -79.0630421 43.0861732, -79.0630349 43.0860611)",Rainbow Boulevard,,,,
776620428,False,2,secondary,True,124.24900000000001,"LINESTRING (-79.0630971 43.0870237, -79.0631245 43.0875142, -79.0631328 43.0876613, -79.0631386 43.0877656, -79.0631569 43.0880168, -79.0631547 43.0881401)",Rainbow Boulevard,,,,
"[28434016, 51217933, 1097501585, 51373266, 51373267, 51048124]",False,2,tertiary,"[False, True]",656.2159999999999,"LINESTRING (-79.0622449 43.0836868, -79.0622823 43.0836465, -79.0625642 43.0833423, -79.0641597 43.0816415, -79.0642602 43.0815174, -79.0643376 43.0813649, -79.0644437 43.081022, -79.06448 43.0808675, -79.064535 43.0806672, -79.0645992 43.0805569, -79.0646764 43.0804476, -79.0647923 43.0803454, -79.0648586 43.0803029, -79.0649374 43.0802593, -79.0650342 43.0802197, -79.06514 43.080195, -79.0652665 43.0801812, -79.0654156 43.0801806, -79.0655098 43.0801942, -79.0656041 43.0802157, -79.0656831 43.0802502, -79.0657808 43.0803046, -79.0658897 43.0803764, -79.0659599 43.0804456, -79.0660193 43.0805498, -79.0661122 43.0808094, -79.0661721 43.0809445, -79.0662378 43.0810587, -79.0663441 43.0811683, -79.0664789 43.0812626, -79.066593 43.0813453)","['Goat Island Road', '1st Street', 'American Rapids Bridge']",25 mph,yes,,
672181337,False,,residential,False,107.65899999999999,"LINESTRING (-79.0622449 43.0836868, -79.0623443 43.0837258, -79.0629046 43.0839456, -79.0633304 43.0841127, -79.0634127 43.084145)",Buffalo Avenue,,,,
672181338,False,2,tertiary,False,72.958,"LINESTRING (-79.0622449 43.0836868, -79.0621935 43.0837596, -79.061833 43.0842699)",1st Street,30 mph,,,
1097503263,False,2,residential,True,233.39600000000002,"LINESTRING (-79.0622449 43.0836868, -79.0621908 43.0836659, -79.0611764 43.083275, -79.0609682 43.0831948, -79.0607386 43.0831063, -79.059939 43.0827936, -79.0597032 43.0827073)",Buffalo Avenue,,,,
1097503263,False,2,residential,True,66.933,"LINESTRING (-79.0583331 43.0822677, -79.0575101 43.0822995)",Buffalo Avenue,,,,
"[358830433, 587046199]",False,,residential,False,82.041,"LINESTRING (-79.0583331 43.0822677, -79.058296 43.0817749, -79.0586304 43.0817712)",Hillcrest Street,,,,
1097503263,False,2,residential,False,122.806,"LINESTRING (-79.0583331 43.0822677, -79.0584125 43.0822658, -79.0584662 43.0822674, -79.0585082 43.0822716, -79.0585518 43.082281, -79.0585892 43.0822916, -79.058712 43.0823374, -79.0597032 43.0827073)",Buffalo Avenue,,,,
1097503263,False,2,residential,False,66.933,"LINESTRING (-79.0575101 43.0822995, -79.0583331 43.0822677)",Buffalo Avenue,,,,
5718756,False,2,unclassified,True,148.858,"LINESTRING (-79.0575101 43.0822995, -79.0574998 43.0822257, -79.0574957 43.0821856, -79.0574735 43.081832, -79.0574458 43.0813905, -79.0574354 43.081223, -79.0574277 43.0811007, -79.0574282 43.0810705, -79.0574316 43.0810352, -79.0574341 43.0810075, -79.0574388 43.0809627)",4th Street,,,,
178198813,False,2,residential,True,161.974,"LINESTRING (-79.0575101 43.0822995, -79.0568191 43.0823239, -79.0565392 43.0823338, -79.0556991 43.0823634, -79.055518 43.0823698)",Buffalo Avenue,,,,
"[1097503260, 672181342]",False,2,unclassified,False,131.863,"LINESTRING (-79.0575101 43.0822995, -79.0575177 43.0823637, -79.0575453 43.082726, -79.0575553 43.0828564, -79.0576006 43.0834835)",4th Street,,,,
178198813,False,2,residential,False,161.974,"LINESTRING (-79.055518 43.0823698, -79.0556991 43.0823634, -79.0565392 43.0823338, -79.0568191 43.0823239, -79.0575101 43.0822995)",Buffalo Avenue,,,,
1122448110,False,2,unclassified,True,12.501,"LINESTRING (-79.0576006 43.0834835, -79.0576077 43.0835958)",4th Street,30 mph,,,
672181341,True,2,secondary,False,106.517,"LINESTRING (-79.0576006 43.0834835, -79.057406 43.0834881, -79.0572547 43.0834945, -79.0571104 43.0834999, -79.056867 43.0835089, -79.0562908 43.083533)",Rainbow Boulevard,30 mph,,,
"[1097503260, 672181342]",False,2,unclassified,True,131.863,"LINESTRING (-79.0576006 43.0834835, -79.0575553 43.0828564, -79.0575453 43.082726, -79.0575177 43.0823637, -79.0575101 43.0822995)",4th Street,,,,
5717812,False,2,unclassified,False,12.867,"LINESTRING (-79.0562908 43.083533, -79.0562978 43.0836486)",5th Street,,,,
"[51048121, 236783158]",True,"['1', '2']",tertiary,False,51.653,"LINESTRING (-79.066593 43.0813453, -79.066769 43.0814611, -79.0669796 43.0815552, -79.0670492 43.0815847, -79.0671046 43.0815967, -79.0671182 43.0815991)",Goat Island Road,10 mph,,,
"[28434016, 51217933, 1097501585, 51373266, 51373267, 51048124]",False,2,tertiary,"[False, True]",656.2159999999999,"LINESTRING (-79.066593 43.0813453, -79.0664789 43.0812626, -79.0663441 43.0811683, -79.0662378 43.0810587, -79.0661721 43.0809445, -79.0661122 43.0808094, -79.0660193 43.0805498, -79.0659599 43.0804456, -79.0658897 43.0803764, -79.0657808 43.0803046, -79.0656831 43.0802502, -79.0656041 43.0802157, -79.0655098 43.0801942, -79.0654156 43.0801806, -79.0652665 43.0801812, -79.06514 43.080195, -79.0650342 43.0802197, -79.0649374 43.0802593, -79.0648586 43.0803029, -79.0647923 43.0803454, -79.0646764 43.0804476, -79.0645992 43.0805569, -79.064535 43.0806672, -79.06448 43.0808675, -79.0644437 43.081022, -79.0643376 43.0813649, -79.0642602 43.0815174, -79.0641597 43.0816415, -79.0625642 43.0833423, -79.0622823 43.0836465, -79.0622449 43.0836868)","['1st Street', 'Goat Island Road', 'American Rapids Bridge']",25 mph,yes,,
672181336,True,1,tertiary,False,29.906,"LINESTRING (-79.061833 43.0842699, -79.0617918 43.0843143, -79.0617333 43.084362, -79.0617137 43.0843794, -79.0616445 43.0844408, -79.0615945 43.0844738)",1st Street,30 mph,,,
672181338,False,2,tertiary,True,72.958,"LINESTRING (-79.061833 43.0842699, -79.0621935 43.0837596, -79.0622449 43.0836868)",1st Street,30 mph,,,
33179313,False,,secondary,False,54.28,"LINESTRING (-79.0608278 43.084383, -79.0607719 43.0843599, -79.0604764 43.0842389, -79.0602423 43.0841476)",Rainbow Boulevard,30 mph,,,
51217926,True,1,secondary,False,54.322,"LINESTRING (-79.0608278 43.084383, -79.0609466 43.0844496, -79.061123 43.0845164, -79.0612617 43.0845599, -79.0613226 43.0845866, -79.0613984 43.0846325)",Rainbow Boulevard,30 mph,,,
51217929,True,1,secondary,False,33.042,"LINESTRING (-79.0616229 43.0850732, -79.0616531 43.084974, -79.0616566 43.0849176, -79.0616582 43.0848964, -79.0616607 43.084862, -79.0616754 43.0847793)",1st Street,30 mph,,,
51217939,False,2,secondary,False,110.89800000000001,"LINESTRING (-79.0616229 43.0850732, -79.0616326 43.0852387, -79.0616452 43.0854527, -79.061674 43.0859426, -79.0616814 43.0860696)",1st Street,30 mph,,,
258140897,True,1,secondary,False,8.988,"LINESTRING (-79.0616754 43.0847793, -79.061726 43.0847603, -79.0617677 43.0847355)",Centennial Circle,,,roundabout,
51217930,True,1,secondary,False,34.266,"LINESTRING (-79.061529 43.084774, -79.0615509 43.0848506, -79.0615667 43.0849011, -79.0615738 43.0849458, -79.0615807 43.084988, -79.0616229 43.0850732)",1st Street,30 mph,,,
258140897,True,1,secondary,False,12.12,"LINESTRING (-79.061529 43.084774, -79.0615536 43.0847802, -79.061579 43.0847842, -79.0616049 43.0847858, -79.0616309 43.0847852, -79.0616754 43.0847793)",Centennial Circle,,,roundabout,
51217931,True,1,secondary,False,31.778,"LINESTRING (-79.0617677 43.0847355, -79.0618475 43.0847503, -79.0619138 43.0847673, -79.0621285 43.0848435)",Rainbow Boulevard,30 mph,,,
258140897,True,1,secondary,False,12.674,"LINESTRING (-79.0617677 43.0847355, -79.0617917 43.084712, -79.0618068 43.0846904, -79.0618171 43.0846673, -79.0618246 43.0846316)",Centennial Circle,,,roundabout,
51217932,True,1,secondary,False,34.286,"LINESTRING (-79.0621285 43.0848435, -79.0619991 43.0847385, -79.0619559 43.0847175, -79.0619075 43.0846924, -79.0618734 43.0846686, -79.0618246 43.0846316)",Rainbow Boulevard,30 mph,,,
68286498,False,2,secondary,True,123.42800000000001,"LINESTRING (-79.0621285 43.0848435, -79.0622157 43.0848938, -79.0622982 43.0849445, -79.0623731 43.0849959, -79.0624491 43.085056, -79.062509 43.0851097, -79.0625667 43.0851638, -79.06262 43.0852184, -79.0626755 43.0852804, -79.0627257 43.0853429, -79.0627721 43.085404, -79.0628198 43.0854777, -79.062829 43.0854928, -79.0628658 43.0855537, -79.0629001 43.0856232, -79.0629317 43.0856937, -79.0629539 43.0857507)",Rainbow Boulevard,,,,
776620427,True,1,secondary,False,12.315000000000001,"LINESTRING (-79.0618246 43.0846316, -79.0618125 43.0845825, -79.061796 43.0845552, -79.0617714 43.0845299)",Centennial Circle,,,roundabout,
51373258,True,,trunk,False,21.992,"LINESTRING (-79.0631547 43.0881401, -79.0633379 43.088215, -79.063397 43.0882256)",,,,,
586003990,False,5,trunk,True,107.87599999999998,"LINESTRING (-79.0631547 43.0881401, -79.0630333 43.0881467, -79.0626013 43.0881691, -79.0622088 43.0881845, -79.0620021 43.0881934, -79.0618294 43.0882054)",Niagara Street,30 mph,,,NY 384
776620428,False,2,secondary,False,124.249,"LINESTRING (-79.0631547 43.0881401, -79.0631569 43.0880168, -79.0631386 43.0877656, -79.0631328 43.0876613, -79.0631245 43.0875142, -79.0630971 43.0870237)",Rainbow Boulevard,,,,
258140897,True,1,secondary,False,19.619,"LINESTRING (-79.0613984 43.0846325, -79.0614149 43.0846759, -79.0614449 43.0847186, -79.061481 43.0847496, -79.061529 43.084774)",Centennial Circle,,,roundabout,
586003990,False,5,trunk,False,107.87599999999999,"LINESTRING (-79.0618294 43.0882054, -79.0620021 43.0881934, -79.0622088 43.0881845, -79.0626013 43.0881691, -79.0630333 43.0881467, -79.0631547 43.0881401)",Niagara Street,30 mph,,,NY 384
586003990,False,5,trunk,True,106.283,"LINESTRING (-79.0618294 43.0882054, -79.0616852 43.0882141, -79.0616318 43.0882162, -79.0605234 43.0882676)",Niagara Street,30 mph,,,NY 384
"[981021808, 51217939]",False,"['3', '2']",secondary,True,237.836,"LINESTRING (-79.0618294 43.0882054, -79.0618237 43.0880815, -79.0617779 43.0877144, -79.0617708 43.0875918, -79.0617688 43.0875582, -79.0617522 43.0872758, -79.0617212 43.0867467, -79.0616814 43.0860696)",1st Street,30 mph,,,
586006269,False,4,trunk,False,107.04199999999999,"LINESTRING (-79.0592105 43.0883487, -79.0593341 43.0883447, -79.0601628 43.088302, -79.0605234 43.0882676)",Niagara Street,30 mph,,,NY 384
672181343,False,2,tertiary,True,129.82,"LINESTRING (-79.0592105 43.0883487, -79.059202 43.0882274, -79.0591831 43.0879571, -79.059174 43.0878264, -79.0591626 43.0876631, -79.0591297 43.0871827)",3rd Street,,,,
991065127,False,3,trunk,True,104.643,"LINESTRING (-79.0592105 43.0883487, -79.0590874 43.0883527, -79.0581097 43.0883951, -79.057924 43.0884024)",Niagara Street,30 mph,,,NY 384
112412944,False,3,trunk,True,104.06700000000001,"LINESTRING (-79.057924 43.0884024, -79.0577747 43.0884161, -79.0572631 43.0884512, -79.0566483 43.0884909)",Niagara Street,30 mph,,,NY 384
"[991065126, 5716271]",False,2,unclassified,True,234.88400000000001,"LINESTRING (-79.057924 43.0884024, -79.057917 43.0882831, -79.0579007 43.0880073, -79.0578543 43.0873621, -79.0578497 43.0872272, -79.057959 43.0872229, -79.0582433 43.0872125, -79.0591297 43.0871827)","['Wendel Way', '4th Street']",,,,
991065127,False,3,trunk,False,104.643,"LINESTRING (-79.057924 43.0884024, -79.0581097 43.0883951, -79.0590874 43.0883527, -79.0592105 43.0883487)",Niagara Street,30 mph,,,NY 384
112412944,False,3,trunk,False,104.067,"LINESTRING (-79.0566483 43.0884909, -79.0572631 43.0884512, -79.0577747 43.0884161, -79.057924 43.0884024)",Niagara Street,30 mph,,,NY 384
112412944,False,3,trunk,True,108.663,"LINESTRING (-79.0566483 43.0884909, -79.05597 43.0885279, -79.0553133 43.0885573)",Niagara Street,30 mph,,,NY 384
112412944,False,3,trunk,False,108.663,"LINESTRING (-79.0553133 43.0885573, -79.05597 43.0885279, -79.0566483 43.0884909)",Niagara Street,30 mph,,,NY 384
586003990,False,5,trunk,False,106.283,"LINESTRING (-79.0605234 43.0882676, -79.0616318 43.0882162, -79.0616852 43.0882141, -79.0618294 43.0882054)",Niagara Street,30 mph,,,NY 384
586006269,False,4,trunk,True,107.04199999999999,"LINESTRING (-79.0605234 43.0882676, -79.0601628 43.088302, -79.0593341 43.0883447, -79.0592105 43.0883487)",Niagara Street,30 mph,,,NY 384
236783162,True,1,tertiary,False,58.355000000000004,"LINESTRING (-79.0672316 43.0812862, -79.0671408 43.0813578, -79.0670424 43.0813968, -79.0669727 43.0814129, -79.0668796 43.0814184, -79.0667993 43.081411, -79.0667276 43.0813935, -79.066593 43.0813453)",Goat Island Road,10 mph,,,
236783175,True,1,tertiary_link,False,36.190000000000005,"LINESTRING (-79.0672316 43.0812862, -79.0671599 43.0814362, -79.0671411 43.0814733, -79.0671324 43.0815049, -79.0671269 43.0815356, -79.0671228 43.0815623, -79.0671182 43.0815991)",,10 mph,,,
5718756,False,2,unclassified,False,148.85799999999998,"LINESTRING (-79.0574388 43.0809627, -79.0574341 43.0810075, -79.0574316 43.0810352, -79.0574282 43.0810705, -79.0574277 43.0811007, -79.0574354 43.081223, -79.0574458 43.0813905, -79.0574735 43.081832, -79.0574957 43.0821856, -79.0574998 43.0822257, -79.0575101 43.0822995)",4th Street,,,,
"[1097503261, 1097503262]",True,2,secondary,False,594.9839999999998,"LINESTRING (-79.0574388 43.0809627, -79.0576093 43.0809808, -79.0582207 43.0810523, -79.0583689 43.08107, -79.0585182 43.0810893, -79.0586662 43.081112, -79.05881 43.0811363, -79.0589595 43.081163, -79.0591035 43.0811932, -79.0592459 43.0812255, -79.0593853 43.0812606, -79.0595215 43.0812973, -79.0596063 43.0813231, -79.059666 43.0813402, -79.0597996 43.0813828, -79.0599383 43.0814289, -79.0600698 43.0814764, -79.0602003 43.0815256, -79.0603317 43.0815795, -79.0603625 43.081593, -79.0603909 43.0816055, -79.0604398 43.081627, -79.0605867 43.0816919, -79.0607081 43.0817503, -79.0608302 43.0818129, -79.0609549 43.0818782, -79.0610736 43.0819437, -79.0611912 43.0820127, -79.0613048 43.082083, -79.0614182 43.0821575, -79.0615273 43.0822321, -79.0616351 43.0823087, -79.0617381 43.0823889, -79.0618006 43.0824386, -79.061865 43.0824904, -79.0619386 43.0825508, -79.0620152 43.0826152, -79.0622521 43.0828216, -79.062331 43.0828864, -79.0623548 43.0829045, -79.0624135 43.0829486, -79.0625027 43.0830073, -79.0626014 43.0830632, -79.0626869 43.0831115, -79.0627533 43.0831504, -79.0628141 43.0831898, -79.0628742 43.0832331, -79.062952 43.0832989, -79.0630232 43.0833683, -79.0630774 43.0834263, -79.0632519 43.0836299, -79.0632826 43.0836634, -79.0633201 43.0837011, -79.0633488 43.0837278, -79.0633744 43.0837493)",Riverway,25 mph,,,
68286498,False,2,secondary,False,123.428,"LINESTRING (-79.0629539 43.0857507, -79.0629317 43.0856937, -79.0629001 43.0856232, -79.0628658 43.0855537, -79.062829 43.0854928, -79.0628198 43.0854777, -79.0627721 43.085404, -79.0627257 43.0853429, -79.0626755 43.0852804, -79.06262 43.0852184, -79.0625667 43.0851638, -79.062509 43.0851097, -79.0624491 43.085056, -79.0623731 43.0849959, -79.0622982 43.0849445, -79.0622157 43.0848938, -79.0621285 43.0848435)",Rainbow Boulevard,,,,
776620428,False,2,secondary,True,35.21,"LINESTRING (-79.0629539 43.0857507, -79.062975 43.085808, -79.0629931 43.0858638, -79.063008 43.0859161, -79.0630163 43.0859453, -79.0630229 43.0859719, -79.0630316 43.0860191, -79.0630349 43.0860611)",Rainbow Boulevard,,,,
"[825838506, 846918715]",False,2,tertiary,"[False, True]",204.29700000000003,"LINESTRING (-79.0629539 43.0857507, -79.0630516 43.0857232, -79.0630825 43.0857126, -79.06313 43.0856968, -79.0631673 43.085685, -79.0632159 43.0856682, -79.0632693 43.0856493, -79.0633851 43.0855971, -79.0634299 43.0855768, -79.063459 43.0855591, -79.0634744 43.0855437, -79.0634819 43.0855248, -79.0634874 43.0854696, -79.0634874 43.0854144, -79.0634548 43.0849182, -79.0634378 43.0846603, -79.0634244 43.0844383, -79.0634137 43.0842391, -79.0634127 43.084145)",Old Main Street,,,,
51217950,True,2,trunk,False,35.189,"LINESTRING (-79.0635684 43.0880525, -79.0633324 43.0880846, -79.0631547 43.0881401)",,,,,
"[1152312496, 586716119]",True,1,tertiary_link,False,35.699,"LINESTRING (-79.0640846 43.0887511, -79.0641295 43.088751, -79.0641504 43.0887503, -79.0641717 43.0887469, -79.0641952 43.0887415, -79.0642061 43.0887366, -79.0642181 43.0887293, -79.064228 43.088719, -79.0642341 43.0887092, -79.0642379 43.0886968, -79.0642385 43.0886817, -79.0642325 43.0886673, -79.0642232 43.0886537, -79.0642036 43.0886373, -79.0641715 43.0886283, -79.0641311 43.0886212, -79.0640909 43.088617, -79.0640498 43.0886174)",,,,,
51373258,True,,trunk,False,65.669,"LINESTRING (-79.063397 43.0882256, -79.0634806 43.0882234, -79.0635235 43.0882243, -79.0635636 43.0882266, -79.063611 43.0882318, -79.0636521 43.0882389, -79.063698 43.0882492, -79.0637527 43.0882633, -79.0638065 43.0882807, -79.063853 43.0882989, -79.0638986 43.0883188, -79.0639536 43.088348, -79.0640114 43.0883817, -79.0641203 43.0884448)",,,,,
