osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,junction,maxspeed
16484512,East Wyche Street,residential,False,False,252.449,"LINESTRING (-78.701259 34.3362109, -78.7039789 34.3365428)",,,,
16484512,East Wyche Street,residential,False,True,251.684,"LINESTRING (-78.701259 34.3362109, -78.6985482 34.3358753)",,,,
16483231,North Franklin Street,residential,False,True,150.642,"LINESTRING (-78.701259 34.3362109, -78.7013789 34.3355075, -78.7014246 34.335256, -78.7015078 34.334872)",,,,
16483231,North Franklin Street,residential,False,True,120.604,"LINESTRING (-78.7010616 34.3372832, -78.701259 34.3362109)",,,,
16487329,East Smith Street,residential,False,True,236.415,"LINESTRING (-78.7010616 34.3372832, -78.6985284 34.3369024)",,,,
16483231,North Franklin Street,residential,False,False,125.84100000000001,"LINESTRING (-78.7010616 34.3372832, -78.7009795 34.3377283, -78.7009525 34.3378748, -78.7009341 34.3379744, -78.700872 34.3383107, -78.7008552 34.338402)",,,,
16487329,East Smith Street,residential,False,False,253.286,"LINESTRING (-78.7010616 34.3372832, -78.7018597 34.3373843, -78.7028503 34.3375098, -78.7030239 34.3375318, -78.7032028 34.3375544, -78.7037883 34.3376286)",,,,
16483231,North Franklin Street,residential,False,False,125.377,"LINESTRING (-78.7008552 34.338402, -78.7006537 34.3395172)",,,,
16483231,North Franklin Street,residential,False,True,125.84099999999998,"LINESTRING (-78.7008552 34.338402, -78.700872 34.3383107, -78.7009341 34.3379744, -78.7009525 34.3378748, -78.7009795 34.3377283, -78.7010616 34.3372832)",,,,
"[130255714, 130255723]",Jefferson Street,primary,False,True,218.489,"LINESTRING (-78.7008552 34.338402, -78.6996121 34.3382411, -78.6993626 34.3382125, -78.6991365 34.338189, -78.6989013 34.3381718, -78.698892 34.3381715, -78.6984961 34.3381599)",US 74 Business;US 76 Business,"['4', '3']",,
130255728,Jefferson Street,primary,False,False,193.96699999999998,"LINESTRING (-78.7008552 34.338402, -78.7018942 34.3385281, -78.7019231 34.3385317, -78.7029447 34.338659)",US 74 Business;US 76 Business,2,,
16483231,North Franklin Street,residential,False,False,59.178,"LINESTRING (-78.7006537 34.3395172, -78.700535 34.3400403)",,,,
16483231,North Franklin Street,residential,False,True,125.377,"LINESTRING (-78.7006537 34.3395172, -78.7008552 34.338402)",,,,
16485228,East Nance Street,residential,False,False,252.482,"LINESTRING (-78.7006537 34.3395172, -78.7010372 34.3395613, -78.7012245 34.3395828, -78.7016986 34.3396373, -78.7021569 34.3396956, -78.7023229 34.3397167, -78.7023923 34.3397247, -78.7027178 34.3397623, -78.7028573 34.3397785, -78.7033759 34.3398384)",,,,
16483231,North Franklin Street,residential,False,False,65.004,"LINESTRING (-78.700535 34.3400403, -78.7004314 34.3406186)",,,,
16483231,North Franklin Street,residential,False,True,59.178,"LINESTRING (-78.700535 34.3400403, -78.7006537 34.3395172)",,,,
16485618,Summit Drive,residential,False,False,166.569,"LINESTRING (-78.700535 34.3400403, -78.6987415 34.3398147)",,,,
16483231,North Franklin Street,residential,False,False,110.794,"LINESTRING (-78.7004314 34.3406186, -78.700251 34.3416038)",,,,
16483231,North Franklin Street,residential,False,True,65.004,"LINESTRING (-78.7004314 34.3406186, -78.700535 34.3400403)",,,,
16486835,Frink Street,residential,False,False,255.09300000000002,"LINESTRING (-78.7004314 34.3406186, -78.7013133 34.3407404, -78.7020422 34.3408107, -78.703057 34.3408951, -78.7031767 34.3409379)",,,,
16483231,North Franklin Street,residential,False,False,67.95,"LINESTRING (-78.700251 34.3416038, -78.7001418 34.3422082)",,,,
16483231,North Franklin Street,residential,False,True,110.794,"LINESTRING (-78.700251 34.3416038, -78.7004314 34.3406186)",,,,
16485180,East Oliver Street,residential,False,False,255.749,"LINESTRING (-78.700251 34.3416038, -78.7028341 34.3419087, -78.7030101 34.3419156)",,,,
16483231,North Franklin Street,residential,False,False,109.679,"LINESTRING (-78.7001418 34.3422082, -78.6999716 34.3431845)",,,,
16483231,North Franklin Street,residential,False,True,67.95,"LINESTRING (-78.7001418 34.3422082, -78.700251 34.3416038)",,,,
16486865,Toon Street,residential,False,True,196.385,"LINESTRING (-78.7001418 34.3422082, -78.6980038 34.3421544)",,,,
16483231,North Franklin Street,residential,False,True,109.679,"LINESTRING (-78.6999716 34.3431845, -78.7001418 34.3422082)",,,,
16484603,Fuller Street,residential,False,False,256.524,"LINESTRING (-78.6999716 34.3431845, -78.7027652 34.343226)",,,,
16484603,Fuller Street,residential,False,True,182.872,"LINESTRING (-78.6999716 34.3431845, -78.6979815 34.3431158)",,,,
16484087,,primary,True,False,30.566000000000003,"LINESTRING (-78.7038252 34.3389263, -78.7038692 34.3388837, -78.7038934 34.338848, -78.7039038 34.3388155, -78.7039068 34.3387904, -78.703907 34.3387478, -78.7039007 34.3387159, -78.7038847 34.3386737)",US 74 Business;US 76 Business;US 701 Business,1,roundabout,
441627213,West Washington Street,primary,True,False,41.405,"LINESTRING (-78.7038252 34.3389263, -78.7039479 34.3388689, -78.7040042 34.3388505, -78.7040214 34.3388477, -78.7040563 34.3388421, -78.7041048 34.338838, -78.7042519 34.3388284)",US 74 Business;US 76 Business,2,,
238573985,West Washington Street,primary,False,False,69.225,"LINESTRING (-78.7058501 34.3390395, -78.7059354 34.3390493, -78.7061047 34.3390688, -78.7062849 34.3390859, -78.7064898 34.339097, -78.7065999 34.3391004)",US 74 Business;US 76 Business,2,,
238573985,West Washington Street,primary,False,True,148.607,"LINESTRING (-78.7058501 34.3390395, -78.7057691 34.3390289, -78.7053601 34.3389755, -78.7048981 34.3389152, -78.7048792 34.3389128, -78.704663 34.3388847, -78.7045968 34.3388761, -78.7043207 34.3388379, -78.7042519 34.3388284)",US 74 Business;US 76 Business,2,,
819993650,North Lee Street,residential,False,False,123.75,"LINESTRING (-78.7058501 34.3390395, -78.7058369 34.3391191, -78.7056671 34.3401421)",,,,
819993650,North Lee Street,residential,False,True,128.377,"LINESTRING (-78.7058501 34.3390395, -78.7058682 34.3389467, -78.7059041 34.338762, -78.7059725 34.3384105, -78.7060719 34.3378996)",,,,
16486737,James Street,residential,False,False,130.736,"LINESTRING (-78.7065999 34.3391004, -78.7065431 34.3402752)",,,,
16486737,James Street,residential,False,True,125.267,"LINESTRING (-78.7065999 34.3391004, -78.7066177 34.3388298, -78.7066335 34.3385883, -78.7066415 34.3384656, -78.7066595 34.3381926, -78.7066737 34.3379755)",,,,
238573985,West Washington Street,primary,False,False,171.315,"LINESTRING (-78.7065999 34.3391004, -78.7068607 34.3390986, -78.7073835 34.3390844, -78.7075058 34.3390811, -78.7077013 34.3390757, -78.7078676 34.3390726, -78.7079013 34.339072, -78.7080302 34.3390696, -78.7084651 34.3390614)",US 74 Business;US 76 Business,2,,
238573985,West Washington Street,primary,False,True,69.22500000000001,"LINESTRING (-78.7065999 34.3391004, -78.7064898 34.339097, -78.7062849 34.3390859, -78.7061047 34.3390688, -78.7059354 34.3390493, -78.7058501 34.3390395)",US 74 Business;US 76 Business,2,,
16484571,Powell Boulevard,primary,False,True,105.39500000000001,"LINESTRING (-78.7084651 34.3390614, -78.7084318 34.3384423, -78.7084141 34.3381145)",US 701 Bypass;NC 130,4,,45 mph
238573985,West Washington Street,primary,False,True,171.315,"LINESTRING (-78.7084651 34.3390614, -78.7080302 34.3390696, -78.7079013 34.339072, -78.7078676 34.3390726, -78.7077013 34.3390757, -78.7075058 34.3390811, -78.7073835 34.3390844, -78.7068607 34.3390986, -78.7065999 34.3391004)",US 74 Business;US 76 Business,2,,
16484087,,primary,True,False,15.453,"LINESTRING (-78.7032773 34.3388324, -78.7033163 34.3388798, -78.7033291 34.3388951, -78.7033725 34.338947)",US 74 Business;US 76 Business;US 701 Business,1,roundabout,
16484087,,primary,True,False,28.247999999999998,"LINESTRING (-78.7033237 34.3385961, -78.7032876 34.3386319, -78.7032692 34.3386612, -78.7032579 34.3387072, -78.7032558 34.3387507, -78.7032608 34.3387883, -78.7032773 34.3388324)",US 74 Business;US 76 Business;US 701 Business,1,roundabout,
238573983,Jefferson Street,primary,True,False,36.138000000000005,"LINESTRING (-78.7033237 34.3385961, -78.7032303 34.3386313, -78.7031679 34.3386495, -78.7031212 34.3386588, -78.7030687 34.3386621, -78.7029447 34.338659)",US 74 Business;US 76 Business,2,,
16484087,,primary,True,False,16.957,"LINESTRING (-78.7034725 34.3385058, -78.703416 34.3385388, -78.7033237 34.3385961)",US 74 Business;US 76 Business;US 701 Business,1,roundabout,
16484087,,primary,True,False,28.776,"LINESTRING (-78.7037641 34.3385372, -78.7037145 34.338505, -78.7036649 34.3384903, -78.7036371 34.3384852, -78.7035802 34.3384815, -78.7035379 34.3384871, -78.7034725 34.3385058)",US 74 Business;US 76 Business;US 701 Business,1,roundabout,
238573981,Madison Street,secondary,True,False,33.83,"LINESTRING (-78.7037641 34.3385372, -78.7037247 34.3384522, -78.7037092 34.3384137, -78.7037043 34.3383983, -78.7036998 34.338384, -78.7036888 34.3383387, -78.7036742 34.3382437)",US 701 Business,,,
16484967,North Thompson Street,residential,False,False,157.632,"LINESTRING (-78.6985567 34.3344577, -78.6985482 34.3358753)",,,,
16484293,East Church Street,residential,False,False,274.869,"LINESTRING (-78.6985567 34.3344577, -78.7013163 34.3348505, -78.7015078 34.334872)",,,,
16484293,East Church Street,residential,False,True,220.079,"LINESTRING (-78.7038892 34.3350964, -78.7015078 34.334872)",,,,
16487379,North Madison Street,secondary,False,False,161.17499999999998,"LINESTRING (-78.7038892 34.3350964, -78.7039594 34.3358974, -78.7039859 34.3362188, -78.7039886 34.3363503, -78.7039868 34.3364402, -78.7039789 34.3365428)",US 701 Business,,,
16484453,Smith Street,residential,False,True,55.896,"LINESTRING (-78.7066737 34.3379755, -78.7060719 34.3378996)",,,,
16484453,Smith Street,residential,False,False,161.119,"LINESTRING (-78.7066737 34.3379755, -78.7071626 34.3380531, -78.7073578 34.338081, -78.7075392 34.3380986, -78.7077476 34.3381127, -78.7078106 34.3381158, -78.7079282 34.3381216, -78.7080038 34.3381227, -78.7081169 34.3381243, -78.7084141 34.3381145)",,,,
16486737,James Street,residential,False,False,125.267,"LINESTRING (-78.7066737 34.3379755, -78.7066595 34.3381926, -78.7066415 34.3384656, -78.7066335 34.3385883, -78.7066177 34.3388298, -78.7065999 34.3391004)",,,,
"[16486737, 16484783]","['James Street', 'West Wyche Street']",residential,False,True,154.776,"LINESTRING (-78.7066737 34.3379755, -78.7067146 34.3370376, -78.7066299 34.3369301, -78.7065062 34.3368817, -78.706253 34.3368457)",,,,
16484453,Smith Street,residential,False,True,161.11899999999997,"LINESTRING (-78.7084141 34.3381145, -78.7081169 34.3381243, -78.7080038 34.3381227, -78.7079282 34.3381216, -78.7078106 34.3381158, -78.7077476 34.3381127, -78.7075392 34.3380986, -78.7073578 34.338081, -78.7071626 34.3380531, -78.7066737 34.3379755)",,,,
16484571,Powell Boulevard,primary,False,False,105.39500000000001,"LINESTRING (-78.7084141 34.3381145, -78.7084318 34.3384423, -78.7084651 34.3390614)",US 701 Bypass;NC 130,4,,45 mph
16484512,East Wyche Street,residential,False,False,251.684,"LINESTRING (-78.6985482 34.3358753, -78.701259 34.3362109)",,,,
16484967,North Thompson Street,residential,False,True,157.632,"LINESTRING (-78.6985482 34.3358753, -78.6985567 34.3344577)",,,,
16484967,North Thompson Street,residential,False,False,114.22200000000001,"LINESTRING (-78.6985482 34.3358753, -78.6985336 34.3366341, -78.6985303 34.3368046, -78.6985284 34.3369024)",,,,
16484512,East Wyche Street,residential,False,True,252.449,"LINESTRING (-78.7039789 34.3365428, -78.701259 34.3362109)",,,,
16484783,West Wyche Street,residential,False,False,211.502,"LINESTRING (-78.7039789 34.3365428, -78.706253 34.3368457)",,,,
16487379,North Madison Street,secondary,False,False,122.0,"LINESTRING (-78.7039789 34.3365428, -78.7039628 34.3366504, -78.703871 34.3371651, -78.7037883 34.3376286)",US 701 Business,,,
16487379,North Madison Street,secondary,False,True,161.175,"LINESTRING (-78.7039789 34.3365428, -78.7039868 34.3364402, -78.7039886 34.3363503, -78.7039859 34.3362188, -78.7039594 34.3358974, -78.7038892 34.3350964)",US 701 Business,,,
16484603,Fuller Street,residential,False,False,182.872,"LINESTRING (-78.6979815 34.3431158, -78.6999716 34.3431845)",,,,
16484967,North Thompson Street,residential,False,True,106.923,"LINESTRING (-78.6979815 34.3431158, -78.6980038 34.3421544)",,,,
16484603,Fuller Street,residential,False,True,256.524,"LINESTRING (-78.7027652 34.343226, -78.6999716 34.3431845)",,,,
238573984,Pinckney Street,secondary,False,True,29.898,"LINESTRING (-78.7027652 34.343226, -78.7028119 34.3429599)",US 701 Business,,,
16484783,West Wyche Street,residential,False,True,211.502,"LINESTRING (-78.706253 34.3368457, -78.7039789 34.3365428)",,,,
819993650,North Lee Street,residential,False,False,118.362,"LINESTRING (-78.706253 34.3368457, -78.7060719 34.3378996)",,,,
"[16486737, 16484783]","['James Street', 'West Wyche Street']",residential,False,False,154.776,"LINESTRING (-78.706253 34.3368457, -78.7065062 34.3368817, -78.7066299 34.3369301, -78.7067146 34.3370376, -78.7066737 34.3379755)",,,,
16487329,East Smith Street,residential,False,False,236.415,"LINESTRING (-78.6985284 34.3369024, -78.7010616 34.3372832)",,,,
16484967,North Thompson Street,residential,False,False,139.85899999999998,"LINESTRING (-78.6985284 34.3369024, -78.6985261 34.3369904, -78.6985217 34.3371634, -78.6985106 34.3375971, -78.6984985 34.3380646, -78.6984961 34.3381599)",,,,
16484967,North Thompson Street,residential,False,True,114.22200000000001,"LINESTRING (-78.6985284 34.3369024, -78.6985303 34.3368046, -78.6985336 34.3366341, -78.6985482 34.3358753)",,,,
16484967,North Thompson Street,residential,False,False,113.894,"LINESTRING (-78.6984961 34.3381599, -78.6984023 34.3388157, -78.6983506 34.3391771)",,,,
16484967,North Thompson Street,residential,False,True,139.859,"LINESTRING (-78.6984961 34.3381599, -78.6984985 34.3380646, -78.6985106 34.3375971, -78.6985217 34.3371634, -78.6985261 34.3369904, -78.6985284 34.3369024)",,,,
"[130255714, 130255723]",Jefferson Street,primary,False,False,218.48899999999998,"LINESTRING (-78.6984961 34.3381599, -78.698892 34.3381715, -78.6989013 34.3381718, -78.6991365 34.338189, -78.6993626 34.3382125, -78.6996121 34.3382411, -78.7008552 34.338402)",US 74 Business;US 76 Business,"['4', '3']",,
16484967,North Thompson Street,residential,False,False,258.642,"LINESTRING (-78.6983506 34.3391771, -78.6980983 34.3402925, -78.6980383 34.3414828)",,,,
16484967,North Thompson Street,residential,False,True,113.894,"LINESTRING (-78.6983506 34.3391771, -78.6984023 34.3388157, -78.6984961 34.3381599)",,,,
16484967,North Thompson Street,residential,False,False,74.746,"LINESTRING (-78.6980383 34.3414828, -78.6980038 34.3421544)",,,,
16484967,North Thompson Street,residential,False,True,258.642,"LINESTRING (-78.6980383 34.3414828, -78.6980983 34.3402925, -78.6983506 34.3391771)",,,,
16484967,North Thompson Street,residential,False,False,106.923,"LINESTRING (-78.6980038 34.3421544, -78.6979815 34.3431158)",,,,
16484967,North Thompson Street,residential,False,True,74.746,"LINESTRING (-78.6980038 34.3421544, -78.6980383 34.3414828)",,,,
16486865,Toon Street,residential,False,False,196.385,"LINESTRING (-78.6980038 34.3421544, -78.7001418 34.3422082)",,,,
238573984,Pinckney Street,secondary,False,False,123.619,"LINESTRING (-78.7033759 34.3398384, -78.7031767 34.3409379)",US 701 Business,,,
16485228,East Nance Street,residential,False,True,252.48200000000003,"LINESTRING (-78.7033759 34.3398384, -78.7028573 34.3397785, -78.7027178 34.3397623, -78.7023923 34.3397247, -78.7023229 34.3397167, -78.7021569 34.3396956, -78.7016986 34.3396373, -78.7012245 34.3395828, -78.7010372 34.3395613, -78.7006537 34.3395172)",,,,
16485929,Nance Street,residential,False,False,213.06,"LINESTRING (-78.7033759 34.3398384, -78.7036038 34.3398679, -78.7039569 34.3399135, -78.7043382 34.3399628, -78.7045368 34.3399899, -78.7046897 34.3400107, -78.7047122 34.3400137, -78.7056671 34.3401421)",,,,
238573984,Pinckney Street,secondary,False,True,63.682,"LINESTRING (-78.7033759 34.3398384, -78.7034257 34.3395741, -78.703439 34.3395035, -78.7034825 34.3392725)",US 701 Business,,,
16485552,West Nance Street,residential,False,False,81.779,"LINESTRING (-78.7056671 34.3401421, -78.7065431 34.3402752)",,,,
819993650,North Lee Street,residential,False,False,122.701,"LINESTRING (-78.7056671 34.3401421, -78.7054521 34.3412312)",,,,
16485929,Nance Street,residential,False,True,213.06,"LINESTRING (-78.7056671 34.3401421, -78.7047122 34.3400137, -78.7046897 34.3400107, -78.7045368 34.3399899, -78.7043382 34.3399628, -78.7039569 34.3399135, -78.7036038 34.3398679, -78.7033759 34.3398384)",,,,
819993650,North Lee Street,residential,False,True,123.75,"LINESTRING (-78.7056671 34.3401421, -78.7058369 34.3391191, -78.7058501 34.3390395)",,,,
16485552,West Nance Street,residential,False,True,81.779,"LINESTRING (-78.7065431 34.3402752, -78.7056671 34.3401421)",,,,
16486737,James Street,residential,False,False,118.433,"LINESTRING (-78.7065431 34.3402752, -78.7065039 34.3413398)",,,,
16486737,James Street,residential,False,True,130.736,"LINESTRING (-78.7065431 34.3402752, -78.7065999 34.3391004)",,,,
16485618,Summit Drive,residential,False,True,166.569,"LINESTRING (-78.6987415 34.3398147, -78.700535 34.3400403)",,,,
16486022,Pine Street,residential,False,False,172.109,"LINESTRING (-78.7028119 34.3429599, -78.704673 34.3431453)",,,,
238573984,Pinckney Street,secondary,False,False,29.898,"LINESTRING (-78.7028119 34.3429599, -78.7027652 34.343226)",US 701 Business,,,
238573984,Pinckney Street,secondary,False,True,117.538,"LINESTRING (-78.7028119 34.3429599, -78.7030101 34.3419156)",US 701 Business,,,
16486022,Pine Street,residential,False,False,41.902,"LINESTRING (-78.704673 34.3431453, -78.7051238 34.3432041)",,,,
16486022,Pine Street,residential,False,True,172.109,"LINESTRING (-78.704673 34.3431453, -78.7028119 34.3429599)",,,,
16486022,Pine Street,residential,False,True,41.902,"LINESTRING (-78.7051238 34.3432041, -78.704673 34.3431453)",,,,
819993650,North Lee Street,residential,False,True,135.138,"LINESTRING (-78.7051238 34.3432041, -78.7053452 34.3420026)",,,,
16486835,Frink Street,residential,False,False,97.321,"LINESTRING (-78.7054521 34.3412312, -78.7065039 34.3413398)",,,,
819993650,North Lee Street,residential,False,False,86.336,"LINESTRING (-78.7054521 34.3412312, -78.7053452 34.3420026)",,,,
819993650,North Lee Street,residential,False,True,122.701,"LINESTRING (-78.7054521 34.3412312, -78.7056671 34.3401421)",,,,
16486835,Frink Street,residential,False,True,211.541,"LINESTRING (-78.7054521 34.3412312, -78.7033164 34.3409702, -78.7031767 34.3409379)",,,,
238573984,Pinckney Street,secondary,False,False,109.786,"LINESTRING (-78.7031767 34.3409379, -78.7030101 34.3419156)",US 701 Business,,,
238573984,Pinckney Street,secondary,False,True,123.619,"LINESTRING (-78.7031767 34.3409379, -78.7033759 34.3398384)",US 701 Business,,,
16486835,Frink Street,residential,False,False,211.541,"LINESTRING (-78.7031767 34.3409379, -78.7033164 34.3409702, -78.7054521 34.3412312)",,,,
16486835,Frink Street,residential,False,True,255.093,"LINESTRING (-78.7031767 34.3409379, -78.703057 34.3408951, -78.7020422 34.3408107, -78.7013133 34.3407404, -78.7004314 34.3406186)",,,,
16486737,James Street,residential,False,False,80.248,"LINESTRING (-78.7065039 34.3413398, -78.7064902 34.3420614)",,,,
16486737,James Street,residential,False,True,118.433,"LINESTRING (-78.7065039 34.3413398, -78.7065431 34.3402752)",,,,
16486835,Frink Street,residential,False,True,97.321,"LINESTRING (-78.7065039 34.3413398, -78.7054521 34.3412312)",,,,
16484087,,primary,True,False,16.15,"LINESTRING (-78.7036804 34.3390087, -78.7037087 34.3389941, -78.7037654 34.3389613, -78.7038252 34.3389263)",US 74 Business;US 76 Business;US 701 Business,1,roundabout,
16484087,,primary,True,False,30.735,"LINESTRING (-78.7033725 34.338947, -78.703411 34.3389732, -78.7034566 34.3389987, -78.7034927 34.3390105, -78.7035326 34.3390187, -78.70358 34.3390229, -78.7036265 34.3390196, -78.7036804 34.3390087)",US 74 Business;US 76 Business;US 701 Business,1,roundabout,
16486565,Pinckney Street,secondary,True,False,38.141999999999996,"LINESTRING (-78.7033725 34.338947, -78.7034181 34.3390117, -78.7034395 34.3390532, -78.7034534 34.3390858, -78.7034657 34.3391313, -78.7034721 34.3391897, -78.7034825 34.3392725)",US 701 Business,,,
16484106,Madison Street,secondary,False,True,69.194,"LINESTRING (-78.7036742 34.3382437, -78.7036996 34.3381065, -78.703777 34.3376895, -78.7037883 34.3376286)",US 701 Business,,,
238573980,Madison Street,secondary,True,False,34.802,"LINESTRING (-78.7036742 34.3382437, -78.7036218 34.3383424, -78.7035931 34.3383823, -78.7035622 34.3384185, -78.7035228 34.338459, -78.7034725 34.3385058)",US 701 Business,,,
130255728,Jefferson Street,primary,False,True,193.96699999999998,"LINESTRING (-78.7029447 34.338659, -78.7019231 34.3385317, -78.7018942 34.3385281, -78.7008552 34.338402)",US 74 Business;US 76 Business,2,,
238573982,Jefferson Street,primary,True,False,36.477000000000004,"LINESTRING (-78.7029447 34.338659, -78.7030542 34.3386977, -78.7031053 34.3387186, -78.7031456 34.338738, -78.7031811 34.3387606, -78.7032773 34.3388324)",US 74 Business;US 76 Business,2,,
238573984,Pinckney Street,secondary,False,False,63.682,"LINESTRING (-78.7034825 34.3392725, -78.703439 34.3395035, -78.7034257 34.3395741, -78.7033759 34.3398384)",US 701 Business,,,
1245117546,Pinckney Street,secondary,True,False,34.943000000000005,"LINESTRING (-78.7034825 34.3392725, -78.703522 34.3391889, -78.7035406 34.3391528, -78.703556 34.3391295, -78.7035753 34.3391072, -78.7036171 34.3390653, -78.7036804 34.3390087)",US 701 Business,,,
16483759,West Washington Street,primary,True,False,38.308,"LINESTRING (-78.7042519 34.3388284, -78.7040725 34.3387786, -78.7040164 34.3387577, -78.7038847 34.3386737)",US 74 Business;US 76 Business,2,,
238573985,West Washington Street,primary,False,False,148.607,"LINESTRING (-78.7042519 34.3388284, -78.7043207 34.3388379, -78.7045968 34.3388761, -78.704663 34.3388847, -78.7048792 34.3389128, -78.7048981 34.3389152, -78.7053601 34.3389755, -78.7057691 34.3390289, -78.7058501 34.3390395)",US 74 Business;US 76 Business,2,,
16484087,,primary,True,False,18.817999999999998,"LINESTRING (-78.7038847 34.3386737, -78.7038581 34.3386383, -78.7038244 34.3385994, -78.7038023 34.3385739, -78.7037641 34.3385372)",US 74 Business;US 76 Business;US 701 Business,1,roundabout,
16483143,West Oliver Street,residential,False,True,105.328,"LINESTRING (-78.7064902 34.3420614, -78.7053452 34.3420026)",,,,
16486737,James Street,residential,False,False,10.386,"LINESTRING (-78.7064902 34.3420614, -78.7064905 34.3421548)",,,,
16486737,James Street,residential,False,True,80.248,"LINESTRING (-78.7064902 34.3420614, -78.7065039 34.3413398)",,,,
