osmid,name,highway,maxspeed,oneway,reversed,length,width,geometry
100200185,Allée des Lilas,unclassified,30,False,True,42.463,,"LINESTRING (2.964576 50.5452965, 2.9651759 50.545274)"
100200247,Allée des Fauvettes,residential,30,False,False,71.533,,"LINESTRING (2.9650831 50.5468464, 2.9660949 50.5468247)"
451951928,Rue de la Rosière,residential,30,False,False,71.16,10,"LINESTRING (2.9650831 50.5468464, 2.9650683 50.5469976, 2.9650614 50.5470347, 2.965052 50.5470645, 2.9650386 50.5471012, 2.9650188 50.5471456, 2.9648708 50.5474691)"
451951928,Rue de la Rosière,residential,30,False,True,121.013,10,"LINESTRING (2.9650831 50.5468464, 2.9651034 50.5464861, 2.9651401 50.5458589, 2.9651439 50.5457588)"
100200247,Allée des Fauvettes,residential,30,False,True,71.533,,"LINESTRING (2.9660949 50.5468247, 2.9650831 50.5468464)"
100200221,Rue de la Basse Messe,residential,30,False,False,123.167,10,"LINESTRING (2.9651439 50.5457588, 2.9668865 50.5457849)"
451951928,Rue de la Rosière,residential,30,False,True,53.955,10,"LINESTRING (2.9651439 50.5457588, 2.9651759 50.545274)"
451951928,Rue de la Rosière,residential,30,False,False,121.013,10,"LINESTRING (2.9651439 50.5457588, 2.9651401 50.5458589, 2.9651034 50.5464861, 2.9650831 50.5468464)"
100200604,Rue des Pinsons,residential,30,False,True,93.24199999999999,10,"LINESTRING (2.9667937 50.5466171, 2.966913 50.5459146, 2.9669161 50.5458774, 2.9669103 50.545841, 2.9668987 50.5458101, 2.9668865 50.5457849)"
100194336,Rue de la Rosière,residential,30,False,False,141.489,10,"LINESTRING (2.9648708 50.5474691, 2.9644831 50.5482707, 2.9642883 50.5486865)"
451951928,Rue de la Rosière,residential,30,False,True,71.16,10,"LINESTRING (2.9648708 50.5474691, 2.9650188 50.5471456, 2.9650386 50.5471012, 2.965052 50.5470645, 2.9650614 50.5470347, 2.9650683 50.5469976, 2.9650831 50.5468464)"
100200221,Rue de la Basse Messe,residential,30,False,True,123.167,10,"LINESTRING (2.9668865 50.5457849, 2.9651439 50.5457588)"
100200604,Rue des Pinsons,residential,30,False,False,93.24199999999999,10,"LINESTRING (2.9668865 50.5457849, 2.9668987 50.5458101, 2.9669103 50.545841, 2.9669161 50.5458774, 2.966913 50.5459146, 2.9667937 50.5466171)"
100200185,Allée des Lilas,unclassified,30,False,False,42.463,,"LINESTRING (2.9651759 50.545274, 2.964576 50.5452965)"
451951928,Rue de la Rosière,residential,30,False,False,53.955,10,"LINESTRING (2.9651759 50.545274, 2.9651439 50.5457588)"
235352883,Allée des Bleuets,residential,30,False,True,28.607,,"LINESTRING (2.9639002 50.5486132, 2.9642883 50.5486865)"
235352883,Allée des Bleuets,residential,30,False,False,28.607,,"LINESTRING (2.9642883 50.5486865, 2.9639002 50.5486132)"
100194336,Rue de la Rosière,residential,30,False,True,141.489,10,"LINESTRING (2.9642883 50.5486865, 2.9644831 50.5482707, 2.9648708 50.5474691)"
