osmid,name,highway,oneway,reversed,length,geometry,ref,access
20685627,Lakeside Road,tertiary,False,False,16.303,"LINESTRING (-74.097155 41.541558, -74.097126 41.541703)",,
"[20684459, 20663948]",Sunset Clove Road,residential,False,False,244.08199999999997,"LINESTRING (-74.097155 41.541558, -74.09767 41.54211, -74.097994 41.542611, -74.098088 41.542792, -74.098075 41.542943, -74.097997 41.54291, -74.097874 41.542872, -74.097793 41.542869, -74.097711 41.542882, -74.09766 41.542897, -74.097595 41.542928, -74.097561 41.542976, -74.09753 41.543053, -74.09751 41.543148)",,
20685627,Lakeside Road,tertiary,False,True,101.52499999999999,"LINESTRING (-74.097155 41.541558, -74.097195 41.541358, -74.097273 41.541195, -74.097428 41.540987, -74.09757 41.540853, -74.097687 41.540759)",,
20665100,,residential,False,False,12.463000000000001,"LINESTRING (-74.101367 41.542955, -74.101369 41.542993, -74.101317 41.543056)",,
20667632,Odell Circle,residential,False,False,67.74199999999999,"LINESTRING (-74.101367 41.542955, -74.101446 41.543006, -74.101514 41.543032, -74.101618 41.543059, -74.101845 41.543079, -74.102021 41.543074, -74.102131 41.543041)",,
20667632,Odell Circle,residential,False,True,88.82,"LINESTRING (-74.101367 41.542955, -74.10132 41.542901, -74.10126 41.542807, -74.101201 41.542656, -74.101111 41.542188)",,
20665100,,residential,False,True,12.463000000000001,"LINESTRING (-74.101317 41.543056, -74.101369 41.542993, -74.101367 41.542955)",,
20667688,Old South Plank Road,residential,False,False,103.723,"LINESTRING (-74.101048 41.54036, -74.102267 41.540554)",,
20667632,Odell Circle,residential,False,False,88.922,"LINESTRING (-74.101048 41.54036, -74.100993 41.540633, -74.100925 41.540885, -74.100918 41.540997, -74.100933 41.541151)",,
20667688,Old South Plank Road,residential,False,True,147.315,"LINESTRING (-74.101048 41.54036, -74.1004471 41.5402872, -74.100085 41.5402365, -74.0993063 41.5401247)",,
20667632,Odell Circle,residential,False,False,116.257,"LINESTRING (-74.100933 41.541151, -74.101111 41.542188)",,
20667632,Odell Circle,residential,False,True,88.922,"LINESTRING (-74.100933 41.541151, -74.100918 41.540997, -74.100925 41.540885, -74.100993 41.540633, -74.101048 41.54036)",,
20667726,Cross Street,residential,False,False,138.567,"LINESTRING (-74.100933 41.541151, -74.101488 41.541254, -74.102246 41.541357, -74.102424 41.54137, -74.10255 41.541422)",,
20667632,Odell Circle,residential,False,True,116.257,"LINESTRING (-74.101111 41.542188, -74.100933 41.541151)",,
