osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,access,bridge,tunnel
46332301,True,1,Leonard Street,residential,25 mph,False,89.749,"LINESTRING (-74.0016876 40.7157533, -74.0017265 40.7157843, -74.0017704 40.715812, -74.0024549 40.7161377, -74.0025781 40.7161929)",,,,
125436141,True,1,Centre Street,secondary,25 mph,False,150.185,"LINESTRING (-74.0016876 40.7157533, -74.0016461 40.7158081, -74.0012326 40.716374, -74.0008547 40.7168709, -74.0008106 40.716929)",,,,
827979008,True,2,Broadway,secondary,25 mph,False,35.823,"LINESTRING (-74.0110652 40.7085716, -74.0112371 40.7083626, -74.01129 40.7082982)",,,,
5670267,True,1,Cedar Street,unclassified,25 mph,False,105.859,"LINESTRING (-74.0108604 40.7088206, -74.0108729 40.7088311, -74.0108968 40.7088477, -74.0109286 40.7088642, -74.0118502 40.7092778, -74.0118803 40.7092904, -74.011935 40.7093107)",,,,
827979008,True,2,Broadway,secondary,25 mph,False,32.628,"LINESTRING (-74.0108604 40.7088206, -74.010894 40.7087799, -74.0110062 40.7086434, -74.0110652 40.7085716)",,,,
5670668,True,1,Cortlandt Street,residential,25 mph,False,117.119,"LINESTRING (-74.0100172 40.7098263, -74.0100611 40.7098463, -74.0111322 40.7103346, -74.0112079 40.7103692)",,,,
"[1126410086, 1158491837, 1158491838]",True,"['3', '2']",Broadway,secondary,25 mph,False,86.322,"LINESTRING (-74.0100172 40.7098263, -74.0100498 40.7097866, -74.0100675 40.7097661, -74.0103931 40.7093856, -74.0104917 40.7092678, -74.0105706 40.7091731)",,,,
5670877,True,1,John Street,residential,25 mph,False,131.666,"LINESTRING (-74.0095729 40.7103389, -74.0095057 40.7102991, -74.0094709 40.7102785, -74.0085123 40.7095971, -74.0084723 40.7095703, -74.0084241 40.7095371)",,,,
837943499,True,2,Broadway,secondary,25 mph,False,68.214,"LINESTRING (-74.0095729 40.7103389, -74.0095876 40.7103254, -74.0096265 40.7102833, -74.0099401 40.7099169, -74.0099787 40.7098708, -74.0100172 40.7098263)",,,,
5673211,True,1,Dey Street,residential,25 mph,False,128.15200000000002,"LINESTRING (-74.009473 40.7104441, -74.0094898 40.710438, -74.0095067 40.7104349, -74.0095276 40.7104373, -74.0095523 40.7104441, -74.0095734 40.7104539, -74.0106859 40.7109709, -74.0107773 40.7110135)","24'8""",,,
1158491836,True,3,Broadway,secondary,25 mph,False,14.417,"LINESTRING (-74.009473 40.7104441, -74.0095248 40.7103887, -74.0095459 40.7103653, -74.0095729 40.7103389)",,,,
835694479,True,3,Broadway,secondary,25 mph,False,61.073,"LINESTRING (-74.0090985 40.710913, -74.0091176 40.7108735, -74.0091313 40.710851, -74.0094416 40.7104782, -74.009473 40.7104441)",,,,
835694480,True,1,Fulton Street,residential,25 mph,False,132.186,"LINESTRING (-74.0090985 40.710913, -74.009167 40.710948, -74.0093615 40.7110435, -74.0094996 40.7111075, -74.0099905 40.7113293, -74.0102998 40.7114691, -74.0103594 40.711495, -74.0104404 40.7115277)",,,,
46116326,True,2,Park Row,secondary,25 mph,False,41.757999999999996,"LINESTRING (-74.0086548 40.7113948, -74.0085896 40.7113589, -74.0085748 40.7113507, -74.0085272 40.7113281, -74.0084985 40.7113207, -74.0084682 40.7113166, -74.0084405 40.7113167, -74.0084177 40.71132, -74.008401 40.7113239, -74.0082835 40.7113626, -74.0082065 40.7113856)",,,,
140391522,True,1,Ann Street,residential,25 mph,False,140.284,"LINESTRING (-74.0086548 40.7113948, -74.00863 40.7113611, -74.0086069 40.7113398, -74.0085978 40.7113314, -74.0085455 40.7112961, -74.0084884 40.7112604, -74.0077786 40.7108334, -74.0074746 40.7106417, -74.0074318 40.7106162, -74.0073814 40.710588)",,,,
222299275,True,2,Broadway,secondary,25 mph,False,66.263,"LINESTRING (-74.0086548 40.7113948, -74.0086652 40.7113864, -74.008683 40.7113777, -74.0087097 40.7113686, -74.0087299 40.7113606, -74.0087455 40.7113496, -74.0088122 40.7112692, -74.0090639 40.7109698, -74.0090856 40.7109395, -74.0090985 40.710913)",,,,
5671314,True,1,Reade Street,unclassified,25 mph,False,161.974,"LINESTRING (-74.0058866 40.7146811, -74.0059853 40.7147261, -74.0074296 40.715385, -74.007533 40.7154325)",,,,
"[420810619, 496982627]",True,"['3', '2']",Broadway,secondary,25 mph,False,66.531,"LINESTRING (-74.0058866 40.7146811, -74.0059265 40.7146325, -74.0060126 40.7145279, -74.0062473 40.7142425, -74.0063041 40.7141733)",,,,
496982627,True,2,Broadway,secondary,25 mph,False,73.169,"LINESTRING (-74.00542 40.715236, -74.0054644 40.7151832, -74.0057398 40.7148556, -74.0058382 40.7147387, -74.0058866 40.7146811)",,,,
"[1137046265, 1229513732]",False,2,Duane Street,unclassified,25 mph,True,140.93599999999998,"LINESTRING (-74.00542 40.715236, -74.0053345 40.7151976, -74.0051938 40.7151334, -74.0050187 40.7150545, -74.004338 40.7147477, -74.0041844 40.7146759, -74.0041122 40.7146377, -74.0040523 40.7146002, -74.0040023 40.7145667)",,no,,
5669866,True,,Thomas Street,residential,25 mph,False,119.72999999999999,"LINESTRING (-74.0049777 40.7157586, -74.0050772 40.7158063, -74.0054873 40.7159975, -74.0061911 40.7163185)",,,,
256902830,True,2,Broadway,secondary,25 mph,False,69.04,"LINESTRING (-74.0049777 40.7157586, -74.005007 40.7157232, -74.0052355 40.7154537, -74.0053649 40.7153008, -74.00542 40.715236)",,,,
256902830,True,2,Broadway,secondary,25 mph,False,70.715,"LINESTRING (-74.0045248 40.7162939, -74.0045745 40.7162347, -74.0046842 40.7161049, -74.0048885 40.7158635, -74.0049184 40.7158281, -74.0049441 40.7157952, -74.0049777 40.7157586)",,,,
"[1135342277, 256902831]",False,"['4', '2']",Worth Street,residential,25 mph,False,148.128,"LINESTRING (-74.0045248 40.7162939, -74.0044347 40.7162598, -74.0039501 40.7160364, -74.0038169 40.7159741, -74.0037307 40.7159317, -74.0036619 40.7158934, -74.0035611 40.7158337, -74.0034768 40.7157865, -74.0031372 40.7156283, -74.0030885 40.7156087, -74.0030368 40.7155879)",,,,
524817694,False,2,Worth Street,residential,25 mph,True,168.646,"LINESTRING (-74.0045248 40.7162939, -74.0046314 40.7163338, -74.0049722 40.7164919, -74.0050927 40.7165477, -74.0053223 40.7166557, -74.0061324 40.7170302, -74.0062368 40.7170784)",,,,
222299254,True,4,Church Street,secondary,25 mph,False,73.087,"LINESTRING (-74.0088231 40.7137935, -74.0087773 40.7138513, -74.0084745 40.7142351, -74.0084248 40.7142983, -74.008378 40.7143576)",,,,
222299272,True,1,Murray Street,secondary,25 mph,False,131.525,"LINESTRING (-74.0088231 40.7137935, -74.0089194 40.7138382, -74.0089559 40.7138544, -74.0100342 40.7143407, -74.010163 40.7143998)",,,,
46171879,True,2,West Broadway,residential,25 mph,False,69.564,"LINESTRING (-74.010163 40.7143998, -74.0101975 40.7143646, -74.010214 40.714345, -74.0103642 40.7141377, -74.0105348 40.7139179, -74.0105746 40.7138581)",,,,
46171880,True,,Murray Street,secondary,25 mph,False,114.324,"LINESTRING (-74.010163 40.7143998, -74.0102475 40.7144368, -74.0112122 40.7148765, -74.0112747 40.7148964, -74.0113363 40.714913)",,,,
46171884,True,,Greenwich Street,residential,25 mph,False,67.29299999999999,"LINESTRING (-74.0113363 40.714913, -74.0113829 40.7148267, -74.0114194 40.7147353, -74.0114455 40.7146394, -74.0115164 40.7143395, -74.0115197 40.7143259)",,,,
5669866,True,,Thomas Street,residential,25 mph,False,46.7,"LINESTRING (-74.0061911 40.7163185, -74.0065658 40.7164862, -74.006667 40.7165336)",,,,
5669866,True,,Thomas Street,residential,25 mph,False,126.887,"LINESTRING (-74.006667 40.7165336, -74.0067634 40.7165767, -74.0068013 40.7165937, -74.0078553 40.7170752, -74.0079572 40.7171217)",,,,
"[903589929, 1084033950]",True,3,Church Street,secondary,25 mph,False,70.6,"LINESTRING (-74.006667 40.7165336, -74.00664 40.7165677, -74.0066153 40.716599, -74.0064105 40.7168584, -74.0062871 40.7170147, -74.0062368 40.7170784)",,,,
1022549185,True,2,West Broadway,secondary,25 mph,False,67.34,"LINESTRING (-74.0079572 40.7171217, -74.0079803 40.7170922, -74.0083518 40.7166551, -74.0083863 40.7166109)",,,,
"[587038050, 1096304299]",False,2,Park Place,residential,25 mph,"[False, True]",154.628,"LINESTRING (-74.0092488 40.7132501, -74.0091403 40.7132021, -74.0086804 40.7129968, -74.007827 40.7126154, -74.007782 40.7125955, -74.0077424 40.7125773, -74.0076683 40.712544)",,,,
"[1149017144, 1149017145, 1149017114, 587038051]",True,4,Church Street,secondary,25 mph,False,70.277,"LINESTRING (-74.0092488 40.7132501, -74.0091879 40.7133297, -74.0091603 40.7133659, -74.0090814 40.7134683, -74.0089746 40.7136057, -74.0088674 40.713739, -74.0088231 40.7137935)",,,,
5669882,True,,Park Place,residential,25 mph,False,130.605,"LINESTRING (-74.0105746 40.7138581, -74.0104531 40.7138031, -74.0098726 40.71354, -74.0093849 40.7133134, -74.0093398 40.7132924, -74.0092488 40.7132501)",,,,
941936918,True,2,West Broadway,residential,25 mph,False,68.907,"LINESTRING (-74.0105746 40.7138581, -74.0106137 40.7137974, -74.010897 40.7134289, -74.0109363 40.7133885, -74.0109494 40.7133753, -74.0109661 40.7133608, -74.0109862 40.713348, -74.0110084 40.7133376)",,,,
5669882,True,,Park Place,residential,25 mph,False,95.36500000000001,"LINESTRING (-74.0115197 40.7143259, -74.0115117 40.7143166, -74.0114959 40.7143021, -74.0114706 40.7142865, -74.0114424 40.7142727, -74.0113876 40.7142465, -74.0106672 40.7139003, -74.0105746 40.7138581)",,,,
46171884,True,,Greenwich Street,residential,25 mph,False,80.535,"LINESTRING (-74.0115197 40.7143259, -74.0115508 40.7141982, -74.0116575 40.713798, -74.0116598 40.7137288, -74.0116563 40.7137001, -74.0116455 40.7136729, -74.0116304 40.7136423, -74.011617 40.7136173)",,,,
46332307,True,1,Duane Street,secondary,25 mph,False,37.929,"LINESTRING (-74.0034162 40.7141387, -74.0033458 40.7141053, -74.0032393 40.7140548, -74.0031567 40.7140177, -74.0031118 40.714001, -74.0030971 40.7139955, -74.0030237 40.7139735)",,,,
496990369,True,1,Lafayette Street,secondary,25 mph,False,56.992,"LINESTRING (-74.0034162 40.7141387, -74.0034535 40.714038, -74.0035167 40.713865, -74.003552 40.7137974, -74.0035876 40.713738, -74.003649 40.7136604)",,,,
"[46332308, 1229513717]",False,2,Duane Street,unclassified,25 mph,False,68.735,"LINESTRING (-74.0034162 40.7141387, -74.0035069 40.7141879, -74.0035485 40.7142137, -74.0036862 40.7143201, -74.0039532 40.7145283, -74.0040023 40.7145667)",,no,,
"[46332308, 1229513717]",False,2,Duane Street,unclassified,25 mph,True,68.735,"LINESTRING (-74.0040023 40.7145667, -74.0039532 40.7145283, -74.0036862 40.7143201, -74.0035485 40.7142137, -74.0035069 40.7141879, -74.0034162 40.7141387)",,no,,
"[1137046265, 1229513732]",False,2,Duane Street,unclassified,25 mph,False,140.936,"LINESTRING (-74.0040023 40.7145667, -74.0040523 40.7146002, -74.0041122 40.7146377, -74.0041844 40.7146759, -74.004338 40.7147477, -74.0050187 40.7150545, -74.0051938 40.7151334, -74.0053345 40.7151976, -74.00542 40.715236)",,no,,
5669938,True,,Duane Street,residential,25 mph,False,45.587999999999994,"LINESTRING (-74.0070792 40.7160045, -74.0069778 40.7159583, -74.0066159 40.7157929)",,,,
947916172,True,3,Church Street,secondary,25 mph,False,68.32400000000001,"LINESTRING (-74.0070792 40.7160045, -74.0070426 40.7160515, -74.0066974 40.7164945, -74.006667 40.7165336)",,,,
5669938,True,,Duane Street,residential,25 mph,False,129.161,"LINESTRING (-74.0083863 40.7166109, -74.008256 40.7165509, -74.0072097 40.7160658, -74.0071768 40.7160503, -74.0070792 40.7160045)",,,,
"[1022549186, 68668562]",True,"['3', '2']",West Broadway,secondary,25 mph,False,75.259,"LINESTRING (-74.0083863 40.7166109, -74.0084374 40.7165432, -74.008591 40.716348, -74.0088002 40.7160813, -74.0088423 40.716029)",,,,
1022549184,True,1,Duane Street,residential,25 mph,False,70.305,"LINESTRING (-74.0091078 40.716928, -74.0090162 40.7168839, -74.0084703 40.7166503, -74.0083863 40.7166109)",,,,
480682392,False,,Gold Street,residential,25 mph,True,37.324,"LINESTRING (-74.0051228 40.7094179, -74.0050493 40.7094798, -74.0048611 40.7096309, -74.004822 40.7096642)",,,,
536917120,False,2,Gold Street,residential,25 mph,False,47.021,"LINESTRING (-74.0051228 40.7094179, -74.0053722 40.7091782, -74.0054063 40.7091489, -74.0054485 40.7091187, -74.0054837 40.7090968)",,,,
5671121,True,,Elk Street,unclassified,25 mph,False,68.305,"LINESTRING (-74.0048174 40.7134819, -74.0047551 40.7135592, -74.0046906 40.7136386, -74.0045089 40.713863, -74.0044745 40.7139069, -74.0044656 40.7139179, -74.0044546 40.7139347, -74.0044455 40.7139513, -74.0044351 40.7139833, -74.0044302 40.7140166)",,,,
"[1010159653, 837450655]",False,"['4', '3']",Chambers Street,unclassified,25 mph,False,147.009,"LINESTRING (-74.0048174 40.7134819, -74.0057551 40.7139194, -74.0058972 40.7139851, -74.0062038 40.7141268, -74.0063041 40.7141733)",,,,
986808853,False,4,Chambers Street,unclassified,25 mph,False,69.96799999999999,"LINESTRING (-74.0048174 40.7134819, -74.0041879 40.7131907, -74.0041097 40.713153)",,,,
"[955237974, 413054286]",True,"['4', '3']",Church Street,secondary,25 mph,False,65.43299999999999,"LINESTRING (-74.007932 40.7149277, -74.0078838 40.7149886, -74.0077456 40.7151635, -74.0076024 40.7153448, -74.0075786 40.7153749, -74.007533 40.7154325)",,,,
524816751,False,2,Chambers Street,residential,25 mph,False,129.445,"LINESTRING (-74.007932 40.7149277, -74.0080282 40.7149708, -74.0080605 40.7149853, -74.0091326 40.7154769, -74.0092468 40.7155294)",,,,
837450654,False,3,Chambers Street,unclassified,25 mph,True,160.817,"LINESTRING (-74.007932 40.7149277, -74.0078289 40.7148782, -74.006935 40.714465, -74.0064152 40.7142247, -74.0063041 40.7141733)",,,,
127690685,False,2,Chambers Street,secondary,25 mph,False,165.478,"LINESTRING (-74.0092468 40.7155294, -74.0093661 40.7155843, -74.0108485 40.7162697, -74.0109232 40.7163041)",,,,
439933951,True,2,West Broadway,secondary,25 mph,False,73.946,"LINESTRING (-74.0092468 40.7155294, -74.0092713 40.715506, -74.0092991 40.715478, -74.0093271 40.7154465, -74.0096564 40.7150303, -74.0097093 40.7149648)",,,,
524816751,False,2,Chambers Street,residential,25 mph,True,129.445,"LINESTRING (-74.0092468 40.7155294, -74.0091326 40.7154769, -74.0080605 40.7149853, -74.0080282 40.7149708, -74.007932 40.7149277)",,,,
127690685,False,2,Chambers Street,secondary,25 mph,True,165.478,"LINESTRING (-74.0109232 40.7163041, -74.0108485 40.7162697, -74.0093661 40.7155843, -74.0092468 40.7155294)",,,,
643000849,True,1,Greenwich Street,residential,25 mph,False,79.536,"LINESTRING (-74.0109232 40.7163041, -74.0109468 40.7162126, -74.0110871 40.71568, -74.0111062 40.7156024)",,,,
"[1135361330, 194923778]",False,5,Pearl Street,primary,25 mph,True,101.19099999999999,"LINESTRING (-74.002503 40.708846, -74.0024522 40.7088867, -74.0021248 40.7091344, -74.0018086 40.7093738, -74.0017345 40.7094292, -74.001657 40.7094916)",,,,
"[1226764931, 39956205]",True,1,Peck Slip,living_street,25 mph,False,81.43900000000001,"LINESTRING (-74.0018996 40.7082744, -74.001957 40.708319, -74.0024177 40.7087642, -74.0024367 40.708782, -74.002503 40.708846)",,no,,
"[1226764953, 46154300]",True,1,Water Street,residential,25 mph,False,106.871,"LINESTRING (-74.0018996 40.7082744, -74.0018223 40.7083136, -74.0009417 40.7087634, -74.0009203 40.7087743, -74.0008975 40.7087831, -74.0008775 40.7087866, -74.0008632 40.7087872, -74.0008364 40.7087864)",,,,
588157329,True,2,Trinity Place,secondary,25 mph,False,46.473000000000006,"LINESTRING (-74.011935 40.7093107, -74.0119108 40.7093217, -74.0118986 40.7093281, -74.011889 40.709335, -74.0118752 40.7093507, -74.0118614 40.7093693, -74.0117384 40.7095503, -74.0116926 40.7096159, -74.0116583 40.7096669)",,,,
124814435,True,,Hudson Street,secondary,25 mph,False,82.56,"LINESTRING (-74.0091888 40.7161881, -74.0091826 40.7162683, -74.0091184 40.7168472, -74.0091078 40.716928)",,,,
413045202,True,1,Reade Street,residential,25 mph,False,155.103,"LINESTRING (-74.0091888 40.7161881, -74.0092979 40.7162401, -74.0095516 40.716355, -74.0106185 40.7168396, -74.0106879 40.7168718, -74.010766 40.7169068)","30'8""",,,
5672377,True,3,Church Street,secondary,25 mph,False,80.31400000000001,"LINESTRING (-74.0112079 40.7103692, -74.0111629 40.7104354, -74.0110945 40.710537, -74.0109074 40.710815, -74.0108152 40.7109535, -74.0107773 40.7110135)",,,,
46154330,False,2,Fulton Street,residential,25 mph,True,97.744,"LINESTRING (-74.0054837 40.7090968, -74.0053916 40.7090401, -74.0053124 40.7089892, -74.0052457 40.708943, -74.0051918 40.7088939, -74.0051472 40.7088457, -74.0050876 40.7087749, -74.0050039 40.7086755, -74.0047821 40.7084065)",,,,
46160225,True,,Fulton Street,residential,25 mph,False,96.585,"LINESTRING (-74.0054837 40.7090968, -74.0055705 40.7091418, -74.006383 40.7095436, -74.0064412 40.7095739)",,,,
536917120,False,2,Gold Street,residential,25 mph,True,47.021,"LINESTRING (-74.0054837 40.7090968, -74.0054485 40.7091187, -74.0054063 40.7091489, -74.0053722 40.7091782, -74.0051228 40.7094179)",,,,
46160225,True,,Fulton Street,residential,25 mph,False,56.824999999999996,"LINESTRING (-74.0064412 40.7095739, -74.0064878 40.7095967, -74.0070037 40.7098556)",,,,
1151033361,True,,William Street,residential,25 mph,False,47.979,"LINESTRING (-74.0064412 40.7095739, -74.0063961 40.7096172, -74.0061429 40.7098573, -74.0061081 40.7098924, -74.0060881 40.7099123)",,,,
5671599,True,1,Dutch Street,residential,25 mph,False,110.91699999999999,"LINESTRING (-74.0070037 40.7098556, -74.007025 40.7098561, -74.0070433 40.7098527, -74.0070683 40.7098422, -74.0070821 40.7098306, -74.0073061 40.7096096, -74.007753 40.7091601, -74.0077841 40.7091289, -74.007793 40.7091157, -74.0077958 40.7090992, -74.0077939 40.7090816)",,,,
46160225,True,,Fulton Street,residential,25 mph,False,74.58200000000001,"LINESTRING (-74.0070037 40.7098556, -74.0077053 40.710203, -74.0077439 40.7102231)",,,,
46160365,True,1,Nassau Street,residential,25 mph,False,50.812999999999995,"LINESTRING (-74.0077439 40.7102231, -74.0076907 40.7102744, -74.0074254 40.7105497, -74.0073814 40.710588)",,,,
541345307,True,1,Fulton Street,residential,25 mph,False,137.56,"LINESTRING (-74.0077439 40.7102231, -74.0078035 40.7102546, -74.0082125 40.7104572, -74.0089735 40.71085, -74.0090127 40.7108697, -74.0090985 40.710913)",,,,
5670877,True,1,John Street,residential,25 mph,False,73.39699999999999,"LINESTRING (-74.0084241 40.7095371, -74.0083888 40.7095105, -74.0077939 40.7090816)",,,,
46160365,True,1,Nassau Street,residential,25 mph,False,95.42599999999999,"LINESTRING (-74.0084241 40.7095371, -74.0083853 40.7095766, -74.0077899 40.7101793, -74.0077439 40.7102231)",,,,
1151033516,True,1,John Street,residential,25 mph,False,59.181000000000004,"LINESTRING (-74.0077939 40.7090816, -74.007367 40.7087715, -74.0073203 40.7087378, -74.0072873 40.7087131)",,,,
526839040,True,,William Street,residential,25 mph,False,119.367,"LINESTRING (-74.0072873 40.7087131, -74.0072575 40.7087448, -74.0064932 40.7095231, -74.0064412 40.7095739)",,,,
5671314,True,1,Reade Street,unclassified,25 mph,False,143.272,"LINESTRING (-74.0044302 40.7140166, -74.0044882 40.7140431, -74.0057952 40.7146394, -74.0058866 40.7146811)",,,,
"[46332309, 1229513702]",True,1,Elk Street,unclassified,25 mph,False,71.779,"LINESTRING (-74.0044302 40.7140166, -74.004422 40.7140572, -74.0044135 40.7140884, -74.0044069 40.7141031, -74.0043978 40.7141179, -74.0043173 40.7142176, -74.0040874 40.7144886, -74.0040714 40.7145075, -74.0040392 40.7145388, -74.0040023 40.7145667)",,no,,
5671587,True,3,Park Row,secondary,25 mph,False,81.089,"LINESTRING (-74.0069661 40.7117008, -74.0068563 40.7117283, -74.0062092 40.7118857, -74.0061363 40.7119009, -74.0060472 40.7119157)",,,,
455501315,True,1,Beekman Street,residential,25 mph,False,14.401,"LINESTRING (-74.0069661 40.7117008, -74.0070085 40.7117432, -74.0070324 40.7117622, -74.0070579 40.7117755, -74.0070888 40.7117881)",,,,
5671212,False,2,Pearl Street,residential,25 mph,True,26.1,"LINESTRING (-74.0004898 40.7109994, -74.000546 40.7110366, -74.0006074 40.7110832, -74.0006565 40.7111293, -74.000694 40.7111741)",,,,
"[420890074, 420890077]",False,4,Pearl Street,primary,25 mph,True,104.08999999999999,"LINESTRING (-74.0004898 40.7109994, -74.000597 40.7108966, -74.000653 40.7108282, -74.0008579 40.7105451, -74.0010455 40.7102903, -74.0011123 40.7101928)",,,,
5671212,False,2,Pearl Street,residential,25 mph,False,26.1,"LINESTRING (-74.000694 40.7111741, -74.0006565 40.7111293, -74.0006074 40.7110832, -74.000546 40.7110366, -74.0004898 40.7109994)",,,,
413045201,True,1,Reade Street,secondary,25 mph,False,128.748,"LINESTRING (-74.007533 40.7154325, -74.0076303 40.7154766, -74.0076585 40.7154894, -74.0087393 40.7159819, -74.0088423 40.716029)",,,,
955237975,True,4,Church Street,secondary,25 mph,False,74.21700000000001,"LINESTRING (-74.007533 40.7154325, -74.0074908 40.7154858, -74.0071293 40.7159414, -74.0070792 40.7160045)",,,,
68668562,True,2,West Broadway,secondary,25 mph,False,65.24000000000001,"LINESTRING (-74.0088423 40.716029, -74.0088751 40.7159861, -74.0091426 40.7156404, -74.0091865 40.7155886, -74.0091988 40.715576, -74.0092468 40.7155294)",,,,
413045201,True,1,Reade Street,secondary,25 mph,False,34.144,"LINESTRING (-74.0088423 40.716029, -74.0089241 40.7160662, -74.0091272 40.7161589, -74.0091888 40.7161881)",,,,
"[194923776, 1030282418, 1135342278]",True,2,Lafayette Street,secondary,25 mph,False,164.769,"LINESTRING (-74.0030368 40.7155879, -74.0030492 40.7155413, -74.0030585 40.7154947, -74.0031576 40.7148709, -74.0031652 40.7148204, -74.003177 40.7147736, -74.00319 40.7147332, -74.0032677 40.7145389, -74.0033796 40.7142373, -74.0034162 40.7141387)",,,,
