osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,access
"[224987787, 1265587836, 1265587837]",Pearl Street Northwest,secondary,False,False,88.551,"LINESTRING (-85.6732468 42.9664179, -85.6731384 42.9664127, -85.6728676 42.9663999, -85.6728557 42.9663994, -85.672573 42.966386, -85.6724738 42.9663845, -85.6723448 42.9663826, -85.67216 42.96638)",,,,
"[17844905, 1261356229, 17850542]",Campau Avenue Northwest,unclassified,False,True,214.63500000000005,"LINESTRING (-85.6732468 42.9664179, -85.6732573 42.9663187, -85.6733379 42.9655995, -85.6733446 42.9655446, -85.6733559 42.9654544, -85.6733587 42.9654321, -85.6733624 42.9654022, -85.6734457 42.9650163, -85.673493 42.964797, -85.673493 42.964697, -85.673472 42.964618, -85.6734293 42.9645593, -85.6733858 42.964519)",,,,
559352709,Lyon Street Northwest,unclassified,False,False,143.173,"LINESTRING (-85.6731731 42.9671965, -85.6739147 42.967186, -85.6739446 42.9671915, -85.6739734 42.9672001, -85.6739996 42.9672154, -85.6740118 42.9672369, -85.6739974 42.9672559, -85.6739753 42.9672712, -85.6739451 42.9672792, -85.6739128 42.9672842, -85.6735171 42.9672917, -85.6734864 42.9672906, -85.6734601 42.9672846, -85.6731731 42.9671965)",,,,
559352709,Lyon Street Northwest,unclassified,False,True,143.173,"LINESTRING (-85.6731731 42.9671965, -85.6734601 42.9672846, -85.6734864 42.9672906, -85.6735171 42.9672917, -85.6739128 42.9672842, -85.6739451 42.9672792, -85.6739753 42.9672712, -85.6739974 42.9672559, -85.6740118 42.9672369, -85.6739996 42.9672154, -85.6739734 42.9672001, -85.6739446 42.9671915, -85.6739147 42.967186, -85.6731731 42.9671965)",,,,
559352709,Lyon Street Northwest,unclassified,False,True,79.32499999999999,"LINESTRING (-85.6731731 42.9671965, -85.6723336 42.9672151, -85.6721987 42.9672195)",,,,
17841709,Oakes Street Southwest,tertiary,False,True,86.444,"LINESTRING (-85.670203 42.960951, -85.6701142 42.9609524, -85.6696974 42.9609592, -85.669241 42.9609676, -85.669141 42.9609694)",2,,,
17857482,Ionia Avenue Southwest,tertiary,False,False,142.267,"LINESTRING (-85.670203 42.960951, -85.6702057 42.9610263, -85.6702225 42.9614945, -85.6702465 42.9621611, -85.670249 42.96223)",,,,
"[727413697, 727413699, 143497387, 184849303, 184849304]",Oakes Street Southwest,tertiary,False,False,175.979,"LINESTRING (-85.670203 42.960951, -85.6703282 42.9609474, -85.670979 42.9609288, -85.6711252 42.9609246, -85.6712969 42.9609224, -85.671548 42.9609175, -85.6715865 42.9609168, -85.6717335 42.960914, -85.6721181 42.9609067, -85.6722276 42.9609047, -85.6723645 42.9609021)",3,,,
701460178,Ionia Avenue Southwest,tertiary,False,True,138.849,"LINESTRING (-85.670203 42.960951, -85.6702009 42.9608881, -85.670184 42.9603875, -85.6701827 42.9603494, -85.6701794 42.9602258, -85.670179 42.9602125, -85.6701789 42.9601889, -85.6701776 42.9597025)",2,,,
"[17849744, 162795524]","['Claremont Place Northeast', 'Willow Court Northeast']",residential,False,True,240.669,"LINESTRING (-85.661812 42.965866, -85.661937 42.9658604, -85.661958 42.9658595, -85.6623571 42.9658736, -85.6623826 42.9658741, -85.6627421 42.9658896, -85.6627551 42.9664302, -85.6627787 42.9673019, -85.662784 42.967372)",,,,
