osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry
9043821,True,2,North Summer Street,residential,,10.7,False,121.80000000000001,"LINESTRING (-70.5132246 41.3907516, -70.513361 41.390635, -70.513506 41.390497, -70.51392 41.390091, -70.5140559 41.3899022, -70.5140805 41.3898681)"
9043739,False,2,South Water Street,secondary,40 mph,10.7,False,14.961,"LINESTRING (-70.5168218 41.3853371, -70.5168 41.385345, -70.5166689 41.3854072)"
9043739,False,2,South Water Street,secondary,40 mph,10.7,True,81.614,"LINESTRING (-70.5168218 41.3853371, -70.517304 41.385148, -70.517688 41.384996)"
9045056,False,,Captains Walk,residential,,,True,97.756,"LINESTRING (-70.5168218 41.3853371, -70.5169096 41.3854066, -70.517154 41.38554, -70.517625 41.385814, -70.517726 41.385893)"
9043830,True,1,School Street,residential,,9.1,False,60.449,"LINESTRING (-70.5180312 41.3867506, -70.518012 41.386772, -70.517966 41.386824, -70.5176117 41.3871938)"
630372543,False,,North Spyglass Lane,residential,,,True,47.761,"LINESTRING (-70.5085827 41.3933098, -70.508945 41.3936424)"
9043866,False,2,Fuller Street,residential,,9.1,False,89.071,"LINESTRING (-70.5085827 41.3933098, -70.5082007 41.3935687, -70.508162 41.393595, -70.50813 41.3936169, -70.5080094 41.393701, -70.5077949 41.3938505)"
9043866,False,2,Fuller Street,residential,,9.1,True,153.787,"LINESTRING (-70.5085827 41.3933098, -70.508696 41.393233, -70.509171 41.392909, -70.5094682 41.392707, -70.5096933 41.392554, -70.5097556 41.3925116, -70.509945 41.392378)"
630372543,False,,North Spyglass Lane,residential,,,False,47.761,"LINESTRING (-70.508945 41.3936424, -70.5085827 41.3933098)"
9044271,False,,Sheriffs Lane,residential,,,False,58.94199999999999,"LINESTRING (-70.5134405 41.3926619, -70.5138573 41.3929616, -70.5139416 41.3930351)"
9044271,False,,Sheriffs Lane,residential,,,True,82.588,"LINESTRING (-70.5134405 41.3926619, -70.5132135 41.3924878, -70.512788 41.392104)"
699136257,False,1,Sheriffs Way,residential,,,False,65.016,"LINESTRING (-70.5134405 41.3926619, -70.5130509 41.3929169, -70.5129367 41.3929942, -70.5129303 41.393004, -70.5129158 41.3930182, -70.512907 41.3930322, -70.512901 41.3930473, -70.5128905 41.3930672)"
699136257,False,1,Sheriffs Way,residential,,,True,65.016,"LINESTRING (-70.5128905 41.3930672, -70.512901 41.3930473, -70.512907 41.3930322, -70.5129158 41.3930182, -70.5129303 41.393004, -70.5129367 41.3929942, -70.5130509 41.3929169, -70.5134405 41.3926619)"
9043783,False,2,Upper Main Street,secondary,,13.7,False,15.833,"LINESTRING (-70.5168468 41.3908423, -70.516657 41.390843)"
9043783,False,2,Upper Main Street,secondary,,13.7,True,47.217,"LINESTRING (-70.5168468 41.3908423, -70.5174128 41.3908401)"
1081940699,True,2,Peases Point Way South,secondary,,9.1,False,15.547,"LINESTRING (-70.5168468 41.3908423, -70.5167703 41.3907148)"
9045561,False,1,Morse Street,residential,,9.1,False,60.525999999999996,"LINESTRING (-70.5091918 41.3904356, -70.5093853 41.3905829, -70.509696 41.390827)"
9044271,False,,Sheriffs Lane,residential,,,True,58.94199999999999,"LINESTRING (-70.5139416 41.3930351, -70.5138573 41.3929616, -70.5134405 41.3926619)"
9043851,False,1,Silva Street,residential,,6.1,False,148.966,"LINESTRING (-70.5178367 41.3928532, -70.5175128 41.3929022, -70.5169857 41.3929846, -70.516572 41.3930446, -70.516087 41.393121)"
9045273,False,,Shurtleffs Way,residential,,,False,193.519,"LINESTRING (-70.5184086 41.3934775, -70.5182468 41.3934404, -70.518167 41.393423, -70.518001 41.393408, -70.51776 41.393436, -70.517315 41.393548, -70.516955 41.393637, -70.516937 41.3936413, -70.5166444 41.3937119, -70.516366 41.393779, -70.516185 41.393821)"
9043711,False,2,Dock Street,residential,,6.1,True,96.556,"LINESTRING (-70.5101785 41.389539, -70.5103742 41.389402, -70.5104399 41.3893725, -70.5104952 41.3893604, -70.5105368 41.3893572, -70.5105857 41.3893599, -70.5109086 41.389415, -70.5109448 41.3894206, -70.5109884 41.3894186, -70.5110848 41.3894024, -70.5112302 41.3893639)"
