osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,ref
26471456,Elztalstraße,residential,30,False,True,203.02100000000002,"LINESTRING (7.2638163 50.2720315, 7.2643368 50.272141, 7.265238 50.2725781, 7.2660577 50.2731183)",,,
28928273,Elztalstraße,residential,30,False,True,88.75500000000001,"LINESTRING (7.2638163 50.2720315, 7.2635563 50.2719762, 7.2626379 50.2717673)",,,
28928275,Brunnenstraße,residential,30,False,False,135.724,"LINESTRING (7.2638163 50.2720315, 7.2637686 50.2721623, 7.2639421 50.272847, 7.2639504 50.2729978, 7.2638865 50.273152, 7.2638234 50.2732237)",,,
398115880,Auf der Trift,residential,30,False,True,60.678,"LINESTRING (7.2619568 50.2739581, 7.2612669 50.2736366)",,,
28928420,In der Acht,residential,30,False,False,125.533,"LINESTRING (7.2619568 50.2739581, 7.2620905 50.2740152, 7.2625323 50.274239, 7.2633487 50.2746527)",,,
"[346468305, 991646779]",Brunnenstraße,residential,30,False,False,410.49,"LINESTRING (7.2619568 50.2739581, 7.2613815 50.2742228, 7.2613181 50.2742554, 7.2606871 50.2745797, 7.2606462 50.2745948, 7.2603775 50.2746943, 7.2603552 50.2746998, 7.2602996 50.2747111, 7.2599237 50.2747875, 7.2590544 50.2749599, 7.2583835 50.2750929, 7.2580409 50.2751653, 7.2570726 50.2753776, 7.2568961 50.2754734, 7.2568611 50.2755421)",,,
"[346468305, 346468306, 28928275]",Brunnenstraße,residential,30,False,True,161.392,"LINESTRING (7.2619568 50.2739581, 7.2622848 50.273749, 7.2623303 50.2737259, 7.2624355 50.273668, 7.2629416 50.2735696, 7.2632781 50.2735174, 7.2634817 50.2734605, 7.2636516 50.2733858, 7.2637628 50.2732925, 7.2638234 50.2732237)",,,
28928273,Elztalstraße,residential,30,False,False,106.408,"LINESTRING (7.2605916 50.2710718, 7.2607949 50.2710649, 7.2609787 50.2711228, 7.2618887 50.2715048)",,,
159228486,Amselweg,residential,30,False,False,150.819,"LINESTRING (7.2605916 50.2710718, 7.2604621 50.2711552, 7.2596148 50.2722694)",2,5.5,
398115879,Elztalstraße,residential,30,False,True,45.15,"LINESTRING (7.2605916 50.2710718, 7.2605278 50.2709687, 7.2603924 50.2709147, 7.2601155 50.2708373)",,,
