osmid,oneway,lanes,name,highway,junction,reversed,length,ref,maxspeed,geometry
283669446,True,1,Pomona Avenue,residential,roundabout,False,1.225,,,"LINESTRING (-117.1725135 32.6879312, -117.1725007 32.6879289)"
"[159103868, 436285006]",True,3,3rd Street,primary,,False,26.639000000000003,CA 75,30 mph,"LINESTRING (-117.1714321 32.6948268, -117.171479 32.6948453, -117.1716872 32.6949331)"
5984132,False,2,Pomona Avenue,residential,,False,40.842,,,"LINESTRING (-117.1714992 32.6899264, -117.1716901 32.6895961)"
5984132,False,2,Pomona Avenue,residential,,True,22.483,,,"LINESTRING (-117.1714992 32.6899264, -117.1714064 32.6901129)"
5997340,False,2,5th Street,residential,,True,58.579,,,"LINESTRING (-117.1801869 32.6949401, -117.1807471 32.6951752)"
5961084,False,2,G Avenue,residential,,False,177.018,,,"LINESTRING (-117.1801869 32.6949401, -117.1802312 32.6948627, -117.1809769 32.6935868, -117.1810211 32.6935113)"
5997340,False,2,5th Street,residential,,False,116.25299999999999,,,"LINESTRING (-117.1801869 32.6949401, -117.1801165 32.6949105, -117.179628 32.6947056, -117.1791712 32.6945139, -117.1790751 32.6944736)"
5961084,False,2,G Avenue,residential,,True,177.018,,,"LINESTRING (-117.1810211 32.6935113, -117.1809769 32.6935868, -117.1802312 32.6948627, -117.1801869 32.6949401)"
1047806303,False,2,6th Street,residential,,False,115.981,,,"LINESTRING (-117.1810211 32.6935113, -117.1809482 32.6934808, -117.1799118 32.6930461)"
1047806303,False,2,6th Street,residential,,True,58.967000000000006,,,"LINESTRING (-117.1810211 32.6935113, -117.1811269 32.6935557, -117.1815851 32.6937478)"
6053706,False,2,7th Street,residential,,False,116.17699999999999,,,"LINESTRING (-117.1818705 32.6920772, -117.1817818 32.6920402, -117.1815653 32.6919494, -117.1813235 32.6918481, -117.1808661 32.6916567, -117.180759 32.6916118)"
"[436413488, 1203163206]",True,3,4th Street,primary,,False,114.846,CA 75,30 mph,"LINESTRING (-117.172523 32.6935012, -117.172023 32.693295, -117.1719794 32.6932768, -117.1716612 32.6931439, -117.1714209 32.6930468)"
826202427,False,2,B Avenue,residential,,False,176.84199999999998,,,"LINESTRING (-117.172523 32.6935012, -117.1725717 32.6934181, -117.1725864 32.6933948, -117.1733121 32.6921553, -117.1733599 32.6920753)"
826202427,False,2,B Avenue,residential,,True,177.394,,,"LINESTRING (-117.172523 32.6935012, -117.1724708 32.6935906, -117.1724593 32.6936105, -117.1717441 32.6948355, -117.1717358 32.6948496, -117.1716872 32.6949331)"
5997340,False,2,5th Street,residential,,False,114.225,,,"LINESTRING (-117.1733599 32.6920753, -117.1728183 32.691848, -117.1722693 32.691614)"
5997340,False,2,5th Street,residential,,True,117.618,,,"LINESTRING (-117.1733599 32.6920753, -117.1739206 32.6923105, -117.1743988 32.6925115, -117.1744847 32.6925473)"
826202427,False,2,B Avenue,residential,,False,176.837,,,"LINESTRING (-117.1733599 32.6920753, -117.1734123 32.6919845, -117.1741459 32.6907367, -117.1741563 32.6907191, -117.1741979 32.6906499)"
826202427,False,2,B Avenue,residential,,True,176.84199999999998,,,"LINESTRING (-117.1733599 32.6920753, -117.1733121 32.6921553, -117.1725864 32.6933948, -117.1725717 32.6934181, -117.172523 32.6935012)"
826202427,False,2,B Avenue,residential,,False,177.75799999999998,,,"LINESTRING (-117.1741979 32.6906499, -117.1742537 32.6905525, -117.1742571 32.6905466, -117.1750333 32.6892142)"
826202427,False,2,B Avenue,residential,,True,176.837,,,"LINESTRING (-117.1741979 32.6906499, -117.1741563 32.6907191, -117.1741459 32.6907367, -117.1734123 32.6919845, -117.1733599 32.6920753)"
1047806303,False,2,6th Street,residential,,False,114.47,,,"LINESTRING (-117.1741979 32.6906499, -117.173658 32.6904235, -117.1731051 32.6901874)"
1047806303,False,2,6th Street,residential,,True,117.63499999999999,,,"LINESTRING (-117.1741979 32.6906499, -117.1747519 32.6908823, -117.175323 32.6911217)"
6053706,False,2,7th Street,residential,,False,115.64,,,"LINESTRING (-117.1750333 32.6892142, -117.1749729 32.6891889, -117.1744998 32.6889908, -117.173927 32.6887509)"
6053706,False,2,7th Street,residential,,True,118.383,,,"LINESTRING (-117.1750333 32.6892142, -117.1755959 32.6894498, -117.1760782 32.6896517, -117.1761659 32.6896884)"
826202427,False,2,B Avenue,residential,,False,177.877,,,"LINESTRING (-117.1750333 32.6892142, -117.1758234 32.6878777, -117.17588 32.687782)"
826202427,False,2,B Avenue,residential,,True,177.758,,,"LINESTRING (-117.1750333 32.6892142, -117.1742571 32.6905466, -117.1742537 32.6905525, -117.1741979 32.6906499)"
5968777,False,2,8th Street,residential,,False,116.287,,,"LINESTRING (-117.17588 32.687782, -117.1753481 32.6875598, -117.1749059 32.687375, -117.174767 32.687317)"
5968777,False,2,8th Street,residential,,True,118.019,,,"LINESTRING (-117.17588 32.687782, -117.1764685 32.6880226, -117.1766279 32.6880961, -117.1770063 32.6882591)"
826202427,False,2,B Avenue,residential,,True,177.877,,,"LINESTRING (-117.17588 32.687782, -117.1758234 32.6878777, -117.1750333 32.6892142)"
"[157992673, 436285065, 436285063]",True,"['4', '3', '2']",Orange Avenue,primary,,False,176.528,CA 75,,"LINESTRING (-117.1740948 32.6959422, -117.174392 32.6954178, -117.1745862 32.6950764, -117.1748795 32.6945982, -117.1749285 32.6945183)"
159103869,True,,4th Street,secondary,,False,19.744,CA 282,,"LINESTRING (-117.1749285 32.6945183, -117.1747408 32.6944372)"
436413504,True,2,Orange Avenue,primary,,False,177.60000000000002,CA 75,30 mph,"LINESTRING (-117.1749285 32.6945183, -117.1749772 32.6944363, -117.1757753 32.6930889)"
5997340,False,2,5th Street,residential,,False,19.72,,,"LINESTRING (-117.1757753 32.6930889, -117.1755892 32.6930057)"
5997340,False,2,5th Street,residential,,True,113.442,,,"LINESTRING (-117.1757753 32.6930889, -117.1758518 32.693121, -117.1758769 32.6931315, -117.1763161 32.6933158, -117.1767892 32.6935143, -117.1768602 32.6935441)"
"[436413504, 436413491]",True,"['3', '2']",Orange Avenue,primary,,False,176.90599999999998,CA 75,30 mph,"LINESTRING (-117.1757753 32.6930889, -117.1759819 32.6927328, -117.1764074 32.6919922, -117.1765565 32.6917426, -117.1765662 32.6917264, -117.176606 32.6916598)"
1047806303,False,2,6th Street,residential,,False,19.928,,,"LINESTRING (-117.176606 32.6916598, -117.1764155 32.6915797)"
436413500,True,2,Orange Avenue,primary,,False,177.90099999999998,CA 75,30 mph,"LINESTRING (-117.176606 32.6916598, -117.1766548 32.6915771, -117.1774091 32.6902984, -117.1774514 32.6902268)"
1047806303,False,2,6th Street,residential,,True,114.09899999999999,,,"LINESTRING (-117.176606 32.6916598, -117.1766873 32.6916939, -117.1767173 32.6917065, -117.1771516 32.6918886, -117.1776243 32.6920868, -117.1776973 32.6921174)"
6053706,False,2,7th Street,residential,,False,20.523,,,"LINESTRING (-117.1774514 32.6902268, -117.1774054 32.6902075, -117.1773313 32.6901764, -117.1772551 32.6901445)"
