osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge
178715076,Rue du Docteur Ancelin,residential,False,True,48.034,,,"LINESTRING (1.0704569 49.5506739, 1.0710846 49.550818)",
178715048,Rue du Docteur Martel,tertiary,False,True,186.518,D 51,50,"LINESTRING (1.0704569 49.5506739, 1.0706533 49.5508291, 1.0707739 49.5509461, 1.0708637 49.5510566, 1.0709249 49.5511681, 1.070967 49.5513579, 1.0709967 49.5516544, 1.0710471 49.5521567, 1.0710629 49.5521948, 1.0710786 49.5522548)",
202189361,Rue Henri Lancien,residential,False,True,134.584,,,"LINESTRING (1.0739177 49.5512243, 1.0737564 49.5510606, 1.0730932 49.5507415, 1.0729187 49.5506839, 1.0723966 49.5505833)",
976827931,Rue de la Gare,residential,False,False,72.136,,,"LINESTRING (1.0739177 49.5512243, 1.0737329 49.5512363, 1.0730033 49.5514708)",
"[34136033, 982395754, 34136043]",Rue Winston Churchill,secondary,False,False,51.651,D 155,50,"LINESTRING (1.0739177 49.5512243, 1.0739529 49.5511793, 1.0740193 49.5510995, 1.0742702 49.5508201)",yes
974256337,Rue André Martin,secondary,False,False,73.444,D 155,50,"LINESTRING (1.0741778 49.5476387, 1.0744786 49.5470077)",
974256337,Rue André Martin,secondary,False,True,7.567,D 155,50,"LINESTRING (1.0741778 49.5476387, 1.0741349 49.5477008)",
974256336,Rue Baron Bigot,tertiary,False,False,55.903,D 47,50,"LINESTRING (1.0741778 49.5476387, 1.0743905 49.5475936, 1.0748622 49.5474087)",
333172189,Rue André Martin,secondary,False,False,16.279,D 155,50,"LINESTRING (1.0750822 49.5454482, 1.0750226 49.545307)",
202189357,Rue du Docteur Lesauvage,residential,False,False,131.18200000000002,,,"LINESTRING (1.0750822 49.5454482, 1.0751618 49.5454774, 1.0752055 49.5455197, 1.0753753 49.545717, 1.0759803 49.5464636)",
"[974256337, 333172189]",Rue André Martin,secondary,False,True,121.08500000000001,D 155,50,"LINESTRING (1.0750822 49.5454482, 1.0750807 49.5455036, 1.075065 49.5456026, 1.0750382 49.5457557, 1.0749982 49.5458671, 1.0749201 49.546045, 1.0747172 49.5465072)",
333172189,Rue André Martin,secondary,False,True,27.748,D 155,50,"LINESTRING (1.0743253 49.5445411, 1.074541 49.5447477)",
213197893,Rue André Martin,secondary,True,False,72.896,D 155,50,"LINESTRING (1.0743253 49.5445411, 1.0738699 49.5442884, 1.0737814 49.5442375, 1.0736625 49.5441849, 1.0735393 49.5441306)",
"[982395755, 33186675]",Rue de la Gare,residential,False,False,164.321,,30,"LINESTRING (1.0730033 49.5514708, 1.0729587 49.551486, 1.0716778 49.5519735, 1.0712476 49.5521552, 1.0711587 49.5521994, 1.0710786 49.5522548)",
178715076,Rue du Docteur Ancelin,residential,False,False,156.459,,,"LINESTRING (1.0730033 49.5514708, 1.0729712 49.5514496, 1.0720413 49.5511332, 1.0710846 49.550818)",
976827931,Rue de la Gare,residential,False,True,72.136,,,"LINESTRING (1.0730033 49.5514708, 1.0737329 49.5512363, 1.0739177 49.5512243)",
982395757,Rue de Pavilly,secondary,False,False,6.576,D 44,50,"LINESTRING (1.0710786 49.5522548, 1.0709886 49.5522642)",
178715048,Rue du Docteur Martel,tertiary,False,False,186.51800000000003,D 51,50,"LINESTRING (1.0710786 49.5522548, 1.0710629 49.5521948, 1.0710471 49.5521567, 1.0709967 49.5516544, 1.070967 49.5513579, 1.0709249 49.5511681, 1.0708637 49.5510566, 1.0707739 49.5509461, 1.0706533 49.5508291, 1.0704569 49.5506739)",
"[33186675, 982395755]",Rue de la Gare,residential,False,True,164.321,,30,"LINESTRING (1.0710786 49.5522548, 1.0711587 49.5521994, 1.0712476 49.5521552, 1.0716778 49.5519735, 1.0729587 49.551486, 1.0730033 49.5514708)",
"[974256336, 34111883]",Rue Baron Bigot,tertiary,False,True,140.872,D 47,50,"LINESTRING (1.0779259 49.5461583, 1.0777036 49.5462853, 1.0768156 49.5466371, 1.0762877 49.546843)",
175856715,Rue Michel Monflier,residential,False,False,108.008,,,"LINESTRING (1.0779259 49.5461583, 1.0782252 49.5465034, 1.0786285 49.5470158)",
"[34136033, 982395754, 34136043]",Rue Winston Churchill,secondary,False,True,51.651,D 155,50,"LINESTRING (1.0742702 49.5508201, 1.0740193 49.5510995, 1.0739529 49.5511793, 1.0739177 49.5512243)",yes
"[668717384, 668717397]",Rue Winston Churchill,secondary,False,False,85.477,D 155,50,"LINESTRING (1.0742702 49.5508201, 1.0743448 49.5507236, 1.0744084 49.5506399, 1.0745223 49.550476, 1.0746379 49.5503218, 1.0747913 49.5501299)",
80949132,Rue Maromme Dubuc,residential,True,False,84.052,,,"LINESTRING (1.0745325 49.5515541, 1.074451 49.5512643, 1.0743816 49.5510173, 1.0743278 49.5509084, 1.0742702 49.5508201)",
333171288,Impasse Maromme Dubuc,residential,False,True,152.665,,,"LINESTRING (1.0745325 49.5515541, 1.0745695 49.5517208, 1.0746875 49.5521506, 1.0747619 49.5523958, 1.0747953 49.5524424, 1.075394 49.5521837)",
80949137,Rue Legrelle,residential,True,False,7.289,,30,"LINESTRING (1.0747913 49.5501299, 1.0748499 49.5501833)",
319755609,Rue Sadi Carnot,secondary,False,False,20.383,D 155,30,"LINESTRING (1.0747913 49.5501299, 1.0748207 49.5500233, 1.0748228 49.5499483)",
"[668717384, 668717397]",Rue Winston Churchill,secondary,False,True,85.477,D 155,50,"LINESTRING (1.0747913 49.5501299, 1.0746379 49.5503218, 1.0745223 49.550476, 1.0744084 49.5506399, 1.0743448 49.5507236, 1.0742702 49.5508201)",
