osmid,highway,oneway,reversed,length,name,maxspeed,geometry,ref,bridge,lanes
162800535,residential,False,True,23.35,15th Street,30 mph,"LINESTRING (-73.7061917 42.7264721, -73.7059114 42.7264309)",,,
5571775,residential,True,False,205.34099999999998,6th Avenue,30 mph,"LINESTRING (-73.7061917 42.7264721, -73.7061498 42.7267749, -73.7059451 42.7282362, -73.7059425 42.7282545, -73.7059346 42.7283091)",,,
162800535,residential,False,False,61.751999999999995,15th Street,30 mph,"LINESTRING (-73.7061917 42.7264721, -73.7064369 42.7265082, -73.7067363 42.7265542, -73.7069323 42.7265836)",,,
5571775,residential,True,False,98.609,6th Avenue,30 mph,"LINESTRING (-73.7057703 42.7294436, -73.705646 42.7303257)",,,
5592446,residential,False,False,88.887,18th Street,30 mph,"LINESTRING (-73.7057703 42.7294436, -73.7058923 42.7294532, -73.7063377 42.729488, -73.7068524 42.7295283)",,,
5592446,residential,False,True,92.20400000000001,18th Street,30 mph,"LINESTRING (-73.7057703 42.7294436, -73.7056259 42.7294323, -73.7052235 42.7294008, -73.7046478 42.7293558)",,,
5571775,residential,True,False,101.22,6th Avenue,30 mph,"LINESTRING (-73.705646 42.7303257, -73.7055706 42.7308611, -73.705546 42.7310531, -73.705532 42.7311068, -73.7055154 42.7311645, -73.7055022 42.7312293)",,,
5591412,residential,False,False,88.14400000000002,Clinton Street,30 mph,"LINESTRING (-73.705646 42.7303257, -73.7057442 42.7303334, -73.7061902 42.7303681, -73.7065986 42.7304017, -73.7067188 42.7304116)",,,
5571775,residential,True,False,199.34699999999998,6th Avenue,30 mph,"LINESTRING (-73.7055022 42.7312293, -73.7054861 42.7313031, -73.7054629 42.7314057, -73.7054377 42.7315974, -73.7053348 42.7322843, -73.7052862 42.7326379, -73.705235 42.733011)",,,
139199404,primary,False,False,93.722,19th Street,30 mph,"LINESTRING (-73.7055022 42.7312293, -73.7055909 42.7312546, -73.7057233 42.7312926, -73.7061104 42.7314038, -73.706571 42.731536)",NY 2,,
139199404,primary,False,True,94.011,19th Street,30 mph,"LINESTRING (-73.7055022 42.7312293, -73.7054193 42.7312056, -73.7045083 42.7309458, -73.7044294 42.730923)",NY 2,,
5571775,residential,True,False,153.93,6th Avenue,30 mph,"LINESTRING (-73.705235 42.733011, -73.7050401 42.7343879)",,,
46204443,residential,True,False,89.966,23rd Street,30 mph,"LINESTRING (-73.705235 42.733011, -73.7042482 42.7329375, -73.7041391 42.7329295)",,,
"[1213511330, 1213511333]",residential,True,False,93.838,24th Street,30 mph,"LINESTRING (-73.7050401 42.7343879, -73.7056287 42.7344316, -73.7061832 42.7344729)",,,
5577992,residential,False,False,33.9,24th Street,30 mph,"LINESTRING (-73.6990627 42.7339371, -73.6994757 42.7339675)",,,
5577992,residential,False,True,33.9,24th Street,30 mph,"LINESTRING (-73.6994757 42.7339675, -73.6990627 42.7339371)",,,
68235509,tertiary,False,True,139.197,Broadway,30 mph,"LINESTRING (-73.6994757 42.7339675, -73.6996194 42.7328622, -73.6996339 42.7327211)",,,
140450767,residential,False,False,40.888999999999996,24th Street,30 mph,"LINESTRING (-73.6994757 42.7339675, -73.6996068 42.733978, -73.6999734 42.7340073)",,,
140450767,residential,False,False,14.976,24th Street,30 mph,"LINESTRING (-73.6999734 42.7340073, -73.7001557 42.7340218)",,,
140450767,residential,False,True,40.888999999999996,24th Street,30 mph,"LINESTRING (-73.6999734 42.7340073, -73.6996068 42.733978, -73.6994757 42.7339675)",,,
140450767,residential,False,True,14.976,24th Street,30 mph,"LINESTRING (-73.7001557 42.7340218, -73.6999734 42.7340073)",,,
140450767,residential,False,False,63.977000000000004,24th Street,30 mph,"LINESTRING (-73.7001557 42.7340218, -73.7007686 42.7340676, -73.700935 42.7340801)",,,
140450767,residential,False,True,63.977000000000004,24th Street,30 mph,"LINESTRING (-73.700935 42.7340801, -73.7007686 42.7340676, -73.7001557 42.7340218)",,,
669453497,primary,False,True,145.377,2nd Avenue,30 mph,"LINESTRING (-73.700935 42.7340801, -73.7009433 42.7340227, -73.701069 42.7331537, -73.701123 42.73278)",NY 32,,
1213511330,residential,True,False,100.102,24th Street,30 mph,"LINESTRING (-73.700935 42.7340801, -73.701565 42.7341281, -73.7021541 42.7341729)",,,
360739105,residential,True,False,142.982,3rd Avenue,,"LINESTRING (-73.7021541 42.7341729, -73.7022894 42.7332379, -73.7023205 42.7330085, -73.7023361 42.732894)",,,
1213511330,residential,True,False,97.787,24th Street,30 mph,"LINESTRING (-73.7021541 42.7341729, -73.7027583 42.7342187, -73.7032243 42.7342538, -73.7033451 42.7342629)",,,
1213511330,residential,True,False,48.907,24th Street,30 mph,"LINESTRING (-73.7033451 42.7342629, -73.703941 42.7343062)",,,
640328379,residential,False,False,153.934,5th Avenue,,"LINESTRING (-73.703941 42.7343062, -73.7039514 42.7342338, -73.7041273 42.7330108, -73.7041391 42.7329295)",,,
1213511330,residential,True,False,90.226,24th Street,30 mph,"LINESTRING (-73.703941 42.7343062, -73.7049308 42.7343798, -73.7050401 42.7343879)",,,
111833416,residential,True,False,153.939,7th Avenue,20 mph,"LINESTRING (-73.7061832 42.7344729, -73.7063702 42.733193, -73.7063843 42.7330964)",,,
181383108,residential,True,False,94.37299999999999,24th Street,30 mph,"LINESTRING (-73.7061832 42.7344729, -73.7067689 42.7345183, -73.7073323 42.734562)",,,
38286733,primary,False,True,226.626,2nd Avenue,30 mph,"LINESTRING (-73.7024974 42.7260181, -73.7022514 42.7267323, -73.7021973 42.7268868, -73.7018297 42.7279363, -73.7018108 42.7279928)",NY 32,,
512236566,residential,False,True,119.986,15th Street,30 mph,"LINESTRING (-73.7024974 42.7260181, -73.7023671 42.726026, -73.7023111 42.7260274, -73.7022531 42.7260282, -73.702139 42.7260283, -73.7020657 42.726025, -73.7019921 42.726019, -73.701803 42.7259949, -73.7016224 42.7259706, -73.7015557 42.7259625, -73.7010443 42.7258959)",,,
5592446,residential,False,False,100.876,18th Street,30 mph,"LINESTRING (-73.7016333 42.729128, -73.7022686 42.7291707, -73.702863 42.729212)",,,
669246281,primary,False,False,117.476,2nd Avenue,30 mph,"LINESTRING (-73.7016333 42.729128, -73.701656 42.7289728, -73.7016977 42.7286871, -73.7017237 42.7285156, -73.7017809 42.7281387, -73.7017885 42.7280777)",NY 32,,
669246281,primary,False,True,105.98499999999999,2nd Avenue,30 mph,"LINESTRING (-73.7016333 42.729128, -73.7015716 42.7295475, -73.7015663 42.7295837, -73.7015222 42.7298973, -73.7014903 42.7300753)",NY 32,,
"[5627086, 5592774]",primary,True,False,463.828,"['19th Street', 'Congress Street']",30 mph,"LINESTRING (-73.7014903 42.7300753, -73.7013886 42.7300036, -73.701322 42.7299758, -73.7011279 42.7299195, -73.7003668 42.7296958, -73.696256 42.7284779)",NY 2,yes,
139199404,primary,False,False,105.18500000000002,19th Street,30 mph,"LINESTRING (-73.7014903 42.7300753, -73.7017036 42.7301467, -73.7019889 42.7302271, -73.702084 42.7302539, -73.7026228 42.7304059, -73.702687 42.730424)",NY 2,,
139324188,primary,False,False,119.112,2nd Avenue,30 mph,"LINESTRING (-73.7014903 42.7300753, -73.7014627 42.7302449, -73.7014297 42.7305904, -73.7014037 42.7307944, -73.7013575 42.7311419)",NY 32,,
669246281,primary,False,False,105.985,2nd Avenue,30 mph,"LINESTRING (-73.7014903 42.7300753, -73.7015222 42.7298973, -73.7015663 42.7295837, -73.7015716 42.7295475, -73.7016333 42.729128)",NY 32,,
5595648,residential,False,False,99.816,21st Street,,"LINESTRING (-73.7013575 42.7311419, -73.7015255 42.731155, -73.7019696 42.7311898, -73.7025727 42.7312369)",,,
5595648,residential,False,True,63.492,21st Street,,"LINESTRING (-73.7013575 42.7311419, -73.7011728 42.7311285, -73.7010595 42.7311203, -73.7007037 42.7310945, -73.7006286 42.731089, -73.7005839 42.7310858)",,,
139324188,primary,False,False,183.153,2nd Avenue,30 mph,"LINESTRING (-73.7013575 42.7311419, -73.7013241 42.7313755, -73.7012324 42.7320158, -73.7011607 42.732517, -73.7011553 42.7325546, -73.701123 42.73278)",NY 32,,
139324188,primary,False,True,119.112,2nd Avenue,30 mph,"LINESTRING (-73.7013575 42.7311419, -73.7014037 42.7307944, -73.7014297 42.7305904, -73.7014627 42.7302449, -73.7014903 42.7300753)",NY 32,,
39474327,residential,True,False,50.499,23rd Street,30 mph,"LINESTRING (-73.701123 42.73278, -73.701304 42.732818, -73.7017319 42.7328495)",,,
68235505,tertiary,False,True,63.577,23rd Street,30 mph,"LINESTRING (-73.701123 42.73278, -73.7009772 42.7327864, -73.7009119 42.7327893, -73.7007623 42.7327937, -73.7006641 42.7327955, -73.7005646 42.732794, -73.700468 42.7327898, -73.7004559 42.7327893, -73.7003456 42.7327836)",,,
139324188,primary,False,True,183.153,2nd Avenue,30 mph,"LINESTRING (-73.701123 42.73278, -73.7011553 42.7325546, -73.7011607 42.732517, -73.7012324 42.7320158, -73.7013241 42.7313755, -73.7013575 42.7311419)",NY 32,,
669453497,primary,False,False,145.377,2nd Avenue,30 mph,"LINESTRING (-73.701123 42.73278, -73.701069 42.7331537, -73.7009433 42.7340227, -73.700935 42.7340801)",NY 32,,
38286734,tertiary,False,False,236.64499999999998,Broadway,30 mph,"LINESTRING (-73.6998973 42.7257951, -73.6999048 42.7258269, -73.6999157 42.7258606, -73.6999265 42.7258926, -73.6999805 42.7260487, -73.7000039 42.7261322, -73.7000207 42.7262158, -73.70004 42.7263377, -73.7000801 42.7269052, -73.7000847 42.726996, -73.7001065 42.727468, -73.7001182 42.7276431, -73.7001389 42.7278231, -73.7001506 42.7279101)",,,
38286734,tertiary,False,True,18.708999999999996,Broadway,30 mph,"LINESTRING (-73.6998973 42.7257951, -73.6998896 42.7257414, -73.6998859 42.7256954, -73.6998852 42.7256728, -73.6998852 42.7256498, -73.6998877 42.7256273)",,,
512236569,residential,True,False,32.567,15th Street,30 mph,"LINESTRING (-73.6998973 42.7257951, -73.6999909 42.7257732, -73.7000328 42.7257675, -73.700076 42.7257651, -73.700112 42.7257653, -73.700192 42.7257711, -73.70029 42.7257676)",,,
35393996,tertiary,True,False,37.143,16th Street,30 mph,"LINESTRING (-73.7001506 42.7279101, -73.7002666 42.7279587, -73.700425 42.7279601, -73.7005792 42.7279218)",,,
38286734,tertiary,False,True,236.64499999999995,Broadway,30 mph,"LINESTRING (-73.7001506 42.7279101, -73.7001389 42.7278231, -73.7001182 42.7276431, -73.7001065 42.727468, -73.7000847 42.726996, -73.7000801 42.7269052, -73.70004 42.7263377, -73.7000207 42.7262158, -73.7000039 42.7261322, -73.6999805 42.7260487, -73.6999265 42.7258926, -73.6999157 42.7258606, -73.6999048 42.7258269, -73.6998973 42.7257951)",,,
"[669246282, 1153358743]",tertiary,False,False,284.53700000000003,Broadway,30 mph,"LINESTRING (-73.7001506 42.7279101, -73.7001722 42.7280366, -73.7001923 42.7281509, -73.7002147 42.728307, -73.70022 42.7283796, -73.7002235 42.728437, -73.7002248 42.7284821, -73.7002217 42.7285302, -73.7002125 42.7286444, -73.7001937 42.7287805, -73.7001041 42.729453, -73.7000575 42.7298346, -73.700052 42.7298738, -73.7000209 42.7300942, -73.6999697 42.730457)",,,
5580349,unclassified,False,False,60.643,20th Street,,"LINESTRING (-73.6999697 42.730457, -73.7000971 42.7304673, -73.7003759 42.7304898, -73.7004093 42.7304925, -73.7005118 42.7305008, -73.7007077 42.7305166)",,,
5580349,unclassified,False,True,41.724999999999994,20th Street,,"LINESTRING (-73.6999697 42.730457, -73.699915 42.7304521, -73.6995732 42.7304217, -73.6994625 42.7304123)",,,
669246282,tertiary,False,False,64.652,Broadway,30 mph,"LINESTRING (-73.6999697 42.730457, -73.6999269 42.7307334, -73.6999115 42.7308324, -73.6998802 42.7310347)",,,
"[669246282, 1153358743]",tertiary,False,True,284.53700000000003,Broadway,30 mph,"LINESTRING (-73.6999697 42.730457, -73.7000209 42.7300942, -73.700052 42.7298738, -73.7000575 42.7298346, -73.7001041 42.729453, -73.7001937 42.7287805, -73.7002125 42.7286444, -73.7002217 42.7285302, -73.7002248 42.7284821, -73.7002235 42.728437, -73.70022 42.7283796, -73.7002147 42.728307, -73.7001923 42.7281509, -73.7001722 42.7280366, -73.7001506 42.7279101)",,,
5595648,residential,False,False,57.756,21st Street,,"LINESTRING (-73.6998802 42.7310347, -73.699987 42.7310424, -73.7002789 42.7310636, -73.7002924 42.7310646, -73.7004575 42.7310766, -73.7005222 42.7310813, -73.7005839 42.7310858)",,,
5595648,residential,False,True,40.783,21st Street,,"LINESTRING (-73.6998802 42.7310347, -73.6998364 42.7310315, -73.6997799 42.7310274, -73.6995024 42.7310073, -73.6993832 42.7309995)",,,
669246282,tertiary,False,False,64.51,Broadway,30 mph,"LINESTRING (-73.6998802 42.7310347, -73.6998502 42.731269, -73.6998072 42.7316056, -73.6998063 42.7316123)",,,
669246282,tertiary,False,True,64.652,Broadway,30 mph,"LINESTRING (-73.6998802 42.7310347, -73.6999115 42.7308324, -73.6999269 42.7307334, -73.6999697 42.730457)",,,
669453499,tertiary,False,True,58.572,23rd Street,30 mph,"LINESTRING (-73.6996339 42.7327211, -73.6989233 42.7326502)",,,
68235505,tertiary,False,False,58.543,23rd Street,30 mph,"LINESTRING (-73.6996339 42.7327211, -73.7002862 42.732779, -73.7003456 42.7327836)",,,
68235509,tertiary,False,False,139.197,Broadway,30 mph,"LINESTRING (-73.6996339 42.7327211, -73.6996194 42.7328622, -73.6994757 42.7339675)",,,
"[1090555656, 669246282, 1153358744]",tertiary,False,True,124.09899999999999,Broadway,30 mph,"LINESTRING (-73.6996339 42.7327211, -73.699652 42.732601, -73.6996635 42.7325208, -73.6996714 42.7324774, -73.6996809 42.7324246, -73.6996983 42.7323288, -73.6997678 42.731868, -73.6998063 42.7316123)",,,
5580349,unclassified,False,False,41.725,20th Street,,"LINESTRING (-73.6994625 42.7304123, -73.6995732 42.7304217, -73.699915 42.7304521, -73.6999697 42.730457)",,,
35393945,motorway_link,True,False,383.16499999999996,,40 mph,"LINESTRING (-73.6991151 42.7295829, -73.6989284 42.7298866, -73.6988366 42.7300292, -73.6987612 42.7301451, -73.6986686 42.7302894, -73.6985795 42.730431, -73.6984971 42.7305581, -73.6984025 42.7307036, -73.6982984 42.7308526, -73.6981964 42.730993, -73.6978237 42.7314839, -73.6977464 42.7315899, -73.6976728 42.7316954, -73.6976079 42.7318054, -73.6975599 42.7319016, -73.6975154 42.7320154, -73.6974797 42.7321289, -73.697457 42.7322377, -73.6974388 42.7323641, -73.697429 42.732479, -73.6974235 42.7325999, -73.6974242 42.7326261, -73.6974277 42.7327508)",8,,
162800535,residential,False,True,26.773,15th Street,30 mph,"LINESTRING (-73.7072534 42.7266319, -73.7069323 42.7265836)",,,
111833416,residential,True,False,196.784,7th Avenue,20 mph,"LINESTRING (-73.7070031 42.728392, -73.7071918 42.7270212, -73.7072534 42.7266319)",,,
122209370,residential,True,False,87.762,16th Street,30 mph,"LINESTRING (-73.7070031 42.728392, -73.7064725 42.7283508, -73.7060556 42.7283185, -73.7060126 42.7283152, -73.7059346 42.7283091)",,,
111833416,residential,True,False,11.321,7th Avenue,20 mph,"LINESTRING (-73.7069906 42.7284934, -73.7070031 42.728392)",,,
5592446,residential,False,True,88.88700000000001,18th Street,30 mph,"LINESTRING (-73.7068524 42.7295283, -73.7063377 42.729488, -73.7058923 42.7294532, -73.7057703 42.7294436)",,,
111833416,residential,True,False,115.62899999999999,7th Avenue,20 mph,"LINESTRING (-73.7068524 42.7295283, -73.7069787 42.7285738, -73.7069906 42.7284934)",,,
111833416,residential,True,False,98.823,7th Avenue,20 mph,"LINESTRING (-73.7067188 42.7304116, -73.7068524 42.7295283)",,,
5591412,residential,False,True,88.144,Clinton Street,30 mph,"LINESTRING (-73.7067188 42.7304116, -73.7065986 42.7304017, -73.7061902 42.7303681, -73.7057442 42.7303334, -73.705646 42.7303257)",,,
111833416,residential,True,False,125.872,7th Avenue,20 mph,"LINESTRING (-73.706571 42.731536, -73.7065566 42.7314532, -73.7066946 42.7305261, -73.7067007 42.7304903, -73.7067085 42.7304546, -73.7067188 42.7304116)",,,
139199404,primary,False,True,93.72200000000001,19th Street,30 mph,"LINESTRING (-73.706571 42.731536, -73.7061104 42.7314038, -73.7057233 42.7312926, -73.7055909 42.7312546, -73.7055022 42.7312293)",NY 2,,
46204443,residential,True,False,94.352,23rd Street,30 mph,"LINESTRING (-73.7063843 42.7330964, -73.7059025 42.733057, -73.705235 42.733011)",,,
111833416,residential,True,False,174.377,7th Avenue,20 mph,"LINESTRING (-73.7063843 42.7330964, -73.7065368 42.7319807, -73.7065839 42.7316163, -73.706571 42.731536)",,,
162800535,residential,False,False,23.35,15th Street,30 mph,"LINESTRING (-73.7059114 42.7264309, -73.7061917 42.7264721)",,,
162800535,residential,False,True,69.393,15th Street,30 mph,"LINESTRING (-73.7059114 42.7264309, -73.7056295 42.7263895, -73.7054108 42.7263573, -73.7050784 42.7263084)",,,
162800535,residential,False,True,15.92,15th Street,30 mph,"LINESTRING (-73.7050784 42.7263084, -73.7048873 42.7262803)",,,
162800535,residential,False,False,69.393,15th Street,30 mph,"LINESTRING (-73.7050784 42.7263084, -73.7054108 42.7263573, -73.7056295 42.7263895, -73.7059114 42.7264309)",,,
122209370,residential,True,False,50.359,16th Street,30 mph,"LINESTRING (-73.7048022 42.7282213, -73.7041892 42.7281729)",,,
640328379,residential,False,True,10.871,5th Avenue,,"LINESTRING (-73.7048022 42.7282213, -73.7047879 42.7283185)",,,
601621812,residential,True,False,213.89799999999997,5th Avenue,,"LINESTRING (-73.7048022 42.7282213, -73.7049065 42.7275044, -73.7050661 42.7263943, -73.7050784 42.7263084)",,,
640328379,residential,False,False,10.871,5th Avenue,,"LINESTRING (-73.7047879 42.7283185, -73.7048022 42.7282213)",,,
5592566,residential,True,False,92.919,16th Street,30 mph,"LINESTRING (-73.7047879 42.7283185, -73.705358 42.7283638, -73.7058002 42.7283989, -73.7058232 42.7284007, -73.7059189 42.7284083)",,,
640328379,residential,False,True,115.908,5th Avenue,,"LINESTRING (-73.7047879 42.7283185, -73.7047788 42.7283861, -73.7046601 42.7292639, -73.7046478 42.7293558)",,,
5592446,residential,False,True,54.485,18th Street,30 mph,"LINESTRING (-73.7046478 42.7293558, -73.7039848 42.7293019)",,,
5592446,residential,False,False,92.20400000000001,18th Street,30 mph,"LINESTRING (-73.7046478 42.7293558, -73.7052235 42.7294008, -73.7056259 42.7294323, -73.7057703 42.7294436)",,,
640328379,residential,False,False,115.908,5th Avenue,,"LINESTRING (-73.7046478 42.7293558, -73.7046601 42.7292639, -73.7047788 42.7283861, -73.7047879 42.7283185)",,,
640328379,residential,False,True,175.26000000000002,5th Avenue,,"LINESTRING (-73.7046478 42.7293558, -73.7046387 42.7294281, -73.7045511 42.7301305, -73.7044841 42.7305875, -73.7044343 42.7308177, -73.7044303 42.730848, -73.7044287 42.7308739, -73.7044294 42.730923)",,,
139199404,primary,False,True,48.929,19th Street,30 mph,"LINESTRING (-73.7044294 42.730923, -73.7038713 42.7307631)",NY 2,,
139199404,primary,False,False,94.011,19th Street,30 mph,"LINESTRING (-73.7044294 42.730923, -73.7045083 42.7309458, -73.7054193 42.7312056, -73.7055022 42.7312293)",NY 2,,
640328379,residential,False,False,175.26000000000002,5th Avenue,,"LINESTRING (-73.7044294 42.730923, -73.7044287 42.7308739, -73.7044303 42.730848, -73.7044343 42.7308177, -73.7044841 42.7305875, -73.7045511 42.7301305, -73.7046387 42.7294281, -73.7046478 42.7293558)",,,
640328379,residential,False,True,51.172000000000004,5th Avenue,,"LINESTRING (-73.7044294 42.730923, -73.7044298 42.7309791, -73.704429 42.7310036, -73.7044257 42.7310284, -73.7043788 42.7313814)",,,
5595648,residential,False,True,51.42,21st Street,,"LINESTRING (-73.7043788 42.7313814, -73.7042592 42.7313714, -73.7037533 42.7313291)",,,
640328379,residential,False,False,51.172000000000004,5th Avenue,,"LINESTRING (-73.7043788 42.7313814, -73.7044257 42.7310284, -73.704429 42.7310036, -73.7044298 42.7309791, -73.7044294 42.730923)",,,
640328379,residential,False,True,173.315,5th Avenue,,"LINESTRING (-73.7043788 42.7313814, -73.7043441 42.7315041, -73.7042446 42.7321956, -73.7041528 42.732834, -73.7041391 42.7329295)",,,
46204446,residential,False,True,49.870000000000005,23rd Street,30 mph,"LINESTRING (-73.7041391 42.7329295, -73.7040266 42.7329266, -73.7036081 42.7329393, -73.703529 42.7329369)",,,
640328379,residential,False,False,173.315,5th Avenue,,"LINESTRING (-73.7041391 42.7329295, -73.7041528 42.732834, -73.7042446 42.7321956, -73.7043441 42.7315041, -73.7043788 42.7313814)",,,
640328379,residential,False,True,153.934,5th Avenue,,"LINESTRING (-73.7041391 42.7329295, -73.7041273 42.7330108, -73.7039514 42.7342338, -73.703941 42.7343062)",,,
162800535,residential,False,True,14.151,15th Street,30 mph,"LINESTRING (-73.703316 42.726058, -73.7031441 42.7260422)",,,
162800535,residential,False,False,38.229,15th Street,30 mph,"LINESTRING (-73.703316 42.726058, -73.703543 42.726084, -73.703777 42.726117)",,,
122209370,residential,True,False,99.687,16th Street,30 mph,"LINESTRING (-73.7030252 42.7280808, -73.7024282 42.7280336, -73.7019219 42.7279971, -73.7018108 42.7279928)",,,
360739105,residential,True,False,226.17700000000002,3rd Avenue,,"LINESTRING (-73.7030252 42.7280808, -73.7033062 42.7261261, -73.703316 42.726058)",,,
360739105,residential,True,False,10.867,3rd Avenue,,"LINESTRING (-73.7030127 42.7281781, -73.7030252 42.7280808)",,,
5592566,residential,True,False,94.288,16th Street,30 mph,"LINESTRING (-73.7030127 42.7281781, -73.7036 42.7282245, -73.7041604 42.7282689)",,,
5592446,residential,False,False,92.172,18th Street,30 mph,"LINESTRING (-73.702863 42.729212, -73.7034514 42.7292591, -73.7039848 42.7293019)",,,
5592446,residential,False,True,100.876,18th Street,30 mph,"LINESTRING (-73.702863 42.729212, -73.7022686 42.7291707, -73.7016333 42.729128)",,,
360739105,residential,True,False,115.613,3rd Avenue,,"LINESTRING (-73.702863 42.729212, -73.7030014 42.7282561, -73.7030127 42.7281781)",,,
139199404,primary,False,False,92.44800000000001,19th Street,30 mph,"LINESTRING (-73.702687 42.730424, -73.7027684 42.7304472, -73.7032645 42.7305887, -73.703463 42.7306461, -73.7037416 42.7307259)",NY 2,,
139199404,primary,False,True,105.185,19th Street,30 mph,"LINESTRING (-73.702687 42.730424, -73.7026228 42.7304059, -73.702084 42.7302539, -73.7019889 42.7302271, -73.7017036 42.7301467, -73.7014903 42.7300753)",NY 2,,
360739105,residential,True,False,135.53300000000002,3rd Avenue,,"LINESTRING (-73.702687 42.730424, -73.7026976 42.730351, -73.702863 42.729212)",,,
5595648,residential,False,False,96.97200000000001,21st Street,,"LINESTRING (-73.7025727 42.7312369, -73.7031579 42.7312826, -73.7037533 42.7313291)",,,
