osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,geometry
9520242,2,South Main Street,secondary,30 mph,15.2,False,False,60.972,"LINESTRING (-70.9094304 41.6810684, -70.9095877 41.681604)"
9520242,2,South Main Street,secondary,30 mph,15.2,False,True,58.845,"LINESTRING (-70.9094304 41.6810684, -70.9092785 41.6805515)"
9519867,2,Cleveland Street,residential,,11.3,False,False,287.505,"LINESTRING (-70.9094304 41.6810684, -70.9077907 41.6812982, -70.9075153 41.6813368, -70.9060278 41.6815452)"
9519896,2,John Street,residential,,12.2,False,False,62.627,"LINESTRING (-70.9057519 41.6804623, -70.9058928 41.6810156)"
9519896,2,John Street,residential,,12.2,False,True,73.858,"LINESTRING (-70.9057519 41.6804623, -70.9055856 41.6798098)"
9520321,2,Garfield Street,residential,,12.2,False,False,54.04,"LINESTRING (-70.9057519 41.6804623, -70.9051116 41.6805489)"
9520321,2,Garfield Street,residential,,12.2,False,True,284.143,"LINESTRING (-70.9057519 41.6804623, -70.9087151 41.6800617, -70.9091186 41.6800071)"
9520340,2,Gill Street,residential,,12.2,False,True,97.952,"LINESTRING (-70.904434 41.684325, -70.904249 41.683455)"
9520185,2,Wing Road,tertiary,,12.2,False,False,119.605,"LINESTRING (-70.904434 41.684325, -70.903739 41.68444, -70.9031732 41.6845223, -70.903024 41.684544)"
9520185,2,Wing Road,tertiary,,12.2,False,True,68.964,"LINESTRING (-70.904434 41.684325, -70.904788 41.684266, -70.905246 41.684195)"
9520213,2,Leboeuf Street,residential,,11.3,False,True,148.225,"LINESTRING (-70.9030281 41.6779183, -70.9027 41.676608)"
9520358,2,Pembroke Avenue,residential,,11.3,False,False,59.743,"LINESTRING (-70.9030281 41.6779183, -70.9023219 41.6780206)"
9520358,2,Pembroke Avenue,residential,,11.3,False,True,57.435,"LINESTRING (-70.9030281 41.6779183, -70.903707 41.6778199)"
"[9519977, 9520213]",2,"['Leboeuf Street', 'Nelson Avenue']",residential,,"['10.4', '11.3']",False,"[False, True]",238.796,"LINESTRING (-70.9030281 41.6779183, -70.903298 41.678996, -70.9046842 41.6788143)"
9519896,2,John Street,residential,,12.2,False,False,123.887,"LINESTRING (-70.9061653 41.6820847, -70.9064442 41.6831792)"
9519896,2,John Street,residential,,12.2,False,True,61.067,"LINESTRING (-70.9061653 41.6820847, -70.9060278 41.6815452)"
9519916,2,Roosevelt Street,residential,,11.0,False,True,289.199,"LINESTRING (-70.9061653 41.6820847, -70.9076204 41.6818803, -70.9079181 41.6818385, -70.9095877 41.681604)"
9519896,2,John Street,residential,,12.2,False,False,61.067,"LINESTRING (-70.9060278 41.6815452, -70.9061653 41.6820847)"
9519896,2,John Street,residential,,12.2,False,True,59.947,"LINESTRING (-70.9060278 41.6815452, -70.9058928 41.6810156)"
9519867,2,Cleveland Street,residential,,11.3,False,True,287.505,"LINESTRING (-70.9060278 41.6815452, -70.9075153 41.6813368, -70.9077907 41.6812982, -70.9094304 41.6810684)"
9520242,2,South Main Street,secondary,30 mph,15.2,False,False,18.545,"LINESTRING (-70.9088768 41.6791839, -70.9089247 41.6793468)"
9519872,2,Hope Street,residential,,12.2,False,True,143.501,"LINESTRING (-70.9088768 41.6791839, -70.909522 41.679089, -70.910114 41.678977, -70.910552 41.678873)"
9520242,2,South Main Street,secondary,30 mph,15.2,False,True,51.022,"LINESTRING (-70.9088768 41.6791839, -70.9087531 41.6787626, -70.9087452 41.6787357)"
9519896,2,John Street,residential,,12.2,False,False,73.858,"LINESTRING (-70.9055856 41.6798098, -70.9057519 41.6804623)"
9519896,2,John Street,residential,,12.2,False,True,62.006,"LINESTRING (-70.9055856 41.6798098, -70.905446 41.679262)"
9520211,2,Hope Street,residential,,12.2,False,True,178.244,"LINESTRING (-70.9055856 41.6798098, -70.9076958 41.6795172)"
9519947,2,Grant Street,residential,,12.2,False,True,129.31799999999998,"LINESTRING (-70.9082172 41.6823629, -70.9089596 41.6822597, -70.9097481 41.6821501)"
9519872,2,Hope Street,residential,,12.2,False,False,29.311999999999998,"LINESTRING (-70.91162 41.678662, -70.911525 41.678681, -70.911279 41.67873)"
9519872,2,Hope Street,residential,,12.2,False,True,137.903,"LINESTRING (-70.91162 41.678662, -70.912283 41.678529, -70.913226 41.678347)"
