osmid,bridge,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,tunnel
"[13576832, 13576831]",yes,5,Germantown Road,primary,"['35 mph', '45 mph']",False,False,116.783,"LINESTRING (-89.8304364 34.9651738, -89.8304305 34.9647512, -89.8304229 34.9641236)",,
13573465,,2,Goodman Road,secondary,,False,True,43.527,"LINESTRING (-89.824553 34.962192, -89.824711 34.962184, -89.824814 34.962178, -89.82503 34.962173)",,
191859978,,,Railroad Avenue,residential,,False,True,381.198,"LINESTRING (-89.824553 34.962192, -89.82463 34.962287, -89.824705 34.962366, -89.825059 34.962664, -89.825337 34.962889, -89.825567 34.963087, -89.825831 34.96329, -89.825974 34.963388, -89.826093 34.963481, -89.826404 34.963736, -89.8266009 34.9639101, -89.826672 34.963973, -89.826819 34.964091, -89.827008 34.964258, -89.827207 34.964406, -89.8275104 34.9646076)",,
107211669,,2,Pigeon Roost Road,residential,,False,True,170.071,"LINESTRING (-89.825247 34.959256, -89.8257151 34.9597736, -89.825742 34.959809, -89.8258382 34.9599164, -89.8259007 34.9599862, -89.8260296 34.9601301, -89.826351 34.960489)",,
107211669,,2,Pigeon Roost Road,residential,,False,True,63.263,"LINESTRING (-89.828147 34.962533, -89.828547 34.962998)",,
13576665,,2,Depot Street,residential,,False,False,155.42400000000004,"LINESTRING (-89.828147 34.962533, -89.827945 34.962687, -89.8274377 34.9631257, -89.8271417 34.9633848, -89.826982 34.963552)",,
107211669,,2,Pigeon Roost Road,residential,,False,False,63.309,"LINESTRING (-89.828147 34.962533, -89.827999 34.962318, -89.827883 34.96217, -89.827829 34.962118, -89.827792 34.962089, -89.827761 34.962063)",,
13576665,,2,Depot Street,residential,,False,True,155.424,"LINESTRING (-89.826982 34.963552, -89.8271417 34.9633848, -89.8274377 34.9631257, -89.827945 34.962687, -89.828147 34.962533)",,
13582535,,2,Old Highway 78,secondary,,False,False,234.885,"LINESTRING (-89.826982 34.963552, -89.826701 34.963361, -89.825857 34.962769, -89.8256561 34.9626321, -89.825518 34.962538, -89.82503 34.962173)",MS 178,
13582535,,2,Old Highway 78,secondary,,False,True,65.013,"LINESTRING (-89.826982 34.963552, -89.82707 34.963612, -89.827219 34.963702, -89.827324 34.963774, -89.827542 34.963914)",MS 178,
"[13576832, 13576831]",yes,5,Germantown Road,primary,"['35 mph', '45 mph']",False,True,116.783,"LINESTRING (-89.8304229 34.9641236, -89.8304305 34.9647512, -89.8304364 34.9651738)",,
107211669,,2,Pigeon Roost Road,residential,,False,False,89.9,"LINESTRING (-89.8304229 34.9641236, -89.830205 34.964018, -89.829986 34.963876, -89.829838 34.963788, -89.829612 34.963665)",,
"[129861392, 197122527]",,5,Cockrum Road,primary,"['35 mph', '45 mph']",False,False,252.516,"LINESTRING (-89.8304229 34.9641236, -89.8304216 34.9638786, -89.8304186 34.9636502, -89.8304162 34.9634652, -89.8304154 34.9634033, -89.8304137 34.9632689, -89.8304114 34.9630921, -89.830409 34.962908, -89.8304084 34.9628508, -89.830406 34.9626371, -89.830405 34.962542, -89.8304059 34.9624845, -89.830411 34.962163, -89.830409 34.962026, -89.830398 34.961853)",,
