osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,maxspeed,width
"[17141080, 1164018680, 116674799]",5th Street,tertiary,False,False,92.51000000000002,yes,"LINESTRING (-106.832903 40.4827553, -106.8328686 40.4827978, -106.8327423 40.4829228, -106.8326089 40.4830608, -106.8323796 40.483279, -106.8322274 40.4834086)",,,,
234309824,10th Street,residential,False,True,47.158,,"LINESTRING (-106.8356175 40.4886177, -106.8359366 40.4882699)",,,,
17140307,6th Street,residential,False,False,74.535,,"LINESTRING (-106.8303999 40.4869173, -106.8298598 40.487447)",,,,
17140307,6th Street,residential,False,True,56.04,,"LINESTRING (-106.8303999 40.4869173, -106.8308059 40.486519)",,,,
"[17138673, 17139375]",James Street,residential,False,"[False, True]",229.544,,"LINESTRING (-106.8303999 40.4869173, -106.829839 40.4866114, -106.8295839 40.4867978, -106.8295744 40.4868779, -106.8295472 40.4869708, -106.8295498 40.4870748, -106.8294833 40.4871407, -106.8293021 40.4871976, -106.829085 40.4871938, -106.8289446 40.4871971, -106.8288647 40.4872081, -106.828767 40.4872054, -106.828608 40.4872049, -106.8283062 40.487204)",2,,,
17138581,Spruce Street,residential,False,False,141.395,,"LINESTRING (-106.8261235 40.4887065, -106.8277953 40.4887251)",,,,
"[17140302, 17139319]","['Larimer Street', 'Hill Street']",residential,False,True,245.18800000000002,,"LINESTRING (-106.8261235 40.4887065, -106.8261348 40.4882515, -106.8266603 40.4882588, -106.8266667 40.4880427, -106.8267248 40.4878969, -106.8269912 40.4878133, -106.8276145 40.4878258, -106.8279289 40.4879869)",,,,
17138581,Spruce Street,residential,False,False,133.053,,"LINESTRING (-106.8277953 40.4887251, -106.8293633 40.4888235)",,,,
17138581,Spruce Street,residential,False,True,141.395,,"LINESTRING (-106.8277953 40.4887251, -106.8261235 40.4887065)",,,,
17140925,Short Street,residential,False,True,85.74199999999999,,"LINESTRING (-106.8277953 40.4887251, -106.8278019 40.4883859, -106.8278041 40.4882748, -106.8278148 40.4880858, -106.8279289 40.4879869)",,,,
17138581,Spruce Street,residential,False,True,133.053,,"LINESTRING (-106.8293633 40.4888235, -106.8277953 40.4887251)",,,,
17138990,Laurel Street,residential,False,True,89.68199999999999,,"LINESTRING (-106.8293633 40.4888235, -106.8293872 40.4886832, -106.8294021 40.4884063, -106.8294229 40.4880187)",,,,
1164560125,Pine Street,tertiary,False,False,116.173,,"LINESTRING (-106.827566 40.4846065, -106.8286638 40.4852345)",,,,
622965421,3rd Street,residential,False,True,115.25999999999999,,"LINESTRING (-106.827566 40.4846065, -106.827865 40.4843031, -106.8279648 40.4842034, -106.8283008 40.4838656, -106.8283869 40.4837791)",,,,
1164560125,Pine Street,tertiary,False,False,117.246,,"LINESTRING (-106.8286638 40.4852345, -106.8297555 40.4858844)",,,,
1164560125,Pine Street,tertiary,False,True,116.173,,"LINESTRING (-106.8286638 40.4852345, -106.827566 40.4846065)",,,,
234309844,4th Street,residential,False,False,217.188,,"LINESTRING (-106.8286638 40.4852345, -106.8282069 40.4856557, -106.828147 40.4857293, -106.8270953 40.4867801)",,,,
234309844,4th Street,residential,False,True,112.689,,"LINESTRING (-106.8286638 40.4852345, -106.8290388 40.4848521, -106.8294781 40.4844325)",,,,
