osmid,oneway,name,highway,reversed,length,geometry,lanes,ref
1218729896,True,Raja Muthiah Road,secondary,False,5.11,"LINESTRING (80.2704402 13.0842894, 80.2704317 13.0843346)",,
1218729899,True,Vepery High Road,secondary,False,69.98599999999999,"LINESTRING (80.2704402 13.0842894, 80.2703205 13.0843426, 80.2698485 13.0845423)",,
23499974,False,Baker Street,tertiary,False,220.061,"LINESTRING (80.2700194 13.087023, 80.2696861 13.0870681, 80.2695869 13.0870807, 80.2684569 13.0872244, 80.268004 13.0872735)",,
23499974,False,Baker Street,tertiary,False,128.393,"LINESTRING (80.268004 13.0872735, 80.2668195 13.0873199)",,
23499974,False,Baker Street,tertiary,True,220.061,"LINESTRING (80.268004 13.0872735, 80.2684569 13.0872244, 80.2695869 13.0870807, 80.2696861 13.0870681, 80.2700194 13.087023)",,
23499974,False,Baker Street,tertiary,True,97.792,"LINESTRING (80.2659203 13.0873996, 80.2668195 13.0873199)",,
47997856,False,Maddox Street,tertiary,False,22.273,"LINESTRING (80.2659203 13.0873996, 80.2659222 13.0875999)",,
47997856,False,Maddox Street,tertiary,True,70.024,"LINESTRING (80.2659203 13.0873996, 80.2658782 13.0867712)",,
23499978,False,Barracks Road,residential,True,109.99,"LINESTRING (80.2661477 13.0853063, 80.2660837 13.0843191)",,
1218729899,True,Vepery High Road,secondary,False,49.901,"LINESTRING (80.2661477 13.0853063, 80.2656912 13.085367)",,
23499976,False,Naval Hospital Road,tertiary,False,6.698,"LINESTRING (80.2667786 13.0852164, 80.2667764 13.0852766)",,
23499976,False,Naval Hospital Road,tertiary,True,107.285,"LINESTRING (80.2667786 13.0852164, 80.2667872 13.0842516)",,
1218729899,True,Vepery High Road,secondary,False,69.059,"LINESTRING (80.2667786 13.0852164, 80.2666803 13.0852304, 80.266622 13.0852387, 80.2662994 13.0852847, 80.2661477 13.0853063)",,
30246116,False,Uttukattan Street,residential,False,4.955,"LINESTRING (80.2682226 13.0849183, 80.268225 13.0849628)",,
30246116,False,Uttukattan Street,residential,True,65.054,"LINESTRING (80.2682226 13.0849183, 80.2681945 13.0843339)",,
1218729899,True,Vepery High Road,secondary,False,160.69799999999998,"LINESTRING (80.2682226 13.0849183, 80.2679138 13.0849239, 80.2677619 13.0849502, 80.2677151 13.0849625, 80.2675572 13.0850039, 80.2667786 13.0852164)",,
30246114,False,Perianna Maistry Street,residential,False,129.624,"LINESTRING (80.268682 13.0848896, 80.2685625 13.0840705, 80.2685538 13.0837322)",,
1218729899,True,Vepery High Road,secondary,False,49.906,"LINESTRING (80.268682 13.0848896, 80.2685011 13.0849105, 80.2682226 13.0849183)",,
47997855,False,Ekambara Kumaraguru Road,residential,False,7.024,"LINESTRING (80.2694813 13.084703, 80.2695028 13.0847626)",,
47997885,False,Swamy Mudali Street,residential,True,141.95600000000002,"LINESTRING (80.2694813 13.084703, 80.2692557 13.0835678, 80.2691327 13.0835794)",,
1218729899,True,Vepery High Road,secondary,False,89.071,"LINESTRING (80.2694813 13.084703, 80.2693292 13.0847484, 80.2691744 13.084786, 80.268682 13.0848896)",,
1218729899,True,Vepery High Road,secondary,False,43.601,"LINESTRING (80.2698485 13.0845423, 80.2694813 13.084703)",,
23499982,False,Kumarappa Chetty Street,residential,False,72.314,"LINESTRING (80.2698485 13.0845423, 80.2697754 13.0840307, 80.2697754 13.0838969)",,
1149875531,True,EVR Periyar Salai,primary,False,58.539,"LINESTRING (80.266937 13.0807792, 80.2674773 13.0807658)",2,SHU86
23499976,False,Naval Hospital Road,tertiary,False,168.807,"LINESTRING (80.266937 13.0807792, 80.2669242 13.0811162, 80.2668745 13.0822961)",,
23499976,False,Naval Hospital Road,tertiary,False,37.795,"LINESTRING (80.2668745 13.0822961, 80.2668734 13.082636)",,
23499976,False,Naval Hospital Road,tertiary,True,168.807,"LINESTRING (80.2668745 13.0822961, 80.2669242 13.0811162, 80.266937 13.0807792)",,
23499978,False,Barracks Road,residential,False,152.583,"LINESTRING (80.2668745 13.0822961, 80.266785 13.0823234, 80.2660914 13.0823149, 80.2660158 13.082338, 80.266035 13.0828657)",,
23499976,False,Naval Hospital Road,tertiary,False,25.583,"LINESTRING (80.2668734 13.082636, 80.2668642 13.0828659)",,
23499976,False,Naval Hospital Road,tertiary,True,37.795,"LINESTRING (80.2668734 13.082636, 80.2668745 13.0822961)",,
