osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge
22065001,West Robinson Street,residential,False,False,70.969,"LINESTRING (-88.1636763 38.0868736, -88.1630343 38.0872635)",,,
22046146,,residential,False,False,52.991,"LINESTRING (-88.1636763 38.0868736, -88.16395 38.08718, -88.164032 38.087259)",,,
22046146,,residential,False,True,52.991,"LINESTRING (-88.164032 38.087259, -88.16395 38.08718, -88.1636763 38.0868736)",,,
22060247,West Webb Street,residential,False,False,62.11,"LINESTRING (-88.1597984 38.0870373, -88.159237 38.087379)",,,
22060247,West Webb Street,residential,False,True,66.712,"LINESTRING (-88.1597984 38.0870373, -88.1604014 38.0866703)",,,
22060877,W Street,residential,False,True,107.912,"LINESTRING (-88.1597984 38.0870373, -88.1601782 38.0874258, -88.1605504 38.0878064)",,,
22059733,North Locust Street,residential,False,True,85.905,"LINESTRING (-88.158234 38.092141, -88.157948 38.091852, -88.15763 38.091532)",,,
22059903,East Cherry Street,residential,False,False,81.274,"LINESTRING (-88.158234 38.092141, -88.157866 38.092356, -88.157658 38.092465, -88.157557 38.092504, -88.157449 38.092505)",,,
22059903,East Cherry Street,residential,False,True,130.619,"LINESTRING (-88.158234 38.092141, -88.158825 38.091795, -88.159422 38.09143)",,,
22059960,East Webb Street,residential,False,True,74.068,"LINESTRING (-88.157384 38.088509, -88.158052 38.0881)",,,
22059960,East Webb Street,residential,False,False,36.632999999999996,"LINESTRING (-88.157384 38.088509, -88.157198 38.088624, -88.157064 38.088721)",,,
22064908,Sherwood Road,residential,False,False,200.564,"LINESTRING (-88.157384 38.088509, -88.157229 38.088345, -88.156968 38.088091, -88.156829 38.087963, -88.156722 38.087954, -88.156622 38.087985, -88.156523 38.088075, -88.1565 38.088189, -88.15652 38.088248, -88.156628 38.088341, -88.156889 38.088596, -88.157064 38.088721)",,,
22054168,,residential,False,False,83.754,"LINESTRING (-88.156153 38.091456, -88.156125 38.091392, -88.155571 38.090863)",,,
"[22057876, 22062158]",East Robinson Street,residential,False,True,95.72999999999999,"LINESTRING (-88.156153 38.091456, -88.156374 38.091315, -88.157011 38.090922)",,,
22064932,U Street,residential,False,False,88.012,"LINESTRING (-88.156153 38.091456, -88.156154 38.09151, -88.156188 38.091563, -88.156291 38.091669, -88.156758 38.092071)",,,
22054168,,residential,False,True,83.754,"LINESTRING (-88.155571 38.090863, -88.156125 38.091392, -88.156153 38.091456)",,,
22061452,Southeast 1st Street,residential,False,False,51.224,"LINESTRING (-88.153194 38.09243, -88.153556 38.092792)",,,
"[22059460, 22060519]","['T Street', 'Hay Street']",residential,False,"[False, True]",275.49,"LINESTRING (-88.153194 38.09243, -88.154122 38.091873, -88.154238 38.09182, -88.154304 38.091837, -88.154543 38.092084, -88.154544 38.092157, -88.154544 38.092179, -88.154479 38.092246, -88.154341 38.092317, -88.153556 38.092792)",,,
22059531,West Sycamore Street,residential,False,False,54.519,"LINESTRING (-88.162247 38.094351, -88.16287 38.09435)",,,
22061275,1st Street,residential,False,True,102.414,"LINESTRING (-88.162247 38.094351, -88.162257 38.09343)",,,
22063476,East Sycamore Street,residential,False,False,51.38,"LINESTRING (-88.162247 38.094351, -88.16166 38.094341)",,,
22059531,West Sycamore Street,residential,False,False,57.319,"LINESTRING (-88.16287 38.09435, -88.163525 38.094349)",,,
22059531,West Sycamore Street,residential,False,True,54.519,"LINESTRING (-88.16287 38.09435, -88.162247 38.094351)",,,
22064590,Q Street,residential,False,False,91.108,"LINESTRING (-88.16287 38.09435, -88.162883 38.094279, -88.16288 38.094109, -88.162907 38.093592, -88.162892 38.093533)",,,
22059531,West Sycamore Street,residential,False,True,57.319,"LINESTRING (-88.163525 38.094349, -88.16287 38.09435)",,,
22064910,2nd Street,residential,False,True,142.553,"LINESTRING (-88.163525 38.094349, -88.163531 38.093067)",,,
22059690,Smith Street,residential,False,False,57.68,"LINESTRING (-88.163557 38.091631, -88.1628979 38.0916299)",,,
22064911,2nd Street,residential,False,True,150.017,"LINESTRING (-88.163557 38.091631, -88.163581 38.090282)",,,
22059690,Smith Street,residential,False,False,54.136,"LINESTRING (-88.1628979 38.0916299, -88.1622793 38.0916288)",,,
22059690,Smith Street,residential,False,True,57.68,"LINESTRING (-88.1628979 38.0916299, -88.163557 38.091631)",,,
22064594,Q Street,residential,False,False,186.81400000000002,"LINESTRING (-88.1628979 38.0916299, -88.16288 38.091842, -88.1628777 38.0919969, -88.1628823 38.0920238, -88.162899 38.092174, -88.162946 38.092591, -88.162934 38.09266, -88.16288 38.092709, -88.162276 38.093044)",,,
22059690,Smith Street,residential,False,True,54.136,"LINESTRING (-88.1622793 38.0916288, -88.1628979 38.0916299)",,,
22061275,1st Street,residential,False,False,157.364,"LINESTRING (-88.1622793 38.0916288, -88.162276 38.093044)",,,
22061275,1st Street,residential,False,True,149.769,"LINESTRING (-88.1622793 38.0916288, -88.1622909 38.0908754, -88.1623 38.090282)",,,
22061700,North Walnut Street,residential,False,True,196.182,"LINESTRING (-88.1622793 38.0916288, -88.161738 38.0916447, -88.161589 38.0916402, -88.1614776 38.0915952, -88.160889 38.090992, -88.160608 38.090706)",,,
22060900,East Main Street,primary,False,False,97.034,"LINESTRING (-88.15763 38.091532, -88.156758 38.092071)",2,IL 1;IL 14,
22060900,East Main Street,primary,False,True,131.149,"LINESTRING (-88.15763 38.091532, -88.158816 38.090811)",2,IL 1;IL 14,
22059733,North Locust Street,residential,False,False,85.905,"LINESTRING (-88.15763 38.091532, -88.157948 38.091852, -88.158234 38.092141)",,,
22059768,South Locust Street,residential,False,True,86.806,"LINESTRING (-88.15763 38.091532, -88.1572964 38.0912033, -88.157011 38.090922)",,,
22060622,South Main Cross Street,residential,False,False,42.465,"LINESTRING (-88.157912 38.089889, -88.158209 38.090191)",,,
