osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,bridge,ref
526857052,,Forest Avenue,residential,25 mph,False,True,172.36900000000006,"LINESTRING (-122.1555252 37.4479494, -122.15558 37.4478942, -122.1556025 37.4478715, -122.1557414 37.4477314, -122.1557835 37.4476894, -122.155846 37.4476258, -122.1559288 37.4475425, -122.1559967 37.4474743, -122.1561195 37.44735, -122.1561892 37.4472797, -122.1562164 37.4472522, -122.1562975 37.4471707, -122.1563313 37.4471367, -122.1563693 37.4470985, -122.1564804 37.4469881, -122.15666 37.4468095, -122.1566697 37.4468, -122.1567352 37.4467328)",,,,
676850223,,Webster Street,residential,25 mph,False,False,140.84400000000002,"LINESTRING (-122.1555252 37.4479494, -122.1554639 37.4479108, -122.1554432 37.4478978, -122.1551686 37.4477256, -122.1548946 37.4475535, -122.1548041 37.4474969, -122.1547813 37.4474824, -122.1546265 37.4473853, -122.1545229 37.4473186, -122.1545009 37.4473044, -122.15449 37.4472975, -122.1543678 37.4472206, -122.1543516 37.4472105, -122.1542751 37.4471624)",,,,
"[776338197, 676850223]",,Webster Street,residential,25 mph,False,True,140.219,"LINESTRING (-122.1555252 37.4479494, -122.1555943 37.4479925, -122.1556123 37.4480038, -122.1557523 37.4480911, -122.1558696 37.4481643, -122.1560249 37.4482654, -122.1561563 37.4483463, -122.1562434 37.4483976, -122.1562985 37.4484347, -122.1564415 37.4485216, -122.1565861 37.4486101, -122.1567064 37.4486865, -122.1567718 37.4487306)",,,,
521492939,2,Alma Street,secondary,25 mph,True,False,21.312,"LINESTRING (-122.1643294 37.4434709, -122.1644416 37.4436406)",,,,
521492943,1,,secondary_link,25 mph,True,False,23.154,"LINESTRING (-122.1643294 37.4434709, -122.1643309 37.4435093, -122.1643221 37.4435624, -122.1643047 37.4436113, -122.1642742 37.4436721)",,,,
"[27833064, 596088313, 19852487]",2,University Avenue,secondary,25 mph,True,False,147.161,"LINESTRING (-122.1639959 37.4435691, -122.1641511 37.4434238, -122.1645699 37.4429914, -122.1650077 37.4425178)",yes,,,
266521971,2,Alma Street,secondary,25 mph,True,False,39.24,"LINESTRING (-122.163997 37.4432508, -122.1640734 37.4432737, -122.1641383 37.4433044, -122.1641791 37.4433269, -122.164228 37.4433611, -122.1642699 37.4433963, -122.1643037 37.4434336, -122.1643294 37.4434709)",,,,
"[608449611, 256750262]",2,,secondary_link,25 mph,False,False,65.458,"LINESTRING (-122.1649456 37.4430361, -122.1649977 37.4430075, -122.1650723 37.4429558, -122.1651257 37.4429089, -122.165191 37.4428461, -122.1652394 37.4427864, -122.1652838 37.4427172, -122.1653142 37.4426484, -122.1653179 37.4426148, -122.1653162 37.4425904, -122.1653117 37.4425552)",,,,
"[690081528, 497135197, 609603806, 609603807]",2,,secondary_link,25 mph,False,True,155.53299999999996,"LINESTRING (-122.1649456 37.4430361, -122.1648597 37.4430872, -122.1648001 37.4431036, -122.1647498 37.4431101, -122.1647021 37.4431117, -122.1646425 37.4431064, -122.1645929 37.4430936, -122.1645513 37.4430766, -122.1645097 37.4430542, -122.1644655 37.4430255, -122.1644326 37.4430042, -122.1644011 37.4429765, -122.1643723 37.4429535, -122.1643421 37.442919, -122.1643274 37.4428904, -122.1643181 37.4428554, -122.1643166 37.4428236, -122.1643191 37.4427876, -122.164325 37.4427551, -122.1643349 37.4427222, -122.1643594 37.4426498, -122.1643893 37.4425769, -122.1644119 37.442532, -122.1644436 37.4424844, -122.1644957 37.4424029, -122.1645386 37.4423552, -122.1645957 37.4423169, -122.1646796 37.4422671, -122.1647718 37.4422333)",,,,
8926711,2,,secondary_link,25 mph,False,True,22.857999999999997,"LINESTRING (-122.1647718 37.4422333, -122.164802 37.4422365, -122.1648305 37.4422411, -122.1648618 37.4422493, -122.164885 37.4422577, -122.1649094 37.4422653, -122.1650083 37.4423114)",,,,
"[690081528, 497135197, 609603806, 609603807]",2,,secondary_link,25 mph,False,False,155.533,"LINESTRING (-122.1647718 37.4422333, -122.1646796 37.4422671, -122.1645957 37.4423169, -122.1645386 37.4423552, -122.1644957 37.4424029, -122.1644436 37.4424844, -122.1644119 37.442532, -122.1643893 37.4425769, -122.1643594 37.4426498, -122.1643349 37.4427222, -122.164325 37.4427551, -122.1643191 37.4427876, -122.1643166 37.4428236, -122.1643181 37.4428554, -122.1643274 37.4428904, -122.1643421 37.442919, -122.1643723 37.4429535, -122.1644011 37.4429765, -122.1644326 37.4430042, -122.1644655 37.4430255, -122.1645097 37.4430542, -122.1645513 37.4430766, -122.1645929 37.4430936, -122.1646425 37.4431064, -122.1647021 37.4431117, -122.1647498 37.4431101, -122.1648001 37.4431036, -122.1648597 37.4430872, -122.1649456 37.4430361)",,,,
8963539,,,residential,,True,False,9.914000000000001,"LINESTRING (-122.1653022 37.4442699, -122.1653604 37.4442126, -122.1653727 37.4442005)",,,,
"[645066411, 677151125, 619117710]","['3', '2']",Lytton Avenue,tertiary,25 mph,False,False,89.309,"LINESTRING (-122.1653022 37.4442699, -122.1652223 37.4443496, -122.1650231 37.4445497, -122.1648869 37.4446911, -122.1647325 37.4448414, -122.1646745 37.4448997)",,,,
"[78459876, 693634644]",4,Alma Street,secondary,25 mph,False,True,66.042,"LINESTRING (-122.1653022 37.4442699, -122.1652202 37.4442156, -122.1651781 37.4441891, -122.1649318 37.4440388, -122.1647188 37.4438983)",,,,
"[94840738, 526837583]",4,Alma Street,secondary,25 mph,False,False,139.708,"LINESTRING (-122.1627601 37.442684, -122.1626932 37.4426459, -122.1619369 37.4421536, -122.1616199 37.4419567, -122.1615257 37.4418981)",,,,
"[417332577, 417332580]",4,Alma Street,secondary,25 mph,False,False,54.090999999999994,"LINESTRING (-122.1627601 37.442684, -122.1628488 37.4427384, -122.1631603 37.4429265, -122.163246 37.4429803)",,,,
506448456,2,Hamilton Avenue,tertiary,25 mph,False,True,86.685,"LINESTRING (-122.1627601 37.442684, -122.1626976 37.4427579, -122.1622788 37.4431745, -122.1622076 37.4432406, -122.1621981 37.4432522, -122.1621551 37.4432975)",,,,
430430204,4,Alma Street,secondary,25 mph,False,False,140.14000000000001,"LINESTRING (-122.1602802 37.4411111, -122.1602184 37.4410731, -122.1590339 37.4403306)",,,,
"[1206088481, 526837583, 1206088479]",4,Alma Street,secondary,25 mph,False,True,140.54600000000002,"LINESTRING (-122.1602802 37.4411111, -122.1603643 37.4411681, -122.1605327 37.4412691, -122.1607673 37.4414179, -122.1613553 37.4417882, -122.1614656 37.4418576, -122.1615257 37.4418981)",,,,
430430204,4,Alma Street,secondary,25 mph,False,True,140.14000000000001,"LINESTRING (-122.1590339 37.4403306, -122.1602184 37.4410731, -122.1602802 37.4411111)",,,,
"[435715041, 396709694]",2,Channing Avenue,tertiary,25 mph,True,False,87.025,"LINESTRING (-122.1590339 37.4403306, -122.1589065 37.440463, -122.1587218 37.4406546, -122.1584903 37.4408944, -122.1584329 37.4409509)",,,,
392686944,,Everett Avenue,residential,25 mph,False,False,85.31700000000001,"LINESTRING (-122.1647223 37.4468757, -122.1646773 37.4469224, -122.1644263 37.4471742, -122.1641813 37.4474189, -122.164165 37.4474347, -122.1641217 37.4474768)",,,,
677692686,2,Everett Avenue,residential,25 mph,False,True,79.509,"LINESTRING (-122.1647223 37.4468757, -122.1647553 37.4468435, -122.1652731 37.4463384, -122.1652908 37.4463211)",,,,
678462147,2,Ramona Street,residential,25 mph,False,False,140.915,"LINESTRING (-122.1647223 37.4468757, -122.1646763 37.4468477, -122.1646534 37.4468324, -122.1644263 37.4466887, -122.1635773 37.4461534, -122.1634725 37.4460874)",,,,
"[667699177, 667699178]",3,Lytton Avenue,tertiary,25 mph,False,True,85.06200000000001,"LINESTRING (-122.1634725 37.4460874, -122.1634935 37.4460663, -122.1635239 37.4460358, -122.1636231 37.445936, -122.1637804 37.4457815, -122.1640062 37.4455501, -122.1640684 37.4454863)",,,,
"[677692692, 677692694, 677692698, 677692700, 596085791]","['3', '2']",Lytton Avenue,tertiary,"['25 mph', '2']",False,False,83.89,"LINESTRING (-122.1634725 37.4460874, -122.1634149 37.4461453, -122.1633051 37.4462547, -122.1632397 37.4463213, -122.1632321 37.4463291, -122.16312 37.4464474, -122.1630502 37.4465134, -122.162934 37.4466288, -122.1628836 37.4466794)",,,,
678462145,,Ramona Street,residential,25 mph,False,False,140.721,"LINESTRING (-122.1634725 37.4460874, -122.163395 37.4460394, -122.1632275 37.4459357, -122.1630477 37.4458243, -122.1630016 37.4457958, -122.1626116 37.4455457, -122.1623211 37.4453679, -122.1622192 37.4453055)",,,,
678462147,2,Ramona Street,residential,25 mph,False,True,140.915,"LINESTRING (-122.1634725 37.4460874, -122.1635773 37.4461534, -122.1644263 37.4466887, -122.1646534 37.4468324, -122.1646763 37.4468477, -122.1647223 37.4468757)",,,,
"[84077026, 678459748, 678459749]","['3', '2']",Hamilton Avenue,tertiary,25 mph,False,True,85.83,"LINESTRING (-122.1609497 37.4445077, -122.1610021 37.4444581, -122.1611977 37.4442611, -122.1612547 37.4442027, -122.1613064 37.4441497, -122.1614959 37.4439583, -122.1615537 37.4439029)",,,,
"[678459752, 678459751, 678459750, 776357263]","['3', '2']",Hamilton Avenue,tertiary,25 mph,False,False,83.054,"LINESTRING (-122.1609497 37.4445077, -122.1609041 37.4445536, -122.1608211 37.4446352, -122.1607734 37.4446824, -122.1607591 37.4446963, -122.1607082 37.4447483, -122.1606448 37.4448129, -122.1604429 37.4450204, -122.160422 37.4450414, -122.1603693 37.4450955)",,,,
"[678462142, 678462143]","['3', '2']",Ramona Street,residential,25 mph,False,False,139.975,"LINESTRING (-122.1609497 37.4445077, -122.1608825 37.4444637, -122.160763 37.4443887, -122.1605215 37.4442365, -122.1603604 37.444135, -122.1600489 37.4439331, -122.1598155 37.4437912, -122.1597877 37.4437731, -122.1597077 37.4437254)",,,,
678462145,,Ramona Street,residential,25 mph,False,True,142.937,"LINESTRING (-122.1609497 37.4445077, -122.161036 37.4445602, -122.1616164 37.4449263, -122.1618232 37.4450557, -122.162123 37.4452437, -122.1622192 37.4453055)",,,,
8931575,,Ramona Street,residential,25 mph,False,True,140.10500000000002,"LINESTRING (-122.1584678 37.4429406, -122.1585377 37.4429864, -122.1585676 37.443007, -122.1587415 37.4431347, -122.1587749 37.4431593, -122.1587857 37.4431672, -122.1592897 37.4434748, -122.1596524 37.4436875, -122.1597077 37.4437254)",,,,
526851065,2,Ramona Street,residential,25 mph,False,False,139.39499999999998,"LINESTRING (-122.1584678 37.4429406, -122.1584152 37.4429094, -122.1582588 37.4428119, -122.1578133 37.4425276, -122.1573136 37.4422122, -122.1572807 37.4421915, -122.1572318 37.4421606)",,,,
"[526851066, 435715045]",2,Homer Avenue,tertiary,25 mph,True,False,85.411,"LINESTRING (-122.1584678 37.4429406, -122.1585105 37.4428979, -122.1588913 37.4425171, -122.1589986 37.4424098, -122.1590168 37.4423916, -122.1590693 37.442339)",,,,
"[417332611, 396709709]",2,Channing Avenue,tertiary,25 mph,True,False,85.405,"LINESTRING (-122.1572318 37.4421606, -122.157192 37.4421998, -122.1568217 37.4425646, -122.156696 37.4426838, -122.1566739 37.4427054, -122.1566215 37.4427565)",,,,
526851065,2,Ramona Street,residential,25 mph,False,False,141.69500000000002,"LINESTRING (-122.1572318 37.4421606, -122.1571718 37.4421233, -122.1571504 37.44211, -122.1560396 37.4414094, -122.1559741 37.441369)",,,,
526851065,2,Ramona Street,residential,25 mph,False,True,139.39499999999998,"LINESTRING (-122.1572318 37.4421606, -122.1572807 37.4421915, -122.1573136 37.4422122, -122.1578133 37.4425276, -122.1582588 37.4428119, -122.1584152 37.4429094, -122.1584678 37.4429406)",,,,
8959807,,Addison Avenue,residential,25 mph,False,False,78.599,"LINESTRING (-122.1559741 37.441369, -122.1559511 37.4413935, -122.155923 37.4414218, -122.1556833 37.4416657, -122.1554548 37.4419115, -122.1554411 37.4419248, -122.1554372 37.4419324)",,,,
8959807,,Addison Avenue,residential,25 mph,False,True,85.65299999999999,"LINESTRING (-122.1559741 37.441369, -122.1560108 37.4413328, -122.1560231 37.4413183, -122.156271 37.4410529, -122.1565204 37.4408062, -122.1565684 37.4407604)",,,,
526851065,2,Ramona Street,residential,25 mph,False,False,139.49599999999998,"LINESTRING (-122.1559741 37.441369, -122.1559377 37.4413487, -122.1548241 37.4406492, -122.1548004 37.4406342, -122.154733 37.4405927)",,,,
526851065,2,Ramona Street,residential,25 mph,False,True,141.69500000000002,"LINESTRING (-122.1559741 37.441369, -122.1560396 37.4414094, -122.1571504 37.44211, -122.1571718 37.4421233, -122.1572318 37.4421606)",,,,
8960829,,Lincoln Avenue,residential,25 mph,False,True,85.741,"LINESTRING (-122.154733 37.4405927, -122.1547683 37.4405554, -122.1550323 37.4402895, -122.1552738 37.4400492, -122.1552859 37.4400379, -122.1553339 37.439987)",,,,
526851065,2,Ramona Street,residential,25 mph,False,True,139.49599999999998,"LINESTRING (-122.154733 37.4405927, -122.1548004 37.4406342, -122.1548241 37.4406492, -122.1559377 37.4413487, -122.1559741 37.441369)",,,,
8938769,,Kipling Street,residential,25 mph,False,False,141.482,"LINESTRING (-122.1610783 37.4485012, -122.1610081 37.4484567, -122.1609949 37.4484492, -122.1606424 37.4482249, -122.1602515 37.4479777, -122.1602026 37.447947, -122.1599298 37.4477736, -122.1598258 37.4477074)",,,,
"[526857048, 678452209, 678459773]","['3', '2']",Lytton Avenue,tertiary,25 mph,False,True,83.76899999999999,"LINESTRING (-122.1610783 37.4485012, -122.1611168 37.4484623, -122.1611345 37.4484444, -122.1612502 37.4483276, -122.1612748 37.4483024, -122.1613311 37.4482441, -122.1614014 37.4481728, -122.1615369 37.4480381, -122.1616079 37.4479663, -122.161662 37.4479073)",,,,
8938769,,Kipling Street,residential,25 mph,False,True,141.482,"LINESTRING (-122.1598258 37.4477074, -122.1599298 37.4477736, -122.1602026 37.447947, -122.1602515 37.4479777, -122.1606424 37.4482249, -122.1609949 37.4484492, -122.1610081 37.4484567, -122.1610783 37.4485012)",,,,
675214188,2,University Avenue,tertiary,25 mph,False,True,84.95800000000001,"LINESTRING (-122.1598258 37.4477074, -122.1597634 37.4477702, -122.1592817 37.448255, -122.1592298 37.4483073)",,,,
675214189,2,University Avenue,tertiary,25 mph,False,False,83.322,"LINESTRING (-122.1598258 37.4477074, -122.1598747 37.4476581, -122.1603484 37.4471815, -122.1604104 37.4471191)",,,,
8938770,,Kipling Street,residential,25 mph,False,False,136.86799999999997,"LINESTRING (-122.1560535 37.4453334, -122.1560265 37.4453165, -122.1560137 37.4453082, -122.1557626 37.4451522, -122.1557269 37.44513, -122.1555517 37.4450213, -122.1554472 37.4449564, -122.1553426 37.4448914, -122.1552116 37.44481, -122.1549147 37.4446256, -122.154902 37.4446181, -122.1548325 37.4445749)",,,,
"[396707993, 396707999]",2,Homer Avenue,tertiary,25 mph,True,False,84.47,"LINESTRING (-122.1560535 37.4453334, -122.1564506 37.4449653, -122.1566042 37.4448138, -122.1566173 37.4448009, -122.1566678 37.4447511)",,,,
8938770,,Kipling Street,residential,25 mph,False,True,136.868,"LINESTRING (-122.1548325 37.4445749, -122.154902 37.4446181, -122.1549147 37.4446256, -122.1552116 37.44481, -122.1553426 37.4448914, -122.1554472 37.4449564, -122.1555517 37.4450213, -122.1557269 37.44513, -122.1557626 37.4451522, -122.1560137 37.4453082, -122.1560265 37.4453165, -122.1560535 37.4453334)",,,,
"[396709706, 396709695]",2,Channing Avenue,tertiary,25 mph,True,False,84.198,"LINESTRING (-122.1548325 37.4445749, -122.1547201 37.4446847, -122.1543432 37.4450549, -122.1542739 37.4451229, -122.1542325 37.4451635)",,,,
8939261,,Gilman Street,unclassified,25 mph,False,False,141.10300000000004,"LINESTRING (-122.1597677 37.4457083, -122.1596867 37.4456616, -122.1596002 37.4456078, -122.1594918 37.445539, -122.1593458 37.4454462, -122.1593254 37.4454332, -122.159223 37.4453682, -122.1591926 37.4453489, -122.1590915 37.4452846, -122.1590794 37.4452769, -122.1589257 37.4451793, -122.1586085 37.4449776, -122.1585909 37.4449665, -122.1585163 37.444919)",,,,
"[678459753, 678459754]","['3', '2']",Hamilton Avenue,tertiary,25 mph,False,True,86.406,"LINESTRING (-122.1597677 37.4457083, -122.1598023 37.4456738, -122.1600789 37.4453824, -122.160277 37.4451877, -122.1602871 37.4451765, -122.1603693 37.4450955)",,,,
"[776310392, 675215265, 693386572]","['3', '2']",Hamilton Avenue,tertiary,25 mph,False,False,87.38299999999998,"LINESTRING (-122.1597677 37.4457083, -122.159718 37.4457567, -122.159632 37.4458505, -122.1595255 37.4459547, -122.159375 37.4460899, -122.1593622 37.4461036, -122.1592167 37.4462427, -122.1591438 37.4463179)",,,,
677692688,,Bryant Street,residential,,False,False,139.599,"LINESTRING (-122.1653612 37.4482564, -122.1653172 37.4482289, -122.1647403 37.447868, -122.1641944 37.4475228, -122.1641217 37.4474768)",,,,
392686944,,Everett Avenue,residential,25 mph,False,False,171.15699999999998,"LINESTRING (-122.1641217 37.4474768, -122.1640684 37.4475316, -122.1640544 37.447546, -122.1639392 37.4476622, -122.162987 37.4486229, -122.1629698 37.44864, -122.162923 37.4486866)",,,,
392686944,,Everett Avenue,residential,25 mph,False,True,85.317,"LINESTRING (-122.1641217 37.4474768, -122.164165 37.4474347, -122.1641813 37.4474189, -122.1644263 37.4471742, -122.1646773 37.4469224, -122.1647223 37.4468757)",,,,
677692688,,Bryant Street,residential,,False,True,139.59900000000002,"LINESTRING (-122.1641217 37.4474768, -122.1641944 37.4475228, -122.1647403 37.447868, -122.1653172 37.4482289, -122.1653612 37.4482564)",,,,
678459760,2,Bryant Street,residential,,False,False,140.74200000000002,"LINESTRING (-122.1641217 37.4474768, -122.1640827 37.4474517, -122.16331 37.446954, -122.1629861 37.4467454, -122.1628836 37.4466794)",,,,
"[677692692, 677692694, 677692698, 677692700, 596085791]","['3', '2']",Lytton Avenue,tertiary,"['25 mph', '2']",False,True,83.88999999999999,"LINESTRING (-122.1628836 37.4466794, -122.162934 37.4466288, -122.1630502 37.4465134, -122.16312 37.4464474, -122.1632321 37.4463291, -122.1632397 37.4463213, -122.1633051 37.4462547, -122.1634149 37.4461453, -122.1634725 37.4460874)",,,,
"[776319404, 678459758, 678459759]",2,Bryant Street,residential,25 mph,False,False,140.559,"LINESTRING (-122.1628836 37.4466794, -122.1628101 37.4466347, -122.1626163 37.4465169, -122.162526 37.446462, -122.1624979 37.4464449, -122.1623258 37.4463403, -122.1620204 37.4461546, -122.1620013 37.4461438, -122.1617176 37.4459648, -122.1616243 37.445906)",,,,
678459760,2,Bryant Street,residential,,False,True,140.742,"LINESTRING (-122.1628836 37.4466794, -122.1629861 37.4467454, -122.16331 37.446954, -122.1640827 37.4474517, -122.1641217 37.4474768)",,,,
"[678459761, 678459762]","['3', '2']",Lytton Avenue,tertiary,25 mph,False,False,88.902,"LINESTRING (-122.1628836 37.4466794, -122.1628036 37.4467598, -122.1625373 37.447025, -122.1622779 37.447288, -122.1622594 37.4473068)",,,,
515965668,2,University Avenue,tertiary,25 mph,False,False,84.955,"LINESTRING (-122.1616243 37.445906, -122.1616915 37.4458365, -122.1619334 37.445595, -122.162157 37.4453666, -122.1622192 37.4453055)",,,,
"[8939840, 678459755]",2,Bryant Street,residential,25 mph,False,False,142.831,"LINESTRING (-122.1616243 37.445906, -122.1615363 37.4458464, -122.1612341 37.4456497, -122.161209 37.445633, -122.1610042 37.4454959, -122.1607527 37.4453366, -122.1604752 37.4451608, -122.1604544 37.4451477, -122.1603693 37.4450955)",,,,
678459757,2,University Avenue,tertiary,25 mph,False,True,86.303,"LINESTRING (-122.1616243 37.445906, -122.1615515 37.4459781, -122.161072 37.4464531, -122.1610135 37.446512)",,,,
"[776319404, 678459758, 678459759]",2,Bryant Street,residential,25 mph,False,True,140.55900000000003,"LINESTRING (-122.1616243 37.445906, -122.1617176 37.4459648, -122.1620013 37.4461438, -122.1620204 37.4461546, -122.1623258 37.4463403, -122.1624979 37.4464449, -122.162526 37.446462, -122.1626163 37.4465169, -122.1628101 37.4466347, -122.1628836 37.4466794)",,,,
"[8939840, 674537135]",2,Bryant Street,residential,25 mph,False,False,140.13299999999998,"LINESTRING (-122.1603693 37.4450955, -122.1602894 37.4450437, -122.160279 37.4450372, -122.1599435 37.4448274, -122.1598217 37.4447569, -122.1597393 37.4447009, -122.1593147 37.444441, -122.1592051 37.4443739, -122.1591845 37.4443613, -122.1591179 37.4443205)",,,,
"[8939840, 678459755]",2,Bryant Street,residential,25 mph,False,True,142.83100000000002,"LINESTRING (-122.1603693 37.4450955, -122.1604544 37.4451477, -122.1604752 37.4451608, -122.1607527 37.4453366, -122.1610042 37.4454959, -122.161209 37.445633, -122.1612341 37.4456497, -122.1615363 37.4458464, -122.1616243 37.445906)",,,,
"[678459752, 776357263, 678459750, 678459751]","['3', '2']",Hamilton Avenue,tertiary,25 mph,False,True,83.054,"LINESTRING (-122.1603693 37.4450955, -122.160422 37.4450414, -122.1604429 37.4450204, -122.1606448 37.4448129, -122.1607082 37.4447483, -122.1607591 37.4446963, -122.1607734 37.4446824, -122.1608211 37.4446352, -122.1609041 37.4445536, -122.1609497 37.4445077)",,,,
"[678459753, 678459754]","['3', '2']",Hamilton Avenue,tertiary,25 mph,False,False,86.406,"LINESTRING (-122.1603693 37.4450955, -122.1602871 37.4451765, -122.160277 37.4451877, -122.1600789 37.4453824, -122.1598023 37.4456738, -122.1597677 37.4457083)",,,,
526851063,,Bryant Street,residential,,False,False,140.05599999999998,"LINESTRING (-122.157859 37.4435446, -122.1577987 37.443506, -122.1577896 37.4435005, -122.1567118 37.4428132, -122.1567008 37.4428064, -122.1566215 37.4427565)",,,,
"[526851064, 396851641, 435715044]",2,Homer Avenue,tertiary,25 mph,True,False,86.02999999999999,"LINESTRING (-122.157859 37.4435446, -122.1579157 37.4434892, -122.1582948 37.443119, -122.1583381 37.4430733, -122.1584018 37.4430083, -122.1584262 37.4429847, -122.1584678 37.4429406)",,,,
674537135,2,Bryant Street,residential,,False,True,140.701,"LINESTRING (-122.157859 37.4435446, -122.1579351 37.4435915, -122.1579604 37.4436071, -122.1586447 37.4440289, -122.1587176 37.4440738, -122.1590469 37.4442755, -122.1590573 37.4442832, -122.1591179 37.4443205)",,,,
"[396709708, 396709710]",2,Channing Avenue,tertiary,25 mph,True,False,170.686,"LINESTRING (-122.1566215 37.4427565, -122.1565731 37.442807, -122.1565689 37.4428112, -122.1561735 37.4432226, -122.156076 37.4433241, -122.156037 37.4433647, -122.1557458 37.4436576, -122.1556034 37.443798, -122.1554862 37.4439151, -122.1554336 37.4439675)",,,,
526851063,,Bryant Street,residential,,False,False,132.149,"LINESTRING (-122.1566215 37.4427565, -122.1565682 37.4427217, -122.156555 37.442713, -122.1554701 37.4420262, -122.1554512 37.4420156)",,,,
526851063,,Bryant Street,residential,,False,True,140.05599999999998,"LINESTRING (-122.1566215 37.4427565, -122.1567008 37.4428064, -122.1567118 37.4428132, -122.1577896 37.4435005, -122.1577987 37.443506, -122.157859 37.4435446)",,,,
8959807,,Addison Avenue,residential,25 mph,False,True,78.59899999999999,"LINESTRING (-122.1554372 37.4419324, -122.1554411 37.4419248, -122.1554548 37.4419115, -122.1556833 37.4416657, -122.155923 37.4414218, -122.1559511 37.4413935, -122.1559741 37.441369)",,,,
817361274,1,,residential,,True,False,9.814,"LINESTRING (-122.1554372 37.4419324, -122.1554172 37.4419245, -122.1553952 37.4419216, -122.1553732 37.4419242, -122.1553532 37.4419318, -122.1553372 37.4419439)",,roundabout,,
"[1206088480, 435715043, 413705364]",2,Homer Avenue,tertiary,25 mph,True,False,87.788,"LINESTRING (-122.1596533 37.4417233, -122.1599412 37.4414322, -122.1600381 37.4413418, -122.1600971 37.4412766, -122.1602004 37.4411784, -122.1602802 37.4411111)",,,,
413705365,2,High Street,tertiary,25 mph,True,False,137.78900000000002,"LINESTRING (-122.1596533 37.4417233, -122.1592598 37.4414733, -122.1588582 37.4412211, -122.1585154 37.4410039, -122.1584329 37.4409509)",,,,
"[101783771, 435715046]",2,Homer Avenue,tertiary,25 mph,True,False,85.706,"LINESTRING (-122.1590693 37.442339, -122.1591226 37.4422825, -122.159254 37.4421432, -122.1593131 37.4420806, -122.1593561 37.4420351, -122.1594175 37.4419699, -122.1595043 37.441878, -122.15958 37.4417995, -122.1596533 37.4417233)",,,,
526851067,,Emerson Street,residential,25 mph,False,False,139.96699999999998,"LINESTRING (-122.1590693 37.442339, -122.1590127 37.4423033, -122.1589895 37.4422887, -122.158664 37.4420837, -122.1584124 37.4419253, -122.1582491 37.4418225, -122.157982 37.4416544, -122.1579009 37.4416045, -122.1578865 37.4415956, -122.1578256 37.4415584)",,,,
596085793,,Emerson Street,residential,25 mph,False,True,139.038,"LINESTRING (-122.1590693 37.442339, -122.1591378 37.4423822, -122.1591525 37.4423914, -122.159905 37.442865, -122.1599453 37.4428904, -122.1602128 37.4430589, -122.1602442 37.4430786, -122.1603034 37.4431158)",,,,
