osmid,highway,oneway,reversed,length,lanes,name,geometry,ref
43076314,unclassified,False,False,28.871,,,"LINESTRING (-104.9310224 39.8115133, -104.930686 39.811488)",
99818712,secondary,False,False,72.734,3,Old State Highway 2,"LINESTRING (-104.9310224 39.8115133, -104.9309172 39.8121624)",
16959740,trunk_link,True,False,31.796,1,,"LINESTRING (-104.9310224 39.8115133, -104.931301 39.811553, -104.931386 39.811573)",
99818712,secondary,False,True,72.734,3,Old State Highway 2,"LINESTRING (-104.9309172 39.8121624, -104.9310224 39.8115133)",
"[326468507, 628817644]",secondary,False,False,41.817,4,Old State Highway 2,"LINESTRING (-104.9309172 39.8121624, -104.9308711 39.8124189, -104.9308481 39.8125347)",
326468509,trunk_link,True,False,85.334,1,,"LINESTRING (-104.9309172 39.8121624, -104.9310872 39.8116768, -104.9311157 39.8116418, -104.9311602 39.8116143, -104.9312322 39.8115914, -104.931386 39.811573)",
16959740,trunk_link,True,False,68.762,1,,"LINESTRING (-104.931386 39.811573, -104.931437 39.811602, -104.931462 39.81163, -104.931477 39.811678, -104.931539 39.812162)",
43076314,unclassified,False,True,28.871,,,"LINESTRING (-104.930686 39.811488, -104.9310224 39.8115133)",
43076318,residential,False,False,129.779,,Dahlia Street,"LINESTRING (-104.930686 39.811488, -104.9304528 39.8126413)",
43076318,residential,False,True,201.62,,Dahlia Street,"LINESTRING (-104.930686 39.811488, -104.9310736 39.8096994)",
16961705,trunk_link,True,False,128.22500000000002,1,,"LINESTRING (-104.930575 39.806181, -104.9307227 39.8060949, -104.931074 39.80589, -104.931097 39.805879, -104.931154 39.80585, -104.931188 39.805844, -104.931234 39.805844, -104.931276 39.805853, -104.931306 39.805865, -104.931326 39.80588, -104.931344 39.805906, -104.931393 39.806062, -104.9314507 39.8063238)",
16975433,tertiary,False,False,74.257,5,Parkway Drive,"LINESTRING (-104.930575 39.806181, -104.9307037 39.8060834, -104.930831 39.8059868, -104.9311869 39.8057067)",
"[16972924, 628649492]",tertiary,False,True,289.647,5,Parkway Drive,"LINESTRING (-104.930575 39.806181, -104.9304111 39.8063088, -104.930169 39.8064975, -104.930071 39.8065739, -104.929953 39.806666, -104.9298402 39.8067541, -104.929807 39.80678, -104.9296691 39.8068877, -104.9296183 39.8069273, -104.9294073 39.807092, -104.9287934 39.8075714, -104.9287248 39.807625, -104.9286876 39.8076541, -104.928192 39.8080341)",
"[106204224, 427833035, 427833037, 628649495]",trunk,True,False,354.74399999999997,"['4', '3', '5']",Vasquez Boulevard,"LINESTRING (-104.931682 39.808699, -104.9316853 39.8069994, -104.9316843 39.8067832, -104.93168 39.80663, -104.931682 39.8063369, -104.931708 39.805509)",US 6;US 85;CO 2
259300321,tertiary,False,True,21.186,5,East 60th Avenue,"LINESTRING (-104.931708 39.805509, -104.93146 39.805511)",
628649493,residential,False,True,17.512,5,East 60th Avenue,"LINESTRING (-104.931708 39.805509, -104.931913 39.805509)",
16964390,residential,False,False,155.748,,East 61st Avenue,"LINESTRING (-104.9348165 39.807283, -104.9358484 39.8072683, -104.9361545 39.807264, -104.9366395 39.807257)",
"[16967154, 16972143]",residential,False,False,572.31,,"['East 63rd Avenue', 'Clermont Street']","LINESTRING (-104.9348165 39.807283, -104.934835 39.8077344, -104.9348326 39.8079035, -104.934826 39.80837, -104.9348253 39.8087071, -104.9348236 39.8096116, -104.9348226 39.8099174, -104.9348222 39.810274, -104.934822 39.810423, -104.933766 39.8104263, -104.933424 39.8104274, -104.9333248 39.8104277, -104.9332729 39.8104269, -104.9331671 39.8104251, -104.93221 39.81041)",
16972143,residential,False,True,196.66700000000003,,Clermont Street,"LINESTRING (-104.9348165 39.807283, -104.934855 39.806342, -104.9348588 39.8062117, -104.934879 39.805515)",
16964390,residential,False,True,155.748,,East 61st Avenue,"LINESTRING (-104.9366395 39.807257, -104.9361545 39.807264, -104.9358484 39.8072683, -104.9348165 39.807283)",
"[628649497, 628649498, 132271124, 628649503]",tertiary,True,False,205.637,"['4', '3']",East 60th Avenue,"LINESTRING (-104.9287803 39.805548, -104.9292108 39.8055743, -104.9297064 39.8055607, -104.9301321 39.8055491, -104.9305918 39.8055366, -104.931185 39.8055204)",
132710535,tertiary,True,False,23.514,4,East 60th Avenue,"LINESTRING (-104.931185 39.8055204, -104.93146 39.805511)",
259300368,tertiary,False,False,20.716,,Dahlia Street,"LINESTRING (-104.931185 39.8055204, -104.9311869 39.8057067)",
628823601,tertiary,True,False,11.286,,Dahlia Street,"LINESTRING (-104.931185 39.8055204, -104.9311855 39.8054189)",
628649493,residential,False,False,17.512,5,East 60th Avenue,"LINESTRING (-104.931913 39.805509, -104.931708 39.805509)",
16968499,residential,False,False,548.217,,Dexter Street,"LINESTRING (-104.931913 39.805509, -104.9319056 39.805776, -104.931903 39.805871, -104.9318994 39.8062201, -104.9318945 39.8067028, -104.9318838 39.8077572, -104.931879 39.808228, -104.9318878 39.8088986, -104.931891 39.809141, -104.931913 39.809427, -104.931969 39.809741, -104.9319969 39.809844, -104.932014 39.809907, -104.93221 39.81041)",
"[628649493, 132271127]","['residential', 'unclassified']",False,True,253.36400000000003,5,East 60th Avenue,"LINESTRING (-104.931913 39.805509, -104.9324222 39.80551, -104.9324785 39.8055102, -104.9325201 39.8055102, -104.9328165 39.8055108, -104.9330404 39.8055112, -104.9332497 39.8055116, -104.9333529 39.8055118, -104.933451 39.805512, -104.9338585 39.8055129, -104.9340436 39.8055133, -104.9344406 39.8055141, -104.934879 39.805515)",
16972143,residential,False,False,196.66700000000003,,Clermont Street,"LINESTRING (-104.934879 39.805515, -104.9348588 39.8062117, -104.934855 39.806342, -104.9348165 39.807283)",
"[628649493, 132271127]","['unclassified', 'residential']",False,False,253.36399999999998,5,East 60th Avenue,"LINESTRING (-104.934879 39.805515, -104.9344406 39.8055141, -104.9340436 39.8055133, -104.9338585 39.8055129, -104.933451 39.805512, -104.9333529 39.8055118, -104.9332497 39.8055116, -104.9330404 39.8055112, -104.9328165 39.8055108, -104.9325201 39.8055102, -104.9324785 39.8055102, -104.9324222 39.80551, -104.931913 39.805509)",
"[16967154, 16972143]",residential,False,True,572.31,,"['East 63rd Avenue', 'Clermont Street']","LINESTRING (-104.93221 39.81041, -104.9331671 39.8104251, -104.9332729 39.8104269, -104.9333248 39.8104277, -104.933424 39.8104274, -104.933766 39.8104263, -104.934822 39.810423, -104.9348222 39.810274, -104.9348226 39.8099174, -104.9348236 39.8096116, -104.9348253 39.8087071, -104.934826 39.80837, -104.9348326 39.8079035, -104.934835 39.8077344, -104.9348165 39.807283)",
16968499,residential,False,False,247.205,,Dexter Street,"LINESTRING (-104.93221 39.81041, -104.932293 39.810611, -104.9324978 39.8110405, -104.9325869 39.8112321, -104.9326973 39.811636, -104.9327231 39.8119392, -104.9327231 39.8121343, -104.9326939 39.8123519, -104.932745 39.8124655, -104.9327743 39.8125638)",
16968499,residential,False,True,548.217,,Dexter Street,"LINESTRING (-104.93221 39.81041, -104.932014 39.809907, -104.9319969 39.809844, -104.931969 39.809741, -104.931913 39.809427, -104.931891 39.809141, -104.9318878 39.8088986, -104.931879 39.808228, -104.9318838 39.8077572, -104.9318945 39.8067028, -104.9318994 39.8062201, -104.931903 39.805871, -104.9319056 39.805776, -104.931913 39.805509)",
259300323,tertiary_link,True,False,48.675999999999995,1,,"LINESTRING (-104.931187 39.805103, -104.9311001 39.8052582, -104.9310717 39.805298, -104.9310392 39.8053298, -104.9310068 39.805355, -104.9309738 39.8053742, -104.9309309 39.8053928, -104.9308933 39.8054062, -104.9308365 39.805421)",
16975433,tertiary,False,False,31.903,5,Parkway Drive,"LINESTRING (-104.9311869 39.8057067, -104.93146 39.805511)",
259300368,tertiary,False,True,20.716,,Dahlia Street,"LINESTRING (-104.9311869 39.8057067, -104.931185 39.8055204)",
16975433,tertiary,False,True,74.257,5,Parkway Drive,"LINESTRING (-104.9311869 39.8057067, -104.930831 39.8059868, -104.9307037 39.8060834, -104.930575 39.806181)",
43076318,residential,False,True,129.779,,Dahlia Street,"LINESTRING (-104.9304528 39.8126413, -104.930686 39.811488)",
42084073,secondary_link,True,False,78.63600000000001,1,,"LINESTRING (-104.9308481 39.8125347, -104.9308038 39.8125795, -104.930752 39.8126251, -104.9306894 39.8126644, -104.9306164 39.8126965, -104.9305403 39.8127163, -104.9304215 39.8127339, -104.930203 39.8127513, -104.9301261 39.8127655, -104.930028 39.812791)",
"[326468507, 628817644]",secondary,False,True,41.817,4,Old State Highway 2,"LINESTRING (-104.9308481 39.8125347, -104.9308711 39.8124189, -104.9309172 39.8121624)",
326468508,trunk_link,True,False,139.254,2,Old State Highway 2,"LINESTRING (-104.9314303 39.8085554, -104.9314441 39.8091046, -104.9313928 39.8096365, -104.9313552 39.8098037)",
326468511,trunk_link,True,False,175.969,1,,"LINESTRING (-104.9314303 39.8085554, -104.9313526 39.8094593, -104.9313352 39.8095106, -104.9313024 39.8095541, -104.9312645 39.8095819, -104.9312172 39.8096018, -104.9311518 39.8096019, -104.9307348 39.809545, -104.9305846 39.8095579)",
628649496,trunk,True,False,164.17,4,Vasquez Boulevard,"LINESTRING (-104.9314507 39.8063238, -104.9314588 39.8078002)",US 6;US 85;CO 2
16967748,trunk,True,False,90.383,3,Vasquez Boulevard,"LINESTRING (-104.93146 39.805511, -104.9314507 39.8063238)",US 6;US 85;CO 2
16975433,tertiary,False,True,31.903,5,Parkway Drive,"LINESTRING (-104.93146 39.805511, -104.9311869 39.8057067)",
259300321,tertiary,False,False,21.186,5,East 60th Avenue,"LINESTRING (-104.93146 39.805511, -104.931708 39.805509)",
628649499,tertiary,True,False,25.587,2,East 60th Avenue,"LINESTRING (-104.93146 39.805511, -104.9311855 39.8054189)",
"[16972924, 628649492]",tertiary,False,False,289.647,5,Parkway Drive,"LINESTRING (-104.928192 39.8080341, -104.9286876 39.8076541, -104.9287248 39.807625, -104.9287934 39.8075714, -104.9294073 39.807092, -104.9296183 39.8069273, -104.9296691 39.8068877, -104.929807 39.80678, -104.9298402 39.8067541, -104.929953 39.806666, -104.930071 39.8065739, -104.930169 39.8064975, -104.9304111 39.8063088, -104.930575 39.806181)",
628823599,tertiary,True,False,35.127,,Dahlia Street,"LINESTRING (-104.9311855 39.8054189, -104.931187 39.805103)",
628823600,tertiary,True,False,29.813,2,East 60th Avenue,"LINESTRING (-104.9311855 39.8054189, -104.9308365 39.805421)",
"[628649500, 628649501, 628649502, 259300319]",tertiary,True,False,176.407,"['3', '2']",East 60th Avenue,"LINESTRING (-104.9308365 39.805421, -104.9306968 39.8054209, -104.9301696 39.8054334, -104.9300787 39.8054389, -104.9298513 39.8054525, -104.9292075 39.8054975, -104.9287803 39.805548)",
16963544,trunk,True,False,485.2270000000001,2,Vasquez Boulevard,"LINESTRING (-104.9314588 39.8078002, -104.931508 39.808239, -104.931539 39.809319, -104.9315479 39.8100369, -104.9315479 39.8108281, -104.931544 39.811384, -104.931539 39.812162)",US 6;US 85
"[326467896, 326467895]",trunk_link,True,False,84.034,2,Old State Highway 2,"LINESTRING (-104.9314588 39.8078002, -104.931434 39.8081721, -104.9314354 39.8083363, -104.9314303 39.8085554)",
351387671,secondary,True,False,192.213,2,Old State Highway 2,"LINESTRING (-104.9313552 39.8098037, -104.9310224 39.8115133)",
