osmid,name,highway,oneway,reversed,length,geometry,junction,width
41170336,طريق السلام,tertiary,False,False,144.986,"LINESTRING (35.2994011 32.6996735, 35.2993405 32.6995225, 35.2993244 32.6994458, 35.2992707 32.6984933, 35.2992524 32.6983813)",,
227742390,طريق السلام,residential,False,False,103.288,"LINESTRING (35.2994011 32.6996735, 35.2994531 32.6999119, 35.2994871 32.7001398, 35.2994855 32.7003239, 35.2994832 32.7005966)",,
227767825,إكسال,tertiary,False,True,97.644,"LINESTRING (35.2994011 32.6996735, 35.2996746 32.699445, 35.2998227 32.6993381, 35.2999726 32.6992646, 35.3000834 32.6992362, 35.3002496 32.6991938)",,
190453236,4089,residential,False,False,127.565,"LINESTRING (35.2994832 32.7005966, 35.2990589 32.70101, 35.2986928 32.701526)",,
227742390,طريق السلام,residential,False,False,168.654,"LINESTRING (35.2994832 32.7005966, 35.2995774 32.7007441, 35.2997053 32.7013467, 35.299985 32.7019038, 35.3000251 32.7020318)",,
227742390,طريق السلام,residential,False,True,103.28800000000001,"LINESTRING (35.2994832 32.7005966, 35.2994855 32.7003239, 35.2994871 32.7001398, 35.2994531 32.6999119, 35.2994011 32.6996735)",,
41170390,يوم الأرض,residential,True,False,7.225,"LINESTRING (35.2997575 32.7038125, 35.2998347 32.703814)",,
227769379,طريق بولس السادس,tertiary,True,False,75.901,"LINESTRING (35.2997575 32.7038125, 35.2995607 32.7031503)",,
41170203,3032,residential,False,False,9.935,"LINESTRING (35.2949129 32.6981678, 35.294983 32.6981007)",,
227743261,بولس السادس,tertiary,True,False,66.136,"LINESTRING (35.2949129 32.6981678, 35.294729 32.698098, 35.2946198 32.6980802, 35.2942264 32.6980651)",,
728079645,,tertiary,True,False,4.718,"LINESTRING (35.2976583 32.6973415, 35.2976776 32.6973023)",roundabout,
41170203,3032,residential,False,True,19.843,"LINESTRING (35.2951203 32.6979647, 35.294983 32.6981007)",,
41170325,طريق السلام,tertiary,False,True,130.185,"LINESTRING (35.2991442 32.6982803, 35.2988738 32.6982992, 35.2986118 32.6982994, 35.297758 32.6982286)",,
41170343,,tertiary,True,False,11.399999999999999,"LINESTRING (35.2991442 32.6982803, 35.2991541 32.6982561, 35.299172 32.6982353, 35.2991964 32.69822, 35.2992251 32.6982114)",roundabout,
41170336,طريق السلام,tertiary,False,True,144.986,"LINESTRING (35.2992524 32.6983813, 35.2992707 32.6984933, 35.2993244 32.6994458, 35.2993405 32.6995225, 35.2994011 32.6996735)",,
41170343,,tertiary,True,False,17.352,"LINESTRING (35.2992524 32.6983813, 35.2992156 32.698378, 35.2991825 32.6983638, 35.2991577 32.6983407, 35.2991443 32.6983115, 35.2991442 32.6982803)",roundabout,
41170343,,tertiary,True,False,30.937,"LINESTRING (35.2992251 32.6982114, 35.2992618 32.6982111, 35.2992963 32.6982217, 35.2993241 32.6982419, 35.2993416 32.6982691, 35.2993466 32.6982997, 35.2993383 32.6983298, 35.2993179 32.6983555, 35.299288 32.6983735, 35.2992524 32.6983813)",roundabout,
587612461,4009,residential,False,True,93.347,"LINESTRING (35.3009439 32.7040068, 35.3012459 32.7048069)",,
41170384,4011,residential,True,False,77.762,"LINESTRING (35.3009439 32.7040068, 35.3007822 32.704005, 35.3005622 32.7039611, 35.3003103 32.7038712, 35.300167 32.7037948)",,
41170390,يوم الأرض,residential,True,False,57.203,"LINESTRING (35.300167 32.7037948, 35.3006572 32.7034874)",,
41170411,,residential,True,False,9.202,"LINESTRING (35.3006572 32.7034874, 35.3006361 32.7034606, 35.3006272 32.7034293, 35.3006281 32.7034109)",roundabout,
41170394,,residential,True,False,117.875,"LINESTRING (35.3006281 32.7034109, 35.3003698 32.703285, 35.3000354 32.7030751, 35.2997858 32.7029692, 35.2995467 32.7028739)",,
41170411,,residential,True,False,17.672,"LINESTRING (35.3006281 32.7034109, 35.3006399 32.7033803, 35.3006638 32.7033547, 35.3006963 32.7033378, 35.3007337 32.7033312, 35.3007689 32.7033352)",roundabout,
227769379,طريق بولس السادس,tertiary,True,False,63.147000000000006,"LINESTRING (35.2994661 32.7028411, 35.2993564 32.7026211, 35.2991906 32.7023228)",,
41170411,,residential,True,False,8.544,"LINESTRING (35.3007689 32.7033352, 35.300803 32.7033497, 35.3008366 32.7033843)",roundabout,
227742390,طريق السلام,residential,False,True,160.787,"LINESTRING (35.3007689 32.7033352, 35.3005493 32.7029624, 35.3003879 32.7026868, 35.3000251 32.7020318)",,
41170411,,residential,True,False,20.299,"LINESTRING (35.3008383 32.7034599, 35.3008175 32.7034869, 35.300787 32.7035063, 35.3007679 32.7035126, 35.3007299 32.7035161, 35.3006928 32.7035085, 35.3006572 32.7034874)",roundabout,
41170411,,residential,True,False,8.591999999999999,"LINESTRING (35.3008366 32.7033843, 35.3008466 32.7034153, 35.3008383 32.7034599)",roundabout,
553594969,الوادي الجواني,tertiary,True,False,12.442,"LINESTRING (35.2923498 32.6973974, 35.2924645 32.6973408)",,
122109648,الوادي الجواني,tertiary,False,False,174.962,"LINESTRING (35.2944075 32.7000696, 35.294481 32.7001314, 35.2945192 32.7002064, 35.2945299 32.7003295, 35.2945197 32.7005109, 35.2944374 32.7006782, 35.2942117 32.7011804, 35.2940849 32.7015466)",,
122109648,الوادي الجواني,tertiary,False,True,188.31799999999998,"LINESTRING (35.2944075 32.7000696, 35.2942644 32.7000609, 35.2940952 32.7001031, 35.2938531 32.7002122, 35.293724 32.7003511, 35.2935769 32.7005935, 35.2934513 32.7007737, 35.2933153 32.7009423, 35.2932052 32.7011029, 35.2931468 32.7011849, 35.293098 32.7012152)",,
712645289,,residential,False,False,89.15,"LINESTRING (35.2944075 32.7000696, 35.29454 32.6999048, 35.2949843 32.699432)",,
190451767,6140,residential,False,False,48.302,"LINESTRING (35.2938968 32.7020563, 35.2941787 32.7024202)",,
122109648,الوادي الجواني,tertiary,False,False,218.237,"LINESTRING (35.2938968 32.7020563, 35.2938246 32.702239, 35.2936274 32.702459, 35.2933926 32.702677, 35.2931459 32.7029499, 35.2929637 32.7030783, 35.2928053 32.7031632, 35.2926378 32.7032274, 35.2924472 32.703328, 35.2923272 32.7034459)",,
122109648,الوادي الجواني,tertiary,False,True,36.294,"LINESTRING (35.2938968 32.7020563, 35.293914 32.7019642, 35.2939318 32.7019015, 35.2940008 32.7017431)",,
41170456,,tertiary,True,False,20.634,"LINESTRING (35.2923272 32.7034459, 35.292355 32.7034747, 35.292371 32.7035093, 35.2923735 32.7035463, 35.2923623 32.7035822, 35.2923385 32.7036135)",roundabout,
122109648,الوادي الجواني,tertiary,False,True,218.237,"LINESTRING (35.2923272 32.7034459, 35.2924472 32.703328, 35.2926378 32.7032274, 35.2928053 32.7031632, 35.2929637 32.7030783, 35.2931459 32.7029499, 35.2933926 32.702677, 35.2936274 32.702459, 35.2938246 32.702239, 35.2938968 32.7020563)",,
41170456,,tertiary,True,False,13.613,"LINESTRING (35.2921632 32.7036381, 35.2921341 32.7036198, 35.2921115 32.7035958, 35.2920969 32.7035677, 35.2920913 32.7035375)",roundabout,
484559312,5011,residential,False,False,44.001000000000005,"LINESTRING (35.2921632 32.7036381, 35.292077 32.7037771, 35.2918855 32.7039535)",,
41170457,العمال العرب,tertiary,False,False,63.276,"LINESTRING (35.2920913 32.7035375, 35.2914174 32.70349)",,
41170456,,tertiary,True,False,15.410999999999998,"LINESTRING (35.2920913 32.7035375, 35.2921006 32.7034919, 35.2921297 32.7034528, 35.2921744 32.703426)",roundabout,
41170457,العمال العرب,tertiary,False,True,63.276,"LINESTRING (35.2914174 32.70349, 35.2920913 32.7035375)",,
41181590,الكروم,tertiary,False,False,61.524,"LINESTRING (35.2914174 32.70349, 35.2913826 32.7035866, 35.2913301 32.7036417, 35.2912613 32.703663, 35.2911678 32.7036598, 35.2910401 32.7036354, 35.2908952 32.7035872)",,
668188028,5005,residential,False,True,8.277,"LINESTRING (35.2928332 32.7062064, 35.2928048 32.7061359)",,
41182703,5005,residential,False,False,23.097,"LINESTRING (35.2922087 32.7041675, 35.2922141 32.7041921, 35.2922281 32.7042556, 35.2922539 32.7043717)",,
41182703,5005,residential,False,True,59.007,"LINESTRING (35.2922087 32.7041675, 35.2922152 32.7039712, 35.2922688 32.7037794, 35.2922899 32.7036433)",,
1083244318,,residential,False,False,39.251000000000005,"LINESTRING (35.2922087 32.7041675, 35.2921294 32.7040739, 35.2920181 32.7040152, 35.2918855 32.7039535)",,
