osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,access,bridge
"[980735080, 358977806]",True,2,Rua Coronel Niederauer,residential,False,179.44500000000002,"LINESTRING (-53.8107851 -29.6880065, -53.8107125 -29.687991, -53.8094164 -29.6877155, -53.8092113 -29.6876729, -53.8090634 -29.6876405, -53.8089807 -29.687623)",,,
358977809,True,2,Rua Serafim Valandro,tertiary,False,92.178,"LINESTRING (-53.8107851 -29.6880065, -53.8109984 -29.6872674, -53.8110171 -29.6872024)",40,,
49874200,True,1,Rua Doutor Astrogildo Cezar de Azevedo,residential,False,124.337,"LINESTRING (-53.8087784 -29.6883672, -53.8087207 -29.6883413, -53.8081572 -29.6880921, -53.8076342 -29.6878551)",,,
"[980735079, 633932892, 358977623]",True,"['1', '2']",Rua Marechal Floriano Peixoto,residential,False,244.25199999999998,"LINESTRING (-53.8087784 -29.6883672, -53.8086931 -29.6886809, -53.8084545 -29.6895585, -53.8084173 -29.6896916, -53.8082491 -29.6902895, -53.8082018 -29.6904574, -53.8081901 -29.6905035)",,,
344153340,True,2,Rua Doutor Astrogildo Cezar de Azevedo,residential,False,56.777,"LINESTRING (-53.8065697 -29.6873809, -53.806491 -29.6873464, -53.8061026 -29.6870734)",,,
"[457493243, 344153357]",True,3,Rua do Acampamento,tertiary,False,171.404,"LINESTRING (-53.8065697 -29.6873809, -53.8062452 -29.6877193, -53.8060856 -29.687886, -53.8057352 -29.6882521, -53.8057099 -29.6882785, -53.8054971 -29.6885008, -53.8054349 -29.6885659)",40,,
193189650,False,2,Rua Doutor Alberto Pasqualini,residential,False,134.19699999999997,"LINESTRING (-53.8089807 -29.687623, -53.8089471 -29.6876158, -53.8089242 -29.6876109, -53.8081575 -29.687448, -53.8080996 -29.6874294, -53.8076957 -29.6872041)",,,
358977807,True,2,Rua Marechal Floriano Peixoto,residential,False,85.044,"LINESTRING (-53.8089807 -29.687623, -53.8088441 -29.6881549, -53.8087938 -29.6883174, -53.8087784 -29.6883672)",,,
"[344153340, 525032726]",True,2,Rua Doutor Astrogildo Cezar de Azevedo,residential,False,124.00699999999999,"LINESTRING (-53.8061026 -29.6870734, -53.8059132 -29.6869404, -53.80518 -29.6864254, -53.8051043 -29.6863723)",,,
49874201,True,3,Rua Riachuelo,secondary,False,70.423,"LINESTRING (-53.803016 -29.6896297, -53.803093 -29.6895573, -53.8033902 -29.689089)",40,,
192656812,True,1,Rua Pinheiro Machado,tertiary,False,145.56,"LINESTRING (-53.8033902 -29.689089, -53.802206 -29.6882795)",,,
396388572,True,2,Rua Riachuelo,tertiary,False,81.299,"LINESTRING (-53.8033902 -29.689089, -53.8037967 -29.6884488)",40,,
"[49874216, 505107577, 505107578, 505107579]",True,2,Rua Pinheiro Machado,secondary,False,114.72,"LINESTRING (-53.8033902 -29.689089, -53.803614 -29.6892419, -53.8037879 -29.6893609, -53.8039771 -29.6894901, -53.8042674 -29.6896886, -53.8043235 -29.689727)",,,
344153349,True,2,Rua Riachuelo,tertiary,False,51.212,"LINESTRING (-53.8051043 -29.6863723, -53.8053182 -29.6860317, -53.8053582 -29.685968)",40,,
50013146,True,2,Rua Ângelo Uglione,tertiary,False,72.4,"LINESTRING (-53.8053582 -29.685968, -53.8049231 -29.6858724, -53.8048728 -29.6858614, -53.8046316 -29.6858084)",,,
"[193185162, 49874207]",True,"['1', '2']","['Rua Ângelo Uglione', 'Rua Roque Calage']",residential,False,202.399,"LINESTRING (-53.8053582 -29.685968, -53.8058211 -29.6860696, -53.8063703 -29.6861902, -53.8061026 -29.6870734)",,,
193131251,True,1,Rua Doutor Bozano,residential,False,180.695,"LINESTRING (-53.8091978 -29.6868246, -53.8092525 -29.6868365, -53.8109079 -29.6871797, -53.8109717 -29.687193, -53.8110171 -29.6872024)",40,yes,
396388571,True,1,Rua Marechal Floriano Peixoto,residential,False,91.22200000000001,"LINESTRING (-53.8091978 -29.6868246, -53.8091828 -29.6868798, -53.8089992 -29.6875551, -53.8089807 -29.687623)",20,,
358980058,True,2,Rua Serafim Valandro,tertiary,False,71.502,"LINESTRING (-53.8110171 -29.6872024, -53.8111867 -29.6866151, -53.8111972 -29.6865787)",40,,
"[396388578, 462356169, 462356174, 193189977, 193189978]",True,"['3', '2']",Rua do Acampamento,tertiary,False,194.157,"LINESTRING (-53.8074898 -29.6858437, -53.8073234 -29.686291, -53.8072704 -29.6863875, -53.8070394 -29.6868056, -53.8068992 -29.6869771, -53.8067425 -29.687169, -53.8066148 -29.6873252, -53.8065697 -29.6873809)","['40', '30']",,
"[349367691, 396393653]",True,2,Rua Venâncio Aires,tertiary,False,30.734,"LINESTRING (-53.8074898 -29.6858437, -53.8073532 -29.6858175, -53.8071791 -29.6857842)",,,
360935202,True,1,Rua Marechal Floriano Peixoto,residential,False,69.638,"LINESTRING (-53.8093635 -29.6862151, -53.8093491 -29.6862683, -53.80921 -29.6867798, -53.8091978 -29.6868246)",20,,
360935208,True,2,Rua Venâncio Aires,tertiary,False,185.65300000000002,"LINESTRING (-53.8093635 -29.6862151, -53.8093072 -29.6862039, -53.8091582 -29.6861744, -53.8086131 -29.6860663, -53.8079539 -29.6859357, -53.8075737 -29.6858603, -53.8074898 -29.6858437)",,,
360935203,True,2,Rua Serafim Valandro,tertiary,False,159.075,"LINESTRING (-53.8111972 -29.6865787, -53.8112092 -29.6865347, -53.8112797 -29.6862763, -53.8115612 -29.6852447, -53.8115771 -29.6851867)",40,,
360935207,True,2,Rua Venâncio Aires,tertiary,False,181.694,"LINESTRING (-53.8111972 -29.6865787, -53.8111412 -29.6865674, -53.8105175 -29.6864406, -53.8094324 -29.6862287, -53.8093635 -29.6862151)",,,
"[396388577, 358563418, 358563419]",True,2,Rua Venâncio Aires,tertiary,False,238.232,"LINESTRING (-53.8071791 -29.6857842, -53.8070386 -29.6857574, -53.8065109 -29.6856565, -53.8059282 -29.6855451, -53.8050181 -29.685371, -53.8048534 -29.6853395, -53.8047706 -29.6853237)",,,
474643000,True,2,Avenida Rio Branco,tertiary,False,31.354,"LINESTRING (-53.8071791 -29.6857842, -53.8071925 -29.6857382, -53.8072576 -29.6855106)",,,
50676752,True,3,Rua André Marques,tertiary,False,55.547,"LINESTRING (-53.8046316 -29.6858084, -53.8046572 -29.685713, -53.8046852 -29.6856098, -53.8047531 -29.6853844, -53.8047706 -29.6853237)",40,,
"[470016257, 58996893]",False,,"['Rua Ângelo Uglione', 'Rua Doutor Pantaleão']",residential,False,131.43099999999998,"LINESTRING (-53.8046316 -29.6858084, -53.8038701 -29.6856412, -53.8038168 -29.6856498, -53.8037025 -29.6860913)",,,
"[988835218, 360935204]",True,"['1', '2']",Rua Serafim Valandro,tertiary,False,150.07999999999998,"LINESTRING (-53.8115771 -29.6851867, -53.8115923 -29.685131, -53.8116167 -29.6850416, -53.8119251 -29.6839127, -53.8119355 -29.6838734)",40,,
"[465064352, 50676753, 406199040]",True,"['3', '2']",Rua dos Andradas,tertiary,False,238.252,"LINESTRING (-53.8052056 -29.6838054, -53.806182 -29.6840126, -53.806435 -29.6840663, -53.8068968 -29.6841642, -53.8069324 -29.6841718, -53.806973 -29.6841804, -53.8070349 -29.6841936, -53.8072237 -29.6842336, -53.8075082 -29.684294, -53.8076014 -29.6843141)",,,
231958647,True,2,Rua André Marques,tertiary,False,136.703,"LINESTRING (-53.8052056 -29.6838054, -53.8055395 -29.6826398, -53.8055474 -29.6826124)",40,,
"[396388579, 231958655]",True,3,Rua dos Andradas,tertiary,False,28.697,"LINESTRING (-53.8076014 -29.6843141, -53.8077681 -29.6843501, -53.8078092 -29.6843589, -53.8078897 -29.6843763)",,,
"[554557930, 554554486]",True,2,Avenida Rio Branco,tertiary,False,136.71800000000002,"LINESTRING (-53.8076014 -29.6843141, -53.8076801 -29.6840309, -53.8077625 -29.6837344, -53.807846 -29.6834339, -53.8079059 -29.6832182, -53.8079335 -29.6831189)",,,
368091971,True,2,Rua dos Andradas,tertiary,False,187.315,"LINESTRING (-53.8078897 -29.6843763, -53.8079994 -29.6844, -53.8085868 -29.6845347, -53.8087723 -29.6845772, -53.8097089 -29.6847921, -53.8097652 -29.6848039)",,,
"[474821610, 341783022]",True,3,Avenida Rio Branco,tertiary,False,139.44099999999997,"LINESTRING (-53.8078897 -29.6843763, -53.8077949 -29.6847241, -53.8077311 -29.6849583, -53.8076927 -29.6850992, -53.8075743 -29.6855338, -53.8075572 -29.6855966)",,,
"[360935200, 980735081]",True,2,Rua Marechal Floriano Peixoto,residential,False,161.651,"LINESTRING (-53.8097652 -29.6848039, -53.8097512 -29.6848531, -53.8095243 -29.6856502, -53.8094366 -29.6859731, -53.809379 -29.6861606, -53.8093635 -29.6862151)",,,
360935210,True,2,Rua dos Andradas,tertiary,False,180.13500000000002,"LINESTRING (-53.8097652 -29.6848039, -53.8098557 -29.6848231, -53.8103236 -29.6849219, -53.8107028 -29.685002, -53.8115259 -29.6851759, -53.8115771 -29.6851867)",,,
50676756,False,,Rua Tenente Natalício Sanches Fernandes,residential,False,132.73,"LINESTRING (-53.8050616 -29.6843078, -53.8064 -29.6845777)",,,
358563417,True,2,Rua André Marques,tertiary,False,4.996,"LINESTRING (-53.8050616 -29.6843078, -53.8050741 -29.6842642)",40,,
50676756,False,,Rua Tenente Natalício Sanches Fernandes,residential,True,132.73,"LINESTRING (-53.8064 -29.6845777, -53.8050616 -29.6843078)",,,
360935206,True,2,Rua Silva Jardim,tertiary,False,89.98400000000001,"LINESTRING (-53.8119355 -29.6838734, -53.811876 -29.6838613, -53.8110267 -29.6836959)",,,
204414168,True,2,Rua André Marques,tertiary,False,113.19300000000001,"LINESTRING (-53.8055474 -29.6826124, -53.8056391 -29.6822884, -53.8058273 -29.6816239)",,,
344153354,False,2,Rua Silva Jardim,tertiary,True,86.346,"LINESTRING (-53.8055474 -29.6826124, -53.8054679 -29.6825946, -53.8046819 -29.6824185)",,,
