osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,tunnel
9620853,North 5th Street,tertiary,False,True,116.44900000000001,"LINESTRING (-100.7844806 46.8127329, -100.784496 46.8120981, -100.7845011 46.8118894, -100.7845061 46.8116858)",,,,
9622169,East Avenue D,residential,False,False,115.425,"LINESTRING (-100.7844806 46.8127329, -100.7843432 46.8127317, -100.7837268 46.8127265, -100.7831154 46.8127202, -100.782964 46.8127186)",,,,
9622169,East Avenue D,residential,False,True,115.94200000000001,"LINESTRING (-100.7844806 46.8127329, -100.7852443 46.8127412, -100.786004 46.8127474)",,,,
9619953,East Main Avenue,primary,False,False,118.83600000000001,"LINESTRING (-100.7892328 46.8054774, -100.7890708 46.8054759, -100.7878062 46.8054518, -100.787672 46.8054492)",5,I 94 Business,25 mph,
9621171,North 2nd Street,residential,False,False,115.994,"LINESTRING (-100.7892328 46.8054774, -100.7892295 46.8055814, -100.7892168 46.8059748, -100.7891993 46.8065203)",,,,
9619953,East Main Avenue,primary,False,False,114.919,"LINESTRING (-100.787672 46.8054492, -100.7875359 46.8054481, -100.7862914 46.8054383, -100.7861622 46.8054373)",5,I 94 Business,25 mph,
9619953,East Main Avenue,primary,False,True,118.83600000000001,"LINESTRING (-100.787672 46.8054492, -100.7878062 46.8054518, -100.7890708 46.8054759, -100.7892328 46.8054774)",5,I 94 Business,25 mph,
9621514,North 3rd Street,tertiary,False,False,117.15400000000001,"LINESTRING (-100.787672 46.8054492, -100.7876711 46.8055489, -100.7876676 46.8059537, -100.7876555 46.8064092, -100.7876548 46.8065027)",,,,
9621974,South 3rd Street,tertiary,False,False,139.719,"LINESTRING (-100.787672 46.8054492, -100.7876731 46.8053609, -100.7876799 46.8048248, -100.7876824 46.8047414, -100.7876828 46.804676, -100.7876817 46.8045665, -100.7876861 46.8044464, -100.7876926 46.8041928)",,,,
9617858,South 4th Street,unclassified,False,False,37.634,"LINESTRING (-100.7861622 46.8054373, -100.7861648 46.8053366, -100.7861709 46.8050989)",,,,
9619953,East Main Avenue,primary,False,False,113.747,"LINESTRING (-100.7861622 46.8054373, -100.7860255 46.8054364, -100.7848198 46.8054286, -100.7846678 46.8054267)",5,I 94 Business,25 mph,
9619953,East Main Avenue,primary,False,True,114.919,"LINESTRING (-100.7861622 46.8054373, -100.7862914 46.8054383, -100.7875359 46.8054481, -100.787672 46.8054492)",5,I 94 Business,25 mph,
715614448,North 4th Street,residential,False,False,115.65899999999999,"LINESTRING (-100.7861622 46.8054373, -100.7861595 46.805531, -100.7861519 46.8059325, -100.786125 46.8063822, -100.7861271 46.806477)",,,,
9619953,East Main Avenue,primary,False,False,117.41799999999999,"LINESTRING (-100.7846678 46.8054267, -100.7845016 46.8054248, -100.7839766 46.8054188, -100.783824 46.8054171, -100.7833023 46.8054111, -100.7831253 46.805409)",5,I 94 Business,25 mph,
