osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref,tunnel
"[9623672, 234351448]",False,"['Roberts Street North', '8th Street North']",residential,"[False, True]",152.92000000000002,"LINESTRING (-96.790869 46.875914, -96.7908477 46.8760096, -96.7908086 46.8760698, -96.790743 46.8761114, -96.7906528 46.8761487, -96.7903076 46.8761749, -96.7902014 46.8762174, -96.7901268 46.8762652, -96.790053 46.876434, -96.789932 46.8768501, -96.789907 46.876936)",,,,
"[9634899, 9635255]",False,"['8th Street South', '8th Street North']",residential,"[False, True]",150.57100000000003,"LINESTRING (-96.790869 46.875914, -96.7908782 46.8758217, -96.7908791 46.8758128, -96.7909207 46.8753933, -96.7909384 46.8752723, -96.7909552 46.8751571, -96.7909694 46.8750602, -96.7909752 46.8750204, -96.7909894 46.8749187, -96.7910217 46.874687, -96.7910387 46.874565)",25 mph,,,
184486106,False,Northern Pacific Avenue,tertiary,False,241.64700000000002,"LINESTRING (-96.790869 46.875914, -96.7907181 46.8759143, -96.7900952 46.8759156, -96.7894211 46.8759171, -96.7893434 46.8759172, -96.78868 46.8759186, -96.7884488 46.8759191, -96.7878328 46.8759204, -96.7876899 46.8759207)",,,,
184486106,False,Northern Pacific Avenue,tertiary,True,68.799,"LINESTRING (-96.790869 46.875914, -96.7909847 46.8759152, -96.7910044 46.8759154, -96.791774 46.875924)",,,,
9634870,True,8th Street North,residential,False,116.404,"LINESTRING (-96.792171 46.879447, -96.7921384 46.8795495, -96.7918683 46.8803998, -96.791846 46.88047)",,,,
9635978,True,3rd Avenue North,residential,False,114.157,"LINESTRING (-96.792171 46.879447, -96.792078 46.8794351, -96.7914767 46.8793577, -96.791439 46.879353, -96.7908469 46.8792766, -96.790695 46.879257)",,1,,
9634858,False,8th Street North,residential,True,124.319,"LINESTRING (-96.7925291 46.8784199, -96.7925562 46.8783321, -96.7926977 46.8778742, -96.7927663 46.877652, -96.7927946 46.8775603, -96.7928296 46.8774471, -96.792867 46.877326)",,,,
184474997,False,2nd Avenue North,residential,False,114.56099999999999,"LINESTRING (-96.7925291 46.8784199, -96.7926788 46.8784138, -96.793291 46.878407, -96.7934582 46.8784066, -96.7935811 46.8784062, -96.7939083 46.8784053, -96.794036 46.878405)",,,,
184474997,False,2nd Avenue North,residential,True,115.568,"LINESTRING (-96.7925291 46.8784199, -96.7924033 46.8784203, -96.7920027 46.8783697, -96.7919651 46.878365, -96.7917904 46.8783422, -96.7911743 46.8782549, -96.7910707 46.8782402, -96.791035 46.878236)",,,,
184455219,False,5th Street North,residential,False,83.715,"LINESTRING (-96.7859407 46.8808087, -96.7861783 46.8801779, -96.786193 46.880139, -96.7861905 46.8800777)",,,,
9632971,False,11th Street North,residential,False,116.866,"LINESTRING (-96.795519 46.8784, -96.7955188 46.8785234, -96.7955185 46.8786526, -96.795518 46.878935, -96.7955178 46.8790529, -96.7955172 46.8793721, -96.795517 46.879451)",,,,
184474996,False,2nd Avenue North,residential,True,112.719,"LINESTRING (-96.795519 46.8784, -96.7954011 46.8784003, -96.7949167 46.8784016, -96.794788 46.878402, -96.7945982 46.8784028, -96.7943342 46.8784038, -96.7941542 46.8784045, -96.794036 46.878405)",,,,
9635978,True,3rd Avenue North,residential,False,27.211,"LINESTRING (-96.792529 46.879449, -96.7923263 46.8794479, -96.792171 46.879447)",,1,,
199099850,True,4th Street North,tertiary,False,47.2,"LINESTRING (-96.7847364 46.8750744, -96.7848144 46.8750099, -96.7849374 46.8747407, -96.7848878 46.8746927)",,,,
"[927861116, 927861117, 927861118, 9635493]",False,4th Street North,tertiary,True,96.041,"LINESTRING (-96.7847364 46.8750744, -96.784645 46.8752264, -96.784624 46.8753616, -96.7846248 46.8754237, -96.7846294 46.875793, -96.7846296 46.8758083, -96.784631 46.875925)",,,,
9632969,False,11th Street North,residential,False,157.58900000000003,"LINESTRING (-96.795567 46.875941, -96.7955639 46.8760566, -96.795554 46.876428, -96.7955384 46.8769653, -96.7955316 46.8772824, -96.79553 46.877358)",,,,
74268824,False,Northern Pacific Avenue,residential,False,115.919,"LINESTRING (-96.795567 46.875941, -96.794169 46.8759355, -96.794042 46.875935)",,,,
9632969,False,11th Street North,residential,True,157.589,"LINESTRING (-96.79553 46.877358, -96.7955316 46.8772824, -96.7955384 46.8769653, -96.795554 46.876428, -96.7955639 46.8760566, -96.795567 46.875941)",,,,
184455206,False,1st Avenue North,tertiary,True,113.19300000000001,"LINESTRING (-96.79553 46.877358, -96.7952152 46.877354, -96.7947742 46.8773484, -96.794609 46.877348, -96.79455 46.8773474, -96.7941515 46.8773432, -96.794041 46.877342)",,,,
9632971,False,11th Street North,residential,True,116.866,"LINESTRING (-96.795517 46.879451, -96.7955172 46.8793721, -96.7955178 46.8790529, -96.795518 46.878935, -96.7955185 46.8786526, -96.7955188 46.8785234, -96.795519 46.8784)",,,,
184510624,False,11th Street North,residential,False,117.056,"LINESTRING (-96.795517 46.879451, -96.7955166 46.8795652, -96.7955135 46.8804157, -96.7955132 46.8805037)",,,,
"[316313106, 744457685]",False,3rd Avenue North,residential,True,114.009,"LINESTRING (-96.795517 46.879451, -96.7953885 46.8794505, -96.794766 46.879448, -96.7941432 46.879448, -96.794017 46.879448)",,,,
184510624,False,11th Street North,residential,True,117.056,"LINESTRING (-96.7955132 46.8805037, -96.7955135 46.8804157, -96.7955166 46.8795652, -96.795517 46.879451)",,,,
695711836,False,4th Avenue North,tertiary,True,114.908,"LINESTRING (-96.7955132 46.8805037, -96.7953812 46.8805045, -96.7947517 46.8805086, -96.7941303 46.8804983, -96.7940016 46.8804962)",,,,
184455206,False,1st Avenue North,tertiary,False,113.341,"LINESTRING (-96.789907 46.876936, -96.7900262 46.8769406, -96.790115 46.876944, -96.7912699 46.8771048, -96.791372 46.877119)",,,,
184455206,False,1st Avenue North,tertiary,True,168.836,"LINESTRING (-96.789907 46.876936, -96.7897743 46.8769316, -96.7891043 46.8769324, -96.788797 46.876933, -96.788463 46.8769339, -96.7878422 46.8769356, -96.7876859 46.876936)",,,,
234351448,False,Roberts Street North,residential,False,123.372,"LINESTRING (-96.789907 46.876936, -96.7898795 46.8770297, -96.789821 46.877229, -96.789795 46.877318, -96.7896155 46.8779331, -96.789589 46.878024)",,,,
"[234351448, 9623672]",False,"['Roberts Street North', '8th Street North']",residential,"[False, True]",152.92000000000002,"LINESTRING (-96.789907 46.876936, -96.789932 46.8768501, -96.790053 46.876434, -96.7901268 46.8762652, -96.7902014 46.8762174, -96.7903076 46.8761749, -96.7906528 46.8761487, -96.790743 46.8761114, -96.7908086 46.8760698, -96.7908477 46.8760096, -96.790869 46.875914)",,,,
184474997,False,2nd Avenue North,residential,False,112.40599999999999,"LINESTRING (-96.789589 46.878024, -96.7896865 46.8780383, -96.7902994 46.8781282, -96.7909106 46.8782178, -96.791035 46.878236)",,,,
184474997,False,2nd Avenue North,residential,True,144.575,"LINESTRING (-96.789589 46.878024, -96.7894223 46.8780226, -96.7891034 46.8780199, -96.7884684 46.8780145, -96.7878387 46.8780173, -96.787687 46.878018)",,,,
234351448,False,Roberts Street North,residential,False,232.462,"LINESTRING (-96.789589 46.878024, -96.789563 46.8781128, -96.789543 46.878181, -96.7893782 46.8786724, -96.789358 46.8787343, -96.789285 46.878958, -96.789225 46.8791354, -96.7890773 46.8795725, -96.7889616 46.8799149, -96.7889407 46.8799769, -96.7889117 46.8800626)",,,,
234351448,False,Roberts Street North,residential,True,123.372,"LINESTRING (-96.789589 46.878024, -96.7896155 46.8779331, -96.789795 46.877318, -96.789821 46.877229, -96.7898795 46.8770297, -96.789907 46.876936)",,,,
184475001,False,4th Avenue North,tertiary,True,91.36200000000001,"LINESTRING (-96.7889117 46.8800626, -96.7887727 46.8800655, -96.7884718 46.8800717, -96.7878502 46.8800769, -96.7877099 46.8800781)",,,,
234351448,False,Roberts Street North,residential,False,78.601,"LINESTRING (-96.7889117 46.8800626, -96.7888862 46.8801424, -96.7888743 46.8801799, -96.7887211 46.8806613, -96.7886918 46.8807533)",,,,
234351448,False,Roberts Street North,residential,True,232.462,"LINESTRING (-96.7889117 46.8800626, -96.7889407 46.8799769, -96.7889616 46.8799149, -96.7890773 46.8795725, -96.789225 46.8791354, -96.789285 46.878958, -96.789358 46.8787343, -96.7893782 46.8786724, -96.789543 46.878181, -96.789563 46.8781128, -96.789589 46.878024)",,,,
695711836,False,4th Avenue North,tertiary,False,115.421,"LINESTRING (-96.7889117 46.8800626, -96.7890289 46.8800633, -96.789045 46.8800634, -96.7891287 46.8800742, -96.7896393 46.8801524, -96.79027 46.8802489, -96.7903974 46.8802684)",,,,
234351448,False,Roberts Street North,residential,True,78.601,"LINESTRING (-96.7886918 46.8807533, -96.7887211 46.8806613, -96.7888743 46.8801799, -96.7888862 46.8801424, -96.7889117 46.8800626)",,,,
281228518,True,Roberts Street North,residential,False,96.87799999999999,"LINESTRING (-96.7886918 46.8807533, -96.7885856 46.8808986, -96.7884911 46.8811853, -96.7883885 46.8814964, -96.7884205 46.8815899)",,,,
9633066,False,11th Street South,residential,False,114.595,"LINESTRING (-96.795659 46.8748369, -96.795662 46.874765, -96.7956633 46.8747532, -96.795709 46.874332, -96.7957552 46.8739077, -96.795766 46.873809)",,,,
971504390,False,Main Avenue,primary,True,128.537,"LINESTRING (-96.795659 46.8748369, -96.7949679 46.8747954, -96.7939728 46.8747507)",30 mph,5,I 94 Business;US 10,
9633066,False,11th Street South,residential,False,116.649,"LINESTRING (-96.795766 46.873809, -96.7957755 46.8737219, -96.795797 46.873526, -96.795832 46.873299, -96.7958975 46.8728778, -96.795915 46.872765)",,,,
9633066,False,11th Street South,residential,True,114.59500000000001,"LINESTRING (-96.795766 46.873809, -96.7957552 46.8739077, -96.795709 46.874332, -96.7956633 46.8747532, -96.795662 46.874765, -96.795659 46.8748369)",,,,
497205266,False,1st Avenue South,residential,True,117.16399999999999,"LINESTRING (-96.795766 46.873809, -96.7956721 46.8738033, -96.7953201 46.8737819, -96.7948263 46.8737518, -96.7944168 46.8737167, -96.794233 46.873701)",25 mph,,,
9633066,False,11th Street South,residential,True,116.64899999999999,"LINESTRING (-96.795915 46.872765, -96.7958975 46.8728778, -96.795832 46.873299, -96.795797 46.873526, -96.7957755 46.8737219, -96.795766 46.873809)",,,,
74268824,False,Northern Pacific Avenue,residential,True,115.919,"LINESTRING (-96.794042 46.875935, -96.794169 46.8759355, -96.795567 46.875941)",,,,
184486106,False,Northern Pacific Avenue,tertiary,False,52.829,"LINESTRING (-96.794042 46.875935, -96.7939236 46.8759345, -96.793347 46.875932)",,,,
184486118,True,10th Street North,primary,False,156.451,"LINESTRING (-96.794042 46.875935, -96.7940419 46.8760333, -96.7940418 46.8761081, -96.7940416 46.8764212, -96.7940413 46.8769254, -96.794041 46.8772795, -96.794041 46.877342)",,,US 81 Business,
184455206,False,1st Avenue North,tertiary,False,113.193,"LINESTRING (-96.794041 46.877342, -96.7941515 46.8773432, -96.79455 46.8773474, -96.794609 46.877348, -96.7947742 46.8773484, -96.7952152 46.877354, -96.79553 46.877358)",,,,
184455206,False,1st Avenue North,tertiary,True,89.28899999999999,"LINESTRING (-96.794041 46.877342, -96.7939166 46.8773408, -96.7938262 46.8773399, -96.793306 46.877335, -96.7929959 46.8773312, -96.792896 46.87733, -96.792867 46.877326)",,,,
184486118,True,10th Street North,primary,False,118.201,"LINESTRING (-96.794041 46.877342, -96.7940406 46.8774792, -96.7940394 46.8779555, -96.7940366 46.8783246, -96.794036 46.878405)",,,US 81 Business,
184474988,True,10th Street North,primary,False,115.985,"LINESTRING (-96.794036 46.878405, -96.7940339 46.8785208, -96.7940249 46.8790124, -96.7940185 46.8793673, -96.794017 46.879448)",,,US 81 Business,
184474996,False,2nd Avenue North,residential,False,112.719,"LINESTRING (-96.794036 46.878405, -96.7941542 46.8784045, -96.7943342 46.8784038, -96.7945982 46.8784028, -96.794788 46.878402, -96.7949167 46.8784016, -96.7954011 46.8784003, -96.795519 46.8784)",,,,
184474997,False,2nd Avenue North,residential,True,114.56099999999999,"LINESTRING (-96.794036 46.878405, -96.7939083 46.8784053, -96.7935811 46.8784062, -96.7934582 46.8784066, -96.793291 46.878407, -96.7926788 46.8784138, -96.7925291 46.8784199)",,,,
9635978,True,3rd Avenue North,residential,False,113.097,"LINESTRING (-96.794017 46.879448, -96.79391 46.8794481, -96.793276 46.879449, -96.7930014 46.879449, -96.7926556 46.879449, -96.792529 46.879449)",,1,,
184474988,True,10th Street North,primary,False,116.56,"LINESTRING (-96.794017 46.879448, -96.7940154 46.8795595, -96.7940028 46.8804134, -96.7940016 46.8804962)",,,US 81 Business,
"[316313106, 744457685]",False,3rd Avenue North,residential,False,114.00899999999999,"LINESTRING (-96.794017 46.879448, -96.7941432 46.879448, -96.794766 46.879448, -96.7953885 46.8794505, -96.795517 46.879451)",,,,
695711836,False,4th Avenue North,tertiary,False,114.908,"LINESTRING (-96.7940016 46.8804962, -96.7941303 46.8804983, -96.7947517 46.8805086, -96.7953812 46.8805045, -96.7955132 46.8805037)",,,,
695711836,False,4th Avenue North,tertiary,True,113.96800000000002,"LINESTRING (-96.7940016 46.8804962, -96.7938879 46.8804972, -96.7932856 46.8805027, -96.792722 46.8805079, -96.7926541 46.880506, -96.7925024 46.8805017)",,,,
9633435,False,4th Avenue North,tertiary,False,116.767,"LINESTRING (-96.7846543 46.8800897, -96.7847933 46.8800872, -96.7853966 46.8800831, -96.7860262 46.8800788, -96.7861905 46.8800777)",,,,
184455217,False,4th Street North,tertiary,False,107.94199999999998,"LINESTRING (-96.7846543 46.8800897, -96.7846551 46.8801786, -96.7846594 46.88064, -96.784661 46.8808163, -96.784667 46.8810604)",,,,
184455217,False,4th Street North,tertiary,True,118.737,"LINESTRING (-96.7846543 46.8800897, -96.7846545 46.8799867, -96.7846549 46.8798326, -96.7846372 46.8791458, -96.784634 46.879022)",,,,
9633435,False,4th Avenue North,tertiary,True,116.767,"LINESTRING (-96.7861905 46.8800777, -96.7860262 46.8800788, -96.7853966 46.8800831, -96.7847933 46.8800872, -96.7846543 46.8800897)",,,,
184455219,False,5th Street North,residential,True,83.715,"LINESTRING (-96.7861905 46.8800777, -96.786193 46.880139, -96.7861783 46.8801779, -96.7859407 46.8808087)",,,,
184475002,False,4th Avenue North,tertiary,False,115.482,"LINESTRING (-96.7861905 46.8800777, -96.786316 46.8800778, -96.7869362 46.8800782, -96.7875811 46.8800781, -96.7877099 46.8800781)",,,,
184475004,False,5th Street North,residential,False,113.82199999999999,"LINESTRING (-96.7861905 46.8800777, -96.7861909 46.8799911, -96.7861825 46.8791394, -96.7861816 46.8790541)",,,,
9633702,False,Broadway,tertiary,True,115.017,"LINESTRING (-96.7877099 46.8800781, -96.7877084 46.8800006, -96.7876921 46.8791358, -96.7876911 46.8790438)",25 mph,,,
184475001,False,4th Avenue North,tertiary,False,91.362,"LINESTRING (-96.7877099 46.8800781, -96.7878502 46.8800769, -96.7884718 46.8800717, -96.7887727 46.8800655, -96.7889117 46.8800626)",,,,
184475002,False,4th Avenue North,tertiary,True,115.482,"LINESTRING (-96.7877099 46.8800781, -96.7875811 46.8800781, -96.7869362 46.8800782, -96.786316 46.8800778, -96.7861905 46.8800777)",,,,
9638431,False,7th Street North,residential,False,102.03399999999999,"LINESTRING (-96.7903974 46.8802684, -96.7903702 46.8803573, -96.7903504 46.8804221, -96.7902208 46.8808324, -96.7901638 46.8810128, -96.7901424 46.8810826, -96.7901078 46.8811642)",,2,,
9638431,False,7th Street North,residential,True,114.732,"LINESTRING (-96.7903974 46.8802684, -96.7904223 46.8801778, -96.7904388 46.8801176, -96.7905247 46.8798126, -96.7905732 46.8796306, -96.790583 46.879594, -96.7906193 46.8794847, -96.7906664 46.8793429, -96.790695 46.879257)",,2,,
695711836,False,4th Avenue North,tertiary,False,112.36399999999999,"LINESTRING (-96.7903974 46.8802684, -96.7905275 46.8802856, -96.791136 46.880366, -96.7917677 46.8804585, -96.791846 46.88047)",,,,
695711836,False,4th Avenue North,tertiary,True,115.421,"LINESTRING (-96.7903974 46.8802684, -96.79027 46.8802489, -96.7896393 46.8801524, -96.7891287 46.8800742, -96.789045 46.8800634, -96.7890289 46.8800633, -96.7889117 46.8800626)",,,,
695711836,False,4th Avenue North,tertiary,False,50.014,"LINESTRING (-96.791846 46.88047, -96.7919892 46.8804769, -96.7925024 46.8805017)",,,,
695711836,False,4th Avenue North,tertiary,True,112.364,"LINESTRING (-96.791846 46.88047, -96.7917677 46.8804585, -96.791136 46.880366, -96.7905275 46.8802856, -96.7903974 46.8802684)",,,,
9633795,True,9th Street North,residential,False,117.07300000000001,"LINESTRING (-96.7925024 46.8805017, -96.7925057 46.880403, -96.792509 46.880305, -96.792517 46.879978, -96.7925267 46.8795507, -96.792529 46.879449)",,,,
695711836,False,4th Avenue North,tertiary,False,113.96799999999999,"LINESTRING (-96.7925024 46.8805017, -96.7926541 46.880506, -96.792722 46.8805079, -96.7932856 46.8805027, -96.7938879 46.8804972, -96.7940016 46.8804962)",,,,
695711836,False,4th Avenue North,tertiary,True,50.014,"LINESTRING (-96.7925024 46.8805017, -96.7919892 46.8804769, -96.791846 46.88047)",,,,
"[9633251, 9633532, 184580815]",True,"['10th Street North', '10th Street South']",primary,False,248.881,"LINESTRING (-96.794233 46.873701, -96.7942172 46.8738162, -96.794172 46.874147, -96.7941263 46.8746485, -96.794078 46.8754129, -96.7940468 46.875812, -96.7940452 46.8758538, -96.794042 46.875935)",30 mph,,US 81 Business,yes
199099824,True,,primary_link,False,120.338,"LINESTRING (-96.794233 46.873701, -96.794113 46.8738088, -96.7940499 46.8742268, -96.7939861 46.8746601, -96.7939728 46.8747507)",,,,
497205266,False,1st Avenue South,residential,False,117.16399999999999,"LINESTRING (-96.794233 46.873701, -96.7944168 46.8737167, -96.7948263 46.8737518, -96.7953201 46.8737819, -96.7956721 46.8738033, -96.795766 46.873809)",25 mph,,,
