osmid,name,highway,access,oneway,reversed,length,geometry,ref,lanes,bridge
24587974,East Water Street,tertiary,,False,False,129.65099999999998,"LINESTRING (-74.1940634 39.9507633, -74.1938111 39.9507198, -74.1934315 39.9506469, -74.1933139 39.9506095, -74.1930769 39.950534, -74.1928377 39.9504432, -74.1927092 39.9503908, -74.1926433 39.950364)",CR 2,,
60200710,Hooper Avenue,primary,,False,True,194.814,"LINESTRING (-74.1940634 39.9507633, -74.194068 39.951174, -74.1940793 39.9512526, -74.1941098 39.9514649, -74.1941354 39.9516989, -74.1941372 39.9517435, -74.1941278 39.9518111, -74.194109 39.9518787, -74.1940342 39.9521202, -74.1939186 39.9524937)",CR 549,,
826317889,East Water Street,primary,,False,True,129.362,"LINESTRING (-74.1940634 39.9507633, -74.1945561 39.9507677, -74.1947298 39.9507757, -74.1950838 39.9508204, -74.1952432 39.9508511, -74.1953206 39.950866, -74.1955653 39.9508965)",CR 549,,
11742944,Caldwell Lane,residential,,False,False,256.11199999999997,"LINESTRING (-74.1926433 39.950364, -74.1925751 39.9507859, -74.1925595 39.9508827, -74.1925199 39.9509825, -74.1924599 39.9510348, -74.1923819 39.9510986, -74.1922333 39.9511683, -74.1919184 39.951316, -74.1918438 39.951351, -74.1917234 39.9514075, -74.1916596 39.9514396, -74.1916059 39.9514666, -74.1915588 39.9515309, -74.1915162 39.9516054, -74.1914998 39.9516859, -74.1915022 39.9517139, -74.1915504 39.9522677)",,,
24587974,East Water Street,tertiary,,False,True,129.651,"LINESTRING (-74.1926433 39.950364, -74.1927092 39.9503908, -74.1928377 39.9504432, -74.1930769 39.950534, -74.1933139 39.9506095, -74.1934315 39.9506469, -74.1938111 39.9507198, -74.1940634 39.9507633)",CR 2,,
24587936,South Main Street,primary,,False,True,12.554,"LINESTRING (-74.1995903 39.9502776, -74.1996526 39.9501753)",CR 530,,
11729712,River Place,residential,customers,False,False,178.56400000000002,"LINESTRING (-74.1995903 39.9502776, -74.1996883 39.9503114, -74.1998046 39.9503515, -74.1998404 39.9503638, -74.1999762 39.9503703, -74.2003159 39.9503155, -74.2016411 39.9501775)",,,
24587936,South Main Street,primary,,False,False,30.755,"LINESTRING (-74.1995903 39.9502776, -74.1995196 39.9503859, -74.1994756 39.9504564, -74.199433 39.9505265)",CR 530,,
24587936,South Main Street,primary,,False,True,30.755000000000003,"LINESTRING (-74.199433 39.9505265, -74.1994756 39.9504564, -74.1995196 39.9503859, -74.1995903 39.9502776)",CR 530,,
"[31535776, 31449481, 31535774]",South Main Street,primary,,True,False,81.637,"LINESTRING (-74.199433 39.9505265, -74.1993887 39.9506033, -74.199373 39.9506306, -74.1991681 39.9509516, -74.1991053 39.9510082, -74.1990087 39.9510304, -74.1988634 39.9510313)",CR 530,1,yes
60333607,Herflicker Boulevard,primary,,False,False,191.23700000000002,"LINESTRING (-74.199433 39.9505265, -74.1993452 39.9504579, -74.199195 39.9503411, -74.1989055 39.9501239, -74.1985901 39.9499064, -74.1983602 39.9497607, -74.1979061 39.9494619, -74.1977639 39.9493797)",NJ 166,,
11757530,Washington Street,secondary,,False,True,26.003999999999998,"LINESTRING (-74.1978682 39.9533978, -74.1980465 39.9534243, -74.1981667 39.9534459)",,2,
588360416,Washington Street,secondary,,False,False,70.429,"LINESTRING (-74.1978682 39.9533978, -74.197504 39.9533249, -74.1971507 39.9532358, -74.1970759 39.9532191)",,,
1138619196,Hyers Street,residential,,True,False,102.359,"LINESTRING (-74.1978682 39.9533978, -74.1978029 39.9535978, -74.1977031 39.9538267, -74.197654 39.9539107, -74.197444 39.954256)",,,
11732489,Hyers Street,residential,,False,False,61.263999999999996,"LINESTRING (-74.197444 39.954256, -74.1974232 39.954304, -74.1973464 39.9544638, -74.1971974 39.9547735)",,,
11736479,Sheriff Street,unclassified,,False,False,166.279,"LINESTRING (-74.197444 39.954256, -74.1970969 39.9541633, -74.1968901 39.9541145, -74.1964455 39.9540096, -74.1962863 39.9539721, -74.1960352 39.9539129, -74.1959455 39.9538917, -74.1957363 39.9538417, -74.1955832 39.9538077)",(74),,
11732489,Hyers Street,residential,,False,False,183.071,"LINESTRING (-74.1971974 39.9547735, -74.1969665 39.9552521, -74.1969563 39.9553981, -74.196959 39.955464, -74.196977 39.955554, -74.1970023 39.9556106, -74.1970743 39.9557142, -74.197141 39.955802, -74.197252 39.9559744, -74.1972641 39.9560626, -74.1972118 39.9563328)",,,
11732489,Hyers Street,residential,,False,True,61.264,"LINESTRING (-74.1971974 39.9547735, -74.1973464 39.9544638, -74.1974232 39.954304, -74.197444 39.954256)",,,
11754217,Legion Court,residential,,False,True,108.86,"LINESTRING (-74.1971974 39.9547735, -74.1980957 39.9546451, -74.1981393 39.9546389, -74.198381 39.9546043, -74.1984405 39.9545717)",,,
11732489,Hyers Street,residential,,False,False,91.934,"LINESTRING (-74.1972118 39.9563328, -74.1971788 39.9564738, -74.1971531 39.9565835, -74.1970214 39.9571466)",,,
11732489,Hyers Street,residential,,False,True,183.071,"LINESTRING (-74.1972118 39.9563328, -74.1972641 39.9560626, -74.197252 39.9559744, -74.197141 39.955802, -74.1970743 39.9557142, -74.1970023 39.9556106, -74.196977 39.955554, -74.196959 39.955464, -74.1969563 39.9553981, -74.1969665 39.9552521, -74.1971974 39.9547735)",,,
11743327,Walton Street,residential,,False,True,141.39299999999997,"LINESTRING (-74.1972118 39.9563328, -74.1982898 39.9561733, -74.1984934 39.9561432, -74.1988406 39.9560918)",,,
11732489,Hyers Street,residential,,False,True,91.934,"LINESTRING (-74.1970214 39.9571466, -74.1971531 39.9565835, -74.1971788 39.9564738, -74.1972118 39.9563328)",,,
11744748,Union Street,residential,,False,True,175.067,"LINESTRING (-74.1970214 39.9571466, -74.1983098 39.9569517, -74.1985151 39.9569207, -74.1990365 39.9568418)",,,
11732738,Robbins Street,residential,,False,False,101.348,"LINESTRING (-74.1974337 39.9523499, -74.1973629 39.9525217, -74.1971846 39.9529542, -74.197107 39.9531439, -74.1970759 39.9532191)",,,
11732738,Robbins Street,residential,,False,True,91.91,"LINESTRING (-74.1974337 39.9523499, -74.1974526 39.9523056, -74.1975345 39.9521131, -74.1975864 39.9519911, -74.1976522 39.9518367, -74.1976886 39.9517511, -74.19772 39.9516774, -74.1977745 39.9515658)",,,
"[11732822, 11740423]","['Court House Lane', 'Wilsey Way']",residential,,False,"[False, True]",124.49600000000001,"LINESTRING (-74.1974337 39.9523499, -74.197243 39.9523004, -74.1968565 39.9522032, -74.1963367 39.9520792, -74.1962901 39.9520681, -74.1963639 39.9518776)",,,
588360416,Washington Street,secondary,,False,False,102.054,"LINESTRING (-74.1970759 39.9532191, -74.1959297 39.9529539)",,,
11732738,Robbins Street,residential,,False,True,101.34799999999998,"LINESTRING (-74.1970759 39.9532191, -74.197107 39.9531439, -74.1971846 39.9529542, -74.1973629 39.9525217, -74.1974337 39.9523499)",,,
588360416,Washington Street,secondary,,False,True,70.429,"LINESTRING (-74.1970759 39.9532191, -74.1971507 39.9532358, -74.197504 39.9533249, -74.1978682 39.9533978)",,,
588360416,Washington Street,secondary,,False,False,87.869,"LINESTRING (-74.1959297 39.9529539, -74.1949446 39.9527211)",,,
588360416,Washington Street,secondary,,False,True,102.054,"LINESTRING (-74.1959297 39.9529539, -74.1970759 39.9532191)",,,
11733081,Courthouse Lane,unclassified,,False,False,99.42699999999999,"LINESTRING (-74.1959297 39.9529539, -74.1957352 39.9534331, -74.1957256 39.9534567, -74.1957189 39.9534732, -74.1956738 39.9535843, -74.1955832 39.9538077)",,,
11733081,Courthouse Lane,unclassified,,False,False,95.77300000000001,"LINESTRING (-74.1955832 39.9538077, -74.1953609 39.9543434, -74.195336 39.954459, -74.195366 39.954508, -74.195412 39.954555, -74.1954521 39.9545643, -74.1954983 39.954575)",,,
11733081,Courthouse Lane,unclassified,,False,True,99.42699999999999,"LINESTRING (-74.1955832 39.9538077, -74.1956738 39.9535843, -74.1957189 39.9534732, -74.1957256 39.9534567, -74.1957352 39.9534331, -74.1959297 39.9529539)",,,
11736479,Sheriff Street,unclassified,,False,True,166.279,"LINESTRING (-74.1955832 39.9538077, -74.1957363 39.9538417, -74.1959455 39.9538917, -74.1960352 39.9539129, -74.1962863 39.9539721, -74.1964455 39.9540096, -74.1968901 39.9541145, -74.1970969 39.9541633, -74.197444 39.954256)",(74),,
11733081,Courthouse Lane,unclassified,,False,True,95.773,"LINESTRING (-74.1954983 39.954575, -74.1954521 39.9545643, -74.195412 39.954555, -74.195366 39.954508, -74.195336 39.954459, -74.1953609 39.9543434, -74.1955832 39.9538077)",,,
60200710,Hooper Avenue,primary,,False,False,45.47,"LINESTRING (-74.1924504 39.9565055, -74.1926781 39.9561357)",CR 549,,
60200710,Hooper Avenue,primary,,False,True,84.647,"LINESTRING (-74.1924504 39.9565055, -74.1919701 39.9571718)",CR 549,,
60200710,Hooper Avenue,primary,,False,True,45.47,"LINESTRING (-74.1926781 39.9561357, -74.1924504 39.9565055)",CR 549,,
60200710,Hooper Avenue,primary,,False,False,151.413,"LINESTRING (-74.1926781 39.9561357, -74.1928702 39.9557314, -74.1929912 39.9553638, -74.1931706 39.9548289)",CR 549,,
60200710,Hooper Avenue,primary,,False,False,267.379,"LINESTRING (-74.1931706 39.9548289, -74.193349 39.9542571, -74.1933813 39.9541537, -74.1936188 39.9534062, -74.1939186 39.9524937)",CR 549,,
60200710,Hooper Avenue,primary,,False,True,151.413,"LINESTRING (-74.1931706 39.9548289, -74.1929912 39.9553638, -74.1928702 39.9557314, -74.1926781 39.9561357)",CR 549,,
60200710,Hooper Avenue,primary,,False,False,194.81400000000002,"LINESTRING (-74.1939186 39.9524937, -74.1940342 39.9521202, -74.194109 39.9518787, -74.1941278 39.9518111, -74.1941372 39.9517435, -74.1941354 39.9516989, -74.1941098 39.9514649, -74.1940793 39.9512526, -74.194068 39.951174, -74.1940634 39.9507633)",CR 549,,
60200710,Hooper Avenue,primary,,False,True,267.379,"LINESTRING (-74.1939186 39.9524937, -74.1936188 39.9534062, -74.1933813 39.9541537, -74.193349 39.9542571, -74.1931706 39.9548289)",CR 549,,
"[588360416, 728280221]",Washington Street,secondary,,False,False,204.811,"LINESTRING (-74.1939186 39.9524937, -74.193312 39.9523453, -74.1933051 39.9523437, -74.1931281 39.9523261, -74.1930683 39.9523201, -74.1929393 39.9523073, -74.192677 39.9522985, -74.192198 39.9522825, -74.1920374 39.9522771, -74.1920067 39.9522761, -74.1918908 39.952274, -74.1916721 39.9522699, -74.1915504 39.9522677)",,,
588360416,Washington Street,secondary,,False,True,91.037,"LINESTRING (-74.1939186 39.9524937, -74.1943655 39.9525928, -74.1949446 39.9527211)",,,
845346901,North Main Street,primary,,False,False,16.071,"LINESTRING (-74.1990365 39.9568418, -74.1989975 39.9567004)",NJ 166,2,
11744748,Union Street,residential,,False,False,175.067,"LINESTRING (-74.1990365 39.9568418, -74.1985151 39.9569207, -74.1983098 39.9569517, -74.1970214 39.9571466)",,,
845346901,North Main Street,primary,,False,True,16.071,"LINESTRING (-74.1989975 39.9567004, -74.1990365 39.9568418)",NJ 166,2,
11747062,Messenger Street,residential,,False,True,154.307,"LINESTRING (-74.1989975 39.9567004, -74.1994038 39.9566386, -74.1996187 39.9566059, -74.1997324 39.9565879, -74.199945 39.9565543, -74.2000373 39.9565439, -74.2007742 39.9564345)",,,
845346901,North Main Street,primary,,False,False,68.982,"LINESTRING (-74.1989975 39.9567004, -74.1989666 39.9565805, -74.1988722 39.9562144, -74.1988406 39.9560918)",NJ 166,2,
11743327,Walton Street,residential,,False,False,141.393,"LINESTRING (-74.1988406 39.9560918, -74.1984934 39.9561432, -74.1982898 39.9561733, -74.1972118 39.9563328)",,,
845346901,North Main Street,primary,,False,False,64.153,"LINESTRING (-74.1988406 39.9560918, -74.1987539 39.9557524, -74.198696 39.9555256)",NJ 166,2,
845346901,North Main Street,primary,,False,True,68.982,"LINESTRING (-74.1988406 39.9560918, -74.1988722 39.9562144, -74.1989666 39.9565805, -74.1989975 39.9567004)",NJ 166,2,
11758752,Lien Street,residential,,False,False,143.982,"LINESTRING (-74.198696 39.9555256, -74.198973 39.9554461, -74.1996647 39.9552514, -74.2002776 39.9550709)",,,
845346901,North Main Street,primary,,False,False,108.28299999999999,"LINESTRING (-74.198696 39.9555256, -74.1986507 39.9553606, -74.1986394 39.9553193, -74.1986036 39.9551891, -74.1985958 39.9551607, -74.1985694 39.9550645, -74.1984405 39.9545717)",NJ 166,2,
845346901,North Main Street,primary,,False,True,64.153,"LINESTRING (-74.198696 39.9555256, -74.1987539 39.9557524, -74.1988406 39.9560918)",NJ 166,2,
11757530,Washington Street,secondary,,False,False,26.003999999999998,"LINESTRING (-74.1981667 39.9534459, -74.1980465 39.9534243, -74.1978682 39.9533978)",,2,
"[138516528, 916879373]",North Main Street,primary,,False,False,139.65200000000002,"LINESTRING (-74.1981667 39.9534459, -74.1981754 39.9533805, -74.1982061 39.9530535, -74.198251 39.9528415, -74.1983108 39.9526289, -74.1983745 39.9524027, -74.1983914 39.9523439, -74.1984402 39.9522106)",NJ 166,2,
585684823,North Main Street,primary,,False,True,127.732,"LINESTRING (-74.1981667 39.9534459, -74.1981554 39.9534955, -74.1982243 39.9538015, -74.1982999 39.9540724, -74.19833 39.95418, -74.1983745 39.9543396, -74.1984145 39.9544828, -74.1984405 39.9545717)",NJ 166,2,
31449363,West Water Street,secondary,,False,True,149.303,"LINESTRING (-74.201837 39.953492, -74.2016583 39.9534014, -74.2012783 39.9532089, -74.2011023 39.9531197, -74.2005178 39.9528235, -74.2004511 39.9527897, -74.2003731 39.9527549)",CR 527,,
11739914,Snyder Street,residential,,False,False,69.047,"LINESTRING (-74.2000876 39.954089, -74.1995595 39.954228, -74.1993269 39.9543017)",,,
11741052,Park Street,residential,,False,False,157.423,"LINESTRING (-74.2002776 39.9550709, -74.2005369 39.9557859, -74.2007742 39.9564345)",,,
11758752,Lien Street,residential,,False,False,126.702,"LINESTRING (-74.2002776 39.9550709, -74.2009649 39.9548529, -74.2010777 39.9548171, -74.201368 39.954725, -74.20141 39.9547016, -74.201458 39.954675, -74.201586 39.954562)",,,
11758752,Lien Street,residential,,False,True,143.982,"LINESTRING (-74.2002776 39.9550709, -74.1996647 39.9552514, -74.198973 39.9554461, -74.198696 39.9555256)",,,
11741052,Park Street,residential,,False,True,157.423,"LINESTRING (-74.2007742 39.9564345, -74.2005369 39.9557859, -74.2002776 39.9550709)",,,
11747062,Messenger Street,residential,,False,False,154.30700000000002,"LINESTRING (-74.2007742 39.9564345, -74.2000373 39.9565439, -74.199945 39.9565543, -74.1997324 39.9565879, -74.1996187 39.9566059, -74.1994038 39.9566386, -74.1989975 39.9567004)",,,
"[11737789, 11747062]","['Messenger Court', 'Messenger Street']",residential,,False,True,230.506,"LINESTRING (-74.2007742 39.9564345, -74.2026434 39.9561331, -74.202598 39.9558629, -74.202616 39.9556997, -74.2026724 39.9555326)",,,
11742944,Caldwell Lane,residential,,False,True,256.112,"LINESTRING (-74.1915504 39.9522677, -74.1915022 39.9517139, -74.1914998 39.9516859, -74.1915162 39.9516054, -74.1915588 39.9515309, -74.1916059 39.9514666, -74.1916596 39.9514396, -74.1917234 39.9514075, -74.1918438 39.951351, -74.1919184 39.951316, -74.1922333 39.9511683, -74.1923819 39.9510986, -74.1924599 39.9510348, -74.1925199 39.9509825, -74.1925595 39.9508827, -74.1925751 39.9507859, -74.1926433 39.950364)",,,
"[588360416, 728280221]",Washington Street,secondary,,False,True,204.811,"LINESTRING (-74.1915504 39.9522677, -74.1916721 39.9522699, -74.1918908 39.952274, -74.1920067 39.9522761, -74.1920374 39.9522771, -74.192198 39.9522825, -74.192677 39.9522985, -74.1929393 39.9523073, -74.1930683 39.9523201, -74.1931281 39.9523261, -74.1933051 39.9523437, -74.193312 39.9523453, -74.1939186 39.9524937)",,,
60200710,Hooper Avenue,primary,,False,False,84.647,"LINESTRING (-74.1919701 39.9571718, -74.1924504 39.9565055)",CR 549,,
11758752,Lien Street,residential,,False,True,126.702,"LINESTRING (-74.201586 39.954562, -74.201458 39.954675, -74.20141 39.9547016, -74.201368 39.954725, -74.2010777 39.9548171, -74.2009649 39.9548529, -74.2002776 39.9550709)",,,
"[31535779, 319169796]",Atlantic City Boulevard,primary,,True,False,69.191,"LINESTRING (-74.1988634 39.9510313, -74.1988727 39.9512423, -74.1988438 39.9514575, -74.1987818 39.9516464)",NJ 166,3,yes
31535785,Atlantic City Boulevard,primary,,True,False,33.45399999999999,"LINESTRING (-74.1987818 39.9516464, -74.1987581 39.9516965, -74.198674 39.9518353, -74.1986177 39.9519194)",NJ 166,2,
401875061,,primary_link,,True,False,62.323,"LINESTRING (-74.1987818 39.9516464, -74.1987071 39.9516834, -74.1986427 39.9517219, -74.1985934 39.9517326, -74.1985408 39.951744, -74.1984281 39.9517446, -74.198353 39.951733, -74.1982747 39.9517209, -74.1980969 39.9516805)",,1,
"[11737789, 11747062]","['Messenger Court', 'Messenger Street']",residential,,False,False,230.506,"LINESTRING (-74.2026724 39.9555326, -74.202616 39.9556997, -74.202598 39.9558629, -74.2026434 39.9561331, -74.2007742 39.9564345)",,,
11756400,Hamlet Court,residential,,False,True,106.752,"LINESTRING (-74.2026724 39.9555326, -74.2022971 39.9554769, -74.2021736 39.9554829, -74.2020679 39.9555032, -74.2016066 39.9556645, -74.2014764 39.9556588)",,,
11756400,Hamlet Court,residential,,False,False,106.752,"LINESTRING (-74.2014764 39.9556588, -74.2016066 39.9556645, -74.2020679 39.9555032, -74.2021736 39.9554829, -74.2022971 39.9554769, -74.2026724 39.9555326)",,,
"[31449483, 31535780, 31535779]",Atlantic City Boulevard,primary,,True,False,209.861,"LINESTRING (-74.1977639 39.9493797, -74.1978223 39.9494743, -74.1980565 39.9497456, -74.198389 39.950063, -74.1984892 39.9501779, -74.198547 39.950248, -74.198624 39.9503575, -74.1986799 39.9504448, -74.1987401 39.9505477, -74.1988052 39.9507102, -74.198836 39.950822, -74.1988594 39.9509739, -74.1988634 39.9510313)",NJ 166,"['1', '2']",yes
60333607,Herflicker Boulevard,primary,,False,True,191.23700000000002,"LINESTRING (-74.1977639 39.9493797, -74.1979061 39.9494619, -74.1983602 39.9497607, -74.1985901 39.9499064, -74.1989055 39.9501239, -74.199195 39.9503411, -74.1993452 39.9504579, -74.199433 39.9505265)",NJ 166,,
826317888,East Water Street,primary,,False,False,30.297,"LINESTRING (-74.1980969 39.9516805, -74.1977745 39.9515658)",CR 549,,
11727198,East Water Street,primary,,False,True,51.755,"LINESTRING (-74.1980969 39.9516805, -74.1985295 39.9518731, -74.1986177 39.9519194)",CR 549,3,
11759120,Robbins Parkway,residential,,True,False,184.562,"LINESTRING (-74.1968126 39.9507669, -74.1968686 39.9507314, -74.1969439 39.950698, -74.1970317 39.9506572, -74.197105 39.9505977, -74.1971375 39.9505087, -74.1971598 39.9504477, -74.1972498 39.9501922, -74.197266 39.9501222, -74.1972145 39.9500735, -74.1971535 39.9500612, -74.197089 39.950076, -74.1970748 39.9501074, -74.1970522 39.9501672, -74.1968126 39.9507669)",,,
870953305,Robbins Parkway,residential,,False,False,48.157000000000004,"LINESTRING (-74.1968126 39.9507669, -74.1967937 39.9508123, -74.1967526 39.9509111, -74.1966761 39.9510949, -74.1966409 39.9511795)",,,
631145755,,primary_link,,True,False,56.489,"LINESTRING (-74.1984402 39.9522106, -74.1985595 39.9521394, -74.1986474 39.9520876, -74.1986908 39.9520755, -74.198773 39.9520682, -74.1988562 39.9520692, -74.1990328 39.9521197)",,1,
