osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,junction
61853873,2,CR 626,Chapel Avenue West,secondary,False,True,17.945999999999998,"LINESTRING (-75.0348692 39.9372844, -75.0349162 39.9373146, -75.0350306 39.937388)",,,
585022907,,CR 626,Chapel Avenue West,secondary,False,False,145.475,"LINESTRING (-75.0348692 39.9372844, -75.0343592 39.9369437, -75.034176 39.9368278, -75.0339025 39.9366547, -75.0336607 39.9365016, -75.033565 39.936441)",,,
286275109,4,CR 644,Haddonfield Road,primary,False,True,36.057,"LINESTRING (-75.0301839 39.9378159, -75.0301124 39.9381355)",,,
11589741,1,,,trunk_link,True,False,185.263,"LINESTRING (-75.0301839 39.9378159, -75.0303211 39.9376592, -75.0303551 39.9376222, -75.0303915 39.9375936, -75.0304302 39.9375679, -75.0304747 39.9375446, -75.0305176 39.9375303, -75.0305661 39.9375198, -75.0306201 39.937514, -75.0306785 39.9375135, -75.0307333 39.9375172, -75.0307813 39.9375253, -75.0308237 39.9375385, -75.0308681 39.9375578, -75.0309061 39.9375793, -75.0309538 39.9376127, -75.0310141 39.9376592, -75.0310722 39.9377101, -75.0311162 39.9377556, -75.031146 39.9377917, -75.0311676 39.9378267, -75.0311823 39.937856, -75.0311899 39.9378939, -75.0311879 39.9379321, -75.031186 39.9379642, -75.031163 39.938011, -75.0311322 39.93805, -75.0310958 39.938082, -75.031066 39.9380986, -75.0310359 39.938111, -75.0309799 39.9381305, -75.0306717 39.938238)",,,
286275110,4,CR 644,Haddonfield Road,primary,False,False,107.868,"LINESTRING (-75.0301839 39.9378159, -75.0303706 39.9369705, -75.0303964 39.9368596)",,,
"[753510667, 61853838]",3,NJ 38,Kaighns Avenue,trunk,True,False,64.907,"LINESTRING (-75.0306717 39.938238, -75.0303949 39.9382676, -75.0302021 39.9382882, -75.0299173 39.9383164)",50 mph,,
11589742,1,,,trunk_link,True,False,22.178,"LINESTRING (-75.0320385 39.9380207, -75.0317791 39.9380058)",,,
61853838,3,NJ 38,Kaighns Avenue,trunk,True,False,119.07,"LINESTRING (-75.0320385 39.9380207, -75.0317687 39.9380733, -75.0315011 39.9381221, -75.0312243 39.9381649, -75.0309464 39.9382032, -75.0306717 39.938238)",50 mph,,
1225110219,4,CR 644,Haddonfield Road,primary,False,True,11.299,"LINESTRING (-75.0303964 39.9368596, -75.0304213 39.9367598)",,,
11590704,1,,,trunk_link,True,False,319.798,"LINESTRING (-75.0303964 39.9368596, -75.0302432 39.9370508, -75.0302085 39.9370976, -75.030175 39.9371356, -75.0301316 39.9371759, -75.0300831 39.9372124, -75.0300351 39.9372464, -75.0285429 39.9382209, -75.0284746 39.938263, -75.0284177 39.938296, -75.0283543 39.938329, -75.0282933 39.9383548, -75.0282374 39.938374, -75.0281766 39.9383914, -75.0281123 39.9384077, -75.0280497 39.9384224, -75.0274711 39.9385501)",,,
286275110,4,CR 644,Haddonfield Road,primary,False,True,107.868,"LINESTRING (-75.0303964 39.9368596, -75.0303706 39.9369705, -75.0301839 39.9378159)",,,
