osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,ref
5487256,,Thames Avenue,tertiary,30 mph,False,True,99.178,"LINESTRING (-0.6086368 51.4845952, -0.6085598 51.4845765, -0.6084854 51.4845812, -0.6083587 51.4846341, -0.6074265 51.4850233)",yes,
"[5487267, 89321214]",,"['River Street', 'Goswell Road']",tertiary,30 mph,False,"[False, True]",178.967,"LINESTRING (-0.6086368 51.4845952, -0.6087248 51.4846665, -0.6090161 51.4849513, -0.6090773 51.4849923, -0.6091701 51.4850052, -0.6099166 51.4849115, -0.6105325 51.484838, -0.6108461 51.4847864)",,
5487256,,Thames Avenue,tertiary,30 mph,False,False,99.178,"LINESTRING (-0.6074265 51.4850233, -0.6083587 51.4846341, -0.6084854 51.4845812, -0.6085598 51.4845765, -0.6086368 51.4845952)",yes,
479701692,,Datchet Road,secondary,30 mph,False,True,76.667,"LINESTRING (-0.6074265 51.4850233, -0.6072446 51.4850994, -0.6071886 51.4851217, -0.6068046 51.4852846, -0.6065091 51.4854093)",,B470
"[496805954, 636562434, 717924722]",,Thames Street,secondary,30 mph,True,False,142.499,"LINESTRING (-0.6074265 51.4850233, -0.6072944 51.4848959, -0.6072399 51.4848365, -0.6071553 51.4847287, -0.6071074 51.4845978, -0.6071156 51.484557, -0.607167 51.4845089, -0.6072962 51.4844306, -0.6074336 51.4843603, -0.607579 51.4842754, -0.6079151 51.4840829, -0.6080056 51.4840307)",,B3022
33115589,,Farm Yard,residential,,False,True,43.19,"LINESTRING (-0.6065091 51.4854093, -0.6068691 51.4857265)",,
479701692,,Datchet Road,secondary,30 mph,False,False,76.667,"LINESTRING (-0.6065091 51.4854093, -0.6068046 51.4852846, -0.6071886 51.4851217, -0.6072446 51.4850994, -0.6074265 51.4850233)",,B470
33115589,,Farm Yard,residential,,False,False,43.19,"LINESTRING (-0.6068691 51.4857265, -0.6065091 51.4854093)",,
5081314,,Riverside Walk,residential,,False,False,89.351,"LINESTRING (-0.6068691 51.4857265, -0.6063973 51.4861106, -0.6060517 51.4863474)",,
"[33115589, 33115590]",,"['Thames Side', 'Farm Yard']",residential,,False,"[False, True]",128.776,"LINESTRING (-0.6068691 51.4857265, -0.6072833 51.4860254, -0.6068676 51.4862457, -0.6065278 51.4864336, -0.6064307 51.4865006, -0.6064552 51.4865484)",,
5081314,,Riverside Walk,residential,,False,True,89.351,"LINESTRING (-0.6060517 51.4863474, -0.6063973 51.4861106, -0.6068691 51.4857265)",,
131172770,,Bridgewater Terrace,residential,,False,False,89.469,"LINESTRING (-0.6111627 51.4836291, -0.6099073 51.4834388)",,
5487273,,Goswell Road,tertiary,30 mph,False,False,130.54,"LINESTRING (-0.6111627 51.4836291, -0.611086 51.4839056, -0.6110611 51.4839952, -0.6109906 51.4842604, -0.6108461 51.4847864)",,
131172770,,Bridgewater Terrace,residential,,False,True,89.469,"LINESTRING (-0.6099073 51.4834388, -0.6111627 51.4836291)",,
5487306,2,Victoria Street,tertiary,30 mph,False,False,132.98299999999998,"LINESTRING (-0.6099596 51.4798386, -0.6098946 51.4798394, -0.6098104 51.479849, -0.6094197 51.4798913, -0.6090585 51.479942, -0.608919 51.4799616, -0.608739 51.4799869, -0.6083069 51.4800536, -0.6080835 51.4800881)",,
5487306,2,Victoria Street,tertiary,30 mph,False,True,33.717,"LINESTRING (-0.6099596 51.4798386, -0.610338 51.479843, -0.6104464 51.4798443)",,
5487311,,Bachelors Acre,residential,,False,False,84.797,"LINESTRING (-0.6084553 51.4818626, -0.6084467 51.4815941, -0.6086105 51.4811107)",,
5487311,,Bachelors Acre,residential,,False,False,131.858,"LINESTRING (-0.6086105 51.4811107, -0.6086177 51.4810955, -0.6086757 51.4807788, -0.6086808 51.4807253, -0.6086758 51.4805336, -0.6086224 51.4804434, -0.6085298 51.4803693, -0.6085295 51.4803698, -0.608509 51.4803592, -0.6084165 51.4803335, -0.6082999 51.4803005, -0.6081792 51.4802253, -0.6080835 51.4800881)",,
5487311,,Bachelors Acre,residential,,False,True,84.797,"LINESTRING (-0.6086105 51.4811107, -0.6084467 51.4815941, -0.6084553 51.4818626)",,
5487313,,Mellor Walk,residential,,False,False,130.108,"LINESTRING (-0.6086105 51.4811107, -0.6095154 51.4811781, -0.6096195 51.4811859, -0.6096475 51.481043, -0.6096071 51.4809677, -0.6096541 51.4806552)",,
5487306,2,Victoria Street,tertiary,30 mph,False,False,78.326,"LINESTRING (-0.6080835 51.4800881, -0.6079555 51.4801025, -0.6078266 51.4801098, -0.6075686 51.4800988, -0.6074663 51.4800903, -0.6069602 51.4800525)",,
5487306,2,Victoria Street,tertiary,30 mph,False,True,132.98300000000003,"LINESTRING (-0.6080835 51.4800881, -0.6083069 51.4800536, -0.608739 51.4799869, -0.608919 51.4799616, -0.6090585 51.479942, -0.6094197 51.4798913, -0.6098104 51.479849, -0.6098946 51.4798394, -0.6099596 51.4798386)",,
5487311,,Bachelors Acre,residential,,False,True,131.858,"LINESTRING (-0.6080835 51.4800881, -0.6081792 51.4802253, -0.6082999 51.4803005, -0.6084165 51.4803335, -0.608509 51.4803592, -0.6085295 51.4803698, -0.6085298 51.4803693, -0.6086224 51.4804434, -0.6086758 51.4805336, -0.6086808 51.4807253, -0.6086757 51.4807788, -0.6086177 51.4810955, -0.6086105 51.4811107)",,
5063317,,River Street,unclassified,30 mph,True,False,76.973,"LINESTRING (-0.6080056 51.4840307, -0.6081766 51.4841501, -0.6083907 51.4843244, -0.6085742 51.4844961, -0.6086073 51.4845434, -0.6086368 51.4845952)",,
"[995549844, 223158941, 5063319]",,"['Thames Street', 'High Street']",secondary,30 mph,False,True,188.912,"LINESTRING (-0.6080056 51.4840307, -0.60832 51.4838188, -0.6084055 51.4837636, -0.6084553 51.4837211, -0.6084965 51.4836623, -0.6085097 51.4836161, -0.6085094 51.4835548, -0.6084792 51.4834843, -0.6083047 51.4833002, -0.6080208 51.4829876, -0.6079106 51.4828578, -0.607772 51.482729, -0.6076766 51.4826415, -0.6076295 51.4825947)",,B3022
5487313,,Mellor Walk,residential,,False,True,130.108,"LINESTRING (-0.6096541 51.4806552, -0.6096071 51.4809677, -0.6096475 51.481043, -0.6096195 51.4811859, -0.6095154 51.4811781, -0.6086105 51.4811107)",,
"[930447970, 930447971]",,Church Lane,unclassified,,False,True,19.22,"LINESTRING (-0.6067675 51.4820304, -0.6068498 51.4820097, -0.6068835 51.4819963, -0.6070089 51.4819464)",,
5063316,,Castle Hill,unclassified,30 mph,False,False,54.75600000000001,"LINESTRING (-0.6072172 51.482648, -0.6071229 51.4826695, -0.6068455 51.4827272, -0.606799 51.4827369, -0.6065623 51.4827862, -0.6065152 51.4827906, -0.6064647 51.482784)",,
995574526,2,Castle Hill,unclassified,30 mph,True,False,27.315,"LINESTRING (-0.6072172 51.482648, -0.6073011 51.4826244, -0.6073809 51.4825948, -0.6074553 51.4825552, -0.6075063 51.482533, -0.6075488 51.4825173)",,
"[995549843, 995549844, 44308815]",,High Street,secondary,30 mph,False,False,73.77099999999999,"LINESTRING (-0.6070089 51.4819464, -0.6070653 51.4819923, -0.6071055 51.482028, -0.6073094 51.4822425, -0.6074204 51.4823793, -0.6074655 51.4824259, -0.6075488 51.4825173)",,B3022
"[646696027, 44308815]",2,High Street,secondary,30 mph,False,True,140.88400000000001,"LINESTRING (-0.6070089 51.4819464, -0.6069037 51.4818763, -0.606884 51.4818631, -0.6067734 51.4817754, -0.6066735 51.4816774, -0.6065773 51.4815791, -0.6063494 51.4813587, -0.6061379 51.4812161, -0.6060714 51.4811713, -0.6059028 51.4810511, -0.6058543 51.4810154, -0.6058004 51.480982, -0.6057656 51.4809492)",,B3022
"[930447970, 930447971]",,Church Lane,unclassified,,False,False,19.22,"LINESTRING (-0.6070089 51.4819464, -0.6068835 51.4819963, -0.6068498 51.4820097, -0.6067675 51.4820304)",,
110768300,,Barrack Lane,residential,,False,True,43.775,"LINESTRING (-0.6071236 51.4796722, -0.6069602 51.4800525)",,
110768300,,Barrack Lane,residential,,False,False,43.775,"LINESTRING (-0.6069602 51.4800525, -0.6071236 51.4796722)",,
5487306,2,Victoria Street,tertiary,30 mph,False,False,66.916,"LINESTRING (-0.6069602 51.4800525, -0.606879 51.4800428, -0.6064096 51.4800139, -0.6059997 51.4799886)",,
5487306,2,Victoria Street,tertiary,30 mph,False,True,78.326,"LINESTRING (-0.6069602 51.4800525, -0.6074663 51.4800903, -0.6075686 51.4800988, -0.6078266 51.4801098, -0.6079555 51.4801025, -0.6080835 51.4800881)",,
260278803,,Park Street,residential,30 mph,False,True,125.905,"LINESTRING (-0.6039711 51.4803209, -0.604346 51.4804733, -0.6045805 51.4805635, -0.6053185 51.480882, -0.605495 51.4809364)",,
1164897819,,Castle Hill,unclassified,30 mph,False,True,20.441999999999997,"LINESTRING (-0.6061991 51.4828598, -0.6063749 51.482822, -0.606428 51.482804, -0.6064647 51.482784)",,
5487306,2,Victoria Street,tertiary,30 mph,False,True,66.916,"LINESTRING (-0.6059997 51.4799886, -0.6064096 51.4800139, -0.606879 51.4800428, -0.6069602 51.4800525)",,
149571568,2,Sheet Street,secondary,30 mph,False,True,108.762,"LINESTRING (-0.6059997 51.4799886, -0.6059258 51.4803246, -0.6058524 51.4806778, -0.6058199 51.4807917, -0.6057549 51.4808834, -0.6057528 51.4809206, -0.6057656 51.4809492)",,B3022
149574027,,William Street,unclassified,,True,False,125.78800000000001,"LINESTRING (-0.6108452 51.4811696, -0.6106704 51.4809682, -0.6105508 51.4808148, -0.610523 51.4807744, -0.6105138 51.480761, -0.6104429 51.4806514, -0.6104034 51.4805287, -0.6103993 51.480503, -0.610393 51.480455, -0.6103897 51.480406, -0.6104043 51.4802099, -0.6104131 51.4801447, -0.6104332 51.4801013)",,
149571568,2,Sheet Street,secondary,30 mph,False,False,108.762,"LINESTRING (-0.6057656 51.4809492, -0.6057528 51.4809206, -0.6057549 51.4808834, -0.6058199 51.4807917, -0.6058524 51.4806778, -0.6059258 51.4803246, -0.6059997 51.4799886)",,B3022
194474793,2,Park Street,residential,30 mph,False,False,18.924,"LINESTRING (-0.6057656 51.4809492, -0.6056958 51.4809482, -0.6056213 51.4809519, -0.605495 51.4809364)",,
"[646696027, 44308815]",2,High Street,secondary,30 mph,False,False,140.88400000000001,"LINESTRING (-0.6057656 51.4809492, -0.6058004 51.480982, -0.6058543 51.4810154, -0.6059028 51.4810511, -0.6060714 51.4811713, -0.6061379 51.4812161, -0.6063494 51.4813587, -0.6065773 51.4815791, -0.6066735 51.4816774, -0.6067734 51.4817754, -0.606884 51.4818631, -0.6069037 51.4818763, -0.6070089 51.4819464)",,B3022
223153474,2,Saint Alban's Street,unclassified,,False,False,36.653999999999996,"LINESTRING (-0.6055441 51.4812609, -0.6055248 51.4811797, -0.6054827 51.4810973, -0.605495 51.4809364)",,
"[33115589, 33115590]",,"['Thames Side', 'Farm Yard']",residential,,False,"[False, True]",128.776,"LINESTRING (-0.6064552 51.4865484, -0.6064307 51.4865006, -0.6065278 51.4864336, -0.6068676 51.4862457, -0.6072833 51.4860254, -0.6068691 51.4857265)",,
934485073,2,William Street,unclassified,,False,False,28.591,"LINESTRING (-0.6104332 51.4801013, -0.6104446 51.4798841, -0.6104464 51.4798443)",,
"[995549844, 223158941, 5063319]",,"['Thames Street', 'High Street']",secondary,30 mph,False,False,188.91199999999992,"LINESTRING (-0.6076295 51.4825947, -0.6076766 51.4826415, -0.607772 51.482729, -0.6079106 51.4828578, -0.6080208 51.4829876, -0.6083047 51.4833002, -0.6084792 51.4834843, -0.6085094 51.4835548, -0.6085097 51.4836161, -0.6084965 51.4836623, -0.6084553 51.4837211, -0.6084055 51.4837636, -0.60832 51.4838188, -0.6080056 51.4840307)",,B3022
995549844,,High Street,secondary,30 mph,False,True,10.263,"LINESTRING (-0.6076295 51.4825947, -0.6075716 51.4825403, -0.6075488 51.4825173)",,B3022
1164897818,2,Castle Hill,unclassified,30 mph,True,False,29.596000000000004,"LINESTRING (-0.6076295 51.4825947, -0.6075468 51.4826239, -0.6074696 51.4826338, -0.6073603 51.4826379, -0.6072172 51.482648)",,
995549844,,High Street,secondary,30 mph,False,False,10.263,"LINESTRING (-0.6075488 51.4825173, -0.6075716 51.4825403, -0.6076295 51.4825947)",,B3022
"[995549843, 995549844, 44308815]",,High Street,secondary,30 mph,False,True,73.77099999999999,"LINESTRING (-0.6075488 51.4825173, -0.6074655 51.4824259, -0.6074204 51.4823793, -0.6073094 51.4822425, -0.6071055 51.482028, -0.6070653 51.4819923, -0.6070089 51.4819464)",,B3022
