osmid,name,highway,oneway,reversed,length,geometry,ref,tunnel,lanes
20915931,South Crockett Avenue,tertiary,False,False,107.773,"LINESTRING (-96.5321504 33.7551825, -96.532179 33.7547048, -96.5322007 33.7542142)",,,
20917422,East Main Street,tertiary,False,True,290.544,"LINESTRING (-96.5321504 33.7551825, -96.5326347 33.7551934, -96.5331884 33.7552158, -96.5339125 33.7552451, -96.5339649 33.7552472, -96.5342381 33.7552576, -96.5345081 33.7552678, -96.53529 33.7552974)",FM 120,,
20915931,South Crockett Avenue,tertiary,False,False,103.414,"LINESTRING (-96.5322007 33.7542142, -96.5322181 33.7537636, -96.5322295 33.7532845)",,,
20915931,South Crockett Avenue,tertiary,False,True,107.773,"LINESTRING (-96.5322007 33.7542142, -96.532179 33.7547048, -96.5321504 33.7551825)",,,
20915931,South Crockett Avenue,tertiary,False,False,71.406,"LINESTRING (-96.5322295 33.7532845, -96.532262 33.7526429)",,,
20915931,South Crockett Avenue,tertiary,False,True,103.414,"LINESTRING (-96.5322295 33.7532845, -96.5322181 33.7537636, -96.5322007 33.7542142)",,,
47513282,South Crockett Avenue,secondary,False,False,43.883,"LINESTRING (-96.5323054 33.7517656, -96.5323129 33.751371)",,,
465971402,East Owens Street,secondary,True,False,63.519999999999996,"LINESTRING (-96.5323054 33.7517656, -96.5323255 33.7520947, -96.5323826 33.752214, -96.5324911 33.7522826)",,,
465971403,South Crockett Avenue,secondary,True,False,98.77399999999999,"LINESTRING (-96.5323054 33.7517656, -96.5322483 33.7519324, -96.5322252 33.7525296, -96.532262 33.7526429)",,,
20922782,East Morgan Street,residential,False,True,142.437,"LINESTRING (-96.5323129 33.751371, -96.5338524 33.7514201)",,,
47513282,South Crockett Avenue,secondary,False,True,43.883,"LINESTRING (-96.5323129 33.751371, -96.5323054 33.7517656)",,,
20916121,East Woodard Street,residential,False,False,61.496,"LINESTRING (-96.5352364 33.7562817, -96.5345713 33.7562728)",,,
20923935,West Woodard Street,residential,False,False,147.256,"LINESTRING (-96.5352364 33.7562817, -96.5356635 33.7562952, -96.5368281 33.7563319)",,,
20924972,North Houston Avenue,secondary,False,False,115.122,"LINESTRING (-96.5352364 33.7562817, -96.5352161 33.7567715, -96.5351935 33.7573164)",FM 120,,
20924972,North Houston Avenue,secondary,False,True,109.56099999999999,"LINESTRING (-96.5352364 33.7562817, -96.535249 33.756051, -96.5352634 33.7557858, -96.53529 33.7552974)",FM 120,,
20916121,East Woodard Street,residential,False,True,61.496,"LINESTRING (-96.5345713 33.7562728, -96.5352364 33.7562817)",,,
20916636,East Owens Street,secondary,False,False,35.713,"LINESTRING (-96.5337952 33.7523979, -96.533409 33.7523912)",,,
20924251,South Lamar Avenue,residential,False,False,108.855,"LINESTRING (-96.5337952 33.7523979, -96.5338524 33.7514201)",,,
"[338857560, 338857565, 20921823]",East Crawford Street,secondary,False,False,185.911,"LINESTRING (-96.5337952 33.7523979, -96.5341113 33.7524859, -96.5344003 33.7526347, -96.5346215 33.7527899, -96.5350273 33.753132, -96.5353766 33.7533938)",,yes,
145261939,West Crawford Street,tertiary,False,False,131.176,"LINESTRING (-96.5353766 33.7533938, -96.5367949 33.7534271)",,,
20923375,South Houston Avenue,secondary,False,True,104.922,"LINESTRING (-96.5353766 33.7533938, -96.5353623 33.7538803, -96.5353489 33.7543371)",,,
