osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,bridge,access
71496850,2,Bradford Road East,residential,False,True,81.664,"LINESTRING (-64.7973585 46.0615807, -64.7983832 46.0613968)",,,
"[71372112, 71497012]",2,Montgomery Avenue,residential,False,False,142.013,"LINESTRING (-64.7973585 46.0615807, -64.7975399 46.0621272, -64.7976607 46.0625, -64.7977695 46.0628256)",,,
71497323,2,Montgomery Avenue,residential,False,True,141.803,"LINESTRING (-64.7973585 46.0615807, -64.7972392 46.0612172, -64.79707 46.0607935, -64.7969113 46.060344)",,,
71371920,1,,trunk_link,True,False,295.371,"LINESTRING (-64.8046068 46.0631499, -64.8044404 46.0629271, -64.8043727 46.0627322, -64.8044009 46.0625403, -64.8045117 46.0624036, -64.8046829 46.0623116, -64.8049209 46.0622638, -64.8052331 46.0623395, -64.8054343 46.0625018, -64.8059201 46.0635378)",,,
"[71496970, 71372451]",2,Findlay Boulevard,trunk,False,True,251.871,"LINESTRING (-64.8046068 46.0631499, -64.8038972 46.0625, -64.8028626 46.0616023, -64.8025836 46.0613727)",,,
71371899,2,Dobson Road,residential,False,False,83.876,"LINESTRING (-64.7987674 46.0652988, -64.7977098 46.0654735)",,,
71372436,2,Montgomery Avenue,residential,False,True,142.091,"LINESTRING (-64.7987674 46.0652988, -64.7982848 46.0640656)",,,
71371928,2,Philip Road,residential,False,True,80.995,"LINESTRING (-64.7972669 46.0642438, -64.7982848 46.0640656)",,,
71372259,2,Cleveland Avenue,residential,False,False,140.942,"LINESTRING (-64.7972669 46.0642438, -64.7977098 46.0654735)",,,
71372554,2,Philip Road,residential,False,False,79.282,"LINESTRING (-64.7992777 46.0638819, -64.7982848 46.0640656)",,,
71372385,2,Yale Avenue,residential,False,True,142.91,"LINESTRING (-64.7992777 46.0638819, -64.7988532 46.0627546, -64.7988107 46.0626382)",,,
71372442,2,Philip Road,residential,False,True,78.658,"LINESTRING (-64.7992777 46.0638819, -64.8001007 46.063743, -64.8002678 46.0637133)",,,
476032476,3,Coverdale Road,primary,False,True,62.091,"LINESTRING (-64.802392 46.0643122, -64.8031672 46.0641622)",NB 114,,
618390737,4,Coverdale Road,primary,False,False,59.977000000000004,"LINESTRING (-64.802392 46.0643122, -64.8023084 46.0643286, -64.8021016 46.0643776, -64.8016714 46.0645123)",NB 114,,
71372089,2,Wedgewood Avenue,residential,False,True,144.533,"LINESTRING (-64.8007241 46.0649711, -64.8007241 46.0648909, -64.8005746 46.0645441, -64.8005543 46.064489, -64.8002678 46.0637133)",,,
618390737,4,Coverdale Road,primary,False,True,89.188,"LINESTRING (-64.8007241 46.0649711, -64.8010297 46.0648066, -64.8016714 46.0645123)",NB 114,,
476032478,4,Coverdale Road,primary,False,False,45.138,"LINESTRING (-64.8066283 46.0633771, -64.8060722 46.0635032)",NB 112,,
618389683,4,Coverdale Road,primary,False,True,46.95,"LINESTRING (-64.8066283 46.0633771, -64.8072067 46.0632459)",NB 112,,
71372249,2,Blythwood Avenue,residential,False,True,114.65100000000001,"LINESTRING (-64.8016714 46.0645123, -64.8015204 46.0641645, -64.8014559 46.0639888, -64.8013336 46.0636554, -64.8012829 46.0635173)",,,
618390737,4,Coverdale Road,primary,False,False,89.188,"LINESTRING (-64.8016714 46.0645123, -64.8010297 46.0648066, -64.8007241 46.0649711)",NB 114,,
618390737,4,Coverdale Road,primary,False,True,59.977000000000004,"LINESTRING (-64.8016714 46.0645123, -64.8021016 46.0643776, -64.8023084 46.0643286, -64.802392 46.0643122)",NB 114,,
71372490,3,Coverdale Road,primary,False,True,79.242,"LINESTRING (-64.8031672 46.0641622, -64.8041434 46.0639407)",NB 114,,
476032476,3,Coverdale Road,primary,False,False,62.091,"LINESTRING (-64.8031672 46.0641622, -64.802392 46.0643122)",NB 114,,
71371899,2,Dobson Road,residential,False,True,83.876,"LINESTRING (-64.7977098 46.0654735, -64.7987674 46.0652988)",,,
71372259,2,Cleveland Avenue,residential,False,True,140.942,"LINESTRING (-64.7977098 46.0654735, -64.7972669 46.0642438)",,,
476032480,4,Coverdale Road,primary,False,False,8.767,"LINESTRING (-64.8060281 46.0635133, -64.8059201 46.0635378)",NB 112,,
476032480,4,Coverdale Road,primary,False,True,3.583,"LINESTRING (-64.8060281 46.0635133, -64.8060722 46.0635032)",NB 112,,
71497352,1,,trunk_link,True,False,387.462,"LINESTRING (-64.8060281 46.0635133, -64.805528 46.0624755, -64.8053096 46.0622799, -64.8049892 46.0621898, -64.8043888 46.0621328, -64.8038717 46.0620184, -64.8035052 46.0618802, -64.8029918 46.0616003, -64.8025836 46.0613727)",,,
71372490,3,Coverdale Road,primary,False,False,79.242,"LINESTRING (-64.8041434 46.0639407, -64.8031672 46.0641622)",NB 114,,
