osmid,oneway,lanes,name,highway,reversed,length,junction,geometry,bridge
159933577,True,2,Palm Coast Parkway West,primary,False,21.735,,"LINESTRING (-81.2219322 29.5537239, -81.2221551 29.5536992)",
464494193,True,1,,motorway_link,False,20.503,diamond,"LINESTRING (-81.2219322 29.5537239, -81.2218348 29.5536566, -81.2217643 29.5536114)",
43096701,True,1,,motorway_link,False,43.429,diamond,"LINESTRING (-81.2220295 29.5540551, -81.2220385 29.5539791, -81.2220363 29.5539199, -81.2220395 29.5538829, -81.2220442 29.5538546, -81.2220532 29.5538219, -81.2220683 29.5537865, -81.2220964 29.5537402, -81.2221551 29.5536992)",
464494193,True,1,,motorway_link,False,38.384,diamond,"LINESTRING (-81.2220295 29.5540551, -81.222004 29.5539709, -81.2219938 29.5539025, -81.2219815 29.5538277, -81.2219731 29.5537951, -81.2219612 29.5537637, -81.2219322 29.5537239)",
37992065,True,1,,motorway_link,False,222.42200000000003,,"LINESTRING (-81.2237354 29.5533735, -81.2235025 29.5533271, -81.2226208 29.5534101, -81.2224016 29.5534269, -81.2222915 29.5534167, -81.2222197 29.5533991, -81.2221699 29.5533809, -81.2221248 29.5533545, -81.2220351 29.5532993, -81.2219346 29.5532269, -81.2218414 29.5531639, -81.2217456 29.5531038, -81.221566 29.5530714)",
129410169,True,2,Palm Coast Parkway East,primary,False,187.237,,"LINESTRING (-81.2237354 29.5533735, -81.2223366 29.5534997, -81.2218109 29.5535541)",
159933570,True,2,Palm Coast Parkway West,primary,False,19.774,,"LINESTRING (-81.2157329 29.5543167, -81.2159361 29.5542972)",
37991952,True,1,,motorway_link,False,41.373,,"LINESTRING (-81.2157329 29.5543167, -81.2156796 29.5543679, -81.215653 29.5544359, -81.2156501 29.5544863, -81.2156518 29.5545352, -81.2156582 29.5545808, -81.2156723 29.5546187, -81.2156816 29.554664)",
129410169,True,2,Palm Coast Parkway East,primary,False,23.651,,"LINESTRING (-81.2218109 29.5535541, -81.2215681 29.5535792)",
41838126,True,2,,motorway_link,False,66.609,,"LINESTRING (-81.2218109 29.5535541, -81.2218445 29.5534674, -81.2218547 29.5534039, -81.2218537 29.5533629, -81.2218479 29.5533269, -81.2218373 29.5532946, -81.2218192 29.5532573, -81.2218025 29.5532316, -81.2217616 29.5531902, -81.2217055 29.5531531, -81.2216647 29.5531242, -81.221566 29.5530714)",
42107344,True,2,,motorway_link,False,17.646,,"LINESTRING (-81.2156323 29.5541774, -81.2157312 29.5542226, -81.2157986 29.5542412)",
"[42213352, 129410169, 42213347]",True,2,Palm Coast Parkway East,primary,False,541.875,,"LINESTRING (-81.2215681 29.5535792, -81.2191981 29.5538188, -81.2182723 29.5539149, -81.2170529 29.5540373, -81.2160035 29.5541418)",yes
10925412,True,2,Palm Coast Parkway West,primary,False,38.586,,"LINESTRING (-81.2215333 29.5537263, -81.2219322 29.5537239)",
41838126,True,2,,motorway_link,False,25.749,,"LINESTRING (-81.2215333 29.5537263, -81.2216998 29.5536469, -81.2217643 29.5536114)",
42213352,True,2,Palm Coast Parkway East,primary,False,36.123,,"LINESTRING (-81.2160035 29.5541418, -81.2156323 29.5541774)",
37991952,True,1,,motorway_link,False,22.935000000000002,,"LINESTRING (-81.2160035 29.5541418, -81.2158443 29.554204, -81.2157986 29.5542412)",
"[159933570, 10925412, 37992066]",True,2,Palm Coast Parkway West,primary,False,545.1519999999999,,"LINESTRING (-81.2159361 29.5542972, -81.2183517 29.5540469, -81.2192583 29.5539591, -81.2201177 29.5538891, -81.2215333 29.5537263)",yes
41838126,True,2,,motorway_link,False,7.805,,"LINESTRING (-81.2217643 29.5536114, -81.2218109 29.5535541)",
464494193,True,1,,motorway_link,False,19.313,diamond,"LINESTRING (-81.2217643 29.5536114, -81.2215681 29.5535792)",
37991952,True,1,,motorway_link,False,10.529,,"LINESTRING (-81.2157986 29.5542412, -81.2157329 29.5543167)",
42107344,True,2,,motorway_link,False,14.686,,"LINESTRING (-81.2157986 29.5542412, -81.2159361 29.5542972)",
