osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,bridge
15231965,True,trunk_link,False,76.447,"LINESTRING (-96.9032979 29.6784319, -96.9032293 29.678672, -96.90323 29.6790115, -96.9032232 29.679044, -96.903198 29.679073, -96.9031671 29.679089)",,,,
15233906,False,trunk,True,52.472,"LINESTRING (-96.9032979 29.6784319, -96.903295 29.678252, -96.9032874 29.6779601)",2,US 77,Kessler Avenue,
"[194644122, 570425531, 194644119]",False,trunk,False,317.922,"LINESTRING (-96.9032979 29.6784319, -96.9033033 29.6786734, -96.903314 29.6791492, -96.9033253 29.6798838, -96.9033574 29.6810808, -96.9033585 29.6812905)",2,US 77,Kessler Avenue,
150869139,False,residential,False,133.428,"LINESTRING (-96.9031671 29.679089, -96.901786 29.679097)",,,South Main Street,
"[15235732, 150869139, 150869140]",False,residential,True,49.510999999999996,"LINESTRING (-96.9031671 29.679089, -96.9032022 29.6791683, -96.9032491 29.6791923, -96.9033561 29.6791918, -96.9034254 29.6791887, -96.903491 29.6791738, -96.9035281 29.6791501, -96.9035489 29.679092)",,,South Main Street,yes
15235732,False,residential,True,124.151,"LINESTRING (-96.9035489 29.679092, -96.904834 29.679093)",,,South Main Street,
15231968,True,trunk_link,False,84.32,"LINESTRING (-96.9035489 29.679092, -96.9034311 29.6790549, -96.9033991 29.679036, -96.903382 29.6789989, -96.9033732 29.6786713, -96.9032979 29.6784319)",,,,
"[150869140, 150869139, 15235732]",False,residential,False,49.510999999999996,"LINESTRING (-96.9035489 29.679092, -96.9035281 29.6791501, -96.903491 29.6791738, -96.9034254 29.6791887, -96.9033561 29.6791918, -96.9032491 29.6791923, -96.9032022 29.6791683, -96.9031671 29.679089)",,,South Main Street,yes
15233365,False,residential,False,148.098,"LINESTRING (-96.90034 29.683079, -96.901873 29.683069)",,,Paulus Street,
15236890,False,residential,True,47.815,"LINESTRING (-96.90034 29.683079, -96.900344 29.683509)",2,,Herder Avenue,
15236890,False,residential,False,104.019,"LINESTRING (-96.90034 29.683079, -96.9003299 29.6826238, -96.9003404 29.6821437)",2,,Herder Avenue,
15233365,False,residential,True,148.098,"LINESTRING (-96.901873 29.683069, -96.90034 29.683079)",,,Paulus Street,
15233365,False,residential,False,143.176,"LINESTRING (-96.901873 29.683069, -96.902313 29.683066, -96.903355 29.683077)",,,Paulus Street,
15236534,False,residential,False,169.63,"LINESTRING (-96.901873 29.683069, -96.901885 29.684037, -96.901911 29.684594)",,,Kellett Avenue,
15236534,False,residential,True,106.044,"LINESTRING (-96.901873 29.683069, -96.90186 29.682611, -96.9018468 29.6821156)",,,Kellett Avenue,
15233365,False,residential,False,149.01999999999998,"LINESTRING (-96.903355 29.683077, -96.903616 29.683079, -96.904689 29.683058, -96.9048973 29.6830571)",,,Paulus Street,
15233365,False,residential,True,143.176,"LINESTRING (-96.903355 29.683077, -96.902313 29.683066, -96.901873 29.683069)",,,Paulus Street,
31276474,False,trunk,False,86.761,"LINESTRING (-96.903355 29.683077, -96.9033 29.683224, -96.903229 29.683366, -96.903141 29.6835, -96.902947 29.683768)",4,US 77,Kessler Avenue,
31276474,False,trunk,True,108.703,"LINESTRING (-96.903355 29.683077, -96.90337 29.683019, -96.903399 29.682866, -96.903395 29.682596, -96.9033734 29.6821033)",4,US 77,Kessler Avenue,
27926331,False,unclassified,False,83.963,"LINESTRING (-96.9048973 29.6830571, -96.9049216 29.6838119)",,,Lyons Avenue,
27926331,False,unclassified,True,108.825,"LINESTRING (-96.9048973 29.6830571, -96.9048657 29.6820788)",,,Lyons Avenue,
15233365,False,residential,False,147.606,"LINESTRING (-96.9048973 29.6830571, -96.905626 29.683055, -96.906425 29.683038)",,,Paulus Street,
15233365,False,residential,True,149.02,"LINESTRING (-96.9048973 29.6830571, -96.904689 29.683058, -96.903616 29.683079, -96.903355 29.683077)",,,Paulus Street,
1049458031,False,unclassified,False,82.855,"LINESTRING (-96.906425 29.683038, -96.906441 29.683783)",,,North Upton Avenue,
15233365,False,residential,False,149.593,"LINESTRING (-96.906425 29.683038, -96.906645 29.683033, -96.9079734 29.6830236)",,,Paulus Street,
15233365,False,residential,True,147.606,"LINESTRING (-96.906425 29.683038, -96.905626 29.683055, -96.9048973 29.6830571)",,,Paulus Street,
1049458031,False,unclassified,True,109.405,"LINESTRING (-96.906425 29.683038, -96.906416 29.682565, -96.9064085 29.6820542)",,,North Upton Avenue,
194644112,False,residential,False,81.959,"LINESTRING (-96.9079734 29.6830236, -96.9079854 29.6837606)",2,,Wolters Avenue,
15233365,False,residential,False,143.087,"LINESTRING (-96.9079734 29.6830236, -96.908531 29.683025, -96.909454 29.682997)",,,Paulus Street,
15233365,False,residential,True,149.593,"LINESTRING (-96.9079734 29.6830236, -96.906645 29.683033, -96.906425 29.683038)",,,Paulus Street,
194644112,False,residential,True,109.095,"LINESTRING (-96.9079734 29.6830236, -96.9079654 29.6825296, -96.9079564 29.6820426)",2,,Wolters Avenue,
15233365,False,residential,True,143.087,"LINESTRING (-96.909454 29.682997, -96.908531 29.683025, -96.9079734 29.6830236)",,,Paulus Street,
15233811,False,residential,True,109.979,"LINESTRING (-96.909454 29.682997, -96.909459 29.682516, -96.909451 29.682008)",,,Hillje Avenue,
1049458032,False,residential,False,62.767,"LINESTRING (-96.901911 29.684594, -96.90256 29.684567)",,,College Street,
15236534,False,residential,True,169.63,"LINESTRING (-96.901911 29.684594, -96.901885 29.684037, -96.901873 29.683069)",,,Kellett Avenue,
1049458032,False,residential,True,95.368,"LINESTRING (-96.901911 29.684594, -96.9015279 29.6845972, -96.9009238 29.6845948)",,,College Street,
15233631,False,unclassified,False,230.421,"LINESTRING (-96.90256 29.684567, -96.904945 29.684537)",,,College Street,
1049458032,False,residential,True,62.767,"LINESTRING (-96.90256 29.684567, -96.901911 29.684594)",,,College Street,
31276474,False,trunk,True,97.578,"LINESTRING (-96.90256 29.684567, -96.902587 29.684415, -96.902628 29.684281, -96.902685 29.684151, -96.902757 29.684028, -96.902947 29.683768)",4,US 77,Kessler Avenue,
15233631,False,unclassified,False,145.788,"LINESTRING (-96.904945 29.684537, -96.906454 29.684518)",,,College Street,
15233631,False,unclassified,True,230.421,"LINESTRING (-96.904945 29.684537, -96.90256 29.684567)",,,College Street,
27926331,False,unclassified,True,80.659,"LINESTRING (-96.904945 29.684537, -96.9049216 29.6838119)",,,Lyons Avenue,
15233631,False,unclassified,True,145.788,"LINESTRING (-96.906454 29.684518, -96.904945 29.684537)",,,College Street,
1049458031,False,unclassified,True,81.738,"LINESTRING (-96.906454 29.684518, -96.906441 29.683783)",,,North Upton Avenue,
1049458030,False,residential,False,150.398,"LINESTRING (-96.906454 29.684518, -96.906899 29.684502, -96.9080104 29.6844896)",,,College Street,
194644112,False,residential,True,81.097,"LINESTRING (-96.9080104 29.6844896, -96.9079854 29.6837606)",2,,Wolters Avenue,
1049458030,False,residential,True,150.398,"LINESTRING (-96.9080104 29.6844896, -96.906899 29.684502, -96.906454 29.684518)",,,College Street,
15233810,False,residential,False,124.454,"LINESTRING (-96.909399 29.677868, -96.9093492 29.6767496)",,,Hillje Avenue,
15235531,False,residential,False,149.708,"LINESTRING (-96.909399 29.677868, -96.9078494 29.6778766)",,,Simpson Street,
15233810,False,residential,True,124.454,"LINESTRING (-96.9093492 29.6767496, -96.909399 29.677868)",,,Hillje Avenue,
642348021,False,tertiary,False,145.642,"LINESTRING (-96.9093492 29.6767496, -96.9078418 29.6767669)",,,Baumgarten Street,
15233810,False,residential,False,104.602,"LINESTRING (-96.9093492 29.6767496, -96.90934 29.676248, -96.909333 29.675809)",,,Hillje Avenue,
15233810,False,residential,True,104.602,"LINESTRING (-96.909333 29.675809, -96.90934 29.676248, -96.9093492 29.6767496)",,,Hillje Avenue,
15235611,False,residential,False,148.602,"LINESTRING (-96.909333 29.675809, -96.90886 29.675797, -96.908165 29.675816, -96.9077954 29.6758146)",,,Black Street,
15233811,False,residential,False,124.643,"LINESTRING (-96.909385 29.679781, -96.909413 29.680351, -96.909436 29.680825, -96.909436 29.680901)",,,Hillje Avenue,
150869138,False,residential,True,145.951,"LINESTRING (-96.909385 29.679781, -96.909321 29.67978, -96.9085587 29.6797896, -96.9078744 29.6797986)",,,North Main Street,
15233811,False,residential,False,123.14100000000002,"LINESTRING (-96.909436 29.680901, -96.909434 29.681477, -96.909433 29.681721, -96.909451 29.682008)",,,Hillje Avenue,
15233811,False,residential,True,124.643,"LINESTRING (-96.909436 29.680901, -96.909436 29.680825, -96.909413 29.680351, -96.909385 29.679781)",,,Hillje Avenue,
15235771,False,residential,False,145.90099999999998,"LINESTRING (-96.909436 29.680901, -96.90931 29.680899, -96.908252 29.680931, -96.9079264 29.6809286)",,,Anderson Street,
15234135,False,secondary,True,144.437,"LINESTRING (-96.909451 29.682008, -96.9079564 29.6820426)",4,US 90,Summit Street,
15233811,False,residential,False,109.979,"LINESTRING (-96.909451 29.682008, -96.909459 29.682516, -96.909454 29.682997)",,,Hillje Avenue,
15233811,False,residential,True,123.141,"LINESTRING (-96.909451 29.682008, -96.909433 29.681721, -96.909434 29.681477, -96.909436 29.680901)",,,Hillje Avenue,
15235611,False,residential,True,147.54,"LINESTRING (-96.903208 29.675897, -96.904735 29.675878)",,,Black Street,
15233906,False,trunk,False,102.667,"LINESTRING (-96.903208 29.675897, -96.903217 29.676353, -96.9032375 29.6768199)",2,US 77,Kessler Avenue,
15235611,False,residential,False,144.478,"LINESTRING (-96.903208 29.675897, -96.902791 29.675903, -96.901713 29.675929)",,,Black Street,
15233906,False,trunk,False,126.876,"LINESTRING (-96.9032375 29.6768199, -96.9032874 29.6779601)",2,US 77,Kessler Avenue,
642348021,False,tertiary,True,147.497,"LINESTRING (-96.9032375 29.6768199, -96.9047641 29.6768024)",,,Baumgarten Street,
642348025,False,residential,False,146.563,"LINESTRING (-96.9032375 29.6768199, -96.9017215 29.6768691)",,,Baumgarten Street,
15233906,False,trunk,True,102.667,"LINESTRING (-96.9032375 29.6768199, -96.903217 29.676353, -96.903208 29.675897)",2,US 77,Kessler Avenue,
15233906,False,trunk,True,126.876,"LINESTRING (-96.9032874 29.6779601, -96.9032375 29.6768199)",2,US 77,Kessler Avenue,
15235528,False,residential,False,149.268,"LINESTRING (-96.9032874 29.6779601, -96.901743 29.678)",,,Simpson Street,
15233906,False,trunk,False,52.472,"LINESTRING (-96.9032874 29.6779601, -96.903295 29.678252, -96.9032979 29.6784319)",2,US 77,Kessler Avenue,
15235528,False,residential,True,146.77499999999998,"LINESTRING (-96.9032874 29.6779601, -96.9044354 29.6779259, -96.9048057 29.6779131)",,,Simpson Street,
