osmid,bridge,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access
116351989,yes,North Tioga Street,residential,25 mph,False,True,14.578,"LINESTRING (-76.497028 42.443888, -76.497024 42.443822, -76.497021 42.443757)",,,
35261299,,North Cayuga Street,secondary,,True,False,94.938,"LINESTRING (-76.49905 42.440403, -76.4990444 42.4403222, -76.4990528 42.4402331, -76.499046 42.4397626, -76.4990407 42.4396375, -76.4990326 42.4395498)",,,
44315344,,West Seneca Street,primary,,True,False,142.418,"LINESTRING (-76.49905 42.440403, -76.4991407 42.4404008, -76.4999279 42.440376, -76.5006948 42.4403518, -76.500784 42.440349)",2,NY 79,
116771863,,North Cayuga Street,tertiary,30 mph,False,False,101.18400000000001,"LINESTRING (-76.49905 42.440403, -76.4990561 42.4404877, -76.4990752 42.4407528, -76.499085 42.440889, -76.4991027 42.4412465, -76.499106 42.441312)",,,
20189928,,North Geneva Street,residential,,False,False,95.59,"LINESTRING (-76.500784 42.440349, -76.5007806 42.4402844, -76.5007794 42.4402621, -76.5007746 42.4401694, -76.5007486 42.4396725, -76.5007418 42.4395732, -76.500739 42.43949)",,,
345319819,,North Geneva Street,residential,,False,False,101.708,"LINESTRING (-76.500784 42.440349, -76.5007884 42.4404327, -76.5007895 42.4404541, -76.5008283 42.4411932, -76.500832 42.441263)",,,
345319820,,West Seneca Street,primary,,True,False,80.657,"LINESTRING (-76.500784 42.440349, -76.5008944 42.4403455, -76.5016759 42.4403208, -76.501766 42.440318)",2,NY 79,
20185869,,North Albany Street,residential,,False,False,95.587,"LINESTRING (-76.501766 42.440318, -76.5017624 42.4402489, -76.5017565 42.4401446, -76.5017466 42.4399485, -76.5017254 42.439543, -76.501721 42.439459)",,,
345087358,,North Albany Street,residential,,False,False,101.699,"LINESTRING (-76.501766 42.440318, -76.5017699 42.4403996, -76.5018076 42.4411626, -76.501811 42.441232)",,,
20189839,,Glen Place,residential,,False,True,87.275,"LINESTRING (-76.4920831 42.4422923, -76.4920466 42.4415904, -76.492042 42.441508)",,,
44322647,,East State Street,secondary,,False,False,30.55,"LINESTRING (-76.493878 42.439453, -76.4941831 42.4394861, -76.4942465 42.439492)",,,
85466221,,East State Street,primary,,False,False,26.988,"LINESTRING (-76.493878 42.439453, -76.4937432 42.4394398, -76.493552 42.439421)",,NY 79,
20188030,,Seneca Way,secondary,,True,False,35.169,"LINESTRING (-76.4943731 42.4391908, -76.4942694 42.4394005, -76.4942615 42.4394347, -76.4942465 42.439492)",2,,
139324073,,East Green Street,primary,,True,False,50.007000000000005,"LINESTRING (-76.4943731 42.4391908, -76.4940636 42.4393547, -76.493878 42.439453)",2,NY 79,
"[20185537, 1137908226, 345319821, 1187505143]",,East Green Street,primary,,True,False,390.68399999999997,"LINESTRING (-76.4989762 42.438635, -76.4988797 42.4386382, -76.4982322 42.4386553, -76.4976434 42.438671, -76.4974152 42.4386788, -76.4973623 42.4386805, -76.496752 42.438695, -76.4963742 42.438698, -76.4961692 42.4387013, -76.4960289 42.4387069, -76.4959881 42.4387085, -76.4958609 42.4387206, -76.4957224 42.43874, -76.4955757 42.4387633, -76.495317 42.438812, -76.4952979 42.4388146, -76.4952266 42.4388335, -76.495148 42.4388533, -76.4950895 42.4388684, -76.494971 42.438903, -76.4948487 42.4389519, -76.494611 42.439047, -76.4944764 42.4391284, -76.4943731 42.4391908)",2,NY 79,
35281998,,South Cayuga Street,tertiary,,False,True,194.53500000000003,"LINESTRING (-76.4989762 42.438635, -76.4989696 42.4385563, -76.4989656 42.4384286, -76.4989592 42.4382514, -76.4989338 42.4377838, -76.4989074 42.4372599, -76.4988899 42.4369554, -76.498887 42.4368868)",,,
"[992563699, 24573599]",yes,South Cayuga Street,tertiary,,False,False,32.266,"LINESTRING (-76.4988218 42.4352106, -76.4988289 42.4353939, -76.4988302 42.4355007)",,,
20185539,,East Spencer Street,residential,,True,False,259.30100000000004,"LINESTRING (-76.4967967 42.4369407, -76.4968218 42.4368688, -76.496852 42.436821, -76.496894 42.436771, -76.4969128 42.4367561, -76.497109 42.436601, -76.497393 42.436364, -76.497978 42.435829, -76.4984698 42.435372, -76.4986551 42.4352248, -76.4987087 42.4352116, -76.4987524 42.4352115, -76.4988218 42.4352106)",,,
20187913,,Turner Place,residential,,False,True,35.805,"LINESTRING (-76.4967967 42.4369407, -76.49679 42.4368703, -76.4967861 42.4367822, -76.496779 42.436619)",,,
"[20190595, 24543875, 24543871]",yes,East Clinton Street,primary,,False,False,171.662,"LINESTRING (-76.4967967 42.4369407, -76.4975841 42.4369242, -76.497672 42.4369234, -76.4977558 42.4369211, -76.497872 42.4369191, -76.4981487 42.436912, -76.498178 42.4369113, -76.4982398 42.436911, -76.4987931 42.4368927, -76.498887 42.4368868)",,NY 96B,
20190595,,East Clinton Street,primary,,False,True,165.87,"LINESTRING (-76.4967967 42.4369407, -76.4967012 42.4369353, -76.4965828 42.4369648, -76.4964348 42.4370053, -76.4961034 42.4371599, -76.495659 42.4373815, -76.495473 42.437465, -76.4954249 42.4374788, -76.49526 42.437526, -76.4950023 42.4375805)",,NY 96B,
20186785,,Schuyler Place,residential,30 mph,False,False,147.674,"LINESTRING (-76.492109 42.439274, -76.4921123 42.439358, -76.492135 42.439944, -76.492165 42.440304, -76.4921731 42.440524, -76.492176 42.440601)",,,
562577763,,East State Street,primary,,False,False,119.584,"LINESTRING (-76.492109 42.439274, -76.492271 42.439281, -76.493552 42.439421)",,NY 79,
20188029,,Seneca Way,primary,,True,False,81.105,"LINESTRING (-76.493552 42.439421, -76.493804 42.439531, -76.493851 42.439558, -76.493872 42.43957, -76.493943 42.439619, -76.494002 42.439668, -76.494061 42.439726, -76.49423 42.439931)",1,NY 79,
85466221,,East State Street,primary,,False,True,26.988,"LINESTRING (-76.493552 42.439421, -76.4937432 42.4394398, -76.493878 42.439453)",,NY 79,
562577763,,East State Street,primary,,False,True,119.584,"LINESTRING (-76.493552 42.439421, -76.492271 42.439281, -76.492109 42.439274)",,NY 79,
44322647,,East State Street,secondary,,False,True,30.55,"LINESTRING (-76.4942465 42.439492, -76.4941831 42.4394861, -76.493878 42.439453)",,,
139324072,,East State Street,secondary,,False,False,89.858,"LINESTRING (-76.4942465 42.439492, -76.4943165 42.4395029, -76.494427 42.439518, -76.4946978 42.4395473, -76.495148 42.4395959, -76.4952088 42.4396025, -76.4953285 42.4396153)",,,
345087361,,Seneca Way,secondary,,True,False,49.089,"LINESTRING (-76.4942465 42.439492, -76.4942234 42.4395812, -76.4942177 42.4396146, -76.4942144 42.439677, -76.4942124 42.439772, -76.49423 42.439931)",2,,
"[995667445, 20189855]",,North Aurora Street,secondary,,True,False,97.093,"LINESTRING (-76.4956414 42.439648, -76.4956449 42.4397202, -76.495646 42.439831, -76.4956734 42.4404249, -76.4956788 42.4405207)",,,yes
24543956,,South Aurora Street,secondary,,False,False,47.666,"LINESTRING (-76.4956414 42.439648, -76.495612 42.4395675, -76.4956013 42.4395372, -76.4955584 42.4394481, -76.4954549 42.4392424)",,,
677344830,,East State Street,secondary,,False,True,25.933999999999997,"LINESTRING (-76.4956414 42.439648, -76.4955296 42.4396375, -76.4953285 42.4396153)",,,
35281997,,South Cayuga Street,secondary,,True,False,101.836,"LINESTRING (-76.4990326 42.4395498, -76.4990235 42.4394763, -76.4989806 42.4387127, -76.4989762 42.438635)",,,
"[364252593, 345317453]",,West State Street,tertiary,,False,True,140.189,"LINESTRING (-76.4990326 42.4395498, -76.4991251 42.4395464, -76.5006158 42.4394932, -76.5006326 42.4394932, -76.500739 42.43949)",2,,
20185728,,Pleasant Street,residential,,True,False,203.418,"LINESTRING (-76.492259 42.43675, -76.4923352 42.4367478, -76.494524 42.436685, -76.4946362 42.4366834, -76.494736 42.436682)",,,
89888879,,Hudson Street,tertiary,,False,False,110.982,"LINESTRING (-76.492259 42.43675, -76.492303 42.436876, -76.492775 42.437671)",,,
89888879,,Hudson Street,tertiary,,False,True,98.04699999999998,"LINESTRING (-76.492259 42.43675, -76.492233 42.436674, -76.492219 42.436602, -76.492214 42.436476, -76.492227 42.436372, -76.4923027 42.4359403, -76.492314 42.435876)",,,
24543596,,Pleasant Street,residential,,False,False,167.805,"LINESTRING (-76.494736 42.436682, -76.4948295 42.4366791, -76.4967071 42.4366212, -76.496779 42.436619)",,,
139324149,,South Aurora Street,primary,,False,False,103.637,"LINESTRING (-76.494736 42.436682, -76.4947392 42.4367333, -76.494752 42.436938, -76.49476 42.437249, -76.4947718 42.4376136)",,NY 96B,
139324149,,South Aurora Street,primary,,False,True,97.62599999999999,"LINESTRING (-76.494736 42.436682, -76.4947327 42.4366306, -76.4946838 42.4358653, -76.49468 42.435805)",,NY 96B,
20187913,,Turner Place,residential,,False,True,97.126,"LINESTRING (-76.496779 42.436619, -76.49674 42.435746)",,,
20187913,,Turner Place,residential,,False,False,35.805,"LINESTRING (-76.496779 42.436619, -76.4967861 42.4367822, -76.49679 42.4368703, -76.4967967 42.4369407)",,,
24543596,,Pleasant Street,residential,,False,True,167.805,"LINESTRING (-76.496779 42.436619, -76.4967071 42.4366212, -76.4948295 42.4366791, -76.494736 42.436682)",,,
20185869,,North Albany Street,residential,,False,True,95.58699999999999,"LINESTRING (-76.501721 42.439459, -76.5017254 42.439543, -76.5017466 42.4399485, -76.5017565 42.4401446, -76.5017624 42.4402489, -76.501766 42.440318)",,,
345087360,,South Albany Street,residential,,False,False,101.17399999999999,"LINESTRING (-76.501721 42.439459, -76.5017247 42.4393837, -76.5016784 42.438635, -76.501674 42.43855)",2,,
345317453,,West State Street,tertiary,,False,False,80.658,"LINESTRING (-76.501721 42.439459, -76.5016202 42.4394622, -76.5008553 42.4394863, -76.500739 42.43949)",2,,
44315224,,West Buffalo Street,tertiary,,False,False,80.409,"LINESTRING (-76.501811 42.441232, -76.5017171 42.441235, -76.5009479 42.4412593, -76.500832 42.441263)",,,
345087358,,North Albany Street,residential,,False,False,142.65099999999998,"LINESTRING (-76.501811 42.441232, -76.5018155 42.4413211, -76.5018718 42.4424448, -76.501876 42.442514)",,,
345087358,,North Albany Street,residential,,False,True,101.69899999999998,"LINESTRING (-76.501811 42.441232, -76.5018076 42.4411626, -76.5017699 42.4403996, -76.501766 42.440318)",,,
345087358,,North Albany Street,residential,,False,True,142.65099999999998,"LINESTRING (-76.501876 42.442514, -76.5018718 42.4424448, -76.5018155 42.4413211, -76.501811 42.441232)",,,
399317766,,North Albany Street,residential,,False,False,101.147,"LINESTRING (-76.501876 42.442514, -76.5018805 42.4426061, -76.501922 42.443423)",,,
"[493038052, 399317767]",,West Court Street,tertiary,15 mph,False,False,80.636,"LINESTRING (-76.501876 42.442514, -76.5017724 42.4425168, -76.5013219 42.4425292, -76.500894 42.442541)",,,
399317766,,North Albany Street,residential,,False,True,101.147,"LINESTRING (-76.501922 42.443423, -76.5018805 42.4426061, -76.501876 42.442514)",,,
20191779,,Center Street,residential,,False,True,80.42500000000001,"LINESTRING (-76.501525 42.435589, -76.5016327 42.435586, -76.502409 42.435564, -76.502504 42.435558)",,,
24663522,,South Albany Street,residential,,False,False,135.138,"LINESTRING (-76.501525 42.435589, -76.5015845 42.4367279, -76.5015893 42.4368034)",,,
24663522,,South Albany Street,residential,,False,True,135.138,"LINESTRING (-76.5015893 42.4368034, -76.5015845 42.4367279, -76.501525 42.435589)",,,
345319826,,West Clinton Street,primary,,False,True,80.212,"LINESTRING (-76.5015893 42.4368034, -76.5016951 42.4367978, -76.5024651 42.4367739, -76.5025657 42.4367709)",2,NY 96B,
