osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,tunnel
11660054,Highland Avenue,residential,False,True,257.249,,,"LINESTRING (-74.3575977 40.5449326, -74.360317 40.5438923)",,
11674148,Rector Street,residential,False,False,77.55,,,"LINESTRING (-74.3575977 40.5449326, -74.358119 40.5455066)",,
62151390,Middlesex Avenue,secondary,False,True,22.273,NJ 27,25 mph,"LINESTRING (-74.364165 40.542557, -74.3639716 40.5426931)",,
11675855,William Street,residential,False,False,209.811,,,"LINESTRING (-74.364165 40.542557, -74.3644707 40.5428864, -74.36456 40.5429826, -74.3646093 40.5430357, -74.365596 40.544099)",,
62151390,Middlesex Avenue,secondary,False,False,91.997,NJ 27,25 mph,"LINESTRING (-74.364165 40.542557, -74.364539 40.5422939, -74.364964 40.541995)",,
11655718,Pleasant Place,residential,False,False,108.62,,,"LINESTRING (-74.3575602 40.541995, -74.3579765 40.5429192)",,
11667878,Clinton Place,residential,False,False,145.63400000000001,,,"LINESTRING (-74.360452 40.539249, -74.3603565 40.5392466, -74.360179 40.539242, -74.3587316 40.5391731)",,
28867578,Main Street,tertiary,False,False,86.928,CR 531,,"LINESTRING (-74.360452 40.539249, -74.3605217 40.5398427, -74.3605356 40.5399426, -74.3605523 40.5400269)",,
28867578,Main Street,tertiary,False,True,38.637,CR 531,,"LINESTRING (-74.360452 40.539249, -74.360442 40.5391638, -74.3604114 40.5389029)",,
11655718,Pleasant Place,residential,False,False,36.41,,,"LINESTRING (-74.3583797 40.5438255, -74.3585177 40.5441357)",,
11655718,Pleasant Place,residential,False,True,106.379,,,"LINESTRING (-74.3583797 40.5438255, -74.3579765 40.5429192)",,
11656171,Washington Place,residential,False,True,152.889,,,"LINESTRING (-74.3583797 40.5438255, -74.3600941 40.5433859)",,
11655718,Pleasant Place,residential,False,True,36.41,,,"LINESTRING (-74.3585177 40.5441357, -74.3583797 40.5438255)",,
11656171,Washington Place,residential,False,False,152.889,,,"LINESTRING (-74.3600941 40.5433859, -74.3583797 40.5438255)",,
11659002,Robins Place,residential,False,False,59.376,,,"LINESTRING (-74.3600941 40.5433859, -74.360317 40.5438923)",,
11659002,Robins Place,residential,False,True,107.373,,,"LINESTRING (-74.3600941 40.5433859, -74.35969 40.5424704)",,
11666447,Woodbridge Avenue,tertiary,False,False,93.009,CR 660,25 mph,"LINESTRING (-74.35773 40.540186, -74.3577995 40.5401882, -74.35883 40.540215)",2,
11656468,Inn Place,residential,False,False,59.8,,,"LINESTRING (-74.3607797 40.5421997, -74.360995 40.542712)",,
276470813,Hillside Avenue,residential,False,False,96.875,,,"LINESTRING (-74.3607797 40.5421997, -74.35969 40.5424704)",,
"[1167849858, 11659941]",Station Place,residential,False,"[False, True]",128.697,,,"LINESTRING (-74.3607797 40.5421997, -74.3606465 40.5419759, -74.360554 40.5418245, -74.3604881 40.5417167, -74.3604675 40.5416831, -74.3603835 40.5415457, -74.3603683 40.5415208, -74.3602351 40.5413029, -74.360141 40.541149)",,
11676015,Hillside Avenue,residential,False,True,81.258,,,"LINESTRING (-74.3607797 40.5421997, -74.3615788 40.541989, -74.361674 40.5419389)",,
11656468,Inn Place,residential,False,True,59.8,,,"LINESTRING (-74.360995 40.542712, -74.3607797 40.5421997)",,
277794554,New Street,residential,False,False,87.285,,,"LINESTRING (-74.3640505 40.5409384, -74.3649588 40.5405646)",,
11656733,Center Street,residential,False,False,140.584,,,"LINESTRING (-74.3640505 40.5409384, -74.3641862 40.5410944, -74.364312 40.5412389, -74.3644991 40.541454, -74.3646013 40.5415715, -74.364875 40.541886, -74.364949 40.541977, -74.364964 40.541995)",,
11677481,New Street,residential,False,True,114.762,,,"LINESTRING (-74.3640505 40.5409384, -74.3633167 40.5412512, -74.3628723 40.5414516)",,
11656733,Center Street,residential,False,True,140.584,,,"LINESTRING (-74.364964 40.541995, -74.364949 40.541977, -74.364875 40.541886, -74.3646013 40.5415715, -74.3644991 40.541454, -74.364312 40.5412389, -74.3641862 40.5410944, -74.3640505 40.5409384)",,
62151390,Middlesex Avenue,secondary,False,True,91.997,NJ 27,25 mph,"LINESTRING (-74.364964 40.541995, -74.364539 40.5422939, -74.364165 40.542557)",,
"[195726179, 195726174]",Center Street,residential,False,False,163.28,,,"LINESTRING (-74.364964 40.541995, -74.3655496 40.5427079, -74.365576 40.54274, -74.3657476 40.5428987, -74.366069 40.543196)",,
"[588947726, 195726175]",Middlesex Avenue,secondary,False,False,98.12,NJ 27,25 mph,"LINESTRING (-74.364964 40.541995, -74.3653598 40.5417204, -74.3655159 40.5416121, -74.3657436 40.5414541, -74.3658215 40.5414)",,
11671066,School Street,residential,False,False,238.50599999999997,,,"LINESTRING (-74.366069 40.543196, -74.3663875 40.5430303, -74.3688042 40.5427942)",,
195726179,Center Street,residential,False,False,91.42099999999999,,,"LINESTRING (-74.366069 40.543196, -74.3665194 40.5436858, -74.3666595 40.5438836)",,
"[195726179, 195726174]",Center Street,residential,False,True,163.28,,,"LINESTRING (-74.366069 40.543196, -74.3657476 40.5428987, -74.365576 40.54274, -74.3655496 40.5427079, -74.364964 40.541995)",,
11673280,Durham Avenue,residential,True,False,108.116,,,"LINESTRING (-74.3666595 40.5438836, -74.367931 40.543775)",,
195726179,Center Street,residential,False,False,148.162,,,"LINESTRING (-74.3666595 40.5438836, -74.3668397 40.5441656, -74.3674346 40.5450788)",,
195726179,Center Street,residential,False,True,91.42099999999999,,,"LINESTRING (-74.3666595 40.5438836, -74.3665194 40.5436858, -74.366069 40.543196)",,
195726179,Center Street,residential,False,False,88.891,,,"LINESTRING (-74.3674346 40.5450788, -74.367915 40.54579)",,
11659919,Talmadge Avenue,residential,True,False,149.80100000000002,,,"LINESTRING (-74.3674346 40.5450788, -74.3660471 40.5456022, -74.3658466 40.5456778)",,
195726179,Center Street,residential,False,True,148.162,,,"LINESTRING (-74.3674346 40.5450788, -74.3668397 40.5441656, -74.3666595 40.5438836)",,
11669222,Maple Avenue,residential,False,False,292.012,,,"LINESTRING (-74.367915 40.54579, -74.3648598 40.5470175)",,
11669222,Maple Avenue,residential,False,True,105.126,,,"LINESTRING (-74.367915 40.54579, -74.369021 40.545357)",,
195726179,Center Street,residential,False,False,118.409,,,"LINESTRING (-74.367915 40.54579, -74.368566 40.546733)",,
195726179,Center Street,residential,False,True,88.891,,,"LINESTRING (-74.367915 40.54579, -74.3674346 40.5450788)",,
11667608,West Chestnut Avenue,residential,False,True,59.772,,,"LINESTRING (-74.368566 40.546733, -74.367935 40.546976)",,
195726179,Center Street,residential,False,True,118.409,,,"LINESTRING (-74.368566 40.546733, -74.367915 40.54579)",,
28867578,Main Street,tertiary,False,False,38.637,CR 531,,"LINESTRING (-74.3604114 40.5389029, -74.360442 40.5391638, -74.360452 40.539249)",,
11674148,Rector Street,residential,False,True,77.55,,,"LINESTRING (-74.358119 40.5455066, -74.3575977 40.5449326)",,
11674148,Rector Street,residential,False,False,110.53800000000001,,,"LINESTRING (-74.358119 40.5455066, -74.3587984 40.5462716, -74.3588508 40.5463306)",,
277794557,Main Street,tertiary,False,False,36.799,CR 531,,"LINESTRING (-74.363961 40.5456205, -74.364146 40.5459201)",,
11658430,Elm Court,residential,False,False,69.815,,,"LINESTRING (-74.363961 40.5456205, -74.3644117 40.5454549, -74.3647048 40.5453471)",,
277794557,Main Street,tertiary,False,True,95.39699999999999,CR 531,,"LINESTRING (-74.363961 40.5456205, -74.363706 40.5452328, -74.3635889 40.5450547, -74.363568 40.545023, -74.3634648 40.54485)",,
11658430,Elm Court,residential,False,True,69.815,,,"LINESTRING (-74.3647048 40.5453471, -74.3644117 40.5454549, -74.363961 40.5456205)",,
11667608,West Chestnut Avenue,residential,False,False,59.772,,,"LINESTRING (-74.367935 40.546976, -74.368566 40.546733)",,
11667608,West Chestnut Avenue,residential,False,True,77.361,,,"LINESTRING (-74.367935 40.546976, -74.3671441 40.5473265)",,
11673309,Pennsylvania Avenue,residential,True,False,154.409,,,"LINESTRING (-74.3592351 40.5414398, -74.3575602 40.541995)",,
11659002,Robins Place,residential,False,False,120.87299999999999,,,"LINESTRING (-74.3592351 40.5414398, -74.3593114 40.5416127, -74.35969 40.5424704)",,
11659002,Robins Place,residential,False,False,107.373,,,"LINESTRING (-74.35969 40.5424704, -74.3600941 40.5433859)",,
276470813,Hillside Avenue,residential,False,False,153.149,,,"LINESTRING (-74.35969 40.5424704, -74.3579765 40.5429192)",,
276470813,Hillside Avenue,residential,False,True,96.875,,,"LINESTRING (-74.35969 40.5424704, -74.3607797 40.5421997)",,
11659002,Robins Place,residential,False,True,120.87299999999999,,,"LINESTRING (-74.35969 40.5424704, -74.3593114 40.5416127, -74.3592351 40.5414398)",,
11659002,Robins Place,residential,False,True,59.376,,,"LINESTRING (-74.360317 40.5438923, -74.3600941 40.5433859)",,
11660054,Highland Avenue,residential,False,False,257.249,,,"LINESTRING (-74.360317 40.5438923, -74.3575977 40.5449326)",,
11660054,Highland Avenue,residential,False,True,196.72099999999998,,,"LINESTRING (-74.360317 40.5438923, -74.3615419 40.5434236, -74.3617241 40.5433539, -74.3618699 40.5432982, -74.3623075 40.5431308, -74.3623964 40.5430967)",,
11667608,West Chestnut Avenue,residential,False,False,75.778,,,"LINESTRING (-74.3663438 40.5476341, -74.3671441 40.5473265)",,
277794557,Main Street,tertiary,False,True,39.731,CR 531,,"LINESTRING (-74.3643586 40.5462388, -74.364146 40.5459201)",,
277794557,Main Street,tertiary,False,False,96.389,CR 531,,"LINESTRING (-74.3643586 40.5462388, -74.3645111 40.5464743, -74.3648598 40.5470175)",,
11677310,Sampson Street,residential,False,False,33.304,,,"LINESTRING (-74.3658466 40.5456778, -74.3656652 40.5454119)",,
11659919,Talmadge Avenue,residential,True,False,140.35399999999998,,,"LINESTRING (-74.3658466 40.5456778, -74.3655473 40.5457906, -74.3654207 40.5458384, -74.3652466 40.545904, -74.3648139 40.5460672, -74.3643586 40.5462388)",,
276470835,Main Street,tertiary,False,True,142.48,CR 531,,"LINESTRING (-74.3623964 40.5430967, -74.361674 40.5419389)",,
11660054,Highland Avenue,residential,False,False,196.721,,,"LINESTRING (-74.3623964 40.5430967, -74.3623075 40.5431308, -74.3618699 40.5432982, -74.3617241 40.5433539, -74.3615419 40.5434236, -74.360317 40.5438923)",,
276470835,Main Street,tertiary,False,False,64.339,CR 531,,"LINESTRING (-74.3623964 40.5430967, -74.3624451 40.5431727, -74.3627298 40.5436169)",,
11655718,Pleasant Place,residential,False,False,106.379,,,"LINESTRING (-74.3579765 40.5429192, -74.3583797 40.5438255)",,
11655718,Pleasant Place,residential,False,True,108.62,,,"LINESTRING (-74.3579765 40.5429192, -74.3575602 40.541995)",,
276470813,Hillside Avenue,residential,False,True,153.149,,,"LINESTRING (-74.3579765 40.5429192, -74.35969 40.5424704)",,
277794557,Main Street,tertiary,False,True,25.34,CR 531,,"LINESTRING (-74.3634648 40.54485, -74.3633306 40.5446462)",,
