osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,width,ref,bridge,access
11623335,True,West Union Street,residential,False,36.635,,,"LINESTRING (-74.7107261 40.1422143, -74.7110956 40.1420447)",,,,
11582776,False,Park Street Hamlet,residential,True,78.378,2,15 mph,"LINESTRING (-74.7108413 40.1494707, -74.7110646 40.1493745, -74.7111061 40.1493671, -74.7111715 40.1493736, -74.7112389 40.1494002, -74.7112834 40.1494328, -74.7114975 40.1497088)",,,,
42760281,False,2nd Street,residential,False,10.227,,,"LINESTRING (-74.710797 40.147598, -74.71074 40.147517)",,,,
42760281,False,2nd Street,residential,True,37.153,,,"LINESTRING (-74.710797 40.147598, -74.711023 40.147884)",,,,
11586967,False,Church Court,residential,False,81.85299999999998,,,"LINESTRING (-74.710797 40.147598, -74.710914 40.147544, -74.71099 40.147504, -74.711012 40.147495, -74.711036 40.147481, -74.711084 40.147459, -74.711107 40.14745, -74.711161 40.147423, -74.711278 40.147369, -74.711339 40.147343, -74.711369 40.147325, -74.711399 40.147311, -74.711463 40.147284, -74.711492 40.147266, -74.711556 40.147239, -74.711592 40.147226, -74.711616 40.147213)",,,,
"[11615903, 11586967]",False,"['Church Court', 'Hankins Alley']",residential,False,73.657,,,"LINESTRING (-74.711616 40.147213, -74.711681 40.147181, -74.711706 40.147172, -74.711728 40.147163, -74.711766 40.147145, -74.71183 40.14711, -74.711849 40.147083, -74.711853 40.147056, -74.711848 40.147038, -74.711828 40.147015, -74.711812 40.147001, -74.71177 40.146992, -74.711744 40.146997, -74.711717 40.147006, -74.711688 40.147019, -74.711663 40.147033, -74.711613 40.147059, -74.711593 40.147073, -74.71157 40.147095, -74.711569 40.147113, -74.711568 40.147122, -74.711573 40.14714, -74.711616 40.147213)",,,,
"[11586967, 11615903]",False,"['Church Court', 'Hankins Alley']",residential,True,73.657,,,"LINESTRING (-74.711616 40.147213, -74.711573 40.14714, -74.711568 40.147122, -74.711569 40.147113, -74.71157 40.147095, -74.711593 40.147073, -74.711613 40.147059, -74.711663 40.147033, -74.711688 40.147019, -74.711717 40.147006, -74.711744 40.146997, -74.71177 40.146992, -74.711812 40.147001, -74.711828 40.147015, -74.711848 40.147038, -74.711853 40.147056, -74.711849 40.147083, -74.71183 40.14711, -74.711766 40.147145, -74.711728 40.147163, -74.711706 40.147172, -74.711681 40.147181, -74.711616 40.147213)",,,,
11586967,False,Church Court,residential,True,81.85300000000001,,,"LINESTRING (-74.711616 40.147213, -74.711592 40.147226, -74.711556 40.147239, -74.711492 40.147266, -74.711463 40.147284, -74.711399 40.147311, -74.711369 40.147325, -74.711339 40.147343, -74.711278 40.147369, -74.711161 40.147423, -74.711107 40.14745, -74.711084 40.147459, -74.711036 40.147481, -74.711012 40.147495, -74.71099 40.147504, -74.710914 40.147544, -74.710797 40.147598)",,,,
11615903,False,Hankins Alley,residential,False,36.512,,,"LINESTRING (-74.711616 40.147213, -74.711685 40.147285, -74.711704 40.147312, -74.711735 40.147344, -74.7118246 40.1474981)",,,,
11626971,False,Prince Street,residential,False,160.61,,,"LINESTRING (-74.7157116 40.1494262, -74.71475 40.1481828)",,,,
974049310,False,Prince Street,residential,True,50.15,,,"LINESTRING (-74.7157116 40.1494262, -74.715917 40.149849)",,,,
11589165,False,Courtland Street,residential,False,100.965,,,"LINESTRING (-74.7157116 40.1494262, -74.7151763 40.1496642, -74.7148026 40.1498304, -74.7146848 40.1498828)",,,,
974049308,False,Courtland Street,residential,False,6.806,,,"LINESTRING (-74.7146848 40.1498828, -74.7146145 40.1499121)",,,,
11589165,False,Courtland Street,residential,True,100.965,,,"LINESTRING (-74.7146848 40.1498828, -74.7148026 40.1498304, -74.7151763 40.1496642, -74.7157116 40.1494262)",,,,
27053999,False,Farnsworth Avenue,residential,True,157.451,,,"LINESTRING (-74.7146848 40.1498828, -74.7143141 40.149404, -74.713753 40.148659)",,,,
11610269,False,2nd Street,residential,True,16.575,,,"LINESTRING (-74.7131321 40.1505926, -74.7132261 40.1507232)","25'4""",,,
11610269,False,2nd Street,residential,False,155.784,,,"LINESTRING (-74.7131321 40.1505926, -74.7125755 40.1498785, -74.712194 40.149389)","25'4""",,,
492403196,True,Courtland Street,residential,False,140.113,,,"LINESTRING (-74.7131321 40.1505926, -74.7137348 40.1503052, -74.7145435 40.1499417)",,,,
11589608,False,Elizabeth Street,residential,False,251.33499999999998,,,"LINESTRING (-74.710265 40.146853, -74.7094841 40.1472045, -74.707717 40.148)",,,,
42760281,False,2nd Street,residential,False,74.868,,,"LINESTRING (-74.710265 40.146853, -74.7100554 40.1465595, -74.709843 40.146262)",,,,
42760281,False,2nd Street,residential,True,84.168,,,"LINESTRING (-74.710265 40.146853, -74.710365 40.14698, -74.71074 40.147517)",,,,
11597498,False,Spring Street,residential,True,83.648,,,"LINESTRING (-74.707717 40.148, -74.708201 40.148655)",,,,
634515893,False,Elizabeth Street,residential,False,76.225,,,"LINESTRING (-74.707717 40.148, -74.706953 40.148359)",,,,
11589608,False,Elizabeth Street,residential,True,251.33499999999998,,,"LINESTRING (-74.707717 40.148, -74.7094841 40.1472045, -74.710265 40.146853)",,,,
11610650,False,Lafayette Street,residential,False,86.238,,,"LINESTRING (-74.706953 40.148359, -74.706458 40.147682)",,,,
11610650,False,Lafayette Street,residential,True,82.512,,,"LINESTRING (-74.706953 40.148359, -74.707433 40.149004)",,,,
634515893,False,Elizabeth Street,residential,False,127.537,,,"LINESTRING (-74.706953 40.148359, -74.7056716 40.1489558)",,,,
634515893,False,Elizabeth Street,residential,True,76.225,,,"LINESTRING (-74.706953 40.148359, -74.707717 40.148)",,,,
11590201,False,Miles Avenue,residential,False,153.172,,,"LINESTRING (-74.7133 40.148095, -74.711751 40.148799)",,,,
1175047339,False,Farnsworth Avenue,tertiary,False,73.59299999999999,,,"LINESTRING (-74.7133 40.148095, -74.713353 40.148158, -74.713753 40.148659)",,CR 545,,
1175047340,False,Farnsworth Avenue,tertiary,True,20.807,,,"LINESTRING (-74.7133 40.148095, -74.713248 40.148032, -74.7131858 40.1479299)",,CR 545,,
11590201,False,Miles Avenue,residential,True,153.172,,,"LINESTRING (-74.711751 40.148799, -74.7133 40.148095)",,,,
"[42760288, 1210752995, 11610287]",False,2nd Street,residential,False,45.767,,,"LINESTRING (-74.711751 40.148799, -74.7115749 40.1485754, -74.7115121 40.1485001, -74.711468 40.1484489)",,,yes,
11610287,False,2nd Street,residential,True,75.642,,,"LINESTRING (-74.711751 40.148799, -74.7119799 40.1491039, -74.712194 40.149389)",,,,
11600488,False,West Burlington Street,tertiary,True,75.791,,,"LINESTRING (-74.7138197 40.142926, -74.712988 40.1431717)",,CR 662,,
11602250,False,Brooks Avenue,residential,False,115.351,,,"LINESTRING (-74.7138197 40.142926, -74.7133109 40.1419643)",,,,
11591508,False,West Pine Street,residential,True,73.63000000000001,,,"LINESTRING (-74.7138197 40.142926, -74.7139268 40.1430668, -74.7140526 40.1432676, -74.7142404 40.1435041)",,,,
11592007,False,Oliver Street,residential,True,129.032,,,"LINESTRING (-74.7122362 40.1421636, -74.712988 40.1431717)",,,,
11626541,True,Willow Street,residential,False,59.532,,,"LINESTRING (-74.7114477 40.1425075, -74.7110956 40.1420447)",,,,
11591589,True,Anderson Street,residential,False,77.16799999999999,,,"LINESTRING (-74.7114477 40.1425075, -74.7115347 40.1424681, -74.7121267 40.1422119, -74.7122362 40.1421636)",,,,
11592007,False,Oliver Street,residential,False,129.032,,,"LINESTRING (-74.712988 40.1431717, -74.7122362 40.1421636)",,,,
11600488,False,West Burlington Street,tertiary,False,75.791,,,"LINESTRING (-74.712988 40.1431717, -74.7138197 40.142926)",,CR 662,,
11600488,False,West Burlington Street,tertiary,True,76.142,,,"LINESTRING (-74.712988 40.1431717, -74.7121584 40.14343)",,CR 662,,
"[11597852, 11592007]",False,"['Oliver Street', 'Federal Street']",residential,"[False, True]",221.51700000000002,,,"LINESTRING (-74.712988 40.1431717, -74.713828 40.144267, -74.713806 40.14436, -74.713223 40.144658, -74.7131406 40.1447249)",,,,
11593579,False,Ann Street,residential,False,58.318,,,"LINESTRING (-74.708123 40.14957, -74.7087099 40.1492983)",,,,
11593579,False,Ann Street,residential,False,113.187,,,"LINESTRING (-74.7087099 40.1492983, -74.709849 40.148771)",,,,
11593579,False,Ann Street,residential,True,58.318,,,"LINESTRING (-74.7087099 40.1492983, -74.708123 40.14957)",,,,
11597498,False,Spring Street,residential,False,83.592,,,"LINESTRING (-74.7087099 40.1492983, -74.708201 40.148655)",,,,
11597498,False,Spring Street,residential,True,44.069,,,"LINESTRING (-74.7087099 40.1492983, -74.7089637 40.1496439)",,,,
11593579,False,Ann Street,residential,True,113.187,,,"LINESTRING (-74.709849 40.148771, -74.7087099 40.1492983)",,,,
11628698,False,3rd Street,residential,True,42.113,,,"LINESTRING (-74.709849 40.148771, -74.7101034 40.149096)",,,,
11628698,False,3rd Street,residential,False,81.916,,,"LINESTRING (-74.709849 40.148771, -74.7096938 40.1485615, -74.709374 40.14813)",,,,
27054009,False,Farnsworth Avenue,tertiary,False,70.562,,,"LINESTRING (-74.712555 40.1471471, -74.7129796 40.1476924)",,CR 545,,
