osmid,highway,oneway,reversed,length,geometry,lanes,name,ref,maxspeed
12472591,residential,False,False,67.85,"LINESTRING (-82.2760338 33.8822022, -82.276319 33.882226, -82.276377 33.882273, -82.276724 33.882173)",,,,
12475247,unclassified,False,False,17.54,"LINESTRING (-82.2760338 33.8822022, -82.275977 33.8822501, -82.2758819 33.8822944)",2,Jefferson Street,,
12475247,unclassified,False,True,227.033,"LINESTRING (-82.2760338 33.8822022, -82.2771213 33.8807975, -82.2773763 33.8804917)",2,Jefferson Street,,
12472591,residential,False,True,67.85,"LINESTRING (-82.276724 33.882173, -82.276377 33.882273, -82.276319 33.882226, -82.2760338 33.8822022)",,,,
954138601,primary,False,True,88.318,"LINESTRING (-82.2748662 33.8805077, -82.2744675 33.8797857)",2,Highway 28 South,US 221;SC 28,55 mph
12474254,residential,False,False,28.444000000000003,"LINESTRING (-82.2748662 33.8805077, -82.2750102 33.880456, -82.2750802 33.880427, -82.2751422 33.880395)",,,,
954138601,primary,False,False,219.68900000000002,"LINESTRING (-82.2748662 33.8805077, -82.2755615 33.8817424, -82.2758819 33.8822944)",2,Highway 28 South,US 221;SC 28,55 mph
12474254,residential,False,True,28.444000000000003,"LINESTRING (-82.2751422 33.880395, -82.2750802 33.880427, -82.2750102 33.880456, -82.2748662 33.8805077)",,,,
954138601,primary,False,False,88.318,"LINESTRING (-82.2744675 33.8797857, -82.2748662 33.8805077)",2,Highway 28 South,US 221;SC 28,55 mph
12475247,unclassified,False,True,17.54,"LINESTRING (-82.2758819 33.8822944, -82.275977 33.8822501, -82.2760338 33.8822022)",2,Jefferson Street,,
954138601,primary,False,True,219.68900000000002,"LINESTRING (-82.2758819 33.8822944, -82.2755615 33.8817424, -82.2748662 33.8805077)",2,Highway 28 South,US 221;SC 28,55 mph
12475747,residential,False,False,89.69,"LINESTRING (-82.2773763 33.8804917, -82.2783161 33.8806963)",,Bernard Anderson Road,,
12475247,unclassified,False,False,227.033,"LINESTRING (-82.2773763 33.8804917, -82.2771213 33.8807975, -82.2760338 33.8822022)",2,Jefferson Street,,
12475747,residential,False,True,89.69,"LINESTRING (-82.2783161 33.8806963, -82.2773763 33.8804917)",,Bernard Anderson Road,,
