osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction
18706386,Dartmouth Avenue,residential,False,False,67.701,"LINESTRING (-90.3094305 38.6614027, -90.3099616 38.6613273, -90.3102003 38.6613085)",,
235312245,Harvard Avenue,residential,False,True,392.166,"LINESTRING (-90.3094305 38.6614027, -90.309492 38.6611601, -90.3095436 38.660558, -90.3095334 38.6598912, -90.309513 38.659452, -90.3096255 38.6590886, -90.3097124 38.658861, -90.3098008 38.6587094, -90.3098999 38.6585913, -90.3100026 38.6584956, -90.3101688 38.6584102, -90.3103823 38.6583259, -90.3105963 38.6582499)",,
300364988,New Enright Avenue,residential,False,True,68.872,"LINESTRING (-90.307649 38.6575618, -90.307244 38.6575205, -90.3068625 38.6574816)",,
300364990,Syracuse Avenue,residential,False,True,14.971,"LINESTRING (-90.3073459 38.6593735, -90.3073683 38.65924)",,
18699826,Clemens Avenue,residential,True,False,79.036,"LINESTRING (-90.3073459 38.6593735, -90.3077239 38.6594085, -90.3081159 38.6594449, -90.3082498 38.6594573)",,
42392974,Westgate Avenue,residential,False,False,84.704,"LINESTRING (-90.3050547 38.6532315, -90.3047883 38.6539643)",,
18706888,Center Avenue,residential,False,False,61.733999999999995,"LINESTRING (-90.3050547 38.6532315, -90.3055521 38.6532648, -90.3057611 38.6532911)",,
42392974,Westgate Avenue,residential,False,True,84.704,"LINESTRING (-90.3047883 38.6539643, -90.3050547 38.6532315)",,
42392974,Westgate Avenue,residential,False,False,113.17599999999999,"LINESTRING (-90.3047883 38.6539643, -90.3046965 38.6544764, -90.3046697 38.6546733, -90.3046251 38.654974)",,
42392974,Westgate Avenue,residential,False,True,113.17599999999999,"LINESTRING (-90.3046251 38.654974, -90.3046697 38.6546733, -90.3046965 38.6544764, -90.3047883 38.6539643)",,
620507480,Delmar Boulevard,secondary,False,False,58.379,"LINESTRING (-90.3046173 38.6559348, -90.3052841 38.6560019)",,
18699818,Amherst Avenue,residential,False,False,269.481,"LINESTRING (-90.3108494 38.6603764, -90.3111114 38.6605203, -90.3116032 38.6606869, -90.3123083 38.6607405, -90.3129808 38.6607942, -90.3133316 38.6608422, -90.3138105 38.6609713)",,
18708136,Trinity Avenue,residential,False,False,124.36300000000001,"LINESTRING (-90.3108494 38.6603764, -90.3108225 38.6606131, -90.3107796 38.6607786, -90.3106804 38.660965, -90.3105382 38.6610927, -90.3102003 38.6613085)",,
18708136,Trinity Avenue,residential,False,True,104.122,"LINESTRING (-90.3108494 38.6603764, -90.3107474 38.6600727, -90.3107233 38.659878, -90.3107287 38.6596916, -90.3107957 38.659457)",,
18699818,Amherst Avenue,residential,False,True,269.481,"LINESTRING (-90.3138105 38.6609713, -90.3133316 38.6608422, -90.3129808 38.6607942, -90.3123083 38.6607405, -90.3116032 38.6606869, -90.3111114 38.6605203, -90.3108494 38.6603764)",,
18710492,Radcliff Avenue,residential,False,True,63.98400000000001,"LINESTRING (-90.3138105 38.6609713, -90.3137166 38.6607932, -90.3136711 38.6606173, -90.3136603 38.6604141)",,
18699826,Clemens Avenue,residential,True,False,15.134,"LINESTRING (-90.3054362 38.6591861, -90.3056089 38.6592045)",,
22903801,Leland Avenue,residential,True,False,121.51799999999999,"LINESTRING (-90.3054362 38.6591861, -90.3052954 38.6600877, -90.3053114 38.6601338, -90.3053919 38.6602553)",,
18699826,Clemens Avenue,residential,True,False,77.241,"LINESTRING (-90.3064635 38.6592855, -90.3073459 38.6593735)",,
300364987,Heman Avenue,residential,True,False,16.066,"LINESTRING (-90.3064635 38.6592855, -90.3065574 38.659161)",,
300364986,Heman Avenue,residential,False,False,50.95,"LINESTRING (-90.3064635 38.6592855, -90.3064575 38.6593199, -90.3063842 38.6597395)",,
624011136,Kingsland Avenue,tertiary,False,True,13.985,"LINESTRING (-90.3082498 38.6594573, -90.3082708 38.6593326)",,
18717902,New Enright Avenue,residential,False,False,9.478,"LINESTRING (-90.3067894 38.6574183, -90.3068625 38.6574816)",,
18700094,Heman Avenue,residential,True,False,44.059999999999995,"LINESTRING (-90.3067894 38.6574183, -90.3067143 38.6574822, -90.3066629 38.6577891)",,
18717902,New Enright Avenue,residential,False,True,76.50200000000001,"LINESTRING (-90.3067894 38.6574183, -90.3063069 38.6573759, -90.3059139 38.6573413)",,
300364986,Heman Avenue,residential,False,True,50.95,"LINESTRING (-90.3063842 38.6597395, -90.3064575 38.6593199, -90.3064635 38.6592855)",,
18708136,Trinity Avenue,residential,False,True,46.729,"LINESTRING (-90.3108628 38.658615, -90.3105963 38.6582499)",,
18700717,Cornell Avenue,residential,False,False,221.47400000000002,"LINESTRING (-90.3108628 38.658615, -90.3110693 38.658747, -90.3112732 38.6588328, -90.3114958 38.6588852, -90.3117372 38.658904, -90.3119839 38.6588936, -90.3126143 38.6588203, -90.3128315 38.6588161, -90.3133063 38.6588349)",,
18708136,Trinity Avenue,residential,False,False,95.59700000000001,"LINESTRING (-90.3108628 38.658615, -90.3109245 38.658793, -90.3109272 38.6589878, -90.3108896 38.6591533, -90.3107957 38.659457)",,
18700717,Cornell Avenue,residential,False,False,160.20499999999998,"LINESTRING (-90.3133063 38.6588349, -90.3136711 38.6587993, -90.3139956 38.6587281, -90.3142611 38.6586066, -90.3144811 38.6584516, -90.3146179 38.6582987, -90.314752 38.6580914)",,
18700717,Cornell Avenue,residential,False,True,221.474,"LINESTRING (-90.3133063 38.6588349, -90.3128315 38.6588161, -90.3126143 38.6588203, -90.3119839 38.6588936, -90.3117372 38.658904, -90.3114958 38.6588852, -90.3112732 38.6588328, -90.3110693 38.658747, -90.3108628 38.658615)",,
18710492,Radcliff Avenue,residential,False,False,205.696,"LINESTRING (-90.3133063 38.6588349, -90.3135745 38.6589355, -90.3136952 38.6590109, -90.3138373 38.6591386, -90.3139312 38.6592957, -90.3139634 38.6594633, -90.31395 38.6596497, -90.3139071 38.6598193, -90.3136603 38.6604141)",,
18700717,Cornell Avenue,residential,False,True,160.205,"LINESTRING (-90.314752 38.6580914, -90.3146179 38.6582987, -90.3144811 38.6584516, -90.3142611 38.6586066, -90.3139956 38.6587281, -90.3136711 38.6587993, -90.3133063 38.6588349)",,
18717132,Yale Avenue,residential,False,True,134.466,"LINESTRING (-90.314752 38.6580914, -90.3148074 38.6579106, -90.3148235 38.6577242, -90.3148155 38.6575461, -90.3148121 38.6575302, -90.3147806 38.6573807, -90.3147109 38.6572278, -90.3146518 38.6571126, -90.3146397 38.6570071, -90.3146284 38.6569091)",,
300370009,Princeton Avenue,residential,False,True,354.50200000000007,"LINESTRING (-90.314752 38.6580914, -90.3143434 38.6579231, -90.3140537 38.6578415, -90.3137801 38.6578079, -90.31352 38.6577975, -90.3132625 38.6578017, -90.3123156 38.6578854, -90.3120903 38.6578813, -90.3118624 38.6578436, -90.311621 38.6577744, -90.311401 38.6576613, -90.3111891 38.6575105, -90.3111222 38.6574582, -90.3110966 38.6574382, -90.311012 38.6573245)",,
18708136,Trinity Avenue,residential,False,False,46.729,"LINESTRING (-90.3105963 38.6582499, -90.3108628 38.658615)",,
