osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,maxspeed
84211772,2,Delano Avenue,tertiary,False,False,41.049,,"LINESTRING (-97.923336 48.919902, -97.922886 48.920123)",
9745504,2,Sunset Avenue,tertiary,False,False,77.00399999999999,CR 55,"LINESTRING (-97.923336 48.919902, -97.92368 48.919833, -97.924374 48.919822)",
9745504,2,Sunset Avenue,tertiary,False,True,77.00399999999999,CR 55,"LINESTRING (-97.924374 48.919822, -97.92368 48.919833, -97.923336 48.919902)",
9745520,2,5th Street,primary,False,False,62.968,ND 32,"LINESTRING (-97.92194 48.919284, -97.9224671 48.919732)",25 mph
9748894,2,Central Avenue,residential,False,False,117.05,,"LINESTRING (-97.92194 48.919284, -97.920651 48.919909)",
9745520,2,5th Street,primary,False,True,62.968,ND 32,"LINESTRING (-97.9224671 48.919732, -97.92194 48.919284)",25 mph
817759231,2,,tertiary_link,False,True,53.171,,"LINESTRING (-97.9224671 48.919732, -97.922886 48.920123)",
9745520,2,5th Street,primary,False,False,81.816,ND 32,"LINESTRING (-97.9224671 48.919732, -97.922524 48.9198643, -97.922527 48.920005, -97.922489 48.920154, -97.92239 48.920291, -97.922253 48.920417)",25 mph
9745520,2,5th Street,primary,False,True,81.816,ND 32,"LINESTRING (-97.922253 48.920417, -97.92239 48.920291, -97.922489 48.920154, -97.922527 48.920005, -97.922524 48.9198643, -97.9224671 48.919732)",25 mph
84211770,2,Delano Avenue,primary,False,False,60.913000000000004,ND 32,"LINESTRING (-97.922253 48.920417, -97.921971 48.920546, -97.921581 48.920741)",25 mph
84211772,2,Delano Avenue,tertiary,False,True,56.647999999999996,,"LINESTRING (-97.922253 48.920417, -97.922703 48.920203, -97.922886 48.920123)",
9748240,2,9th Street,residential,False,True,114.77,,"LINESTRING (-97.920589 48.925128, -97.919643 48.924304)",
9748611,2,Mager Avenue,residential,False,False,102.047,,"LINESTRING (-97.920589 48.925128, -97.920963 48.92493, -97.921619 48.924655, -97.921749 48.924624)",
"[9746673, 9748611]",2,"['Mager Avenue', '10th Street']",residential,False,True,231.174,,"LINESTRING (-97.920589 48.925128, -97.919369 48.925757, -97.918887 48.9253228, -97.91843 48.924895)",
9746584,2,8th Street,residential,False,True,52.264,,"LINESTRING (-97.917171 48.920287, -97.9167664 48.9198994)",
