osmid,name,highway,oneway,reversed,length,geometry,lanes,access,ref,maxspeed,bridge
10314387,Quartz Alley,residential,False,True,112.342,"LINESTRING (-120.8023919 38.7276988, -120.8018874 38.7267683)",,,,,
10330227,Reservoir Street,residential,True,False,328.52299999999997,"LINESTRING (-120.8023919 38.7276988, -120.8023122 38.7277296, -120.8022658 38.7277553, -120.80223 38.7277851, -120.8021909 38.7278253, -120.8021143 38.7278862, -120.8020303 38.7279428, -120.8019128 38.7280113, -120.801758 38.7281076, -120.8015844 38.7282233, -120.8014407 38.7283007, -120.8010302 38.7285081, -120.8006508 38.7286913, -120.8004369 38.7288095, -120.8003088 38.7288963, -120.8001791 38.7290025, -120.8000242 38.7291454, -120.7998257 38.7293161, -120.7997121 38.7294058, -120.7996948 38.7294247, -120.7996852 38.7294487, -120.7996847 38.729473, -120.799708 38.7295406, -120.7997435 38.7296312)",,,,,
10330435,Benson Court,residential,False,False,34.691,"LINESTRING (-120.797717 38.7336448, -120.7981104 38.7335886)",,,,,
"[10327232, 10330435]","['Benson Court', 'Benson Street']",residential,False,True,176.969,"LINESTRING (-120.797717 38.7336448, -120.797313 38.7336455, -120.7972354 38.7336008, -120.7971749 38.7332866, -120.7970067 38.732413)",,,,,
10320667,High Street,residential,False,False,80.637,"LINESTRING (-120.8034682 38.7292305, -120.80352 38.7291792, -120.8038249 38.7288769, -120.8039697 38.7287639, -120.8041065 38.7287199)",,,,,
10328557,Conrad Street,residential,False,False,73.406,"LINESTRING (-120.8034682 38.7292305, -120.8030594 38.729365, -120.8029666 38.7294083, -120.8029036 38.7294689, -120.8028674 38.7295422, -120.8028661 38.7296153)",,,,,
10320667,High Street,residential,False,True,80.637,"LINESTRING (-120.8041065 38.7287199, -120.8039697 38.7287639, -120.8038249 38.7288769, -120.80352 38.7291792, -120.8034682 38.7292305)",,,,,
10321008,Adams Way,residential,False,False,36.166,"LINESTRING (-120.797993 38.7267648, -120.7975761 38.7267625)",2,yes,,,
10329374,Clark Street,residential,False,True,37.423,"LINESTRING (-120.797993 38.7267648, -120.7978795 38.7264401)",,,,,
10329374,Clark Street,residential,False,False,63.143,"LINESTRING (-120.797993 38.7267648, -120.7981579 38.7272104, -120.7982397 38.7272926)",,,,,
10321008,Adams Way,residential,False,True,36.166,"LINESTRING (-120.7975761 38.7267625, -120.797993 38.7267648)",2,yes,,,
10321008,Adams Way,residential,False,False,85.988,"LINESTRING (-120.7975761 38.7267625, -120.7974761 38.7269363, -120.7974271 38.7270214, -120.7973053 38.7271281, -120.7970639 38.7271616, -120.7968654 38.7271741)",2,yes,,,
359619394,Adams Way,residential,False,False,25.959,"LINESTRING (-120.7975761 38.7267625, -120.7975175 38.7267085, -120.7974642 38.7265512)",,,,,
10321484,Goldner Street,residential,False,False,122.825,"LINESTRING (-120.7976518 38.7257904, -120.7981069 38.7257195, -120.7982153 38.7257009, -120.7983302 38.7256749, -120.7985456 38.7256148, -120.798666 38.725577, -120.7987845 38.7255332, -120.7990063 38.7254815)",2,yes,,,
10329374,Clark Street,residential,False,False,74.997,"LINESTRING (-120.7976518 38.7257904, -120.7976937 38.7258748, -120.7977315 38.7259623, -120.7977722 38.7260783, -120.7978089 38.7261975, -120.7978795 38.7264401)",,,,,
10321484,Goldner Street,residential,False,False,103.30099999999999,"LINESTRING (-120.7990063 38.7254815, -120.799097 38.7258301, -120.7991936 38.7258974, -120.7993062 38.7259447, -120.7997378 38.726104)",2,yes,,,
10321484,Goldner Street,residential,False,True,122.825,"LINESTRING (-120.7990063 38.7254815, -120.7987845 38.7255332, -120.798666 38.725577, -120.7985456 38.7256148, -120.7983302 38.7256749, -120.7982153 38.7257009, -120.7981069 38.7257195, -120.7976518 38.7257904)",2,yes,,,
10334487,Blue Bell Court,residential,False,False,28.285999999999998,"LINESTRING (-120.7990063 38.7254815, -120.7991676 38.725449, -120.7992426 38.7254424, -120.7993266 38.7254428)",2,yes,,,
10321484,Goldner Street,residential,False,False,129.07600000000002,"LINESTRING (-120.7997378 38.726104, -120.7999835 38.726198, -120.8002228 38.726302, -120.8002868 38.7263398, -120.8003365 38.7263776, -120.8003846 38.7264192, -120.8004279 38.7264632, -120.8005638 38.7266911, -120.8007091 38.7269184)",2,yes,,,
10321484,Goldner Street,residential,False,True,103.30099999999999,"LINESTRING (-120.7997378 38.726104, -120.7993062 38.7259447, -120.7991936 38.7258974, -120.799097 38.7258301, -120.7990063 38.7254815)",2,yes,,,
10324996,Goldner Court,residential,False,False,79.907,"LINESTRING (-120.7997378 38.726104, -120.7997842 38.7264154, -120.7998002 38.7264841, -120.7997861 38.7265332, -120.7997493 38.7265615, -120.7997143 38.7265714, -120.7994385 38.7265574)",2,yes,,,
10321484,Goldner Street,residential,False,True,129.076,"LINESTRING (-120.8007091 38.7269184, -120.8005638 38.7266911, -120.8004279 38.7264632, -120.8003846 38.7264192, -120.8003365 38.7263776, -120.8002868 38.7263398, -120.8002228 38.726302, -120.7999835 38.726198, -120.7997378 38.726104)",2,yes,,,
10329669,Pacific Street,tertiary,False,False,107.302,"LINESTRING (-120.8007091 38.7269184, -120.800634 38.726946, -120.800467 38.7270149, -120.8001288 38.7271598, -120.8000172 38.7272055, -120.7999122 38.7272443, -120.7998182 38.7272788, -120.7997541 38.7272986, -120.7996822 38.7273176, -120.7995971 38.7273357)",2,yes,,,
96187674,Pacific Street,tertiary,False,True,103.977,"LINESTRING (-120.8007091 38.7269184, -120.8007898 38.7268942, -120.8008893 38.7268718, -120.8009689 38.7268614, -120.8010827 38.7268528, -120.8012408 38.7268425, -120.8014707 38.7268269, -120.8015923 38.7268166, -120.8016951 38.7268037, -120.8018034 38.7267864, -120.8018874 38.7267683)",,,,,
31824648,Spring Street,tertiary,False,True,12.575,"LINESTRING (-120.7991001 38.7307574, -120.7992423 38.7307794)",,,,,
456509342,Bedford Avenue,tertiary,False,True,28.636,"LINESTRING (-120.7991001 38.7307574, -120.7990954 38.7304999)",4,,,,
186082329,Bedford Avenue,residential,True,False,125.37900000000002,"LINESTRING (-120.7991001 38.7307574, -120.7990001 38.730787, -120.7989325 38.7308217, -120.7988722 38.7308804, -120.7988628 38.7309588, -120.7988494 38.731235, -120.7987887 38.7317836)",,,,,
10321855,Union Street,residential,False,True,186.02999999999997,"LINESTRING (-120.8011668 38.7300716, -120.8007538 38.7302558, -120.8004453 38.7304022, -120.8002254 38.7304336, -120.7996138 38.7306052, -120.7993 38.7307433, -120.7992423 38.7307794)",,,,,
83988429,Locust Avenue,residential,False,False,55.129,"LINESTRING (-120.7938217 38.730084, -120.7937162 38.7298782, -120.7936743 38.7297965, -120.7935856 38.7296237)",,,,,
83988429,Locust Avenue,residential,False,True,195.316,"LINESTRING (-120.7938217 38.730084, -120.7938454 38.7301201, -120.7938753 38.7301821, -120.793912 38.7302581, -120.7939366 38.730309, -120.7939548 38.7303468, -120.7939625 38.7303628, -120.7940491 38.7305421, -120.7942461 38.7309503, -120.7942327 38.7310779, -120.7941683 38.7312181, -120.7939081 38.7314566, -120.7937133 38.7316407)",,,,,
10322090,Garden Loop,residential,False,False,220.46100000000007,"LINESTRING (-120.8007125 38.7313591, -120.800661 38.7310816, -120.8006325 38.7310554, -120.8005764 38.7310039, -120.8004714 38.7309747, -120.80042 38.7309471, -120.800344 38.7308726, -120.800279 38.7308458, -120.8001503 38.7308416, -120.7999625 38.7308814, -120.7998794 38.7309441, -120.799866 38.7310174, -120.7999357 38.7311931, -120.7999759 38.7312015, -120.8003703 38.7311282, -120.8004136 38.7311276, -120.8004714 38.731166, -120.8005295 38.7312044, -120.8007125 38.7313591)",,,,,
10322090,Garden Loop,residential,False,True,220.46100000000004,"LINESTRING (-120.8007125 38.7313591, -120.8005295 38.7312044, -120.8004714 38.731166, -120.8004136 38.7311276, -120.8003703 38.7311282, -120.7999759 38.7312015, -120.7999357 38.7311931, -120.799866 38.7310174, -120.7998794 38.7309441, -120.7999625 38.7308814, -120.8001503 38.7308416, -120.800279 38.7308458, -120.800344 38.7308726, -120.80042 38.7309471, -120.8004714 38.7309747, -120.8005764 38.7310039, -120.8006325 38.7310554, -120.800661 38.7310816, -120.8007125 38.7313591)",,,,,
10322091,Garden Loop,residential,False,True,23.583,"LINESTRING (-120.8007125 38.7313591, -120.8007145 38.7315102, -120.8007409 38.7315676)",,,,,
10327867,Cottage Street,residential,False,True,14.444,"LINESTRING (-120.8007409 38.7315676, -120.8008611 38.7314777)",,,,,
10322091,Garden Loop,residential,False,False,23.583,"LINESTRING (-120.8007409 38.7315676, -120.8007145 38.7315102, -120.8007125 38.7313591)",,,,,
10325443,Garden Street,residential,False,False,101.40199999999999,"LINESTRING (-120.8007409 38.7315676, -120.8006492 38.7316137, -120.8006401 38.7324405)",,,,,
10334794,Elm Court,residential,False,False,53.303,"LINESTRING (-120.7933455 38.7327498, -120.7932686 38.7332254)",,,,,
10322460,Elm Avenue,residential,False,False,97.764,"LINESTRING (-120.7933455 38.7327498, -120.7933428 38.7325783, -120.793201 38.7318793)",,,,,
83988429,Locust Avenue,residential,False,True,19.702,"LINESTRING (-120.793201 38.7318793, -120.7929764 38.7318529)",,,,,
10322460,Elm Avenue,residential,False,True,97.764,"LINESTRING (-120.793201 38.7318793, -120.7933428 38.7325783, -120.7933455 38.7327498)",,,,,
83988429,Locust Avenue,residential,False,False,53.483999999999995,"LINESTRING (-120.793201 38.7318793, -120.7933673 38.7318542, -120.7934639 38.7318228, -120.7935658 38.7317349, -120.7937133 38.7316407)",,,,,
96186998,Center Street,residential,False,False,41.58,"LINESTRING (-120.8030004 38.728835, -120.8028529 38.728634, -120.8027602 38.7285114)",,,,,
117518742,,trunk,True,False,386.161,"LINESTRING (-120.8030004 38.728835, -120.8023691 38.7291457, -120.8011418 38.7297551, -120.8003178 38.7301501, -120.8000689 38.7302505, -120.7998566 38.7303184, -120.7995938 38.7303644, -120.7994114 38.7303811, -120.7990907 38.7303814)",2,,US 50,40 mph,
10323296,Crescent Street,residential,False,False,58.839,"LINESTRING (-120.7983558 38.7277384, -120.79791 38.7277935, -120.7977195 38.7278897)",,,,,
10337209,Lewis Street,residential,False,False,161.868,"LINESTRING (-120.7983558 38.7277384, -120.7984201 38.7281071, -120.7984669 38.7282916, -120.7984866 38.7283459, -120.7986444 38.7283927, -120.7988089 38.7284324, -120.7989782 38.7284681, -120.799111 38.7284789, -120.7991565 38.7284826, -120.7995354 38.7285049)",,,,,
10337209,Lewis Street,residential,False,True,51.807,"LINESTRING (-120.7983558 38.7277384, -120.7982994 38.7273538, -120.7982917 38.7273349, -120.798274 38.7273159, -120.7982397 38.7272926)",,,,,
10323296,Crescent Street,residential,False,True,58.839,"LINESTRING (-120.7977195 38.7278897, -120.79791 38.7277935, -120.7983558 38.7277384)",,,,,
10323298,Crescent Street,residential,False,False,146.615,"LINESTRING (-120.7977195 38.7278897, -120.797851 38.7282413, -120.7973682 38.7283082, -120.7973172 38.7281534, -120.7977195 38.7278897)",,,,,
10323298,Crescent Street,residential,False,True,146.615,"LINESTRING (-120.7977195 38.7278897, -120.7973172 38.7281534, -120.7973682 38.7283082, -120.797851 38.7282413, -120.7977195 38.7278897)",,,,,
10329374,Clark Street,residential,False,False,37.423,"LINESTRING (-120.7978795 38.7264401, -120.797993 38.7267648)",,,,,
10324990,Roosevelt Street,residential,False,False,184.091,"LINESTRING (-120.7978795 38.7264401, -120.7987454 38.7263737, -120.798823 38.72675, -120.798935 38.7273392)",2,yes,,,
10329374,Clark Street,residential,False,True,74.99699999999999,"LINESTRING (-120.7978795 38.7264401, -120.7978089 38.7261975, -120.7977722 38.7260783, -120.7977315 38.7259623, -120.7976937 38.7258748, -120.7976518 38.7257904)",,,,,
10324990,Roosevelt Street,residential,False,True,184.091,"LINESTRING (-120.798935 38.7273392, -120.798823 38.72675, -120.7987454 38.7263737, -120.7978795 38.7264401)",2,yes,,,
10329669,Pacific Street,tertiary,False,False,60.562,"LINESTRING (-120.798935 38.7273392, -120.7987239 38.7273297, -120.7985548 38.7273211, -120.7983602 38.7273047, -120.7983038 38.7272995, -120.7982397 38.7272926)",2,yes,,,
10329669,Pacific Street,tertiary,False,True,57.617,"LINESTRING (-120.798935 38.7273392, -120.7992213 38.7273504, -120.799323 38.7273547, -120.7994247 38.727353, -120.7995142 38.7273469, -120.7995971 38.7273357)",2,yes,,,
10324996,Goldner Court,residential,False,True,79.90700000000001,"LINESTRING (-120.7994385 38.7265574, -120.7997143 38.7265714, -120.7997493 38.7265615, -120.7997861 38.7265332, -120.7998002 38.7264841, -120.7997842 38.7264154, -120.7997378 38.726104)",2,yes,,,
10325528,Victor Lane,residential,False,False,102.346,"LINESTRING (-120.7947655 38.7267933, -120.7941228 38.7270967, -120.7937463 38.7272565)",2,yes,,,
10329293,Cedar Ravine Road,secondary,False,False,78.807,"LINESTRING (-120.7947655 38.7267933, -120.7949696 38.7271771, -120.7951406 38.7274382)",2,,,,
10329293,Cedar Ravine Road,secondary,False,True,99.94300000000001,"LINESTRING (-120.7947655 38.7267933, -120.794638 38.7264715, -120.794574 38.7263101, -120.794353 38.7259569)",2,,,,
10332357,Pierson Court,residential,False,False,35.75,"LINESTRING (-120.7929764 38.7318529, -120.7928908 38.7315384)",,,,,
83988429,Locust Avenue,residential,False,False,19.702,"LINESTRING (-120.7929764 38.7318529, -120.793201 38.7318793)",,,,,
10326616,Weswin Court,residential,False,False,98.326,"LINESTRING (-120.7937133 38.7316407, -120.7938957 38.7317265, -120.7939483 38.7317977, -120.7940127 38.7319546, -120.7940369 38.7324254)",,,,,
83988429,Locust Avenue,residential,False,False,195.31600000000003,"LINESTRING (-120.7937133 38.7316407, -120.7939081 38.7314566, -120.7941683 38.7312181, -120.7942327 38.7310779, -120.7942461 38.7309503, -120.7940491 38.7305421, -120.7939625 38.7303628, -120.7939548 38.7303468, -120.7939366 38.730309, -120.793912 38.7302581, -120.7938753 38.7301821, -120.7938454 38.7301201, -120.7938217 38.730084)",,,,,
83988429,Locust Avenue,residential,False,True,53.483999999999995,"LINESTRING (-120.7937133 38.7316407, -120.7935658 38.7317349, -120.7934639 38.7318228, -120.7933673 38.7318542, -120.793201 38.7318793)",,,,,
83988429,Locust Avenue,residential,False,True,55.129000000000005,"LINESTRING (-120.7935856 38.7296237, -120.7936743 38.7297965, -120.7937162 38.7298782, -120.7938217 38.730084)",,,,,
181009982,Main Street,secondary,False,False,220.26700000000002,"LINESTRING (-120.7935856 38.7296237, -120.794097 38.7294907, -120.7943221 38.7294321, -120.794646 38.7293479, -120.7949209 38.7292764, -120.7952523 38.729184, -120.7955078 38.7291127, -120.7956564 38.7290522, -120.7958615 38.7289686, -120.7959488 38.7289172)",,,,,
10325943,Green Street,residential,False,True,46.25,"LINESTRING (-120.8029787 38.7329715, -120.8031094 38.7329624, -120.8032536 38.7329005, -120.8034672 38.7328197)",,,,,
10327176,Tunnel Street,residential,False,True,111.231,"LINESTRING (-120.8029787 38.7329715, -120.8029573 38.7327622, -120.802968 38.7325823, -120.802999 38.732195, -120.8029977 38.7321077, -120.8029948 38.7320567, -120.802968 38.7319755)",,,,,
10326616,Weswin Court,residential,False,True,98.32600000000001,"LINESTRING (-120.7940369 38.7324254, -120.7940127 38.7319546, -120.7939483 38.7317977, -120.7938957 38.7317265, -120.7937133 38.7316407)",,,,,
10329232,Coleman Street,residential,False,True,76.57,"LINESTRING (-120.7962182 38.7327226, -120.7970067 38.732413)",,,,,
665233083,Clay Street,residential,False,False,173.20299999999997,"LINESTRING (-120.7962182 38.7327226, -120.7962005 38.7326796, -120.7961752 38.732618, -120.796125 38.7316339, -120.7961303 38.7313766, -120.7961635 38.7312186, -120.7961917 38.7311788)",,,,,
181009982,Main Street,secondary,False,False,235.905,"LINESTRING (-120.7966822 38.7289106, -120.7976401 38.7292295, -120.7979718 38.729352, -120.7983982 38.7295234, -120.7985466 38.7295869, -120.7987539 38.729626, -120.7992017 38.72965)",,,,,
181009982,Main Street,secondary,False,True,43.612,"LINESTRING (-120.7966822 38.7289106, -120.7963559 38.7287987, -120.7962096 38.7287968)",,,,,
"[665233083, 778062428, 778062429]",Clay Street,residential,False,True,236.58300000000003,"LINESTRING (-120.7966822 38.7289106, -120.7965251 38.7291863, -120.796495 38.729239, -120.7964763 38.7293017, -120.7964628 38.7294398, -120.7964612 38.729473, -120.7964576 38.7296038, -120.7964471 38.7300079, -120.7964193 38.7303332, -120.7963952 38.7305884, -120.796312 38.7309985)",,,,,yes
10327176,Tunnel Street,residential,False,False,111.231,"LINESTRING (-120.802968 38.7319755, -120.8029948 38.7320567, -120.8029977 38.7321077, -120.802999 38.732195, -120.802968 38.7325823, -120.8029573 38.7327622, -120.8029787 38.7329715)",,,,,
31824648,Spring Street,tertiary,False,False,209.786,"LINESTRING (-120.802968 38.7319755, -120.8028459 38.7320426, -120.8026957 38.7320949, -120.8023604 38.7321745, -120.8018812 38.7322618, -120.8011387 38.7323647, -120.8006401 38.7324405)",,,,,
10329232,Coleman Street,residential,False,False,76.57,"LINESTRING (-120.7970067 38.732413, -120.7962182 38.7327226)",,,,,
10329232,Coleman Street,residential,False,True,44.331,"LINESTRING (-120.7970067 38.732413, -120.7974654 38.7322372)",,,,,
"[10327232, 10330435]","['Benson Court', 'Benson Street']",residential,False,False,176.969,"LINESTRING (-120.7970067 38.732413, -120.7971749 38.7332866, -120.7972354 38.7336008, -120.797313 38.7336455, -120.797717 38.7336448)",,,,,
10327519,Meridian Court,residential,False,False,57.749,"LINESTRING (-120.7995971 38.7273357, -120.7995947 38.7274341, -120.7995986 38.7274605, -120.7996185 38.7274764, -120.7997446 38.7274964, -120.7999136 38.7275235, -120.8000853 38.7275529)",,,,,
10329669,Pacific Street,tertiary,False,False,57.617000000000004,"LINESTRING (-120.7995971 38.7273357, -120.7995142 38.7273469, -120.7994247 38.727353, -120.799323 38.7273547, -120.7992213 38.7273504, -120.798935 38.7273392)",2,yes,,,
10329669,Pacific Street,tertiary,False,True,107.30199999999999,"LINESTRING (-120.7995971 38.7273357, -120.7996822 38.7273176, -120.7997541 38.7272986, -120.7998182 38.7272788, -120.7999122 38.7272443, -120.8000172 38.7272055, -120.8001288 38.7271598, -120.800467 38.7270149, -120.800634 38.726946, -120.8007091 38.7269184)",2,yes,,,
10327519,Meridian Court,residential,False,False,89.19,"LINESTRING (-120.8000853 38.7275529, -120.8001128 38.727714, -120.800159 38.7278688, -120.8001644 38.727918, -120.800151 38.7279714, -120.8001242 38.7280211, -120.8000732 38.7280645, -120.799927 38.7281429, -120.7997875 38.7282057)",,,,,
10327519,Meridian Court,residential,False,True,57.74900000000001,"LINESTRING (-120.8000853 38.7275529, -120.7999136 38.7275235, -120.7997446 38.7274964, -120.7996185 38.7274764, -120.7995986 38.7274605, -120.7995947 38.7274341, -120.7995971 38.7273357)",,,,,
10337136,De Bernardi Court,residential,False,False,89.671,"LINESTRING (-120.8000853 38.7275529, -120.8004483 38.7276163, -120.8008069 38.7276656, -120.8011045 38.7276658)",,,,,
10327519,Meridian Court,residential,False,True,89.19,"LINESTRING (-120.7997875 38.7282057, -120.799927 38.7281429, -120.8000732 38.7280645, -120.8001242 38.7280211, -120.800151 38.7279714, -120.8001644 38.727918, -120.800159 38.7278688, -120.8001128 38.727714, -120.8000853 38.7275529)",,,,,
10327669,Simon Drive,residential,False,False,129.07999999999998,"LINESTRING (-120.7948556 38.7309274, -120.7948775 38.730841, -120.7949012 38.7307475, -120.794979 38.7307077, -120.7956123 38.7305245, -120.7958614 38.7304524, -120.796076 38.730419)",,,,,
10328595,Grandview Street,residential,False,False,235.61300000000003,"LINESTRING (-120.7948556 38.7309274, -120.7947889 38.7311072, -120.7947728 38.7311825, -120.7948001 38.7313514, -120.7949285 38.7319837, -120.7949167 38.7321604, -120.7948674 38.7322929, -120.7945281 38.7329733)",,,,,
10328596,Grandview Street,residential,False,True,120.2,"LINESTRING (-120.7948556 38.7309274, -120.7949608 38.730954, -120.7951852 38.7310107, -120.7953672 38.7310614, -120.7956978 38.7311534, -120.7961917 38.7311788)",,,,,
10327669,Simon Drive,residential,False,True,129.07999999999998,"LINESTRING (-120.796076 38.730419, -120.7958614 38.7304524, -120.7956123 38.7305245, -120.794979 38.7307077, -120.7949012 38.7307475, -120.7948775 38.730841, -120.7948556 38.7309274)",,,,,
10331062,Cottage Court,residential,False,False,52.645,"LINESTRING (-120.8034186 38.7305485, -120.8038424 38.7302096)",,,,,
10327867,Cottage Street,residential,False,False,282.605,"LINESTRING (-120.8034186 38.7305485, -120.8027952 38.7310708, -120.8027182 38.7311062, -120.802657 38.73111, -120.802606 38.7310929, -120.8024886 38.7309881, -120.8023415 38.7308898, -120.8022147 38.7308395, -120.8021112 38.730828, -120.8020181 38.730833, -120.8019108 38.7308711, -120.8017511 38.7309726, -120.8016162 38.7310549, -120.8012514 38.7312641, -120.8008611 38.7314777)",,,,,
10328555,Conrad Street,residential,False,True,114.30099999999999,"LINESTRING (-120.8034186 38.7305485, -120.8032564 38.730273, -120.803027 38.7298832, -120.8028661 38.7296153)",,,,,
10327867,Cottage Street,residential,False,False,14.444,"LINESTRING (-120.8008611 38.7314777, -120.8007409 38.7315676)",,,,,
10327867,Cottage Street,residential,False,True,282.60499999999996,"LINESTRING (-120.8008611 38.7314777, -120.8012514 38.7312641, -120.8016162 38.7310549, -120.8017511 38.7309726, -120.8019108 38.7308711, -120.8020181 38.730833, -120.8021112 38.730828, -120.8022147 38.7308395, -120.8023415 38.7308898, -120.8024886 38.7309881, -120.802606 38.7310929, -120.802657 38.73111, -120.8027182 38.7311062, -120.8027952 38.7310708, -120.8034186 38.7305485)",,,,,
10333438,Elstner Street,residential,False,False,160.33399999999997,"LINESTRING (-120.8008611 38.7314777, -120.8010595 38.7317267, -120.8011078 38.7319066, -120.8018132 38.7318397, -120.8018642 38.7318062, -120.8019328 38.7316968, -120.8020171 38.7314693)",,,,,
10328555,Conrad Street,residential,False,False,114.301,"LINESTRING (-120.8028661 38.7296153, -120.803027 38.7298832, -120.8032564 38.730273, -120.8034186 38.7305485)",,,,,
10328557,Conrad Street,residential,False,True,73.406,"LINESTRING (-120.8028661 38.7296153, -120.8028674 38.7295422, -120.8029036 38.7294689, -120.8029666 38.7294083, -120.8030594 38.729365, -120.8034682 38.7292305)",,,,,
10331876,Conrad Court,residential,False,True,90.13799999999999,"LINESTRING (-120.8028661 38.7296153, -120.8024047 38.7300882, -120.8023243 38.7301384, -120.8022384 38.7301677, -120.802158 38.7301635)",,,,,
10328595,Grandview Street,residential,False,True,235.613,"LINESTRING (-120.7945281 38.7329733, -120.7948674 38.7322929, -120.7949167 38.7321604, -120.7949285 38.7319837, -120.7948001 38.7313514, -120.7947728 38.7311825, -120.7947889 38.7311072, -120.7948556 38.7309274)",,,,,
10334487,Blue Bell Court,residential,False,False,150.858,"LINESTRING (-120.7993266 38.7254428, -120.799687 38.7254726, -120.7998623 38.7255005, -120.8000409 38.7255384, -120.8001569 38.7255725, -120.8002648 38.725617, -120.8004972 38.7257713, -120.8006111 38.7258458, -120.8007295 38.7259168, -120.800875 38.7259749)",2,yes,,,
10334487,Blue Bell Court,residential,False,True,28.286,"LINESTRING (-120.7993266 38.7254428, -120.7992426 38.7254424, -120.7991676 38.725449, -120.7990063 38.7254815)",2,yes,,,
10329232,Coleman Street,residential,False,False,125.406,"LINESTRING (-120.7987887 38.7317836, -120.7984891 38.7318753, -120.798 38.7320486, -120.7974654 38.7322372)",,,,,
186082329,Bedford Avenue,residential,True,False,71.94399999999999,"LINESTRING (-120.7987887 38.7317836, -120.7987968 38.7319737, -120.798831 38.7321277, -120.7988702 38.7322332, -120.7988921 38.7322923, -120.7989449 38.7324147)",,,,,
10329293,Cedar Ravine Road,secondary,False,False,99.94300000000001,"LINESTRING (-120.794353 38.7259569, -120.794574 38.7263101, -120.794638 38.7264715, -120.7947655 38.7267933)",2,,,,
10329293,Cedar Ravine Road,secondary,False,False,104.05,"LINESTRING (-120.7951406 38.7274382, -120.7957626 38.7282383)",2,,,,
10329293,Cedar Ravine Road,secondary,False,True,78.807,"LINESTRING (-120.7951406 38.7274382, -120.7949696 38.7271771, -120.7947655 38.7267933)",2,,,,
10332417,Thompson Way,residential,False,False,121.934,"LINESTRING (-120.7951406 38.7274382, -120.7946095 38.7277395, -120.7940449 38.7281234)",2,yes,,,
10329293,Cedar Ravine Road,secondary,False,False,38.659,"LINESTRING (-120.7957626 38.7282383, -120.7959587 38.7285505)",2,,,,
10329293,Cedar Ravine Road,secondary,False,True,104.05,"LINESTRING (-120.7957626 38.7282383, -120.7951406 38.7274382)",2,,,,
10329669,Pacific Street,tertiary,False,True,241.18900000000002,"LINESTRING (-120.7957626 38.7282383, -120.7960754 38.7281239, -120.7962158 38.728073, -120.796354 38.728017, -120.7968182 38.7278333, -120.7969476 38.7277772, -120.797078 38.7277169, -120.7972018 38.7276556, -120.7973654 38.7275737, -120.79755 38.7274823, -120.797676 38.7274228, -120.7977467 38.7273909, -120.7978053 38.7273668, -120.7978938 38.72734, -120.7979822 38.7273185, -120.7980662 38.7273004, -120.7981137 38.7272935, -120.7981812 38.7272892, -120.7982397 38.7272926)",2,yes,,,
