osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,maxspeed
41415436,True,North 1st Street,primary,False,4.68,"LINESTRING (-84.286681 39.645934, -84.2866681 39.6459749)",,,
19174398,True,,primary_link,False,26.076,"LINESTRING (-84.286681 39.645934, -84.286704 39.64599, -84.286733 39.646024, -84.286774 39.646053, -84.286829 39.646071, -84.286889 39.64607)",,,
41415457,True,North Main Street,primary,False,103.242,"LINESTRING (-84.286889 39.64607, -84.286979 39.646021, -84.2872536 39.6458908, -84.2875217 39.6457637, -84.287749 39.645656, -84.287908 39.645574)",,,
19190429,False,Canal Street,residential,False,86.024,"LINESTRING (-84.2853243 39.645636, -84.2854921 39.6454461, -84.2856723 39.645242, -84.2858508 39.6450289, -84.2858843 39.6449938)",,,
244581057,False,Gressbach Court,residential,True,70.669,"LINESTRING (-84.2853243 39.645636, -84.285432 39.645738, -84.285529 39.645785, -84.285601 39.645807, -84.285949 39.645877, -84.2860505 39.64589)",,,
19194282,False,South 4th Street,residential,True,109.547,"LINESTRING (-84.285402 39.638366, -84.285333 39.63859, -84.285276 39.638753, -84.2852464 39.6388511, -84.285104 39.639324)",,,
19177872,False,West Pearl Street,residential,True,82.23400000000001,"LINESTRING (-84.288377 39.644558, -84.2889664 39.644654, -84.28904 39.644666, -84.2891103 39.644734, -84.2891377 39.6448631)",,,
19183174,True,North Main Street,primary,False,99.786,"LINESTRING (-84.288377 39.644558, -84.2885708 39.643852, -84.288618 39.64368)",SR 725,,
19195227,False,East Pearl Street,residential,False,110.801,"LINESTRING (-84.288377 39.644558, -84.2877596 39.6444611, -84.287109 39.644359)",,,
19190922,False,East Ferry Street,residential,False,67.778,"LINESTRING (-84.286561 39.643408, -84.286735 39.64343, -84.2867752 39.6434334, -84.287225 39.643471, -84.287346 39.643485)",,,
19195590,False,North 2nd Street,residential,False,95.259,"LINESTRING (-84.286561 39.643408, -84.286339 39.643888, -84.286247 39.644077, -84.286174 39.644211)",,,
19195590,False,North 2nd Street,residential,True,92.82799999999999,"LINESTRING (-84.286561 39.643408, -84.286573 39.643311, -84.2865842 39.6432504, -84.286593 39.643203, -84.286651 39.643009, -84.286737 39.642692, -84.286759 39.642588)",,,
19183940,False,North 4th Street,residential,False,91.887,"LINESTRING (-84.284806 39.643311, -84.2848 39.643487, -84.2847795 39.6437099, -84.284757 39.643955, -84.284748 39.644136)",,,
19183940,False,North 4th Street,residential,True,92.071,"LINESTRING (-84.284806 39.643311, -84.2848431 39.6429022, -84.284881 39.642485)",,,
455303558,True,Buckeye Street,residential,False,150.673,"LINESTRING (-84.284806 39.643311, -84.2858709 39.6433632, -84.286509 39.643402, -84.286561 39.643408)",,,
19191731,False,North 5th Street,residential,True,91.787,"LINESTRING (-84.2831743 39.6432172, -84.283201 39.642392)",,,
19178824,True,Buckeye Street,residential,False,158.045,"LINESTRING (-84.2831743 39.6432172, -84.283248 39.643221, -84.2836371 39.6432443, -84.2839445 39.6432411, -84.2840222 39.6431536, -84.2840705 39.6430421, -84.2841187 39.6426134, -84.2841381 39.6424407)",,,
19178824,True,Buckeye Street,residential,False,143.261,"LINESTRING (-84.281505 39.643133, -84.281822 39.64314, -84.2825919 39.643184, -84.2831743 39.6432172)",,,
19198286,False,North 6th Street,residential,False,91.332,"LINESTRING (-84.281505 39.643133, -84.2814808 39.6435568, -84.281445 39.643953)",,,
19198286,False,North 6th Street,residential,True,92.793,"LINESTRING (-84.281505 39.643133, -84.2815384 39.6427046, -84.28157 39.6423)",,,
19179761,False,South 5th Street,residential,False,134.327,"LINESTRING (-84.283264 39.641536, -84.2832648 39.6414578, -84.2833075 39.6410634, -84.283315 39.640998, -84.2833293 39.6408462, -84.2833431 39.6406995, -84.283345 39.640679, -84.2833677 39.6403752, -84.283371 39.640331)",,,
19191731,False,North 5th Street,residential,False,95.345,"LINESTRING (-84.283264 39.641536, -84.2832585 39.6416046, -84.2832286 39.6419812, -84.283203 39.642304, -84.283201 39.642392)",,,
114054245,False,East Central Avenue,primary,False,138.84199999999998,"LINESTRING (-84.283264 39.641536, -84.2831909 39.6415323, -84.282636 39.6415042, -84.2826243 39.6415036, -84.2822219 39.6414832, -84.281646 39.641454)",SR 725,,
114054245,False,East Central Avenue,primary,True,144.238,"LINESTRING (-84.283264 39.641536, -84.2833405 39.6415401, -84.2841422 39.641583, -84.2844864 39.6416008, -84.2847125 39.6416125, -84.2847341 39.6416129, -84.2847868 39.641614, -84.2848164 39.6416146, -84.284945 39.641618)",SR 725,,
19179761,False,South 5th Street,residential,False,145.672,"LINESTRING (-84.283371 39.640331, -84.28342 39.63993, -84.2834238 39.6398507, -84.283432 39.63968, -84.2834371 39.6396188, -84.283472 39.639202, -84.283498 39.639025)",,,
19179761,False,South 5th Street,residential,True,134.327,"LINESTRING (-84.283371 39.640331, -84.2833677 39.6403752, -84.283345 39.640679, -84.2833431 39.6406995, -84.2833293 39.6408462, -84.283315 39.640998, -84.2833075 39.6410634, -84.2832648 39.6414578, -84.283264 39.641536)",,,
912282267,False,Park Avenue,residential,False,77.534,"LINESTRING (-84.283371 39.640331, -84.2827408 39.6402945, -84.282468 39.6402795)",,,
912282267,False,Park Avenue,residential,True,147.966,"LINESTRING (-84.283371 39.640331, -84.2834651 39.6403399, -84.284143 39.6404041, -84.284278 39.6404172, -84.2845264 39.6404414, -84.2846742 39.6404558, -84.2849756 39.6404833, -84.2850861 39.6404934)",,,
