osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref,bridge,junction
12718485,Centennial Plaza,residential,False,False,89.75899999999999,"LINESTRING (-75.909668 42.101626, -75.9090347 42.1014507, -75.908938 42.101424, -75.908881 42.101395, -75.908816 42.101352, -75.908735 42.101256)",,,,,
289902892,Chenango Street,tertiary,False,False,181.71099999999998,"LINESTRING (-75.909668 42.101626, -75.909483 42.1020006, -75.9093497 42.1022704, -75.9092882 42.1023949, -75.908969 42.103041, -75.908896 42.103156)",30 mph,,,,
290034659,Chenango Street,tertiary,False,True,47.061,"LINESTRING (-75.909668 42.101626, -75.9097437 42.1014707, -75.909862 42.101228)",,,,,
289902948,Centennial Plaza,residential,False,False,11.967,"LINESTRING (-75.908735 42.101256, -75.908662 42.101163)",,,,,
12718485,Centennial Plaza,residential,False,True,89.759,"LINESTRING (-75.908735 42.101256, -75.908816 42.101352, -75.908881 42.101395, -75.908938 42.101424, -75.9090347 42.1014507, -75.909668 42.101626)",,,,,
289902947,Henry Street,tertiary,True,False,64.625,"LINESTRING (-75.908735 42.101256, -75.909022 42.1011795, -75.9094409 42.1010594, -75.9094682 42.1010516)",,,,,
289902948,Centennial Plaza,residential,False,True,11.967,"LINESTRING (-75.908662 42.101163, -75.908735 42.101256)",,,,,
289902950,Henry Street,tertiary,True,False,113.501,"LINESTRING (-75.908662 42.101163, -75.908027 42.101335, -75.907765 42.1014, -75.907515 42.101452, -75.907384 42.101525)",,,,,
290034412,Carroll Street,residential,False,True,93.555,"LINESTRING (-75.908662 42.101163, -75.908422 42.100747, -75.908245 42.100381)",,,,,
59464768,Exchange Street,secondary,True,False,42.05200000000001,"LINESTRING (-75.9103359 42.0985312, -75.9105058 42.0988285, -75.9105119 42.0988433, -75.9105149 42.0988562, -75.9105146 42.0988687, -75.9105115 42.0988827)",,,,,
591294512,Exchange Street,secondary,True,False,43.576,"LINESTRING (-75.9103359 42.0985312, -75.9103552 42.098555, -75.9103757 42.0985735, -75.9103983 42.0985904, -75.9104191 42.098606, -75.9104416 42.098621, -75.9104678 42.0986366, -75.9104967 42.0986504, -75.9105292 42.0986636, -75.9105637 42.0986756, -75.9105968 42.0986878, -75.9106277 42.0987004, -75.9106576 42.098715, -75.910688 42.0987322, -75.9107562 42.098759)",,,,,
12720921,Susquehanna Street,tertiary,True,False,93.436,"LINESTRING (-75.9111603 42.0950922, -75.9109853 42.0951767, -75.9109373 42.095198, -75.9108886 42.0952177, -75.9108355 42.0952368, -75.9107847 42.0952533, -75.9107262 42.0952712, -75.9101305 42.0954333)",,,,,
289902945,,primary_link,True,False,100.058,"LINESTRING (-75.9111603 42.0950922, -75.9111122 42.0951108, -75.9110694 42.0951245, -75.9110236 42.0951359, -75.9109708 42.0951475, -75.9109207 42.0951552, -75.9108693 42.0951601, -75.9108187 42.0951625, -75.9107642 42.0951633, -75.9107156 42.0951611, -75.9106689 42.0951564, -75.9106217 42.0951486, -75.9105769 42.0951398, -75.9105366 42.0951297, -75.9104966 42.0951183, -75.9104579 42.0951059, -75.910417 42.0950905, -75.9103771 42.0950741, -75.9103369 42.0950544, -75.9102992 42.0950329, -75.9102599 42.0950084, -75.9102232 42.0949805, -75.9101934 42.0949551, -75.9101649 42.0949278, -75.9101361 42.0948995, -75.9101079 42.0948676)",,,,,
