osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,ref
720665546,True,3,East 11th Street,tertiary,35 mph,False,15.322,"LINESTRING (-94.5737007 39.1008266, -94.5737945 39.1008306, -94.573878 39.1008342)",,
720665545,True,4,East 11th Street,tertiary,35 mph,False,114.08500000000001,"LINESTRING (-94.5723805 39.1007718, -94.5732031 39.1008057, -94.5737007 39.1008266)",,
301143498,False,,Charlotte Street,secondary,,False,134.266,"LINESTRING (-94.573878 39.1008342, -94.5738823 39.1007569, -94.5738967 39.1004265, -94.5739056 39.1002679, -94.573923 39.0999941, -94.5739401 39.0997257, -94.5739425 39.0996871, -94.5739463 39.0996279)",,
720665547,True,3,East 11th Street,tertiary,35 mph,False,97.60799999999999,"LINESTRING (-94.573878 39.1008342, -94.5739889 39.100839, -94.574932 39.1008726, -94.5750079 39.1008752)",,
924401882,False,,Charlotte Street,secondary,,True,135.32299999999998,"LINESTRING (-94.573878 39.1008342, -94.5738759 39.1009005, -94.5738675 39.1011464, -94.5738388 39.1019876, -94.5738344 39.1020507)",,
18508837,False,,West 9th Street,tertiary,,False,10.708,"LINESTRING (-94.5830363 39.1035745, -94.5831604 39.1035741)",,
495081681,True,,Main Street,secondary,,False,74.836,"LINESTRING (-94.5830363 39.1035745, -94.5830289 39.1036902, -94.5830174 39.1042473)",,
720599017,True,3,East 8th Street,tertiary,25 mph,False,100.805,"LINESTRING (-94.583006 39.1045111, -94.5829885 39.1045093, -94.582898 39.1045082, -94.5819874 39.1044838, -94.5819416 39.1044824, -94.5818385 39.1044817)",,
720599018,True,3,East 8th Street,tertiary,25 mph,False,100.40699999999998,"LINESTRING (-94.5818385 39.1044817, -94.5817363 39.1044741, -94.58095 39.1044499, -94.5808261 39.1044455, -94.5807049 39.1044417, -94.5806762 39.1044408)",,
757489800,False,2,Walnut Street,tertiary,25 mph,True,105.95400000000001,"LINESTRING (-94.5818385 39.1044817, -94.5818438 39.1044043, -94.58189 39.1035942, -94.5818937 39.1035298)",,
494566827,False,3,Grand Boulevard,secondary,35 mph,False,105.527,"LINESTRING (-94.5806762 39.1044408, -94.5806819 39.1043723, -94.5807199 39.1037227, -94.5807285 39.1035714, -94.5807327 39.1034928)",,
720599020,True,3,East 8th Street,tertiary,25 mph,False,99.069,"LINESTRING (-94.5806762 39.1044408, -94.580538 39.1044365, -94.579529 39.1044047)",,
18515564,False,,McGee Street,residential,,False,105.64699999999999,"LINESTRING (-94.579529 39.1044047, -94.5795379 39.1043221, -94.579571 39.1035143, -94.5795718 39.1034553)",,
720599020,True,3,East 8th Street,tertiary,25 mph,False,62.012,"LINESTRING (-94.579529 39.1044047, -94.5789019 39.1043853, -94.5788109 39.1043825)",,
720599020,True,3,East 8th Street,tertiary,25 mph,False,42.268,"LINESTRING (-94.5788109 39.1043825, -94.5784079 39.1043716, -94.5783213 39.104371)",,
495111977,True,,Oak Street,secondary,,False,106.14999999999999,"LINESTRING (-94.5783213 39.104371, -94.5783341 39.1042973, -94.5783366 39.1042728, -94.5783753 39.1034716, -94.5783775 39.1034177)",,
720599020,True,3,East 8th Street,tertiary,25 mph,False,30.462,"LINESTRING (-94.5783213 39.104371, -94.578141 39.1043668, -94.5779685 39.1043613)",,
720599019,True,4,East 8th Street,tertiary,25 mph,False,87.826,"LINESTRING (-94.5771776 39.1043337, -94.5770829 39.1043187, -94.5765986 39.1043017, -94.5761627 39.1042859)",,
720599019,True,4,East 8th Street,tertiary,25 mph,False,12.134,"LINESTRING (-94.5761627 39.1042859, -94.5760222 39.1042813)",,
18527308,False,,Cherry Street,residential,,False,104.29,"LINESTRING (-94.5760222 39.1042813, -94.5760255 39.1042159, -94.5760473 39.1037785, -94.5760662 39.1033988, -94.5760689 39.1033441)",,
720599019,True,4,East 8th Street,tertiary,25 mph,False,56.984,"LINESTRING (-94.5760222 39.1042813, -94.5754497 39.1042625, -94.5753624 39.1042596)",,
720599021,True,4,East 8th Street,tertiary,25 mph,False,140.65800000000002,"LINESTRING (-94.5753624 39.1042596, -94.5749429 39.1042461, -94.5748721 39.1042438, -94.574815 39.104242, -94.5738222 39.1042045, -94.573734 39.1042018)",,
100223152,False,,Charlotte Street,secondary,,False,103.55199999999999,"LINESTRING (-94.573734 39.1042018, -94.5737352 39.1041399, -94.5737401 39.1040192, -94.5737738 39.1033281, -94.5737742 39.1032711)",,
18515564,False,,McGee Street,residential,,False,134.265,"LINESTRING (-94.5795718 39.1034553, -94.5795745 39.1033921, -94.5795784 39.1033143, -94.5795896 39.1030747, -94.5796242 39.102311, -94.5796274 39.1022486)",,
18515564,False,,McGee Street,residential,,True,105.647,"LINESTRING (-94.5795718 39.1034553, -94.579571 39.1035143, -94.5795379 39.1043221, -94.579529 39.1044047)",,
495111976,True,,East 9th Street,secondary,30 mph,False,100.26100000000001,"LINESTRING (-94.5795718 39.1034553, -94.5796633 39.1034597, -94.5805824 39.103488, -94.5807327 39.1034928)",,
18515564,False,,McGee Street,residential,,False,135.54500000000002,"LINESTRING (-94.5796274 39.1022486, -94.5796312 39.1021832, -94.5796534 39.1016514, -94.5796572 39.1015806, -94.5796592 39.1015494, -94.5796601 39.1015335, -94.5796626 39.1014904, -94.579665 39.1014504, -94.5796858 39.101094, -94.5796891 39.1010306)",,
18515564,False,,McGee Street,residential,,True,134.265,"LINESTRING (-94.5796274 39.1022486, -94.5796242 39.102311, -94.5795896 39.1030747, -94.5795784 39.1033143, -94.5795745 39.1033921, -94.5795718 39.1034553)",,
720627603,True,3,East 10th Street,secondary,25 mph,False,103.02199999999999,"LINESTRING (-94.5796274 39.1022486, -94.5795283 39.1022457, -94.5790201 39.1022286, -94.5785325 39.1022122, -94.5784346 39.1022086)",,
18515564,False,,McGee Street,residential,,False,134.31799999999998,"LINESTRING (-94.5796891 39.1010306, -94.5796934 39.100963, -94.5797181 39.1004883, -94.5797216 39.1003997, -94.5797288 39.1002552, -94.5797341 39.10015, -94.5797469 39.0998924, -94.5797503 39.0998236)",,
18515564,False,,McGee Street,residential,,True,135.54500000000002,"LINESTRING (-94.5796891 39.1010306, -94.5796858 39.101094, -94.579665 39.1014504, -94.5796626 39.1014904, -94.5796601 39.1015335, -94.5796592 39.1015494, -94.5796572 39.1015806, -94.5796534 39.1016514, -94.5796312 39.1021832, -94.5796274 39.1022486)",,
