osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction
17745792,Jefferson,residential,False,False,68.691,"LINESTRING (-86.450711 42.11317, -86.451359 42.112782)",,,,,
17745792,Jefferson,residential,False,True,75.739,"LINESTRING (-86.450711 42.11317, -86.450284 42.113773)",,,,,
17744488,Summit Street,residential,False,False,98.894,"LINESTRING (-86.45117 42.116265, -86.451042 42.115922, -86.450964 42.115764, -86.450879 42.115642, -86.450812 42.115592, -86.45072 42.115561, -86.450615 42.115534)",,,,,
17746214,4th Street,residential,False,False,77.803,"LINESTRING (-86.45117 42.116265, -86.4512825 42.1165185, -86.4514066 42.1167979, -86.4514168 42.116821, -86.451465 42.1169296)",,,,,
901171025,East Wall Street,tertiary,False,True,132.088,"LINESTRING (-86.45117 42.116265, -86.4515578 42.1162314, -86.4519383 42.1161577, -86.4521717 42.1160872, -86.4522749 42.1160456, -86.452414 42.1159896, -86.4526562 42.1158713)",,,,,
901171026,Highland Avenue,tertiary,False,False,106.821,"LINESTRING (-86.45117 42.116265, -86.450808 42.116259, -86.450594 42.116245, -86.45037 42.116222, -86.450229 42.116196, -86.44989 42.116142)",,,,,
17739073,3rd Street,residential,False,True,121.081,"LINESTRING (-86.44989 42.116142, -86.4502889 42.1170725, -86.4503349 42.1171797)",,,,,
901171026,Highland Avenue,tertiary,False,False,66.951,"LINESTRING (-86.44989 42.116142, -86.449631 42.116108, -86.449465 42.116097, -86.449083 42.116096)",,,,,
901171026,Highland Avenue,tertiary,False,True,106.821,"LINESTRING (-86.44989 42.116142, -86.450229 42.116196, -86.45037 42.116222, -86.450594 42.116245, -86.450808 42.116259, -86.45117 42.116265)",,,,,
901171026,Highland Avenue,tertiary,False,True,66.951,"LINESTRING (-86.449083 42.116096, -86.449465 42.116097, -86.449631 42.116108, -86.44989 42.116142)",,,,,
