osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,tunnel,maxspeed,ref
21819424,True,2,West Galena Boulevard,primary,False,67.313,"LINESTRING (-88.3175842 41.7593934, -88.317282 41.7592549, -88.3169866 41.759122, -88.3168908 41.7590789)",,,,
21824912,True,,Middle Avenue,residential,False,128.01999999999998,"LINESTRING (-88.3175842 41.7593934, -88.3176638 41.7593333, -88.3178571 41.7591873, -88.3181959 41.7589316, -88.3185768 41.758644, -88.3186703 41.7585754)",,,,
"[185103559, 1066139919, 551542276, 21807455]",True,"['3', '2']",East Galena Boulevard,primary,False,213.34499999999997,"LINESTRING (-88.3150025 41.7581941, -88.3149263 41.7581525, -88.3143089 41.7578153, -88.3142345 41.7577746, -88.3141795 41.7577473, -88.3136127 41.7574497, -88.3135973 41.7574417, -88.3134325 41.7573546, -88.3133693 41.7573212, -88.3129162 41.7570722)",yes,,,
21825503,False,,North Stolp Avenue,residential,False,84.39500000000001,"LINESTRING (-88.3150025 41.7581941, -88.3149468 41.7582416, -88.3147186 41.7584937, -88.3145123 41.7587176, -88.3144212 41.7588165)",,,,
21825503,False,,North Stolp Avenue,residential,True,155.846,"LINESTRING (-88.3150025 41.7581941, -88.3151013 41.7581278, -88.3160373 41.7574724, -88.3162156 41.7572401, -88.316267 41.7571732)",,,,
21818010,False,,South LaSalle Street,residential,False,139.45499999999998,"LINESTRING (-88.3118845 41.7565233, -88.3119677 41.7564707, -88.3120177 41.756439, -88.3123867 41.756153, -88.312512 41.756035, -88.3129622 41.7555666)",,,,
"[185103551, 552687534, 552687535]",False,2,East Galena Boulevard,primary,True,105.114,"LINESTRING (-88.3118845 41.7565233, -88.3119465 41.7565572, -88.3121317 41.7566548, -88.3121693 41.7566748, -88.3123174 41.7567536, -88.3129162 41.7570722)",,yes,,
753278214,False,2,East Galena Boulevard,primary,False,117.542,"LINESTRING (-88.3118845 41.7565233, -88.3116558 41.7564069, -88.3107139 41.7559276)",,,,
21813398,False,,South Lincoln Avenue,tertiary,False,139.91,"LINESTRING (-88.3107139 41.7559276, -88.3107926 41.7558469, -88.3114079 41.7552159, -88.3114392 41.7551836, -88.311564 41.7550555, -88.3117059 41.75491)",,,,
"[984743500, 21816422]",False,3,North Lincoln Avenue,residential,False,138.933,"LINESTRING (-88.3107139 41.7559276, -88.3106402 41.7560045, -88.3103825 41.756314, -88.31007 41.7566518, -88.309843 41.7568972, -88.3097806 41.7569647)",,,,
753278213,False,2,East Galena Boulevard,primary,False,70.517,"LINESTRING (-88.3107139 41.7559276, -88.3105096 41.7558231, -88.3100123 41.7555695)",,,,
753278214,False,2,East Galena Boulevard,primary,True,117.542,"LINESTRING (-88.3107139 41.7559276, -88.3116558 41.7564069, -88.3118845 41.7565233)",,,,
753278213,False,2,East Galena Boulevard,primary,False,53.977,"LINESTRING (-88.3100123 41.7555695, -88.3094747 41.755296)",,,,
753278213,False,2,East Galena Boulevard,primary,True,70.517,"LINESTRING (-88.3100123 41.7555695, -88.3105096 41.7558231, -88.3107139 41.7559276)",,,,
753278213,False,2,East Galena Boulevard,primary,True,53.977,"LINESTRING (-88.3094747 41.755296, -88.3100123 41.7555695)",,,,
