osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,junction,maxspeed,tunnel,ref
23470428,False,,residential,False,115.51400000000001,"LINESTRING (-73.829562 40.935967, -73.829427 40.935908, -73.829352 40.935823, -73.829442 40.935744, -73.82954 40.935687, -73.829585 40.935596, -73.829592 40.935466, -73.8295755 40.9354016, -73.8295573 40.9353487, -73.8293985 40.9353451, -73.8292233 40.9354232)",,,,,,
23535445,False,Crows Nest Road,residential,False,122.158,"LINESTRING (-73.829562 40.935967, -73.829729 40.935807, -73.829982 40.935592, -73.8305214 40.9351419)",,,,,,
23535445,False,Crows Nest Road,residential,True,141.493,"LINESTRING (-73.829562 40.935967, -73.829027 40.936479, -73.828824 40.936558, -73.828548 40.93663, -73.828343 40.936644, -73.828252 40.936624)",,,,,,
23470428,False,,residential,True,115.51399999999998,"LINESTRING (-73.8292233 40.9354232, -73.8293985 40.9353451, -73.8295573 40.9353487, -73.8295755 40.9354016, -73.829592 40.935466, -73.829585 40.935596, -73.82954 40.935687, -73.829442 40.935744, -73.829352 40.935823, -73.829427 40.935908, -73.829562 40.935967)",,,,,,
248297541,False,Midland Avenue,tertiary,True,47.888,"LINESTRING (-73.826635 40.94064, -73.8269529 40.9402825)",2,,,,,
248297541,False,Midland Avenue,tertiary,False,102.17899999999999,"LINESTRING (-73.826635 40.94064, -73.826455 40.940871, -73.826369 40.941, -73.826322 40.941111, -73.826301 40.941215, -73.8262438 40.9414964)",2,,,,,
667481343,False,Midland Avenue,tertiary,True,61.23,"LINESTRING (-73.8323572 40.9359868, -73.8325036 40.9359336, -73.833014 40.935748)",2,,,,,
"[667551667, 420895375]",False,Midland Avenue,tertiary,False,93.602,"LINESTRING (-73.8323572 40.9359868, -73.8320631 40.9361023, -73.8319667 40.9361402, -73.8313762 40.9363859)","['3', '2']",,,,,
765979013,True,Palumbo Place,residential,False,210.247,"LINESTRING (-73.8310162 40.9343903, -73.8312424 40.9346596, -73.8323572 40.9359868)",,,,,,
23472141,True,Palumbo Place,residential,False,39.274,"LINESTRING (-73.8307568 40.9340967, -73.830852 40.934194, -73.830907 40.93426, -73.8310162 40.9343903)",,,,,,
667551666,False,Gramatan Avenue,tertiary,True,34.31,"LINESTRING (-73.8307568 40.9340967, -73.8307052 40.9341568, -73.8306779 40.9341847, -73.8306307 40.9342336, -73.8305729 40.9342905, -73.8305124 40.9343435)",,,,,,
420895376,False,Midland Avenue,tertiary,False,16.268,"LINESTRING (-73.833196 40.935698, -73.833014 40.935748)",2,,,,,
23472747,False,Alden Place,residential,False,144.203,"LINESTRING (-73.833196 40.935698, -73.8329996 40.9352386, -73.832895 40.934994, -73.8328265 40.9348682, -73.832766 40.934757, -73.832614 40.934479)",,,,,,
"[49590150, 119841801, 119841802, 420895376, 119841812]",False,Midland Avenue,tertiary,True,245.97100000000003,"LINESTRING (-73.833196 40.935698, -73.833624 40.935582, -73.8337685 40.9355425, -73.833805 40.9355326, -73.8340925 40.9354574, -73.834573 40.9353468, -73.8349381 40.9352598, -73.8354637 40.9351394, -73.8356322 40.9350989, -73.8358681 40.9350464, -73.8359839 40.9350238)",2,yes,,,,
23472747,False,Alden Place,residential,True,144.20299999999997,"LINESTRING (-73.832614 40.934479, -73.832766 40.934757, -73.8328265 40.9348682, -73.832895 40.934994, -73.8329996 40.9352386, -73.833196 40.935698)",,,,,,
698296410,False,Pondfield Road,tertiary,True,25.945,"LINESTRING (-73.8337629 40.9411373, -73.8336429 40.9409223)",2,,,,,
23475250,True,Valley Road,residential,False,196.594,"LINESTRING (-73.8337629 40.9411373, -73.8332342 40.9412589, -73.8331822 40.941278, -73.8331289 40.9413126, -73.8326122 40.94163, -73.8325537 40.9416824, -73.8325201 40.9417327, -73.8325098 40.9417482, -73.8324705 40.9418287, -73.8324121 40.9420989, -73.8323548 40.9422692, -73.8323025 40.9423308)",,,,,,
511738361,True,Pondfield Road,tertiary,False,24.805999999999997,"LINESTRING (-73.8337629 40.9411373, -73.8337974 40.941234, -73.8339366 40.9412977)",1,,,,,
698296410,False,Pondfield Road,tertiary,False,25.945,"LINESTRING (-73.8336429 40.9409223, -73.8337629 40.9411373)",2,,,,,
23477559,False,Garden Avenue,residential,False,281.595,"LINESTRING (-73.8336429 40.9409223, -73.8330077 40.9409184, -73.8329671 40.9409182, -73.8327911 40.9409123, -73.832579 40.9409051, -73.83257 40.9409031, -73.8324902 40.9408855, -73.8324167 40.9408527, -73.83238 40.9408209, -73.832365 40.940808, -73.832308 40.940736, -73.831962 40.940086, -73.8315769 40.9393944)",,,,,,
698296410,False,Pondfield Road,tertiary,True,132.083,"LINESTRING (-73.8336429 40.9409223, -73.8331138 40.9399107, -73.8330656 40.9398174)",2,,,,,
962485905,False,Pondfield Road,tertiary,True,90.304,"LINESTRING (-73.8330656 40.9398174, -73.832687 40.9390573)",2,,,,,
23527987,False,Park Place,residential,False,130.839,"LINESTRING (-73.8330656 40.9398174, -73.8338042 40.9397592, -73.8342136 40.9397269, -73.8346146 40.9396935)",,,,,,
698296410,False,Pondfield Road,tertiary,False,132.083,"LINESTRING (-73.8330656 40.9398174, -73.8331138 40.9399107, -73.8336429 40.9409223)",2,,,,,
962485905,False,Pondfield Road,tertiary,False,90.304,"LINESTRING (-73.832687 40.9390573, -73.8330656 40.9398174)",2,,,,,
23503761,False,Tanglewylde Avenue,residential,False,100.502,"LINESTRING (-73.832687 40.9390573, -73.8321097 40.9392285, -73.8315769 40.9393944)",,,,,,
"[778740643, 23505373]",True,Cedar Street,residential,False,190.5,"LINESTRING (-73.832687 40.9390573, -73.8332365 40.9388924, -73.8334732 40.9388214, -73.8335223 40.9388066, -73.8336915 40.9387556, -73.8338746 40.9387004, -73.8347939 40.9384233)",,,,,,
962485905,False,Pondfield Road,tertiary,True,105.389,"LINESTRING (-73.832687 40.9390573, -73.8325493 40.93878, -73.8322463 40.9381699)",2,,,,,
"[420895817, 420895822]",False,Pondfield Road,tertiary,True,211.41899999999998,"LINESTRING (-73.8322463 40.9381699, -73.8319834 40.9376096, -73.8319522 40.9375469, -73.8317309 40.9371053, -73.8314989 40.9366426, -73.8313762 40.9363859)","['3', '2']",,,,,
962485904,True,Meadow Avenue,residential,False,99.901,"LINESTRING (-73.8322463 40.9381699, -73.83134 40.938353, -73.831096 40.938398)",,,,,,
962485905,False,Pondfield Road,tertiary,False,105.389,"LINESTRING (-73.8322463 40.9381699, -73.8325493 40.93878, -73.832687 40.9390573)",2,,,,,
248297541,False,Midland Avenue,tertiary,False,72.436,"LINESTRING (-73.8313762 40.9363859, -73.8306338 40.9367173)",2,,,,,
"[667551667, 420895375]",False,Midland Avenue,tertiary,True,93.602,"LINESTRING (-73.8313762 40.9363859, -73.8319667 40.9361402, -73.8320631 40.9361023, -73.8323572 40.9359868)","['3', '2']",,,,,
"[667551665, 420895820]",False,Pondfield Road,tertiary,False,156.714,"LINESTRING (-73.8313762 40.9363859, -73.8312259 40.9360827, -73.831061 40.935784, -73.830927 40.935587, -73.83081 40.93545, -73.8305214 40.9351419)","['3', '2']",,,,,
"[420895817, 420895822]",False,Pondfield Road,tertiary,False,211.419,"LINESTRING (-73.8313762 40.9363859, -73.8314989 40.9366426, -73.8317309 40.9371053, -73.8319522 40.9375469, -73.8319834 40.9376096, -73.8322463 40.9381699)","['3', '2']",,,,,
23535445,False,Crows Nest Road,residential,True,122.158,"LINESTRING (-73.8305214 40.9351419, -73.829982 40.935592, -73.829729 40.935807, -73.829562 40.935967)",,,,,,
667551665,False,Pondfield Road,tertiary,False,52.513999999999996,"LINESTRING (-73.8305214 40.9351419, -73.830315 40.934973, -73.8301072 40.9347883)",2,,,,,
"[667551665, 420895820]",False,Pondfield Road,tertiary,True,156.714,"LINESTRING (-73.8305214 40.9351419, -73.83081 40.93545, -73.830927 40.935587, -73.831061 40.935784, -73.8312259 40.9360827, -73.8313762 40.9363859)","['3', '2']",,,,,
237540457,False,Pondfield Road,tertiary,False,111.09100000000001,"LINESTRING (-73.8301072 40.9347883, -73.8300363 40.9347553, -73.8299512 40.9347156, -73.8298372 40.9346602, -73.8297643 40.9346248, -73.8295582 40.9345534, -73.8295318 40.9345483, -73.8288736 40.9344884)",2,,,,,
667551665,False,Pondfield Road,tertiary,True,52.513999999999996,"LINESTRING (-73.8301072 40.9347883, -73.830315 40.934973, -73.8305214 40.9351419)",2,,,,,
667551666,False,Gramatan Avenue,tertiary,False,60.041000000000004,"LINESTRING (-73.8301072 40.9347883, -73.8301509 40.9347404, -73.8305124 40.9343435)",,,,,,
23535611,False,Village Lane,residential,False,286.30400000000003,"LINESTRING (-73.8288736 40.9344884, -73.828832 40.934786, -73.828807 40.934848, -73.828722 40.934913, -73.828525 40.935024, -73.8283823 40.935117, -73.828295 40.935174, -73.82818 40.935275, -73.828094 40.935389, -73.827958 40.935651, -73.827795 40.935904, -73.82773 40.936054, -73.827741 40.936122, -73.827785 40.936221, -73.827905 40.93637, -73.828102 40.936558, -73.828227 40.936619, -73.828252 40.936624)",,,,,,
237540457,False,Pondfield Road,tertiary,False,119.96100000000001,"LINESTRING (-73.8288736 40.9344884, -73.828566 40.934462, -73.8279836 40.9344167, -73.827456 40.9343596)",2,,,,,
237540457,False,Pondfield Road,tertiary,True,111.09100000000001,"LINESTRING (-73.8288736 40.9344884, -73.8295318 40.9345483, -73.8295582 40.9345534, -73.8297643 40.9346248, -73.8298372 40.9346602, -73.8299512 40.9347156, -73.8300363 40.9347553, -73.8301072 40.9347883)",2,,,,,
23524793,False,The Byway,residential,False,119.143,"LINESTRING (-73.827456 40.9343596, -73.827381 40.934801, -73.827364 40.934901, -73.827265 40.935176, -73.827152 40.935401)",,,,,,
237540457,False,Pondfield Road,tertiary,False,94.66499999999999,"LINESTRING (-73.827456 40.9343596, -73.8268787 40.9343323, -73.8265523 40.9343328, -73.826331 40.9343469)",2,,,,,
237540457,False,Pondfield Road,tertiary,True,119.96100000000001,"LINESTRING (-73.827456 40.9343596, -73.8279836 40.9344167, -73.828566 40.934462, -73.8288736 40.9344884)",2,,,,,
237540457,False,Pondfield Road,tertiary,True,94.665,"LINESTRING (-73.826331 40.9343469, -73.8265523 40.9343328, -73.8268787 40.9343323, -73.827456 40.9343596)",2,,,,,
23503761,False,Tanglewylde Avenue,residential,False,102.496,"LINESTRING (-73.8300553 40.9395084, -73.8299846 40.9395375, -73.829891 40.9395979, -73.8296676 40.9398057, -73.8296518 40.9398204, -73.8292631 40.9402018)",,,,,,
23503761,False,Tanglewylde Avenue,residential,True,61.836999999999996,"LINESTRING (-73.8300553 40.9395084, -73.8301285 40.9394879, -73.8302257 40.939482, -73.8303642 40.939489, -73.8306235 40.9395071, -73.8307826 40.9395275)",,,,,,
23477559,False,Garden Avenue,residential,True,117.929,"LINESTRING (-73.831096 40.938398, -73.8315769 40.9393944)",,,,,,
962485904,True,Meadow Avenue,residential,False,159.90099999999998,"LINESTRING (-73.831096 40.938398, -73.830852 40.938451, -73.830723 40.938509, -73.8306374 40.9385716, -73.83063 40.938577, -73.830465 40.938752, -73.8303168 40.9390048, -73.8300707 40.9394246, -73.8300553 40.9395084)",,,,,,
23473984,True,Meadow Avenue,residential,False,181.864,"LINESTRING (-73.834251 40.9375522, -73.8332941 40.9378434, -73.8331287 40.9378949, -73.8322463 40.9381699)",,,,,,
23529431,False,Kraft Avenue,tertiary,False,225.935,"LINESTRING (-73.834251 40.9375522, -73.834056 40.937258, -73.83385 40.936959, -73.833655 40.936676, -73.833014 40.935748)",,,,,,
23529431,False,Kraft Avenue,tertiary,True,107.36800000000001,"LINESTRING (-73.834251 40.9375522, -73.834609 40.938069, -73.8347675 40.9383339, -73.8347939 40.9384233)",,,,,,
23503761,False,Tanglewylde Avenue,residential,False,70.774,"LINESTRING (-73.8286 40.940961, -73.8281854 40.9415151)",,,,,,
23474681,False,Vine Street,residential,False,157.594,"LINESTRING (-73.8286 40.940961, -73.8278171 40.9406291, -73.8269529 40.9402825)",,,,,,
23503761,False,Tanglewylde Avenue,residential,True,101.37,"LINESTRING (-73.8286 40.940961, -73.828732 40.940785, -73.8289724 40.9404804, -73.8292631 40.9402018)",,,,,,
248297541,False,Midland Avenue,tertiary,False,47.888,"LINESTRING (-73.8269529 40.9402825, -73.826635 40.94064)",2,,,,,
248297541,False,Midland Avenue,tertiary,True,106.86,"LINESTRING (-73.8269529 40.9402825, -73.827569 40.9394417)",2,,,,,
23474681,False,Vine Street,residential,True,157.594,"LINESTRING (-73.8269529 40.9402825, -73.8278171 40.9406291, -73.8286 40.940961)",,,,,,
374350079,True,Prescott Avenue,residential,False,176.30800000000002,"LINESTRING (-73.832003 40.9422126, -73.8318297 40.9421189, -73.8313682 40.941884, -73.8313413 40.9418669, -73.8313228 40.9418384, -73.8313123 40.9418018, -73.8313018 40.9417623, -73.831314 40.941668, -73.8313485 40.9414677, -73.8313406 40.9413834, -73.8313188 40.9413355, -73.8312673 40.9412755, -73.8311993 40.9412305, -73.8311119 40.9412003, -73.8310034 40.9411841, -73.830819 40.9412013)",,,,,,
374350078,False,Prescott Avenue,residential,True,13.872,"LINESTRING (-73.8306614 40.9412386, -73.830819 40.9412013)",,,,,,
23475949,False,Wellington Circle,residential,False,75.11900000000001,"LINESTRING (-73.8306614 40.9412386, -73.8305341 40.9412023, -73.8299095 40.9411596, -73.8298577 40.9411432, -73.8298324 40.9411356, -73.8298087 40.9411362, -73.8297868 40.9411436)",,,,,,
374350078,False,Prescott Avenue,residential,False,52.239999999999995,"LINESTRING (-73.8306614 40.9412386, -73.8305406 40.9412915, -73.8304714 40.9413319, -73.8304207 40.941354, -73.830325 40.9413766, -73.830213 40.9414035, -73.8301552 40.9414215, -73.8301101 40.9414466)",,,,,,
23475949,False,Wellington Circle,residential,True,45.086,"LINESTRING (-73.8301101 40.9414466, -73.8300422 40.9414088, -73.8298946 40.9413011, -73.8298289 40.9412295, -73.829793 40.9411927, -73.8297782 40.9411777, -73.8297784 40.9411614, -73.8297868 40.9411436)",,,,,,
374350078,False,Prescott Avenue,residential,False,64.449,"LINESTRING (-73.8301101 40.9414466, -73.8300549 40.9415025, -73.8299856 40.9416157, -73.8299127 40.9417166, -73.8297783 40.9418717, -73.8297043 40.9419355)",,,,,,
374350078,False,Prescott Avenue,residential,True,52.24,"LINESTRING (-73.8301101 40.9414466, -73.8301552 40.9414215, -73.830213 40.9414035, -73.830325 40.9413766, -73.8304207 40.941354, -73.8304714 40.9413319, -73.8305406 40.9412915, -73.8306614 40.9412386)",,,,,,
23532527,False,Milburn Street,residential,True,91.751,"LINESTRING (-73.8368593 40.9408398, -73.8379349 40.9406959)",,,,,,
23477559,False,Garden Avenue,residential,False,117.929,"LINESTRING (-73.8315769 40.9393944, -73.831096 40.938398)",,,,,,
23477559,False,Garden Avenue,residential,True,281.59499999999997,"LINESTRING (-73.8315769 40.9393944, -73.831962 40.940086, -73.832308 40.940736, -73.832365 40.940808, -73.83238 40.9408209, -73.8324167 40.9408527, -73.8324902 40.9408855, -73.83257 40.9409031, -73.832579 40.9409051, -73.8327911 40.9409123, -73.8329671 40.9409182, -73.8330077 40.9409184, -73.8336429 40.9409223)",,,,,,
23503761,False,Tanglewylde Avenue,residential,False,41.574,"LINESTRING (-73.8315769 40.9393944, -73.8314876 40.9394254, -73.8311867 40.9395111, -73.8311141 40.9395256)",,,,,,
23503761,False,Tanglewylde Avenue,residential,True,100.502,"LINESTRING (-73.8315769 40.9393944, -73.8321097 40.9392285, -73.832687 40.9390573)",,,,,,
23503761,False,Tanglewylde Avenue,residential,True,27.846,"LINESTRING (-73.8307826 40.9395275, -73.8311141 40.9395256)",,,,,,
23503761,False,Tanglewylde Avenue,residential,False,61.836999999999996,"LINESTRING (-73.8307826 40.9395275, -73.8306235 40.9395071, -73.8303642 40.939489, -73.8302257 40.939482, -73.8301285 40.9394879, -73.8300553 40.9395084)",,,,,,
23526226,True,Park Avenue,residential,False,22.491999999999997,"LINESTRING (-73.8307826 40.9395275, -73.8308463 40.9395635, -73.8308588 40.9395794, -73.830862 40.9396156, -73.8308563 40.9396583, -73.8308322 40.9396989)",,,,,,
23503761,False,Tanglewylde Avenue,residential,False,101.37,"LINESTRING (-73.8292631 40.9402018, -73.8289724 40.9404804, -73.828732 40.940785, -73.8286 40.940961)",,,,,,
23503761,False,Tanglewylde Avenue,residential,True,102.49600000000001,"LINESTRING (-73.8292631 40.9402018, -73.8296518 40.9398204, -73.8296676 40.9398057, -73.829891 40.9395979, -73.8299846 40.9395375, -73.8300553 40.9395084)",,,,,,
23537833,False,Willow Road,residential,False,55.569,"LINESTRING (-73.8292631 40.9402018, -73.8288302 40.9399918, -73.8287064 40.9399318)",,,,,,
23503761,False,Tanglewylde Avenue,residential,True,70.774,"LINESTRING (-73.8281854 40.9415151, -73.8286 40.940961)",,,,,,
374338558,False,Park Avenue,residential,False,97.985,"LINESTRING (-73.8281854 40.9415151, -73.8275369 40.9422476)",,,,,,
23503761,False,Tanglewylde Avenue,residential,False,163.10399999999998,"LINESTRING (-73.8281854 40.9415151, -73.8280227 40.9415112, -73.8278307 40.9415067, -73.8262438 40.9414964)",,,,,,
23503761,False,Tanglewylde Avenue,residential,True,163.10399999999998,"LINESTRING (-73.8262438 40.9414964, -73.8278307 40.9415067, -73.8280227 40.9415112, -73.8281854 40.9415151)",,,,,,
248297541,False,Midland Avenue,tertiary,True,102.179,"LINESTRING (-73.8262438 40.9414964, -73.826301 40.941215, -73.826322 40.941111, -73.826369 40.941, -73.826455 40.940871, -73.826635 40.94064)",2,,,,,
23529431,False,Kraft Avenue,tertiary,False,107.36800000000001,"LINESTRING (-73.8347939 40.9384233, -73.8347675 40.9383339, -73.834609 40.938069, -73.834251 40.9375522)",,,,,,
23529431,False,Kraft Avenue,tertiary,True,142.88,"LINESTRING (-73.8347939 40.9384233, -73.8347977 40.9385011, -73.834803 40.938717, -73.834738 40.93936, -73.8346146 40.9396935)",,,,,,
374338555,False,Sagamore Road,tertiary,False,2.457,"LINESTRING (-73.8342697 40.9421094, -73.8342535 40.9421278)",,,,,,
374313705,True,Sagamore Road,tertiary,False,30.119,"LINESTRING (-73.8342697 40.9421094, -73.8343216 40.9420707, -73.8343847 40.9420368, -73.8344598 40.9420034, -73.8345666 40.9419603)",,,,,,
"[49590192, 23510533]",False,Parkway Road,tertiary,False,130.57299999999998,"LINESTRING (-73.8359839 40.9350238, -73.8360588 40.9355264, -73.8360789 40.9357186, -73.8361028 40.9358583, -73.8361241 40.9360532, -73.8361332 40.9361923)",,,,,,
"[49590150, 119841801, 119841802, 420895376, 119841812]",False,Midland Avenue,tertiary,False,245.97099999999998,"LINESTRING (-73.8359839 40.9350238, -73.8358681 40.9350464, -73.8356322 40.9350989, -73.8354637 40.9351394, -73.8349381 40.9352598, -73.834573 40.9353468, -73.8340925 40.9354574, -73.833805 40.9355326, -73.8337685 40.9355425, -73.833624 40.935582, -73.833196 40.935698)",2,yes,,,,
"[119841802, 49590158, 248297540, 420895374]",False,Midland Avenue,tertiary,True,64.74000000000001,"LINESTRING (-73.8359839 40.9350238, -73.836071 40.9349888, -73.8363433 40.9348269, -73.8364863 40.934741, -73.8365847 40.9346628)",4,yes,,,,
23538678,False,Paxton Avenue,tertiary,False,33.784,"LINESTRING (-73.8359405 40.9386227, -73.8360154 40.9386376, -73.8362222 40.9386842, -73.8363224 40.9387165)",,,,,,
119841790,False,Parkway Road,tertiary,False,65.44,"LINESTRING (-73.8359405 40.9386227, -73.8359273 40.9387428, -73.8359077 40.9390749, -73.8359017 40.9392104)",,,,,,
"[374317192, 49590192, 119841790]",False,Parkway Road,tertiary,True,270.86300000000006,"LINESTRING (-73.8359405 40.9386227, -73.8359464 40.9385195, -73.8360065 40.9377796, -73.836098 40.936951, -73.8361208 40.9367194, -73.8361242 40.9366736, -73.8361322 40.9365734, -73.8361384 40.9364652, -73.8361411 40.9363696, -73.836139 40.9362723, -73.8361332 40.9361923)",,yes,,,,
49590197,False,De Witt Avenue,tertiary,True,65.31,"LINESTRING (-73.8359017 40.9392104, -73.8360292 40.9390589, -73.8360396 40.9390466, -73.8362676 40.9387769, -73.8363224 40.9387165)",,,,,,
119841790,False,Parkway Road,tertiary,False,197.27499999999998,"LINESTRING (-73.8359017 40.9392104, -73.8358981 40.939302, -73.8358665 40.9397663, -73.8358386 40.9400834, -73.8357841 40.9407024, -73.8357596 40.9409812)",,,,,,
119841790,False,Parkway Road,tertiary,True,65.44000000000001,"LINESTRING (-73.8359017 40.9392104, -73.8359077 40.9390749, -73.8359273 40.9387428, -73.8359405 40.9386227)",,,,,,
119841790,False,Parkway Road,tertiary,False,66.395,"LINESTRING (-73.8357596 40.9409812, -73.8357187 40.9415775)",,,,,,
23516410,True,Station Plaza,residential,False,103.50099999999999,"LINESTRING (-73.8357596 40.9409812, -73.835393 40.94095, -73.83535 40.94097, -73.835332 40.940996, -73.835311 40.94105, -73.835267 40.941316, -73.835252 40.941378, -73.835165 40.941564)",,,,,,
119841790,False,Parkway Road,tertiary,True,197.275,"LINESTRING (-73.8357596 40.9409812, -73.8357841 40.9407024, -73.8358386 40.9400834, -73.8358665 40.9397663, -73.8358981 40.939302, -73.8359017 40.9392104)",,,,,,
237538782,False,Milburn Street,residential,True,78.10999999999999,"LINESTRING (-73.8357596 40.9409812, -73.8358862 40.9409656, -73.836135 40.940935, -73.836242 40.9409237, -73.836268 40.940921, -73.836616 40.9408601, -73.8366726 40.9408502)",,,,,,
119841790,False,Parkway Road,tertiary,True,66.395,"LINESTRING (-73.8357187 40.9415775, -73.8357596 40.9409812)",,,,,,
237541086,True,Parkway Road,tertiary,False,11.651,"LINESTRING (-73.8357187 40.9415775, -73.8357047 40.9416176, -73.8356944 40.9416463, -73.8356855 40.9416792)",,,,,,
667321750,True,Parkway Road,tertiary,False,14.078,"LINESTRING (-73.8356855 40.9416792, -73.8356785 40.9418057)",,,,,,
23511066,False,Paradise Road Avenue,residential,False,41.082,"LINESTRING (-73.8301057 40.9421285, -73.8300619 40.9421098, -73.8299507 40.9420835, -73.8298826 40.9420673, -73.8298393 40.9420443, -73.8297542 40.9419682, -73.8297043 40.9419355)",,,,,,
23511066,False,Paradise Road Avenue,residential,True,41.082,"LINESTRING (-73.8297043 40.9419355, -73.8297542 40.9419682, -73.8298393 40.9420443, -73.8298826 40.9420673, -73.8299507 40.9420835, -73.8300619 40.9421098, -73.8301057 40.9421285)",,,,,,
374350078,False,Prescott Avenue,residential,False,53.181,"LINESTRING (-73.8297043 40.9419355, -73.8295867 40.9420091, -73.8295245 40.9420635, -73.8294603 40.9421275, -73.8293297 40.9423137)",,,,,,
374350078,False,Prescott Avenue,residential,True,64.449,"LINESTRING (-73.8297043 40.9419355, -73.8297783 40.9418717, -73.8299127 40.9417166, -73.8299856 40.9416157, -73.8300549 40.9415025, -73.8301101 40.9414466)",,,,,,
248297541,False,Midland Avenue,tertiary,False,10.989,"LINESTRING (-73.8306338 40.9367173, -73.8305193 40.9367651)",2,,,,,
248297541,False,Midland Avenue,tertiary,True,72.436,"LINESTRING (-73.8306338 40.9367173, -73.8313762 40.9363859)",2,,,,,
23515616,True,Library Lane,residential,False,60.657,"LINESTRING (-73.8306338 40.9367173, -73.8303145 40.9362544, -73.8303068 40.9362316)",,,,,,
23526247,True,Palmer Avenue,residential,False,45.638000000000005,"LINESTRING (-73.835165 40.941564, -73.835375 40.941598, -73.8356855 40.9416792)",,,,,,
23537785,False,Masterton Road,residential,False,82.54099999999998,"LINESTRING (-73.826906 40.936849, -73.826699 40.936303, -73.8266302 40.9361934, -73.826608 40.936158, -73.826594 40.936149)",,,,,,
23537785,False,Masterton Road,residential,True,270.226,"LINESTRING (-73.826906 40.936849, -73.827105 40.937238, -73.8271466 40.9372924, -73.827306 40.937501, -73.8274 40.937576, -73.827717 40.937797, -73.827904 40.937851, -73.828019 40.937855, -73.828108 40.937819, -73.828468 40.937599, -73.828747 40.937405, -73.828925 40.937348, -73.828969 40.937348, -73.829023 40.937381, -73.8290939 40.9374629)",,,,,,
23524793,False,The Byway,residential,False,95.571,"LINESTRING (-73.827152 40.935401, -73.827129 40.935448, -73.82696 40.935687, -73.826594 40.936149)",,,,,,
23524793,False,The Byway,residential,True,119.143,"LINESTRING (-73.827152 40.935401, -73.827265 40.935176, -73.827364 40.934901, -73.827381 40.934801, -73.827456 40.9343596)",,,,,,
23524793,False,The Byway,residential,True,95.571,"LINESTRING (-73.826594 40.936149, -73.82696 40.935687, -73.827129 40.935448, -73.827152 40.935401)",,,,,,
23537785,False,Masterton Road,residential,True,82.541,"LINESTRING (-73.826594 40.936149, -73.826608 40.936158, -73.8266302 40.9361934, -73.826699 40.936303, -73.826906 40.936849)",,,,,,
374350078,False,Prescott Avenue,residential,True,53.181,"LINESTRING (-73.8293297 40.9423137, -73.8294603 40.9421275, -73.8295245 40.9420635, -73.8295867 40.9420091, -73.8297043 40.9419355)",,,,,,
511738357,False,Station Plaza,residential,True,15.221,"LINESTRING (-73.835689 40.9424236, -73.8358701 40.9424284)",,,,,,
"[1179837592, 23530482]",True,"['Station Plaza', 'Studio Arcade']",residential,False,129.238,"LINESTRING (-73.835689 40.9424236, -73.8352568 40.9422923, -73.8351504 40.9422516, -73.8350874 40.942208, -73.8350662 40.9421673, -73.8350668 40.9421337, -73.83507 40.942074, -73.835079 40.941913, -73.8350854 40.9418597, -73.835094 40.941779, -73.835095 40.941765, -73.835106 40.941709, -73.83512 40.94165, -73.835165 40.941564)",,,,,,
