osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,bridge,maxspeed,width,junction,access
"[266568387, 22955254]",False,,"['Via del Parco', 'Via dei Campi']",tertiary,False,540.316,"LINESTRING (12.1384981 46.5351945, 12.1382916 46.5351586, 12.138216 46.5351371, 12.1381043 46.5351043, 12.1379667 46.5350547, 12.137813 46.5349953, 12.1377569 46.5349669, 12.1377007 46.5349385, 12.1376445 46.5349101, 12.1375883 46.5348818, 12.1375322 46.5348534, 12.1374707 46.5348149, 12.1374015 46.5347591, 12.1371996 46.5345757, 12.1371427 46.5345234, 12.137059 46.5344379, 12.1370277 46.5343763, 12.1369946 46.5342972, 12.1369642 46.5341996, 12.1368534 46.5340213, 12.1368023 46.5339507, 12.1367388 46.5339246, 12.1366965 46.5339139, 12.136562 46.533914, 12.1364823 46.533931, 12.1363905 46.533958, 12.136306 46.5340092, 12.1361457 46.5341108, 12.135811 46.5343926, 12.1357209 46.5344648, 12.1356448 46.5345346, 12.1355987 46.5345883, 12.1355835 46.5346391, 12.135651 46.5348981, 12.1357339 46.5352165, 12.1358929 46.5356395, 12.1359559 46.5357979, 12.1359747 46.5359325, 12.1359935 46.536044, 12.135947 46.5364311, 12.1359368 46.5364743)",,,,4,,
"[266568392, 266568387]",False,,Via dei Campi,tertiary,True,27.782999999999998,"LINESTRING (12.1384981 46.5351945, 12.1385483 46.5352032, 12.1385869 46.5352099, 12.1388523 46.5352497)",,,,4,,
266568394,True,,Via delle Scuole,residential,False,77.06200000000001,"LINESTRING (12.1384981 46.5351945, 12.1383875 46.5352924, 12.1381197 46.5354638, 12.1378017 46.5356938)",,,,,,
601294583,True,,Via Olimpia,primary,False,19.657,"LINESTRING (12.1392811 46.5352654, 12.1394668 46.5351432)",,,,,,
266568377,True,2,Via Olimpia,primary,False,8.619,"LINESTRING (12.1392811 46.5352654, 12.1393085 46.5352683, 12.1393336 46.5352774, 12.1393529 46.5352916, 12.1393644 46.5353094)",,,,,roundabout,
935693741,True,2,Via Olimpia,primary,False,5.438000000000001,"LINESTRING (12.1392189 46.5352858, 12.1392296 46.5352778, 12.1392539 46.5352687, 12.1392811 46.5352654)",,,,,roundabout,
"[523994186, 888166739]",True,2,Via del Mercato,primary,False,122.98499999999999,"LINESTRING (12.1368973 46.5368817, 12.1371374 46.5367616, 12.137193 46.5367338, 12.1373721 46.5366441, 12.1377614 46.53646, 12.1378429 46.5364306, 12.1381088 46.536385, 12.1382805 46.536343)",,,,,,
602637911,False,,,residential,False,29.805999999999997,"LINESTRING (12.1368973 46.5368817, 12.1370402 46.5370046, 12.1371422 46.5370902)",,,,,,permissive
602637911,False,,,residential,True,29.805999999999997,"LINESTRING (12.1371422 46.5370902, 12.1370402 46.5370046, 12.1368973 46.5368817)",,,,,,permissive
604388744,True,2,Via Guglielmo Marconi,primary,False,66.473,"LINESTRING (12.1361132 46.5400441, 12.1357355 46.5403133, 12.1356541 46.5403684, 12.1355769 46.5404121, 12.1354739 46.5404406)",,,,,,
157693566,False,2,Via Antonio Cantore,primary,False,155.787,"LINESTRING (12.1362959 46.5400451, 12.1364212 46.5401196, 12.1364366 46.5401287, 12.1364986 46.5401517, 12.13656 46.5401597, 12.1366282 46.5401576, 12.1366987 46.540145, 12.1368659 46.540102, 12.1369186 46.540103, 12.1369605 46.5401178, 12.1369994 46.5401477, 12.1372734 46.5404469, 12.1373416 46.5404996, 12.137418 46.54053, 12.1375159 46.5405432, 12.1376618 46.5405355, 12.1379426 46.540488)",SR48,,,,,
604388743,True,,Via Antonio Cantore,primary,False,14.43,"LINESTRING (12.1362959 46.5400451, 12.1362466 46.5400344, 12.1361998 46.5400309, 12.1361571 46.5400323, 12.1361132 46.5400441)",,,,,,
227690545,False,,Via Ria de Zeto,residential,False,163.99899999999997,"LINESTRING (12.1416838 46.5396586, 12.1415253 46.5395585, 12.1411207 46.5394623, 12.1410475 46.5393444, 12.1407918 46.5392657, 12.140452 46.5392121, 12.1400903 46.5391749, 12.1399173 46.5390759, 12.1398271 46.5390554)",,,,,,
184346220,False,,Località Cianderies,residential,False,26.506,"LINESTRING (12.1397798 46.5423287, 12.1395516 46.5421493)",,,,,,
931054436,False,,,residential,False,50.783,"LINESTRING (12.1392381 46.5412861, 12.1392182 46.5412451, 12.1393839 46.5411795, 12.1394413 46.5411056, 12.1394477 46.5410066, 12.1394937 46.5409127)",,,,,,
157693566,False,2,Via Antonio Cantore,primary,False,196.37999999999997,"LINESTRING (12.1394937 46.5409127, 12.1395225 46.5409279, 12.139625 46.5409423, 12.1397206 46.540936, 12.1398081 46.5409116, 12.1404922 46.5405746, 12.1406196 46.5405504, 12.1407551 46.5405429, 12.1408923 46.540546, 12.1410091 46.5405659, 12.1411438 46.5406094, 12.141242 46.5406585, 12.1413537 46.5407324, 12.141441 46.5408147, 12.1415735 46.5409966)",SR48,,,,,
157693566,False,2,Via Antonio Cantore,primary,True,159.977,"LINESTRING (12.1394937 46.5409127, 12.1394588 46.5408942, 12.1393992 46.540841, 12.1392268 46.5404708, 12.1391602 46.5404055, 12.1390927 46.5403654, 12.1390069 46.5403435, 12.1388675 46.5403428, 12.1379426 46.540488)",SR48,,,,,
931054436,False,,,residential,True,50.782999999999994,"LINESTRING (12.1394937 46.5409127, 12.1394477 46.5410066, 12.1394413 46.5411056, 12.1393839 46.5411795, 12.1392182 46.5412451, 12.1392381 46.5412861)",,,,,,
385079146,False,,Via Marangoi,residential,False,215.10399999999998,"LINESTRING (12.1323982 46.5420607, 12.1319464 46.5418366, 12.1316177 46.5416747, 12.131441 46.5415852, 12.1313665 46.5415489, 12.1313136 46.5415, 12.1312999 46.5414265, 12.1312434 46.5413216, 12.1311616 46.5411571, 12.1311149 46.541032, 12.131091 46.5409031, 12.1310891 46.5407931, 12.1310974 46.540703, 12.1311183 46.5406156, 12.1311545 46.5405283)",,,,,,
1202614538,False,,Via Marangoi,residential,True,93.57900000000001,"LINESTRING (12.1323982 46.5420607, 12.1326038 46.5421627, 12.1333893 46.5425542)",,,,,,
