osmid,lanes,highway,oneway,reversed,length,name,geometry,ref
105594961,2,residential,False,False,22.481,,"LINESTRING (-60.1076966 46.2392064, -60.1075975 46.2393966)",
"[105595755, 105595460]",2,residential,False,"[False, True]",334.83299999999997,Maple Street,"LINESTRING (-60.097343 46.2343652, -60.0979614 46.2345168, -60.0986066 46.2346772, -60.0993149 46.2348482, -60.0999079 46.2349902, -60.0999593 46.2349996, -60.1000002 46.2350105, -60.1003455 46.2351039, -60.1006162 46.2351612, -60.1010538 46.235274, -60.1012592 46.2353134, -60.1014544 46.2353517)",
105595669,2,residential,False,False,146.163,Ryan Street,"LINESTRING (-60.097343 46.2343652, -60.0976303 46.2338109, -60.0977935 46.2334712, -60.0979585 46.2331217)",
105595883,2,residential,False,True,64.87899999999999,Ryan Street,"LINESTRING (-60.097343 46.2343652, -60.0972059 46.2346516, -60.0970828 46.2349202)",
105595872,2,residential,False,True,48.888,Emerald Street,"LINESTRING (-60.0993008 46.2409934, -60.0987087 46.2408334)",
105595414,2,residential,False,True,77.43100000000001,Browns Lane,"LINESTRING (-60.0961113 46.2394651, -60.0962268 46.2394887, -60.0963628 46.2395174, -60.0965437 46.2395562, -60.0968912 46.2396325, -60.0970647 46.2396864)",
105595496,1,residential,False,True,49.777,Catherine Street,"LINESTRING (-60.100889 46.23781, -60.1005997 46.2377417, -60.1002784 46.2376616)",
105595617,2,residential,False,True,55.218,Emerald Street,"LINESTRING (-60.0987087 46.2408334, -60.0980253 46.2406811)",
105595872,2,residential,False,False,48.888,Emerald Street,"LINESTRING (-60.0987087 46.2408334, -60.0993008 46.2409934)",
105594291,2,residential,False,False,77.497,Catherine Street,"LINESTRING (-60.0987087 46.2408334, -60.0988986 46.2405026, -60.0990622 46.2401809)",
105595561,2,residential,False,True,45.376,Catherine Street,"LINESTRING (-60.1004594 46.2372732, -60.1002784 46.2376616)",
105594276,2,residential,False,False,175.989,King Street,"LINESTRING (-60.1021719 46.2387432, -60.10154 46.2386003, -60.1008701 46.2384393, -60.1000068 46.2382311)",
105594377,2,residential,False,True,148.568,King Street,"LINESTRING (-60.1021719 46.2387432, -60.1027002 46.2388844, -60.1032933 46.2390264, -60.1039886 46.239197)",
105594383,2,residential,False,False,317.313,Amelia Street,"LINESTRING (-60.1021719 46.2387432, -60.1023754 46.2383767, -60.1025949 46.2379295, -60.1027868 46.2375357, -60.1029645 46.2371424, -60.103101 46.236865, -60.1031844 46.2366862, -60.1033204 46.2364179, -60.1034985 46.2360416)",
105594959,2,residential,False,False,165.154,Queen Street,"LINESTRING (-60.099289 46.2395764, -60.0985006 46.2393188, -60.0978057 46.2391391, -60.0973024 46.2390165)",
105595720,2,residential,False,True,327.94899999999996,Queen Street,"LINESTRING (-60.099289 46.2395764, -60.0995076 46.2396338, -60.0998688 46.2397234, -60.1002509 46.2398066, -60.1009124 46.2399665, -60.1016475 46.240148, -60.102322 46.2403099, -60.1033161 46.2405455)",
105595951,2,residential,False,True,69.55799999999999,Catherine Street,"LINESTRING (-60.099289 46.2395764, -60.0991997 46.2398856, -60.0990622 46.2401809)",
105596084,2,residential,False,False,78.314,Catherine Street,"LINESTRING (-60.099289 46.2395764, -60.0994859 46.2391943, -60.0996305 46.2389129)",
105594517,2,residential,False,True,67.865,Patrick Street,"LINESTRING (-60.104247 46.2386136, -60.1041245 46.2388669, -60.1039886 46.239197)",
105594605,2,residential,False,False,173.791,Patrick Street,"LINESTRING (-60.104247 46.2386136, -60.1044547 46.2382044, -60.1046327 46.2378282, -60.1048251 46.2374262, -60.1049613 46.2371309)",
105595485,2,residential,False,True,272.076,George Street,"LINESTRING (-60.104247 46.2386136, -60.1046042 46.2386832, -60.1050965 46.2388, -60.1056974 46.2389464, -60.1062897 46.2390751, -60.1067348 46.239193, -60.1075975 46.2393966)",
