osmid,lanes,name,highway,width,oneway,reversed,length,geometry,ref,junction,maxspeed,bridge
9390905,2,Sylvan Street,unclassified,15.2,False,False,284.9359999999999,"LINESTRING (-72.623881 42.103126, -72.6232139 42.102653, -72.6230125 42.1025101, -72.6219515 42.1017578, -72.6218006 42.1016508, -72.6216969 42.1015773, -72.6216646 42.1015543, -72.621619 42.101522, -72.621509 42.101453, -72.621473 42.101433, -72.621436 42.101413, -72.621399 42.101394, -72.621363 42.101374)",,,,
"[36842061, 36840847]",2,Park Street,primary,17.7,False,"[False, True]",73.481,"LINESTRING (-72.623881 42.103126, -72.623418 42.103392, -72.6231827 42.1035361)",,,,
36842061,2,Park Street,primary,17.7,False,True,81.048,"LINESTRING (-72.623881 42.103126, -72.624101 42.102998, -72.6241314 42.1029819, -72.624348 42.1028672, -72.624673 42.102695)",,,,
9389748,2,Park Street,primary,17.7,True,False,251.06300000000002,"LINESTRING (-72.6187595 42.1065271, -72.6191053 42.1063413, -72.6191745 42.1063041, -72.6196391 42.1060547, -72.6198329 42.1059507, -72.6200395 42.1058398, -72.6202334 42.1057357, -72.6203165 42.1056911, -72.6205749 42.1055516, -72.6210437 42.1052965, -72.6211355 42.1052491, -72.6212135 42.1051931)",US 20,,,
9390097,2,,primary,15.2,True,False,26.673999999999996,"LINESTRING (-72.6166653 42.107784, -72.6167172 42.1077553, -72.6167637 42.107722, -72.6168041 42.1076846, -72.6168172 42.1076688, -72.6168379 42.1076437, -72.6168595 42.107608, -72.6168644 42.1075999)",US 20,roundabout,,
9389532,3,Park Avenue,primary,30.5,True,False,188.36599999999999,"LINESTRING (-72.6231827 42.1035361, -72.622997 42.103584, -72.6227374 42.1037157, -72.6221608 42.1040082, -72.6219029 42.104139, -72.62172 42.1042318, -72.621424 42.104382, -72.621272 42.104455)",,,,
9389866,2,Van Deene Avenue,unclassified,,False,False,213.565,"LINESTRING (-72.6231827 42.1035361, -72.62337 42.103614, -72.623434 42.103643, -72.623469 42.103661, -72.623504 42.10368, -72.623536 42.103701, -72.623575 42.103735, -72.623609 42.103773, -72.623644 42.103811, -72.6239179 42.1041433, -72.6240061 42.1042502, -72.62432 42.104631, -72.6243861 42.1047123, -72.6244308 42.1047673, -72.6245439 42.1049063, -72.624677 42.10507)",,,,
9389987,2,Western Avenue,unclassified,15.9,False,True,321.52599999999995,"LINESTRING (-72.6231827 42.1035361, -72.6229997 42.1034306, -72.6226639 42.1031977, -72.6225186 42.103097, -72.6222949 42.1029418, -72.6220317 42.1027593, -72.6219 42.102668, -72.6211115 42.1021304, -72.6209861 42.1020449, -72.620825 42.101935, -72.620315 42.101579)",,,,
"[36842061, 36840847]",2,Park Street,primary,17.7,False,"[False, True]",73.481,"LINESTRING (-72.6231827 42.1035361, -72.623418 42.103392, -72.623881 42.103126)",,,,
9389576,2,Elm Street,primary,18.3,False,True,85.25,"LINESTRING (-72.620224 42.104978, -72.620534 42.105045, -72.6209639 42.1051204, -72.621032 42.105134, -72.6212135 42.1051931)",US 20,,,
9390109,2,Union Street,secondary,18.3,False,False,248.173,"LINESTRING (-72.620224 42.104978, -72.620143 42.10496, -72.619977 42.104862, -72.6198572 42.1047741, -72.6197719 42.1047115, -72.6196822 42.1046456, -72.619616 42.104597, -72.6194538 42.1044833, -72.6193602 42.1044176, -72.6192945 42.1043716, -72.6190702 42.1042144, -72.6189697 42.104144, -72.618897 42.104093, -72.6186361 42.1039059, -72.6180238 42.1034667)",,,,
9390499,3,Park Avenue,primary,30.5,True,False,167.566,"LINESTRING (-72.620224 42.104978, -72.620193 42.104993, -72.6200146 42.105087, -72.6199417 42.1051254, -72.6196428 42.1052831, -72.6188286 42.1057124, -72.6188127 42.1057208, -72.6187261 42.1057618, -72.6185592 42.1058409)",US 20,,,
9390109,2,Union Street,secondary,18.3,False,False,103.94700000000002,"LINESTRING (-72.6173607 42.1030151, -72.6173454 42.1030044, -72.6170211 42.102777, -72.6164794 42.1023971, -72.616445 42.102373)",,,,
9390109,2,Union Street,secondary,18.3,False,True,74.259,"LINESTRING (-72.6173607 42.1030151, -72.6178126 42.1033229, -72.6180238 42.1034667)",,,,
9390024,2,Mosher Street,residential,12.2,False,False,196.67,"LINESTRING (-72.625659 42.106971, -72.6241717 42.1076039, -72.623591 42.107851)",,,,
9389654,2,Park Avenue,primary,30.5,True,False,180.666,"LINESTRING (-72.6185592 42.1058409, -72.61781 42.1062175, -72.6177158 42.1062648, -72.6175156 42.1063655, -72.6174473 42.1063998, -72.617415 42.106416, -72.6171879 42.106542, -72.6168845 42.1067103, -72.616768 42.106775)",US 20,,,
9389791,2,Park Avenue Court,residential,9.1,False,True,161.30499999999998,"LINESTRING (-72.6185592 42.1058409, -72.6183015 42.105548, -72.6180369 42.1052606, -72.6177211 42.1048967, -72.6176812 42.1048594, -72.617453 42.104646)",,,,
9389908,,Park Street,primary,17.7,True,False,26.048000000000002,"LINESTRING (-72.6168644 42.1075999, -72.616918 42.107534, -72.61696 42.10751, -72.616987 42.1075, -72.617015 42.107495, -72.617044 42.107492, -72.617073 42.107489, -72.617086 42.107486, -72.6171 42.107484, -72.617113 42.107481)",,,,
9390097,2,,primary,15.2,True,False,10.604,"LINESTRING (-72.6168644 42.1075999, -72.6168832 42.1075543, -72.616894 42.1075073)",US 20,roundabout,,
318274891,2,Lathrop Street,residential,15.9,False,True,74.972,"LINESTRING (-72.621309 42.109287, -72.6208662 42.1086982)",,,,
9390709,2,Garden Street,residential,15.2,False,True,213.459,"LINESTRING (-72.621309 42.109287, -72.622412 42.108808, -72.623549 42.108326)",,,,
9390905,2,Sylvan Street,unclassified,15.2,False,False,54.50599999999999,"LINESTRING (-72.621363 42.101374, -72.621326 42.101353, -72.621289 42.101334, -72.621235 42.101311, -72.621179 42.10129, -72.621121 42.101274, -72.621068 42.101262, -72.621014 42.101252, -72.62096 42.101244, -72.620889 42.101236, -72.620817 42.101229, -72.620746 42.101222)",,,,
9390905,2,Sylvan Street,unclassified,15.2,False,True,284.93600000000004,"LINESTRING (-72.621363 42.101374, -72.621399 42.101394, -72.621436 42.101413, -72.621473 42.101433, -72.621509 42.101453, -72.621619 42.101522, -72.6216646 42.1015543, -72.6216969 42.1015773, -72.6218006 42.1016508, -72.6219515 42.1017578, -72.6230125 42.1025101, -72.6232139 42.102653, -72.623881 42.103126)",,,,
"[590272384, 9389428]",2,Kelso Avenue,residential,13.7,False,True,375.784,"LINESTRING (-72.621363 42.101374, -72.621895 42.101, -72.622025 42.100907, -72.622113 42.100886, -72.622184 42.100905, -72.6222296 42.1009425, -72.622264 42.10097, -72.6224969 42.1011311, -72.6227319 42.1012937, -72.62448 42.102503, -72.624591 42.10259, -72.624673 42.102695)",,,,
9389400,2,Elm Street,primary,30.5,True,False,153.405,"LINESTRING (-72.621413 42.105422, -72.621449 42.105466, -72.621483 42.105513, -72.621516 42.105559, -72.621682 42.105774, -72.621967 42.106159, -72.6219863 42.1061834, -72.6220896 42.1063141, -72.6223322 42.1066211)",US 20,,,
9390824,2,Southworth Street,residential,15.2,False,True,82.881,"LINESTRING (-72.6190539 42.1094823, -72.619918 42.109102)",,,,
