osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes
16001961,Stippich Street,residential,False,True,108.694,"LINESTRING (-93.718755 41.7705125, -93.718761 41.769535)",,
15995081,,residential,False,False,90.925,"LINESTRING (-93.712195 41.7733543, -93.7122784 41.7734046, -93.7129818 41.7738255, -93.7130499 41.7738663)",,
16009184,North 3rd Street,secondary,False,False,54.313,"LINESTRING (-93.712195 41.7733543, -93.7122574 41.7732929, -93.7124428 41.7731043, -93.7125873 41.7729632)",25 mph,
15995081,,residential,False,True,90.925,"LINESTRING (-93.7130499 41.7738663, -93.7129818 41.7738255, -93.7122784 41.7734046, -93.712195 41.7733543)",,
16001792,South 1st Street,residential,False,True,82.29,"LINESTRING (-93.712888 41.77026, -93.713494 41.769674)",,
16008629,East Van Dorn Street,residential,False,False,1.533,"LINESTRING (-93.712888 41.77026, -93.712874 41.770251)",20 mph,2
981338377,West Van Dorn Street,residential,False,False,82.03900000000002,"LINESTRING (-93.712888 41.77026, -93.7132578 41.7705028, -93.7134098 41.7706006, -93.7135525 41.7706908, -93.7136334 41.770745)",,
16004055,South 2nd Street,residential,False,False,82.399,"LINESTRING (-93.7136334 41.770745, -93.7135887 41.7707871, -93.7135829 41.7707926, -93.713073 41.7712734, -93.713017 41.7713262)",,
16004055,South 2nd Street,residential,False,True,86.14000000000001,"LINESTRING (-93.7136334 41.770745, -93.713696 41.770685, -93.7137224 41.770662, -93.7139189 41.7704753, -93.7139387 41.7704565, -93.7139889 41.7704088, -93.714277 41.770137)",,
981338377,West Van Dorn Street,residential,False,False,85.916,"LINESTRING (-93.7136334 41.770745, -93.7137579 41.7708195, -93.7143543 41.7711765, -93.7144414 41.7712286)",,
981338377,West Van Dorn Street,residential,False,True,82.039,"LINESTRING (-93.7136334 41.770745, -93.7135525 41.7706908, -93.7134098 41.7706006, -93.7132578 41.7705028, -93.712888 41.77026)",,
16001250,West Van Dorn Street,residential,False,False,82.912,"LINESTRING (-93.7144414 41.7712286, -93.7145243 41.771278, -93.7149677 41.7715424, -93.7151195 41.7716329, -93.7152223 41.7716942)",,
981338377,West Van Dorn Street,residential,False,True,85.916,"LINESTRING (-93.7144414 41.7712286, -93.7143543 41.7711765, -93.7137579 41.7708195, -93.7136334 41.770745)",,
981338378,South 3rd Street,secondary,False,True,83.923,"LINESTRING (-93.7144414 41.7712286, -93.7143948 41.7712722, -93.7141854 41.7714684, -93.7138687 41.7717428, -93.7138008 41.7718125)",25 mph,
