osmid,ref,name,highway,maxspeed,oneway,reversed,length,lanes,width,geometry,access,tunnel,bridge,junction,service
474368743,,The Sanctuary,residential,20 mph,True,False,52.091,,10 m,"LINESTRING (-0.128936 51.4996943, -0.1288958 51.4996591, -0.1288582 51.4996168, -0.1288728 51.4994964, -0.1288828 51.4994229, -0.1289212 51.4994117, -0.1291718 51.4994145)",,,,,
4268555,,Little Sanctuary,residential,20 mph,False,False,72.906,,,"LINESTRING (-0.1282749 51.5000286, -0.1283015 51.5000542, -0.1283321 51.5000837, -0.1284099 51.5001587, -0.1284424 51.5002881, -0.1284417 51.5004072, -0.1284185 51.5006575)",,,,,
"[474368744, 245384520, 475336892, 475336895]",A302,Broad Sanctuary,primary,20 mph,True,False,67.06400000000001,1,,"LINESTRING (-0.1282749 51.5000286, -0.1280805 51.5000871, -0.1279799 51.5001114, -0.127894 51.5001321, -0.1278372 51.5001502, -0.1278071 51.5001629, -0.1277403 51.5001939, -0.1276415 51.500245, -0.1276057 51.5002876, -0.1275575 51.500339, -0.1275289 51.5003775)",,,,,
45114498,A3211,Victoria Embankment,primary,20 mph,False,True,356.326,,,"LINESTRING (-0.124064 51.5014954, -0.1240619 51.5015951, -0.1240508 51.5016922, -0.1239954 51.5019534, -0.123984 51.5020054, -0.1239635 51.5020799, -0.1238568 51.502491, -0.1236439 51.5031287, -0.1236177 51.5031948, -0.1233039 51.5043235, -0.1232418 51.5045176, -0.123231 51.5045473, -0.123201 51.5046519)",,,,,
252610117,A3211,Victoria Embankment,primary,20 mph,True,False,63.96600000000001,1,,"LINESTRING (-0.124064 51.5014954, -0.1240255 51.5014591, -0.1240039 51.5011741, -0.1239954 51.5010816, -0.1240053 51.5010014, -0.1240184 51.5009285)",,,,,
183238431,A3211,Victoria Embankment,primary,20 mph,False,False,7.219,,,"LINESTRING (-0.1223813 51.5065237, -0.1224183 51.506463)",,,,,
"[901000130, 230500846]",A3212,Whitehall,primary,20 mph,True,False,173.06,2,,"LINESTRING (-0.1262929 51.5046977, -0.1262543 51.5045993, -0.1262046 51.5044522, -0.126156 51.5042655, -0.1261389 51.5041998, -0.1261188 51.5040546, -0.1260865 51.5037854, -0.1260462 51.5034205, -0.1260434 51.5033867, -0.1260142 51.5031978, -0.1260076 51.503154)",,,,,
"[230502962, 23715300, 1263687029, 1263687030]",A3212,Whitehall,primary,20 mph,True,False,98.767,"['4', '3', '2']",,"LINESTRING (-0.1264924 51.5047288, -0.1265272 51.5048418, -0.1265758 51.5049735, -0.126609 51.5050529, -0.1266856 51.5052454, -0.1267498 51.5053809, -0.1267944 51.5054877, -0.1268388 51.5055901)",,,,,
166759002,,Horse Guards Avenue,residential,20 mph,True,False,18.866,,,"LINESTRING (-0.1264924 51.5047288, -0.1264939 51.5047632, -0.126483 51.5047913, -0.1264614 51.5048157, -0.1264292 51.5048383, -0.1263952 51.504849, -0.1263571 51.5048554)",,,,,
230501416,,Horse Guards Avenue,residential,20 mph,False,False,85.109,,,"LINESTRING (-0.1260488 51.5048618, -0.1258389 51.5048968, -0.1254576 51.5049407, -0.1252806 51.5049523, -0.1251049 51.5049532, -0.1248356 51.5049348)",,,,,
230501417,,Horse Guards Avenue,residential,20 mph,True,False,27.247,2,,"LINESTRING (-0.1260488 51.5048618, -0.1260654 51.504819, -0.1260919 51.5048112, -0.1261747 51.504796, -0.1262301 51.5047765, -0.126247 51.5047653, -0.1262555 51.5047597, -0.126273 51.5047347, -0.1262838 51.5047177, -0.1262929 51.5046977)",,,,,
483872217,A3212,Whitehall,primary,20 mph,True,False,25.1,2,,"LINESTRING (-0.12707 51.5061994, -0.1269801 51.5061536, -0.1269589 51.5061143, -0.1269356 51.5060729, -0.1268974 51.5060091)",,,,,
4256545,,Great Scotland Yard,residential,20 mph,False,False,9.283,,,"LINESTRING (-0.127022 51.5059782, -0.1268974 51.5060091)",,,,,
300869142,A3212,Whitehall,primary,20 mph,True,False,25.692,2,,"LINESTRING (-0.127022 51.5059782, -0.1270568 51.5060426, -0.1270992 51.5061251, -0.12707 51.5061994)",,,,,
"[260763236, 173215324]",A302,Great George Street,primary,20 mph,True,False,44.116,2,,"LINESTRING (-0.1267816 51.5010453, -0.1264534 51.5010344, -0.126316 51.5010201, -0.1261487 51.5010037)",,,,,bus
"[470131194, 245380686]",A302,Great George Street,primary,20 mph,True,False,45.981,1,,"LINESTRING (-0.1267816 51.5010453, -0.1264562 51.5009817, -0.1264043 51.5009795, -0.1263011 51.5009634, -0.1261451 51.5009303)",,,,circular,
256389402,A3214,Great George Street,primary,20 mph,False,False,18.989,1,,"LINESTRING (-0.1295325 51.5012589, -0.1296209 51.5012648, -0.12965 51.5012667, -0.129806 51.5012713)",,,,,
256389404,A3214,Great George Street,primary,20 mph,False,True,115.796,2,,"LINESTRING (-0.1295325 51.5012589, -0.1293843 51.5012499, -0.1283322 51.5011703, -0.1278715 51.5011351)",,,,,
465080061,,Storey's Gate,residential,20 mph,True,False,39.75,,,"LINESTRING (-0.1295325 51.5012589, -0.1295347 51.501231, -0.1295358 51.501217, -0.1295467 51.5010773, -0.1295621 51.5009019)",,,,,
"[498958802, 256389402]",A3214,"['Birdcage Walk', 'Great George Street']","['tertiary', 'primary']",20 mph,False,False,7.365,"['1', '2']",,"LINESTRING (-0.129806 51.5012713, -0.129859 51.5012728, -0.1299123 51.5012743)",,,,,
256389402,A3214,Great George Street,primary,20 mph,False,True,18.989,1,,"LINESTRING (-0.129806 51.5012713, -0.12965 51.5012667, -0.1296209 51.5012648, -0.1295325 51.5012589)",,,,,
"[256389408, 498958815]",,Horse Guards Road,residential,20 mph,True,False,29.762,1,,"LINESTRING (-0.1298184 51.5015306, -0.1297909 51.5015146, -0.1297825 51.5014574, -0.1297853 51.5014262, -0.1298002 51.5013465, -0.1298004 51.5013304, -0.129806 51.5012713)",,,,,
"[1138020835, 2263981, 1138020687]",,Horse Guards Road,residential,20 mph,False,True,538.987,,,"LINESTRING (-0.1298184 51.5015306, -0.1298108 51.5015805, -0.129711 51.5023277, -0.1297052 51.5023578, -0.1296215 51.5026677, -0.1295228 51.5028824, -0.1291042 51.5034004, -0.129036 51.5035373, -0.128989 51.5037132, -0.1289955 51.5038305, -0.1290539 51.5040133, -0.1291864 51.5043785, -0.1292787 51.5046537, -0.1293292 51.5048151, -0.1294181 51.5050913, -0.1294487 51.5051467, -0.1294797 51.5051838, -0.129539 51.5052341, -0.1296179 51.5052803, -0.1297431 51.5053418, -0.1304754 51.5057004, -0.1305421 51.5057363, -0.1306037 51.5057695, -0.130808 51.5058624)",,,,,
256483223,A302,Victoria Street,primary,20 mph,True,False,39.375,2,,"LINESTRING (-0.1303172 51.4991834, -0.1302554 51.4992369, -0.1300494 51.4993137, -0.12999 51.4993359, -0.1298586 51.4993854)",,,,,
1213535563,A302,Victoria Street,primary,20 mph,False,True,119.87299999999999,4,,"LINESTRING (-0.1303172 51.4991834, -0.1304723 51.4991262, -0.1308534 51.4989858, -0.1315159 51.4987361, -0.1317558 51.4986474, -0.1318033 51.49863)",,,,,
4255643,B326,Great Smith Street,secondary,20 mph,False,False,7.078,,,"LINESTRING (-0.1298074 51.4993303, -0.1298586 51.4993854)",,,,,
256483224,A302,Victoria Street,primary,20 mph,True,False,39.676,2,,"LINESTRING (-0.1298074 51.4993303, -0.1299398 51.4992855, -0.1302198 51.4991827, -0.1303172 51.4991834)",,,,,
320718063,B326,Great Smith Street,secondary,20 mph,False,False,105.581,,,"LINESTRING (-0.1298074 51.4993303, -0.1297651 51.499288, -0.1297387 51.4992511, -0.1297411 51.49922, -0.1297493 51.4991747, -0.1298212 51.4989197, -0.1298754 51.4987273, -0.1298966 51.4986519, -0.1299665 51.4984039)",,,,,
4255643,B326,Great Smith Street,secondary,20 mph,False,True,7.078,,,"LINESTRING (-0.1298586 51.4993854, -0.1298074 51.4993303)",,,,,
"[1258910353, 256483218]",A302,Broad Sanctuary,primary,20 mph,True,False,29.248,2,,"LINESTRING (-0.1298586 51.4993854, -0.1297141 51.4994408, -0.1295652 51.4995045, -0.1295059 51.4995301)",,,,,
474368740,A302,Broad Sanctuary,primary,20 mph,True,False,13.326,2,,"LINESTRING (-0.1293104 51.499535, -0.1294649 51.4994635)",,,,,
647027040,,Tothill Street,residential,20 mph,False,True,49.104,,,"LINESTRING (-0.1298538 51.4996672, -0.1305616 51.4996967)",,,,,
256483221,,Tothill Street,residential,20 mph,True,False,22.924,1,,"LINESTRING (-0.1298538 51.4996672, -0.1296798 51.4996916, -0.1296071 51.4996976, -0.1295986 51.499698, -0.1295277 51.4996998)",,,,,
256488865,,Storey's Gate,residential,20 mph,False,False,5.227,,,"LINESTRING (-0.1295277 51.4996998, -0.1295081 51.4996544)",,,,,
238782091,,Storey's Gate,residential,20 mph,False,False,68.22900000000001,,,"LINESTRING (-0.1295277 51.4996998, -0.1295348 51.4997413, -0.129539 51.4997684, -0.1295139 51.5000333, -0.1295273 51.50013, -0.1295298 51.5001484, -0.1295775 51.5002299, -0.1296076 51.5003046)",,,,,
256488865,,Storey's Gate,residential,20 mph,False,True,5.227,,,"LINESTRING (-0.1295081 51.4996544, -0.1295277 51.4996998)",,,,,
256489152,,Tothill Street,residential,20 mph,True,False,25.001,1,,"LINESTRING (-0.1295081 51.4996544, -0.1295998 51.4996335, -0.1296846 51.4996315, -0.1298538 51.4996672)",,,,,
616199342,,Storey's Gate,residential,20 mph,True,False,13.742,1,,"LINESTRING (-0.1295081 51.4996544, -0.1294324 51.4996522, -0.1293987 51.4996329, -0.1293729 51.4996132, -0.1293552 51.4995936)",,,,,
406370789,A3212,Saint Margaret Street,primary,20 mph,True,False,8.166,3,,"LINESTRING (-0.1261487 51.5010037, -0.1261451 51.5009303)",,,,,
1128951599,A302,Bridge Street,primary,20 mph,False,False,9.612,,,"LINESTRING (-0.1261487 51.5010037, -0.1260099 51.501001)",,,,,
267123485,,,primary_link,20 mph,True,False,9.111,,,"LINESTRING (-0.1233767 51.506652, -0.123311 51.506723)",,,,,
"[230502391, 145344751]",,Whitehall Place,residential,20 mph,False,True,83.60000000000001,,,"LINESTRING (-0.1233767 51.506652, -0.1233891 51.5066246, -0.1233986 51.5066038, -0.1234518 51.5065156, -0.1235166 51.5064727, -0.1236219 51.5064439, -0.1236408 51.5064389, -0.1243271 51.506257)",yes,,,,
267123479,A400,Northumberland Avenue,primary,20 mph,True,False,29.111,,,"LINESTRING (-0.1233767 51.506652, -0.1236108 51.5066893, -0.1237567 51.5067538)",,,,,
"[267123480, 776896561, 776896562]",A400,Northumberland Avenue,primary,20 mph,True,False,68.413,,,"LINESTRING (-0.123311 51.506723, -0.1231574 51.5067056, -0.1230888 51.5066939, -0.1230422 51.5066859, -0.1228526 51.5066478, -0.122763 51.5066138, -0.1226693 51.5065926, -0.122631 51.5065846, -0.1225964 51.5065754, -0.1224907 51.5065546, -0.1223813 51.5065237)",,,,,
310913233,,Tothill Street,residential,20 mph,False,False,17.278,,,"LINESTRING (-0.132968 51.4996841, -0.1327187 51.4996918)",,,,,
45114498,A3211,Victoria Embankment,primary,20 mph,False,False,356.32599999999996,,,"LINESTRING (-0.123201 51.5046519, -0.123231 51.5045473, -0.1232418 51.5045176, -0.1233039 51.5043235, -0.1236177 51.5031948, -0.1236439 51.5031287, -0.1238568 51.502491, -0.1239635 51.5020799, -0.123984 51.5020054, -0.1239954 51.5019534, -0.1240508 51.5016922, -0.1240619 51.5015951, -0.124064 51.5014954)",,,,,
"[1082811336, 419359922]",A3211,Victoria Embankment,primary,20 mph,False,True,184.97599999999997,"['4', '3']",,"LINESTRING (-0.123201 51.5046519, -0.1231629 51.5048134, -0.1231609 51.5048219, -0.1230959 51.5051419, -0.1230621 51.5052509, -0.1229491 51.5055832, -0.1228433 51.505813, -0.1227009 51.5060458, -0.1225878 51.5062651)",,,,,
"[1008677136, 220019917, 605417127]",,Horse Guards Avenue,residential,20 mph,False,True,117.446,,,"LINESTRING (-0.123201 51.5046519, -0.1233141 51.5046676, -0.1234083 51.504684, -0.1234634 51.5046932, -0.1237318 51.5047444, -0.1238471 51.5047651, -0.1248356 51.5049348)",,,,,
310913233,,Tothill Street,residential,20 mph,False,True,17.278,,,"LINESTRING (-0.1327187 51.4996918, -0.132968 51.4996841)",,,,,
4259360,,Carteret Street,residential,20 mph,False,True,98.506,,,"LINESTRING (-0.1327187 51.4996918, -0.1324359 51.5005195, -0.1324226 51.5005583)",,,,,
4259366,,Tothill Street,residential,20 mph,False,False,32.885,,,"LINESTRING (-0.1327187 51.4996918, -0.1322901 51.499699, -0.1322438 51.4996998)",,,,,
1258910352,,Storey's Gate,residential,20 mph,True,False,7.931,1,,"LINESTRING (-0.1294649 51.4994635, -0.1295059 51.4995301)",,,,,
"[256483217, 474368741]",A302,Broad Sanctuary,primary,20 mph,True,False,27.989000000000004,2,,"LINESTRING (-0.1294649 51.4994635, -0.1294981 51.4994479, -0.1295986 51.499405, -0.1296574 51.499382, -0.1298074 51.4993303)",,,,,
"[498958792, 492450626]",,Horse Guards Road,residential,20 mph,True,False,30.203999999999997,1,,"LINESTRING (-0.1299123 51.5012743, -0.1299078 51.5013413, -0.1299053 51.5013611, -0.1298982 51.5014003, -0.1298939 51.5014304, -0.1298823 51.5014771, -0.1298446 51.5015181, -0.1298184 51.5015306)",,,,,
"[498958802, 256389402]",A3214,"['Birdcage Walk', 'Great George Street']","['tertiary', 'primary']",20 mph,False,True,7.365,"['1', '2']",,"LINESTRING (-0.1299123 51.5012743, -0.129859 51.5012728, -0.129806 51.5012713)",,,,,
"[230500148, 1128690134]",,Derby Gate,residential,20 mph,False,True,47.513999999999996,,,"LINESTRING (-0.1253438 51.5019866, -0.1254322 51.5019887, -0.1258898 51.5020079, -0.125954 51.5020107, -0.1260288 51.5020139)",,,,,
"[431794367, 45114497, 920237507, 920237508, 1254907847, 1254907848, 557200201, 1254907849, 27747227, 216998718, 524789887]",A302,"['Westminster Bridge Road', 'Westminster Bridge']",primary,20 mph,False,"[False, True]",348.5,4,,"LINESTRING (-0.1189898 51.5007931, -0.1192237 51.5007883, -0.1194587 51.5007901, -0.1195068 51.5007917, -0.1198095 51.5007948, -0.1199754 51.5008008, -0.1219807 51.5008555, -0.122074 51.5008581, -0.1227638 51.5008769, -0.123041 51.5008867, -0.1233717 51.5009032, -0.1234802 51.5009086, -0.1235775 51.5009134, -0.1235988 51.5009142, -0.123613 51.500915, -0.1237041 51.5009201, -0.1239585 51.5009264, -0.1240184 51.5009285)",,,yes,,
1128951599,A302,Bridge Street,primary,20 mph,False,True,9.612,,,"LINESTRING (-0.1260099 51.501001, -0.1261487 51.5010037)",,,,,
"[1198421128, 406370787, 413047211, 670633895]",A302,Bridge Street,primary,20 mph,False,True,123.22,"['4', '3']",,"LINESTRING (-0.1260099 51.501001, -0.1258508 51.5009939, -0.1257309 51.5009906, -0.1254882 51.50099, -0.1252394 51.500982, -0.1251366 51.5009805, -0.1246078 51.5009611, -0.1245113 51.5009525, -0.1244413 51.500949, -0.1243953 51.5009466, -0.1243359 51.5009433, -0.1242855 51.5009405, -0.1242336 51.5009376)",,,,,
"[245384250, 1128951597]",A3212,Parliament Street,primary,20 mph,True,False,48.438,2,,"LINESTRING (-0.1260866 51.5014339, -0.1261238 51.5013697, -0.1261462 51.5012089, -0.1261542 51.501166, -0.126161 51.5011294, -0.1261487 51.5010037)",,,,,
"[1128951600, 1128951598]",A3212,Parliament Street,primary,20 mph,True,False,49.693,1,,"LINESTRING (-0.1260866 51.5014339, -0.1260393 51.501364, -0.1260491 51.5012043, -0.1260514 51.5011611, -0.1260547 51.5011251, -0.1260564 51.5010505, -0.1260099 51.501001)",,,,,
1258910354,A302,Broad Sanctuary,primary,20 mph,True,False,12.597,2,,"LINESTRING (-0.1295059 51.4995301, -0.1293552 51.4995936)",,,,,
256488866,,Storey's Gate,residential,20 mph,True,False,14.442,1,,"LINESTRING (-0.1295059 51.4995301, -0.129517 51.4995514, -0.1295258 51.4995797, -0.1295364 51.4996072, -0.1295081 51.4996544)",,,,,
1258910351,,Storey's Gate,residential,20 mph,True,False,7.216,1,,"LINESTRING (-0.1293552 51.4995936, -0.1293104 51.499535)",,,,,
"[1070232800, 1258910355, 474368744]",A302,Broad Sanctuary,primary,20 mph,True,False,89.165,"['1', '2']",,"LINESTRING (-0.1293552 51.4995936, -0.128993 51.499751, -0.1289425 51.499775, -0.128677 51.4998865, -0.1284587 51.4999669, -0.1283831 51.4999948, -0.1282749 51.5000286)",,,,,
1263687028,,Whitehall Place,residential,20 mph,False,False,9.74,,,"LINESTRING (-0.1268388 51.5055901, -0.1267073 51.5056213)",yes,,,,
"[230502961, 886869658]",A3212,Whitehall,primary,20 mph,True,False,44.986,3,,"LINESTRING (-0.1268388 51.5055901, -0.1269324 51.5058012, -0.1269725 51.5058813, -0.127022 51.5059782)",,,,,
