osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,junction,width,access,ref,tunnel
224692901,True,3,Calle Méndez Núñez,tertiary,False,18.008,"LINESTRING (-16.2538975 28.4703719, -16.2537805 28.470497)",,,,,,,
25451093,True,1,Calle San Francisco Javier,residential,False,64.339,"LINESTRING (-16.2496192 28.4710698, -16.249669 28.4711012, -16.250154 28.4714071)",,,,,,,
25455513,True,1,Calle de la Rosa,residential,False,72.409,"LINESTRING (-16.2496192 28.4710698, -16.2499258 28.4705216, -16.249946 28.4704854)",,,,,,,
25455513,True,1,Calle de la Rosa,residential,False,35.474,"LINESTRING (-16.249946 28.4704854, -16.2500725 28.4702433, -16.2500975 28.4701955)",,,,,,,
25873282,True,1,Calle de San Vicente Ferrer,residential,False,58.292,"LINESTRING (-16.249946 28.4704854, -16.2499076 28.4704627, -16.2494511 28.4701929)",,,,,,,
25455513,True,1,Calle de la Rosa,residential,False,39.980999999999995,"LINESTRING (-16.2500975 28.4701955, -16.2502679 28.4699064, -16.2502834 28.4698753)",,,,,,,
1227609625,False,2,Calle de Imeldo Serís,residential,False,12.681000000000001,"LINESTRING (-16.2477579 28.4652766, -16.2477386 28.4652659, -16.247722 28.4652584, -16.2476443 28.4652216)",,,,,,,
1227609626,True,1,Calle de Imeldo Serís,residential,False,18.816,"LINESTRING (-16.2477579 28.4652766, -16.2477867 28.4653451, -16.2477938 28.4653616, -16.2478021 28.4653805, -16.2478104 28.4653997, -16.2478259 28.4654349)",30,,,,,,
27451886,False,2,Avenida Bravo Murillo,residential,False,131.779,"LINESTRING (-16.2485661 28.4640473, -16.2484281 28.4642971, -16.2481735 28.4647826, -16.2481361 28.4648534, -16.2480176 28.4650799, -16.2479951 28.4651208)",40,,,,,,
"[633863104, 79507417]",False,3,Avenida Bravo Murillo,residential,False,36.628,"LINESTRING (-16.2485661 28.4640473, -16.2485903 28.4639981, -16.2486987 28.4637988, -16.2487175 28.4637624, -16.2487227 28.4637482)",40,yes,,,,,
25451246,True,,Calle Carmen Monteverde,residential,False,79.605,"LINESTRING (-16.2547529 28.4666288, -16.2551659 28.4667523, -16.2555239 28.4668593)",,,,,,,
191945773,True,,Calle Carmen Monteverde,residential,False,101.26899999999999,"LINESTRING (-16.2547529 28.4666288, -16.2546824 28.4666059, -16.2537809 28.4663137)",,,,,,,
254937881,True,,Calle Alfaro,residential,False,44.647999999999996,"LINESTRING (-16.2547529 28.4666288, -16.2546363 28.4669465, -16.2546322 28.4669577, -16.2546277 28.4669696, -16.2546219 28.4669848, -16.2546129 28.467011)",,,,,,,
254937881,True,,Calle Alfaro,residential,False,37.872,"LINESTRING (-16.2548798 28.466307, -16.2547529 28.4666288)",,,,,,,
73379177,True,,Calle Miraflores,residential,False,83.484,"LINESTRING (-16.2548798 28.466307, -16.2549498 28.4663108, -16.2557322 28.4663535)",,,,,,,
73379177,True,,Calle Miraflores,residential,False,86.492,"LINESTRING (-16.2530107 28.465733, -16.2538474 28.465986)",,,,,,,
