osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,width
13729772,South 3rd Avenue,tertiary,False,False,86.66,"LINESTRING (-114.3657993 43.6762716, -114.366551 43.67683)",,,
13730192,West River Street,residential,False,True,123.153,"LINESTRING (-114.3657993 43.6762716, -114.3647153 43.6770539)",,,
13730192,West River Street,residential,False,False,123.153,"LINESTRING (-114.3647153 43.6770539, -114.3657993 43.6762716)",,,
13730055,South 2nd Avenue,residential,False,False,118.944,"LINESTRING (-114.3647153 43.6770539, -114.364105 43.676584, -114.363784 43.676349, -114.363685 43.6762871)",,,
13730055,South 2nd Avenue,residential,False,True,87.40899999999999,"LINESTRING (-114.3647153 43.6770539, -114.365193 43.67742, -114.365472 43.677618)",,,
13730192,West River Street,residential,False,True,126.262,"LINESTRING (-114.3647153 43.6770539, -114.3641854 43.6774364, -114.363604 43.677856)",,,
13728280,South 1st Avenue,residential,False,False,86.111,"LINESTRING (-114.363604 43.677856, -114.364355 43.678408)",,,
13730192,West River Street,residential,False,False,126.262,"LINESTRING (-114.363604 43.677856, -114.3641854 43.6774364, -114.3647153 43.6770539)",,,
13730445,East River Street,residential,False,False,92.594,"LINESTRING (-114.363604 43.677856, -114.363419 43.677992, -114.362786 43.678442)",,,
13728206,East 8th Street,residential,False,True,91.631,"LINESTRING (-114.367952 43.683378, -114.368765 43.6828006)",,,
13728532,Warm Springs Road,tertiary,False,False,87.681,"LINESTRING (-114.367952 43.683378, -114.368089 43.683488, -114.3687087 43.6839456)",2,,
13728532,Warm Springs Road,tertiary,False,True,80.53,"LINESTRING (-114.367952 43.683378, -114.367625 43.683116, -114.367264 43.682852)",2,,
13726897,,residential,False,False,68.942,"LINESTRING (-114.362467 43.677515, -114.362417 43.677299, -114.362392 43.677222, -114.362349 43.677155, -114.362282 43.677101, -114.362078 43.677006)",,,
13726897,,residential,False,True,68.94200000000001,"LINESTRING (-114.362078 43.677006, -114.362282 43.677101, -114.362349 43.677155, -114.362392 43.677222, -114.362417 43.677299, -114.362467 43.677515)",,,
13728464,Centennial Lane,residential,False,False,83.118,"LINESTRING (-114.362078 43.677006, -114.362076 43.676903, -114.362082 43.676765, -114.362062 43.676335, -114.362069 43.676259)",,,
13729146,Andora Lane,residential,True,False,67.387,"LINESTRING (-114.362078 43.677006, -114.361926 43.676956, -114.3612584 43.6769076)",,,
953617531,South Washington Avenue,residential,False,False,86.241,"LINESTRING (-114.362786 43.678442, -114.363549 43.678987)",,,
