osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge
24168953,CR 108,West Main Street,tertiary,False,False,90.279,"LINESTRING (-73.9869483 41.2293222, -73.9871118 41.2293622, -73.9872058 41.2293814, -73.9879906 41.2295328)",,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,False,166.547,"LINESTRING (-73.9869483 41.2293222, -73.986921 41.2293903, -73.9868927 41.22946, -73.9867763 41.2297506, -73.9866937 41.2299234, -73.9866265 41.2300513, -73.9862388 41.2307196)",2,,
24172575,US 9W;US 202,South Liberty Drive,trunk,False,False,22.4,"LINESTRING (-73.9869483 41.2293222, -73.9869909 41.229218, -73.9870108 41.2291687, -73.9870264 41.2291307, -73.9870268 41.2291296)",2,,
52435245,CR 108,East Main Street,tertiary,False,True,125.83599999999998,"LINESTRING (-73.9869483 41.2293222, -73.9867276 41.2292649, -73.9866773 41.2292546, -73.9866297 41.2292448, -73.9863982 41.2291964, -73.9861604 41.2291472, -73.9854988 41.2290201)",,,
24168953,CR 108,West Main Street,tertiary,False,False,93.96,"LINESTRING (-73.9879906 41.2295328, -73.9890639 41.2297827)",,,
24168953,CR 108,West Main Street,tertiary,False,True,90.279,"LINESTRING (-73.9879906 41.2295328, -73.9872058 41.2293814, -73.9871118 41.2293622, -73.9869483 41.2293222)",,,
24170060,,Jay Street,residential,False,False,98.824,"LINESTRING (-73.9879906 41.2295328, -73.9879746 41.2295732, -73.9877047 41.2303951)",,,
24168953,CR 108,West Main Street,tertiary,False,True,93.96,"LINESTRING (-73.9890639 41.2297827, -73.9879906 41.2295328)",,,
24169771,,Church Street,residential,False,False,96.635,"LINESTRING (-73.9890639 41.2297827, -73.9889406 41.2306468)",,,
24168953,CR 108,West Main Street,tertiary,False,False,296.211,"LINESTRING (-73.9890639 41.2297827, -73.9893489 41.2298355, -73.9896235 41.2298613, -73.9904046 41.2298226, -73.9906535 41.2298161, -73.9908767 41.2298419, -73.9911342 41.2298936, -73.9913659 41.2299775, -73.9915498 41.230066, -73.9915805 41.2300808, -73.9918184 41.2302202, -73.9923186 41.2305133)",,,
24168953,CR 108,West Main Street,tertiary,False,True,296.21099999999996,"LINESTRING (-73.9923186 41.2305133, -73.9918184 41.2302202, -73.9915805 41.2300808, -73.9915498 41.230066, -73.9913659 41.2299775, -73.9911342 41.2298936, -73.9908767 41.2298419, -73.9906535 41.2298161, -73.9904046 41.2298226, -73.9896235 41.2298613, -73.9893489 41.2298355, -73.9890639 41.2297827)",,,
24170727,,Orchard Street,residential,False,True,341.28700000000003,"LINESTRING (-73.9923186 41.2305133, -73.9920525 41.2311007, -73.9919925 41.2311588, -73.9919152 41.231191, -73.9918294 41.231204, -73.9889406 41.2306468)",,30 mph,
68211845,US 9W;US 202,North Liberty Drive,trunk,False,True,36.417,"LINESTRING (-73.9847335 41.2335402, -73.9847406 41.233443, -73.9847492 41.2333816, -73.9847657 41.2333126, -73.9847818 41.2332641, -73.9848023 41.2332183)",2,,
24176464,,Ten Eyck Street,residential,False,True,20.394,"LINESTRING (-73.9872297 41.2329558, -73.9869941 41.2329084)",,,
24176464,,Ten Eyck Street,residential,False,False,34.392,"LINESTRING (-73.9872297 41.2329558, -73.9874103 41.2329645, -73.9875713 41.2329967, -73.9876277 41.233019)",,,
24169220,,Rose Street,residential,False,True,136.034,"LINESTRING (-73.9859799 41.2315149, -73.9843573 41.2314279)",,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,False,46.406,"LINESTRING (-73.9859799 41.2315149, -73.9859188 41.2319297)",2,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,True,43.84,"LINESTRING (-73.9859799 41.2315149, -73.9860017 41.2313756, -73.9860265 41.2312435, -73.9860576 41.2311252)",2,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,True,86.03300000000002,"LINESTRING (-73.9848023 41.2332183, -73.9848368 41.2331641, -73.9848765 41.2331111, -73.9849302 41.2330503, -73.9849953 41.2329857, -73.9850848 41.2329103, -73.9851863 41.2328335, -73.9854625 41.232632)",2,,
24176125,CR 110,Tomkins Avenue,tertiary,False,True,39.988,"LINESTRING (-73.9848023 41.2332183, -73.9847239 41.2332024, -73.9846664 41.2331953, -73.9845926 41.2331922, -73.9845081 41.2331954, -73.9844314 41.2332012, -73.9843301 41.2332157)",,,
68211845,US 9W;US 202,North Liberty Drive,trunk,False,False,36.416999999999994,"LINESTRING (-73.9848023 41.2332183, -73.9847818 41.2332641, -73.9847657 41.2333126, -73.9847492 41.2333816, -73.9847406 41.233443, -73.9847335 41.2335402)",2,,
24169771,,Church Street,residential,False,True,96.635,"LINESTRING (-73.9889406 41.2306468, -73.9890639 41.2297827)",,,
24170727,,Orchard Street,residential,False,True,107.076,"LINESTRING (-73.9889406 41.2306468, -73.9877047 41.2303951)",,30 mph,
24170727,,Orchard Street,residential,False,False,341.287,"LINESTRING (-73.9889406 41.2306468, -73.9918294 41.231204, -73.9919152 41.231191, -73.9919925 41.2311588, -73.9920525 41.2311007, -73.9923186 41.2305133)",,30 mph,
24171009,,Franklin Drive,residential,False,False,153.07,"LINESTRING (-73.9889406 41.2306468, -73.9888802 41.2318429, -73.9889023 41.2319903, -73.988907 41.2320214)",,30 mph,
24170060,,Jay Street,residential,False,False,108.821,"LINESTRING (-73.9877047 41.2303951, -73.9874643 41.2313569)",,,
24170727,,Orchard Street,residential,False,False,107.076,"LINESTRING (-73.9877047 41.2303951, -73.9889406 41.2306468)",,30 mph,
24170060,,Jay Street,residential,False,True,98.824,"LINESTRING (-73.9877047 41.2303951, -73.9879746 41.2295732, -73.9879906 41.2295328)",,,
24170060,,Jay Street,residential,False,False,83.687,"LINESTRING (-73.9874643 41.2313569, -73.9872558 41.232093)",,,
24170060,,Jay Street,residential,False,True,108.821,"LINESTRING (-73.9874643 41.2313569, -73.9877047 41.2303951)",,,
24170458,,Summit Avenue,residential,False,True,120.424,"LINESTRING (-73.9874643 41.2313569, -73.9866688 41.2312235, -73.9860576 41.2311252)",,,
24170060,,Jay Street,residential,False,False,93.272,"LINESTRING (-73.9872558 41.232093, -73.9869941 41.2329084)",,,
24170060,,Jay Street,residential,False,True,83.687,"LINESTRING (-73.9872558 41.232093, -73.9874643 41.2313569)",,,
24171731,,Ridge Street,residential,True,False,115.266,"LINESTRING (-73.9872558 41.232093, -73.9869984 41.232116, -73.986898 41.2321223, -73.9867928 41.232121, -73.9866862 41.2321123, -73.9865852 41.2320977, -73.9864854 41.2320781, -73.9859188 41.2319297)",,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,False,47.613,"LINESTRING (-73.9862388 41.2307196, -73.9862159 41.2307632, -73.9861726 41.2308505, -73.9861404 41.2309205, -73.9861111 41.2309859, -73.9860818 41.2310553, -73.9860576 41.2311252)",2,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,True,166.54699999999997,"LINESTRING (-73.9862388 41.2307196, -73.9866265 41.2300513, -73.9866937 41.2299234, -73.9867763 41.2297506, -73.9868927 41.22946, -73.986921 41.2293903, -73.9869483 41.2293222)",2,,
24175013,,Smith Street,residential,False,True,72.46499999999999,"LINESTRING (-73.9862388 41.2307196, -73.9861645 41.2307127, -73.9853787 41.2306403)",,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,False,43.84,"LINESTRING (-73.9860576 41.2311252, -73.9860265 41.2312435, -73.9860017 41.2313756, -73.9859799 41.2315149)",2,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,True,47.61300000000001,"LINESTRING (-73.9860576 41.2311252, -73.9860818 41.2310553, -73.9861111 41.2309859, -73.9861404 41.2309205, -73.9861726 41.2308505, -73.9862159 41.2307632, -73.9862388 41.2307196)",2,,
24170458,,Summit Avenue,residential,False,False,120.424,"LINESTRING (-73.9860576 41.2311252, -73.9866688 41.2312235, -73.9874643 41.2313569)",,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,True,46.406,"LINESTRING (-73.9859188 41.2319297, -73.9859799 41.2315149)",2,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,False,88.912,"LINESTRING (-73.9859188 41.2319297, -73.9859045 41.2320005, -73.9858712 41.232122, -73.9858251 41.2322357, -73.9857649 41.232338, -73.9856845 41.2324394, -73.9855876 41.2325321, -73.9854625 41.232632)",2,,
24176464,,Ten Eyck Street,residential,False,False,131.713,"LINESTRING (-73.9854625 41.232632, -73.9869941 41.2329084)",,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,False,86.033,"LINESTRING (-73.9854625 41.232632, -73.9851863 41.2328335, -73.9850848 41.2329103, -73.9849953 41.2329857, -73.9849302 41.2330503, -73.9848765 41.2331111, -73.9848368 41.2331641, -73.9848023 41.2332183)",2,,
24170187,US 9W;US 202,North Liberty Drive,trunk,False,True,88.91199999999999,"LINESTRING (-73.9854625 41.232632, -73.9855876 41.2325321, -73.9856845 41.2324394, -73.9857649 41.232338, -73.9858251 41.2322357, -73.9858712 41.232122, -73.9859045 41.2320005, -73.9859188 41.2319297)",2,,
24175089,,Hudson Avenue,residential,False,False,19.452,"LINESTRING (-73.982595 41.2304013, -73.9825998 41.2305762)",,,
24175089,,Hudson Avenue,residential,False,True,92.69200000000001,"LINESTRING (-73.982595 41.2304013, -73.9825738 41.230058, -73.9825435 41.2295686)",,,
41839316,US 9W;US 202,South Liberty Drive,trunk,False,False,12.408,"LINESTRING (-73.9876522 41.2275521, -73.9876562 41.2274945, -73.9876569 41.2274406)",2,,
"[41839315, 41839316]",US 9W;US 202,South Liberty Drive,trunk,False,True,154.613,"LINESTRING (-73.9876522 41.2275521, -73.9876483 41.2275881, -73.9876415 41.2276327, -73.9876322 41.2276795, -73.9876207 41.2277276, -73.9876063 41.2277714, -73.9875731 41.2278526, -73.9871306 41.2288834)",2,,yes
531594372,,Highview Avenue,residential,False,False,83.414,"LINESTRING (-73.9876522 41.2275521, -73.9882699 41.2276644, -73.9886208 41.2277311)",,,
24171200,,Highview Avenue,residential,False,False,102.667,"LINESTRING (-73.9876569 41.2274406, -73.9875046 41.2273717, -73.9872991 41.2272696, -73.9868599 41.2270569, -73.9867569 41.2269974, -73.9866352 41.2269297)",,,
