osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,tunnel
30450398,True,2,A2,Foyle Embankment,trunk,40 mph,False,283.577,"LINESTRING (-7.3192324 54.9987252, -7.3188708 54.9984559, -7.3186945 54.9982874, -7.3183643 54.9979753, -7.3176738 54.9972969, -7.3172443 54.9969151, -7.3168977 54.9965579)",,
166876499,False,2,A2,Harbour Square,trunk,30 mph,True,38.089999999999996,"LINESTRING (-7.3192324 54.9987252, -7.3194705 54.9988665, -7.3195768 54.998918, -7.3196762 54.9989517)",circular,
166876500,False,3,A2,Harbour Square,trunk,30 mph,False,32.983000000000004,"LINESTRING (-7.3192324 54.9987252, -7.31923 54.9986205, -7.3192486 54.9985635, -7.3192859 54.9985267, -7.3193334 54.9984896, -7.3193961 54.998462)",circular,
166875171,False,2,A2,Harbour Square,trunk,30 mph,True,16.668,"LINESTRING (-7.3196762 54.9989517, -7.3198214 54.9989494, -7.3199282 54.9989233)",circular,
166876499,False,2,A2,Harbour Square,trunk,30 mph,False,38.09,"LINESTRING (-7.3196762 54.9989517, -7.3195768 54.998918, -7.3194705 54.9988665, -7.3192324 54.9987252)",circular,
42419509,False,2,B529,Great James Street,secondary,30 mph,False,11.86,"LINESTRING (-7.3217153 54.9993405, -7.32182 54.999297, -7.3218753 54.9992899)",,
645675123,False,2,A2,Foyle Embankment,primary,30 mph,True,85.30399999999999,"LINESTRING (-7.3217153 54.9993405, -7.3216284 54.9993259, -7.321487 54.9993002, -7.3210396 54.9991765, -7.3205911 54.9990175, -7.3205259 54.9989966)",,
792739839,False,2,A2,Strand Road,primary,30 mph,True,13.506,"LINESTRING (-7.3217153 54.9993405, -7.3217865 54.9993659, -7.3218313 54.999392, -7.3218779 54.9994172)",,
15496029,False,2,B527,Little James Street,secondary,30 mph,False,66.381,"LINESTRING (-7.3233369 54.9995112, -7.3233182 54.9994239, -7.3233686 54.9989157)",,
42419509,False,2,B529,Great James Street,secondary,30 mph,True,83.13900000000001,"LINESTRING (-7.3233369 54.9995112, -7.3228379 54.9994229, -7.3224167 54.9993471, -7.3221941 54.9993103, -7.3220893 54.9992948)",,
430804364,False,2,B529,Great James Street,secondary,30 mph,False,78.60499999999999,"LINESTRING (-7.3233369 54.9995112, -7.323379 54.999519, -7.3237348 54.9995849, -7.3243761 54.9997068, -7.324429 54.9997294, -7.3244655 54.9997655)",,
977094012,True,1,B527,Little James Street,secondary,30 mph,False,10.018,"LINESTRING (-7.3236307 54.9984364, -7.3236946 54.9983541)",,
15496029,False,2,B527,Little James Street,secondary,30 mph,True,57.048,"LINESTRING (-7.3236307 54.9984364, -7.3234047 54.9986757, -7.3233686 54.9989157)",,
75538786,True,2,B529,Great James Street,secondary,30 mph,False,67.605,"LINESTRING (-7.3273037 55.0002748, -7.3262968 55.0000848)",,
42349097,False,2,B507,Francis Street,secondary,30 mph,False,97.208,"LINESTRING (-7.3273037 55.0002748, -7.3272727 55.0003604, -7.32723 55.000495, -7.3270885 55.0009416, -7.3270274 55.0011345)",,
42349097,False,2,B507,Francis Street,secondary,30 mph,True,129.121,"LINESTRING (-7.3273037 55.0002748, -7.3273371 55.0001553, -7.3275767 54.999386, -7.3276231 54.9992427, -7.3276187 54.9991599, -7.3276171 54.9991298)",,
73027952,False,2,B529,Great James Street,secondary,30 mph,True,64.041,"LINESTRING (-7.3273037 55.0002748, -7.3274966 55.0003033, -7.3279689 55.0003834, -7.3282685 55.0004342)",,
871631884,False,2,B507,Francis Street,secondary,30 mph,True,12.916,"LINESTRING (-7.3269904 55.0012487, -7.3270274 55.0011345)",,
15496079,False,2,B524,Clarendon Street,secondary,30 mph,False,77.06,"LINESTRING (-7.3269904 55.0012487, -7.3267584 55.0012233, -7.3258066 55.00111)",,
30502907,False,2,B507,Northland Road,secondary,30 mph,False,40.07,"LINESTRING (-7.3269904 55.0012487, -7.3269592 55.0013593, -7.3268886 55.0016043)",,
15496017,False,2,A2,Strand Road,primary,30 mph,True,82.161,"LINESTRING (-7.3222193 55.0007579, -7.3222413 55.0008991, -7.3222546 55.0009841, -7.3223435 55.0013083, -7.3223732 55.0014911)",,
15496079,False,2,B524,Clarendon Street,secondary,30 mph,True,41.01,"LINESTRING (-7.3222193 55.0007579, -7.3224532 55.0007499, -7.3228579 55.0007826)",,
