osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,bridge,tunnel,width,access
23467606,2,A7,Warwick Road,primary,30 mph,,True,False,33.349,"LINESTRING (-2.9325586 54.8926247, -2.9327033 54.8925812, -2.9327622 54.8925567, -2.9328037 54.8925282, -2.9328109 54.8925166, -2.9328319 54.8924827, -2.9328319 54.8924488, -2.9328171 54.8924048)",,,,
1050828376,,,,primary_link,,,True,False,36.91,"LINESTRING (-2.9325586 54.8926247, -2.9327957 54.8925938, -2.9328721 54.8925945, -2.9328908 54.8925968, -2.9329682 54.8926184, -2.9330116 54.8926296, -2.9330845 54.892673)",,,,
4260310,,A7,Victoria Place,primary,30 mph,,True,False,117.80000000000001,"LINESTRING (-2.9335987 54.8951079, -2.9331478 54.8951561, -2.9323196 54.8952545, -2.9317889 54.8953049)",,,,
32790413,,,Lowther Street,tertiary,30 mph,,False,False,36.953,"LINESTRING (-2.9335987 54.8951079, -2.9336132 54.8951658, -2.9336284 54.895221, -2.9336415 54.8953175, -2.9336678 54.8954377)",,,,
4260329,2,A595,Castle Way,primary,30 mph,,True,False,162.08599999999996,"LINESTRING (-2.9373827 54.8978811, -2.9376361 54.8977742, -2.937802 54.8976918, -2.9379487 54.8975902, -2.9388369 54.8968918, -2.9390122 54.8967759)",,,,
4785009,,,West Tower Street,primary_link,,,True,False,145.21200000000002,"LINESTRING (-2.9373827 54.8978811, -2.9379425 54.8973983, -2.9380406 54.8973102, -2.9381081 54.8972077, -2.9381321 54.8971236, -2.9381157 54.8970458, -2.9380905 54.8969788, -2.9380406 54.8969129, -2.9378912 54.8968058, -2.9378219 54.8967481)",,,,
"[4260329, 112145858, 1033799087]",2,A595,"['Castle Way', 'Bridge Street']",primary,30 mph,,True,False,310.40899999999993,"LINESTRING (-2.9390122 54.8967759, -2.9392535 54.8966434, -2.9395264 54.896524, -2.9400037 54.8963435, -2.9404102 54.8962222, -2.9406467 54.8961516, -2.9414347 54.8958997, -2.9428596 54.8955268, -2.9432214 54.8954454, -2.9432461 54.8954398)",yes,,,
37725467,2,,West Tower Street,tertiary,,,False,True,46.24,"LINESTRING (-2.9378219 54.8967481, -2.9371316 54.8966242)",,,,
"[1220619890, 1122946203, 194315910]",2,,West Tower Street,tertiary,,,False,False,114.448,"LINESTRING (-2.9378219 54.8967481, -2.9380225 54.896795, -2.9381828 54.8968449, -2.9383589 54.8969115, -2.9385663 54.8970015, -2.938892 54.897149, -2.9390945 54.8972395, -2.9391461 54.8972669, -2.939187 54.8972954, -2.9392174 54.897323, -2.9392362 54.8973546)",,yes,,
"[37725467, 4785011]",2,,"['Rickergate', 'West Tower Street']",tertiary,,,False,"[False, True]",130.025,"LINESTRING (-2.9352643 54.8967984, -2.9352961 54.8967694, -2.9354185 54.8965399, -2.9354602 54.8964968, -2.9355274 54.8964581, -2.9356489 54.8964198, -2.9358474 54.8964123, -2.936846 54.8965753)",,,,
"[4785013, 4785014]",2,,"['Rickergate', 'Corporation Road']","['unclassified', 'residential']",,,False,"[False, True]",214.61399999999998,"LINESTRING (-2.9352643 54.8967984, -2.9352661 54.8970999, -2.9353077 54.8976774, -2.9353239 54.8977675, -2.9353586 54.897858, -2.9353993 54.8979237, -2.9354852 54.8979626, -2.9355649 54.8979747, -2.9356381 54.8979621, -2.936185 54.8978003, -2.9366329 54.8976677)",,,,
"[112515154, 1031152941]",2,,"['Drovers Lane', 'Lowther Street']",tertiary,30 mph,,False,"[False, True]",85.975,"LINESTRING (-2.9352643 54.8967984, -2.9352047 54.8968123, -2.9351358 54.896815, -2.9341919 54.896791, -2.9340754 54.896788, -2.9340051 54.8967742, -2.9339438 54.8967489)",,,,
4785012,,A7,Devonshire Street,primary,30 mph,,True,False,93.53099999999999,"LINESTRING (-2.9344762 54.8927103, -2.9343593 54.8927195, -2.9340504 54.8928116, -2.9333725 54.8930255, -2.933181 54.8930917)",,,,
223351639,2,,Victoria Viaduct,tertiary,30 mph,,False,True,32.453,"LINESTRING (-2.9344762 54.8927103, -2.9345507 54.8927083, -2.9346186 54.8927048, -2.9346726 54.8926971, -2.934726 54.8926868, -2.9347894 54.8926676, -2.9349232 54.8925974)",,,,
"[37801459, 27585198, 223351639]",2,,Victoria Viaduct,tertiary,30 mph,,False,False,222.10699999999997,"LINESTRING (-2.935947 54.8904495, -2.9357689 54.8905425, -2.9357048 54.8906692, -2.9357153 54.8907474, -2.9358266 54.8910816, -2.9358474 54.8911735, -2.935837 54.8912744, -2.9358239 54.8914894, -2.935768 54.8918649, -2.9356291 54.8921369, -2.9354649 54.8922541, -2.9354057 54.8922963, -2.9353676 54.8923229)",viaduct,,,
129843661,2,,Viaduct Estate Road,unclassified,30 mph,,False,True,234.42599999999996,"LINESTRING (-2.935947 54.8904495, -2.9361122 54.8905128, -2.9362257 54.8906027, -2.9362667 54.8906557, -2.9362746 54.890697, -2.9362619 54.890748, -2.9361945 54.8908337, -2.9361515 54.8908804, -2.9361263 54.8909016, -2.9360651 54.890991, -2.9360619 54.8911044, -2.9360755 54.8912001, -2.9360811 54.8912338, -2.9360929 54.8912905, -2.936133 54.8913366, -2.9361869 54.8913885, -2.9363038 54.891456, -2.9364448 54.8915374, -2.9365836 54.8916039, -2.9368454 54.8917191, -2.9369934 54.8917789, -2.9371554 54.8918485, -2.9375626 54.8920765)",,,,
1222478622,2,A595,Castle Way,primary,30 mph,,True,False,177.09399999999997,"LINESTRING (-2.9379873 54.8976921, -2.9374718 54.8979224, -2.936524 54.8982479, -2.9358723 54.8984316, -2.9357636 54.8984854, -2.9356725 54.8985493)",,,,
267251950,,A7,Lowther Street,primary,30 mph,,True,False,101.796,"LINESTRING (-2.933181 54.8930917, -2.9332052 54.8932625, -2.9333185 54.8937804, -2.933337 54.8939051, -2.9333596 54.8940012)",,,,
23467609,,,Court Square,unclassified,,,False,False,20.873,"LINESTRING (-2.9331197 54.8911234, -2.9330174 54.8912014, -2.9329763 54.891242, -2.932988 54.8912585, -2.9329757 54.8912827)",,,,
1122946205,2,A7,English Street,primary,30 mph,,True,False,10.108,"LINESTRING (-2.9328021 54.891703, -2.9329266 54.891759)",,,,
285223545,,,Court Square,unclassified,30 mph,,False,True,24.972,"LINESTRING (-2.9328021 54.891703, -2.9328305 54.8916708, -2.9328565 54.8916451, -2.9329091 54.8916014, -2.9329465 54.8915734, -2.9329997 54.8915521, -2.9330496 54.8915358)",,,,
346381104,2,A6,Botchergate,primary,30 mph,,False,True,128.353,"LINESTRING (-2.9328021 54.891703, -2.9326098 54.8916351, -2.9325336 54.8916082, -2.9319133 54.8913678, -2.9311905 54.8910186)",,,,
"[27585152, 1101725305]",3,A7,The Crescent,primary,30 mph,,False,True,63.44299999999999,"LINESTRING (-2.9328021 54.891703, -2.9327166 54.8917769, -2.9326634 54.8918229, -2.932607 54.8918731, -2.9325014 54.8919536, -2.9324733 54.8920085, -2.9324644 54.8920688, -2.9324695 54.8921616, -2.9324942 54.8922045, -2.9325033 54.8922132)",,,,
23467606,2,A7,Warwick Road,primary,30 mph,,True,False,21.615,"LINESTRING (-2.9322537 54.8927086, -2.9325586 54.8926247)",,,,
23467611,,,Crosby Street,unclassified,,,True,False,107.595,"LINESTRING (-2.9322537 54.8927086, -2.9323488 54.8930703, -2.9325012 54.8936657)",,,,
"[223872956, 28662485]",1,,,unclassified,30 mph,,True,False,116.93200000000002,"LINESTRING (-2.9432461 54.8954398, -2.943176 54.895375, -2.9427647 54.8950569, -2.9422261 54.8947014, -2.9421479 54.8946039)",,,,
129843661,2,,Viaduct Estate Road,unclassified,30 mph,,False,False,234.426,"LINESTRING (-2.9375626 54.8920765, -2.9371554 54.8918485, -2.9369934 54.8917789, -2.9368454 54.8917191, -2.9365836 54.8916039, -2.9364448 54.8915374, -2.9363038 54.891456, -2.9361869 54.8913885, -2.936133 54.8913366, -2.9360929 54.8912905, -2.9360811 54.8912338, -2.9360755 54.8912001, -2.9360619 54.8911044, -2.9360651 54.890991, -2.9361263 54.8909016, -2.9361515 54.8908804, -2.9361945 54.8908337, -2.9362619 54.890748, -2.9362746 54.890697, -2.9362667 54.8906557, -2.9362257 54.8906027, -2.9361122 54.8905128, -2.935947 54.8904495)",,,,
"[1136454313, 1136454314, 129843661, 686319678]","['1', '2']",,Viaduct Estate Road,unclassified,30 mph,,False,True,406.93500000000006,"LINESTRING (-2.9375626 54.8920765, -2.9383825 54.8925556, -2.93854 54.8926477, -2.9386295 54.8927012, -2.9394597 54.8931974, -2.9396269 54.8932935, -2.9399822 54.8934724, -2.9406999 54.8938158, -2.9418435 54.8944054, -2.9418823 54.8944254, -2.9419608 54.8944624, -2.9420522 54.8945135, -2.9420955 54.894548, -2.9421479 54.8946039)",,,,
"[1136454312, 37881251, 1136454311]",,,,unclassified,30 mph,,False,False,32.559,"LINESTRING (-2.9375626 54.8920765, -2.9374732 54.8921244, -2.9372306 54.8922614, -2.9371985 54.8922811)",,yes,,
"[1136454313, 1136454314, 129843661, 686319678]","['1', '2']",,Viaduct Estate Road,unclassified,30 mph,,False,False,406.93499999999995,"LINESTRING (-2.9421479 54.8946039, -2.9420955 54.894548, -2.9420522 54.8945135, -2.9419608 54.8944624, -2.9418823 54.8944254, -2.9418435 54.8944054, -2.9406999 54.8938158, -2.9399822 54.8934724, -2.9396269 54.8932935, -2.9394597 54.8931974, -2.9386295 54.8927012, -2.93854 54.8926477, -2.9383825 54.8925556, -2.9375626 54.8920765)",,,,
38358943,,,English Damside,unclassified,30 mph,,False,False,85.96900000000001,"LINESTRING (-2.9371985 54.8922811, -2.9378919 54.8925839, -2.9381042 54.892699, -2.9382187 54.8927803)",,,,
38358943,,,English Damside,unclassified,30 mph,,False,True,116.845,"LINESTRING (-2.9371985 54.8922811, -2.9368781 54.892155, -2.9359942 54.8918384, -2.9356294 54.8917475)",,,,
"[1136454312, 37881251, 1136454311]",,,,unclassified,30 mph,,False,True,32.559,"LINESTRING (-2.9371985 54.8922811, -2.9372306 54.8922614, -2.9374732 54.8921244, -2.9375626 54.8920765)",,yes,,
29462030,,,Earl Street,residential,,,False,False,47.938,"LINESTRING (-2.931413 54.8929215, -2.9316059 54.8933381)",,,,
23467606,2,A7,Warwick Road,primary,30 mph,,True,False,58.751,"LINESTRING (-2.931413 54.8929215, -2.9316893 54.8928511, -2.9317975 54.8928208, -2.9322537 54.8927086)",,,,
29462030,,,Earl Street,residential,,,False,True,47.938,"LINESTRING (-2.9316059 54.8933381, -2.931413 54.8929215)",,,,
29712765,,,Market Street,unclassified,,,False,False,102.657,"LINESTRING (-2.9372886 54.8956882, -2.9370854 54.8961051, -2.9368842 54.8965815)",,,,
589014355,,,Fisher Street,unclassified,,,False,False,91.259,"LINESTRING (-2.9372886 54.8956882, -2.9374642 54.8957778, -2.9381082 54.8960769, -2.9381969 54.896117, -2.9383948 54.8962065)",,,,
37725467,2,,West Tower Street,tertiary,,,False,False,16.517,"LINESTRING (-2.9368842 54.8965815, -2.9371316 54.8966242)",,,,
37725467,2,,West Tower Street,tertiary,,,False,True,2.538,"LINESTRING (-2.9368842 54.8965815, -2.936846 54.8965753)",,,,
29712765,,,Market Street,unclassified,,,False,True,102.657,"LINESTRING (-2.9368842 54.8965815, -2.9370854 54.8961051, -2.9372886 54.8956882)",,,,
1032940763,,,Portland Place,unclassified,30 mph,,True,False,63.807,"LINESTRING (-2.9311905 54.8910186, -2.930532 54.8914497)",,,,
346381104,2,A6,Botchergate,primary,30 mph,,False,False,128.353,"LINESTRING (-2.9311905 54.8910186, -2.9319133 54.8913678, -2.9325336 54.8916082, -2.9326098 54.8916351, -2.9328021 54.891703)",,,,
70766294,2,,Brunswick Street,tertiary,30 mph,,False,False,25.637,"LINESTRING (-2.9288928 54.8923427, -2.9287381 54.89213)",,,,
70766294,2,,Brunswick Street,tertiary,30 mph,,False,True,54.958999999999996,"LINESTRING (-2.9288928 54.8923427, -2.9289861 54.8924618, -2.9292312 54.892797)",,,,
223351639,2,,Victoria Viaduct,tertiary,30 mph,,False,False,35.81,"LINESTRING (-2.9353141 54.8923668, -2.9349232 54.8925974)",,,,
223351639,2,,Victoria Viaduct,tertiary,30 mph,,False,True,5.961,"LINESTRING (-2.9353141 54.8923668, -2.9353676 54.8923229)",,,,
"[37801478, 1056552127]",,,"['West Walls', 'Annetwell Street']","['unclassified', 'residential']",30 mph,,True,False,624.4030000000001,"LINESTRING (-2.9353141 54.8923668, -2.9354455 54.8924068, -2.9363978 54.8927234, -2.9364652 54.8927237, -2.9365706 54.8927109, -2.9369341 54.8928325, -2.9369968 54.8928529, -2.9373691 54.8929864, -2.9375423 54.8930527, -2.9375873 54.8930709, -2.93766 54.8931029, -2.9377699 54.8931509, -2.9382153 54.8934075, -2.9389973 54.8939283, -2.9390793 54.8939853, -2.9396568 54.8942455, -2.9404005 54.8945283, -2.9406683 54.8946175, -2.9408656 54.8946776, -2.9410893 54.8947355, -2.9414968 54.8947915, -2.9418849 54.8948473, -2.9421089 54.8949035, -2.942162 54.8949204, -2.9422299 54.8949567, -2.9424246 54.8950773, -2.9425184 54.895181, -2.942532 54.895218, -2.9425326 54.8952618, -2.9425212 54.8953001, -2.9425061 54.8953406, -2.9424917 54.8953894, -2.9424776 54.8954423, -2.9424702 54.8954914, -2.9424316 54.895533, -2.9423661 54.8955627, -2.9422864 54.8955848, -2.9422397 54.895597)",,,,
29712766,,,Portland Place,unclassified,30 mph,,False,True,85.455,"LINESTRING (-2.929657 54.8920305, -2.929955 54.8918341, -2.9300991 54.8917354, -2.9303333 54.8915824, -2.9304235 54.8915219, -2.930532 54.8914497)",,,,
"[32270562, 29462031]",2,,Cecil Street,"['unclassified', 'residential']",30 mph,,False,True,141.177,"LINESTRING (-2.929657 54.8920305, -2.930413 54.8924064, -2.9305001 54.892498, -2.9306343 54.8926679, -2.9306598 54.8927002, -2.9307384 54.8928046, -2.9309158 54.8930379)",,,,
197267864,2,,Wilfred Street,unclassified,30 mph,,True,False,61.552,"LINESTRING (-2.929657 54.8920305, -2.9293628 54.8922276, -2.9288928 54.8923427)",,,,
"[58788600, 1124968804]",,,Strand Road,residential,30 mph,,False,False,116.318,"LINESTRING (-2.9284628 54.8966637, -2.928555 54.8966329, -2.9290647 54.8965517, -2.9297386 54.8964758, -2.9302271 54.8964236)",,,,
4260302,2,A69,Victoria Place,primary,30 mph,,False,False,3.543,"LINESTRING (-2.9299791 54.8955149, -2.929925 54.8955218)",,,,
4260302,2,A69,Victoria Place,primary,30 mph,,False,True,70.22,"LINESTRING (-2.9299791 54.8955149, -2.9305971 54.8954217, -2.9310495 54.8953763)",,,,
35588572,,,Chatsworth Square,residential,30 mph,,False,False,147.88,"LINESTRING (-2.9299791 54.8955149, -2.9298648 54.89524, -2.9297347 54.8949106, -2.9296583 54.8948783, -2.9295744 54.8948812, -2.9285427 54.8950075)",,,,
"[58788600, 1124968804]",,,Strand Road,residential,30 mph,,False,True,116.318,"LINESTRING (-2.9302271 54.8964236, -2.9297386 54.8964758, -2.9290647 54.8965517, -2.928555 54.8966329, -2.9284628 54.8966637)",,,,
"[157589642, 1124968811]",,,Strand Road,residential,30 mph,,False,True,89.643,"LINESTRING (-2.9302271 54.8964236, -2.930771 54.8963511, -2.9308686 54.8963383, -2.9310392 54.8962997, -2.9311836 54.8962576, -2.9315466 54.8961634)",,,,
35588572,,,Chatsworth Square,residential,30 mph,,False,True,147.88,"LINESTRING (-2.9285427 54.8950075, -2.9295744 54.8948812, -2.9296583 54.8948783, -2.9297347 54.8949106, -2.9298648 54.89524, -2.9299791 54.8955149)",,,,
70766294,2,,Brunswick Street,tertiary,30 mph,,False,True,25.637,"LINESTRING (-2.9287381 54.89213, -2.9288928 54.8923427)",,,,
70766294,2,,Brunswick Street,tertiary,30 mph,,False,False,54.958999999999996,"LINESTRING (-2.9292312 54.892797, -2.9289861 54.8924618, -2.9288928 54.8923427)",,,,
1032945722,2,,Brunswick Street,tertiary,30 mph,,False,True,70.071,"LINESTRING (-2.9292312 54.892797, -2.9294452 54.893092, -2.9296427 54.893381)",,,,
37801079,2,,Lonsdale Street,unclassified,30 mph,,True,False,49.333,"LINESTRING (-2.9333596 54.8940012, -2.9333004 54.8940077, -2.9325919 54.8940433)",,,,
267251953,,A7,Lowther Street,primary,30 mph,,True,False,124.014,"LINESTRING (-2.9333596 54.8940012, -2.9334081 54.8942084, -2.9334141 54.8942503, -2.9334581 54.8944367, -2.9334939 54.8946234, -2.9335375 54.8948318, -2.9335987 54.8951079)",,,,
267251951,2,A7,Spencer Street,primary,30 mph,,True,False,39.555,"LINESTRING (-2.9302873 54.8942048, -2.9300335 54.8938804)",,,,
"[29712986, 23467607]",,,"['Court Square Brow', 'Borough Street']",unclassified,30 mph,,False,"[False, True]",176.249,"LINESTRING (-2.9356294 54.8917475, -2.9347901 54.891461, -2.9346994 54.8914391, -2.9345917 54.8914328, -2.9345424 54.8914299, -2.9344096 54.8914353, -2.9342163 54.8914452, -2.9339584 54.8914408, -2.933666 54.8914247, -2.93355 54.8914154, -2.9333971 54.8914131, -2.9332865 54.8914148, -2.9332337 54.8914254, -2.9331739 54.891446, -2.9331074 54.8914787, -2.9330783 54.8915028)",,,,
38358943,,,English Damside,unclassified,30 mph,,False,False,116.845,"LINESTRING (-2.9356294 54.8917475, -2.9359942 54.8918384, -2.9368781 54.892155, -2.9371985 54.8922811)",,,,
39034917,,,Bush Brow,unclassified,30 mph,,False,False,44.95499999999999,"LINESTRING (-2.9356294 54.8917475, -2.9355562 54.8919738, -2.9355142 54.8920396, -2.9355014 54.8920474, -2.93539 54.8921152)",,,,
"[112145857, 1033799085]",2,A595,Castle Way,primary,30 mph,,True,False,318.044,"LINESTRING (-2.9426884 54.8956598, -2.9424524 54.895715, -2.9412248 54.8960693, -2.9407449 54.8962158, -2.9405633 54.8962729, -2.9401081 54.8964161, -2.9397031 54.8965562, -2.9391894 54.8967802, -2.9391002 54.8968368, -2.9389366 54.8969411, -2.9386129 54.8972192)",,,,
"[37801440, 194097243, 1095249221]",,,"['Devonshire Walk', 'Dacre Road']",unclassified,,,False,True,585.8460000000002,"LINESTRING (-2.9426884 54.8956598, -2.9427687 54.8957988, -2.942953 54.8962222, -2.9431626 54.8965205, -2.9433408 54.8968195, -2.9434586 54.8969758, -2.9438022 54.8974787, -2.9439624 54.8977196, -2.9439677 54.8978651, -2.9438648 54.8979221, -2.9436903 54.8979772, -2.9434934 54.8980107, -2.9432733 54.8980237, -2.9429143 54.8980423, -2.9425502 54.8980465, -2.9423099 54.8980388, -2.942142 54.8980338, -2.9419511 54.8980159, -2.9417724 54.8979806, -2.9416339 54.8979442, -2.9414776 54.8978924, -2.9406815 54.8976268, -2.9402214 54.897471, -2.9399515 54.8973946, -2.9397873 54.8973617, -2.9396392 54.8973423, -2.9395193 54.8973418, -2.9393173 54.8973497, -2.9392362 54.8973546)",,,,
1032958389,,,Castle Street,unclassified,,,False,True,64.705,"LINESTRING (-2.936672 54.8946441, -2.9371553 54.8947777, -2.9374386 54.8948601, -2.937458 54.8948658, -2.9375797 54.8949012)",,,,
70576300,,,Blackfriars Street,unclassified,30 mph,,False,False,192.53799999999998,"LINESTRING (-2.9370394 54.8938225, -2.9366946 54.8936016, -2.9365531 54.8935189, -2.9364951 54.8934839, -2.9362702 54.8933744, -2.9362484 54.8933693, -2.9361313 54.8933074, -2.9359883 54.893225, -2.9359001 54.8931741, -2.9357933 54.8931126, -2.9356941 54.8930585, -2.9355619 54.8929792, -2.9355004 54.8929438, -2.9351558 54.8927562, -2.9349802 54.8926543, -2.9349524 54.8926304, -2.9349232 54.8925974)",,,6.6,
223351639,2,,Victoria Viaduct,tertiary,30 mph,,False,True,35.81,"LINESTRING (-2.9349232 54.8925974, -2.9353141 54.8923668)",,,,
70576300,,,Blackfriars Street,unclassified,30 mph,,False,True,192.538,"LINESTRING (-2.9349232 54.8925974, -2.9349524 54.8926304, -2.9349802 54.8926543, -2.9351558 54.8927562, -2.9355004 54.8929438, -2.9355619 54.8929792, -2.9356941 54.8930585, -2.9357933 54.8931126, -2.9359001 54.8931741, -2.9359883 54.893225, -2.9361313 54.8933074, -2.9362484 54.8933693, -2.9362702 54.8933744, -2.9364951 54.8934839, -2.9365531 54.8935189, -2.9366946 54.8936016, -2.9370394 54.8938225)",,,6.6,
223351639,2,,Victoria Viaduct,tertiary,30 mph,,False,False,32.453,"LINESTRING (-2.9349232 54.8925974, -2.9347894 54.8926676, -2.934726 54.8926868, -2.9346726 54.8926971, -2.9346186 54.8927048, -2.9345507 54.8927083, -2.9344762 54.8927103)",,,,
584965705,,,Warwick Street,unclassified,,,False,True,78.685,"LINESTRING (-2.9366786 54.8969267, -2.9354567 54.8968429)",,,,
70766327,,,Peter Street,residential,,,False,False,40.53,"LINESTRING (-2.9366786 54.8969267, -2.936707 54.8968754, -2.9367941 54.8966766, -2.9368198 54.8966319, -2.936846 54.8965753)",,,,
70766327,,,Peter Street,residential,,,False,True,77.627,"LINESTRING (-2.9366786 54.8969267, -2.936647 54.8970037, -2.9366277 54.8971609, -2.9366393 54.8972164, -2.9366911 54.8973377, -2.9367256 54.8974106, -2.936809 54.8975529, -2.9368506 54.8976023)",,,,
4785014,,,Corporation Road,residential,,,False,False,31.398,"LINESTRING (-2.9377823 54.8973253, -2.9375827 54.8973855, -2.9373731 54.8974486, -2.9373475 54.8974565)",,,,
4785014,,,Corporation Road,residential,,,False,False,15.705,"LINESTRING (-2.9368506 54.8976023, -2.9366329 54.8976677)",,,,
4785014,,,Corporation Road,residential,,,False,True,35.67,"LINESTRING (-2.9368506 54.8976023, -2.9372873 54.8974742, -2.9373475 54.8974565)",,,,
70766327,,,Peter Street,residential,,,False,False,77.627,"LINESTRING (-2.9368506 54.8976023, -2.936809 54.8975529, -2.9367256 54.8974106, -2.9366911 54.8973377, -2.9366393 54.8972164, -2.9366277 54.8971609, -2.936647 54.8970037, -2.9366786 54.8969267)",,,,
32790413,,,Lowther Street,tertiary,30 mph,,False,True,36.953,"LINESTRING (-2.9336678 54.8954377, -2.9336415 54.8953175, -2.9336284 54.895221, -2.9336132 54.8951658, -2.9335987 54.8951079)",,,,
"[1101726808, 1031152941]",,,Lowther Street,tertiary,30 mph,,False,False,121.55199999999999,"LINESTRING (-2.9336678 54.8954377, -2.933752 54.8957868, -2.9337555 54.8958483, -2.9337623 54.8958932, -2.9337834 54.8960509, -2.9337941 54.896124, -2.9338067 54.8961984, -2.9338403 54.8964605, -2.9338468 54.8965254)",,,,
112514872,,,Albert Street,unclassified,,,False,True,13.46,"LINESTRING (-2.9319199 54.8956737, -2.9319629 54.8957922)",,,,
70766391,,,Chapel Street,unclassified,,,True,False,114.81000000000002,"LINESTRING (-2.9319199 54.8956737, -2.9320819 54.8956517, -2.9335849 54.8954479, -2.9336678 54.8954377)",,,,
112514872,,,Albert Street,unclassified,,,False,False,41.856,"LINESTRING (-2.9319199 54.8956737, -2.9318044 54.895349, -2.9317889 54.8953049)",,,,
4260310,,A7,Victoria Place,primary,30 mph,,True,False,47.943,"LINESTRING (-2.9317889 54.8953049, -2.9316563 54.8953181, -2.931345 54.895348, -2.9310495 54.8953763)",,,,
112514872,,,Albert Street,unclassified,,,False,True,41.856,"LINESTRING (-2.9317889 54.8953049, -2.9318044 54.895349, -2.9319199 54.8956737)",,,,
1222478623,2,A595,Castle Way,primary,30 mph,,True,False,66.07,"LINESTRING (-2.9386129 54.8972192, -2.9379873 54.8976921)",,,,
78444891,,,West Tower Street,primary_link,,,True,False,59.617,"LINESTRING (-2.9386129 54.8972192, -2.9385845 54.8973701, -2.9385899 54.8974269, -2.9385963 54.897466, -2.9386213 54.8975088, -2.9386795 54.897557, -2.938758 54.8975918, -2.9389695 54.8976297)",,,,
78444892,,,West Tower Street,primary_link,,,True,False,63.568999999999996,"LINESTRING (-2.9389695 54.8976297, -2.9388692 54.8976475, -2.9385082 54.8976481, -2.9383313 54.8976514, -2.9379873 54.8976921)",,,,
194315914,2,,West Tower Street,primary_link,,,False,True,40.21300000000001,"LINESTRING (-2.9389695 54.8976297, -2.9390448 54.8976194, -2.9391069 54.8976003, -2.9391584 54.8975778, -2.939214 54.8975353, -2.9392477 54.8974867, -2.9392596 54.8974401, -2.939254 54.8973968, -2.9392362 54.8973546)",,,,
37725467,2,,West Tower Street,tertiary,,,False,False,46.24,"LINESTRING (-2.9371316 54.8966242, -2.9378219 54.8967481)",,,,
37725467,2,,West Tower Street,tertiary,,,False,True,16.517,"LINESTRING (-2.9371316 54.8966242, -2.9368842 54.8965815)",,,,
