osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,ref,maxspeed
19592735,True,North Public Square,tertiary,False,119.46000000000001,"LINESTRING (-86.3914128 35.846243, -86.3914241 35.846304, -86.3914449 35.8463442, -86.3914803 35.8463702, -86.3914878 35.8463757, -86.3915616 35.8463985, -86.3919209 35.8464343, -86.3924474 35.8464888, -86.3924869 35.8464866, -86.3925191 35.8464779, -86.3925553 35.8464605, -86.3925953 35.8464359)",,,,
"[221185331, 1080255963]",True,North Church Street,residential,False,84.79899999999999,"LINESTRING (-86.3914128 35.846243, -86.391373 35.8464775, -86.3913254 35.8467579, -86.3912975 35.8469227, -86.3912846 35.8469985)","['1', '2']",,,
221185332,True,North Maple Street,tertiary,False,25.297,"LINESTRING (-86.3925953 35.8464359, -86.3926173 35.8462091)",,,,
221185330,True,South Church Street,tertiary,False,17.526,"LINESTRING (-86.3914748 35.8457153, -86.3914644 35.8458237, -86.3914579 35.8458723)",,,,
19593503,True,South Public Square,tertiary,False,124.72900000000001,"LINESTRING (-86.3926786 35.8457979, -86.3926486 35.8457321, -86.3926081 35.8456992, -86.3925435 35.8456736, -86.3924916 35.8456623, -86.3918894 35.8455959, -86.3916565 35.8455765, -86.3915943 35.8455866, -86.3915567 35.8456026, -86.3915103 35.8456401, -86.3914926 35.845659, -86.3914748 35.8457153)",,,,
221185329,True,South Maple Street,residential,False,82.38,"LINESTRING (-86.3926786 35.8457979, -86.3927285 35.8455847, -86.3927579 35.8453324, -86.3927809 35.8451349, -86.3927937 35.8450636)",,,,
19594513,False,West Main Street,tertiary,False,112.876,"LINESTRING (-86.3938756 35.8462271, -86.3939678 35.8462364, -86.3945393 35.8462942, -86.3950426 35.8463451, -86.3951183 35.8463527)",,,,
19599920,False,South Walnut Street,residential,True,115.679,"LINESTRING (-86.3938756 35.8462271, -86.3938918 35.8461243, -86.3939393 35.8458237, -86.3939684 35.8456398, -86.3939791 35.8455717, -86.3940265 35.8452717, -86.3940386 35.8451952)",,,,
635462183,False,North Walnut Street,residential,False,114.81,"LINESTRING (-86.3938756 35.8462271, -86.3938627 35.8463125, -86.39381 35.8466596, -86.3937324 35.8471717, -86.3937202 35.8472519)",,,,
635462184,False,West Main Street,tertiary,True,97.997,"LINESTRING (-86.3938756 35.8462271, -86.3937943 35.846219, -86.3931342 35.8461535, -86.3927969 35.8461169)",,,,
"[19594513, 220749495]",False,West Main Street,tertiary,False,120.767,"LINESTRING (-86.3951183 35.8463527, -86.3952073 35.8463617, -86.3957867 35.8464202, -86.3960852 35.8464504, -86.3962795 35.84647, -86.3964481 35.8464855)",,yes,,
19594513,False,West Main Street,tertiary,True,112.876,"LINESTRING (-86.3951183 35.8463527, -86.3950426 35.8463451, -86.3945393 35.8462942, -86.3939678 35.8462364, -86.3938756 35.8462271)",,,,
19605852,False,North Front Street,residential,False,114.294,"LINESTRING (-86.3951183 35.8463527, -86.3951023 35.8464523, -86.3950236 35.8469436, -86.3950064 35.8470469, -86.3949861 35.8471753, -86.394955 35.847372)",,,,
834400902,False,South Front Street,residential,True,101.6,"LINESTRING (-86.3951183 35.8463527, -86.3951422 35.8462481, -86.3952145 35.8459308, -86.3952449 35.8457978, -86.3952704 35.8456859, -86.3953757 35.8456008, -86.3954763 35.8455196)",,,,
"[19603611, 220749493]",False,Northwest Broad Street,primary,True,138.59300000000002,"LINESTRING (-86.3964481 35.8464855, -86.3963002 35.846339, -86.3961327 35.8461724, -86.3960315 35.8460717, -86.3959486 35.8459893, -86.3958079 35.8458494, -86.3956627 35.845705, -86.3954763 35.8455196)",6,yes,US 41;US 70S;US 231,
"[19594513, 220749495]",False,West Main Street,tertiary,True,120.767,"LINESTRING (-86.3964481 35.8464855, -86.3962795 35.84647, -86.3960852 35.8464504, -86.3957867 35.8464202, -86.3952073 35.8463617, -86.3951183 35.8463527)",,yes,,
19594588,False,West Vine Street,residential,False,108.768,"LINESTRING (-86.3915959 35.844945, -86.3916838 35.8449537, -86.39247 35.8450305, -86.3927312 35.8450563, -86.3927937 35.8450636)",,,,
19595251,False,East Vine Street,residential,True,112.669,"LINESTRING (-86.3915959 35.844945, -86.3914956 35.8449351, -86.390921 35.8448772, -86.3904364 35.844829, -86.3903553 35.8448209)",,,,
39369335,False,South Church Street,tertiary,True,111.65599999999999,"LINESTRING (-86.3915959 35.844945, -86.3916072 35.8448608, -86.3917215 35.8440134, -86.3917305 35.8439468)",,,,
220504429,True,South Church Street,tertiary,False,86.34899999999999,"LINESTRING (-86.3915959 35.844945, -86.3915864 35.8450201, -86.3915151 35.8454574, -86.3914748 35.8457153)",,,,
19594588,False,West Vine Street,residential,False,113.163,"LINESTRING (-86.3927937 35.8450636, -86.392916 35.8450756, -86.3932982 35.8451142, -86.393696 35.8451603, -86.3939622 35.8451874, -86.3940386 35.8451952)",,,,
19594588,False,West Vine Street,residential,True,108.768,"LINESTRING (-86.3927937 35.8450636, -86.3927312 35.8450563, -86.39247 35.8450305, -86.3916838 35.8449537, -86.3915959 35.844945)",,,,
19594588,False,West Vine Street,residential,False,103.93299999999999,"LINESTRING (-86.3940386 35.8451952, -86.3941314 35.8452042, -86.3943478 35.8452252, -86.3945195 35.8452418, -86.3945332 35.8452431, -86.3947606 35.8452652, -86.3949174 35.8452804, -86.3951741 35.8452179)",,,,
19594588,False,West Vine Street,residential,True,113.163,"LINESTRING (-86.3940386 35.8451952, -86.3939622 35.8451874, -86.393696 35.8451603, -86.3932982 35.8451142, -86.392916 35.8450756, -86.3927937 35.8450636)",,,,
19599920,False,South Walnut Street,residential,False,115.679,"LINESTRING (-86.3940386 35.8451952, -86.3940265 35.8452717, -86.3939791 35.8455717, -86.3939684 35.8456398, -86.3939393 35.8458237, -86.3938918 35.8461243, -86.3938756 35.8462271)",,,,
19603611,False,Northwest Broad Street,primary,False,25.183,"LINESTRING (-86.3952997 35.8453441, -86.3954763 35.8455196)",6,,US 41;US 70S;US 231,
19603539,False,South Front Street,residential,True,191.235,"LINESTRING (-86.3952997 35.8453441, -86.3953823 35.8447658, -86.3954072 35.8446179, -86.3954444 35.8443973, -86.3954694 35.8442513, -86.3954945 35.8441018, -86.3955112 35.8440022, -86.3955721 35.8436386)",,,,
19603611,False,Northwest Broad Street,primary,True,18.03,"LINESTRING (-86.3952997 35.8453441, -86.395287 35.8453314, -86.3951741 35.8452179)",6,,US 41;US 70S;US 231,
19596577,False,North Spring Street,residential,True,46.392,"LINESTRING (-86.3895172 35.8502361, -86.3895758 35.8498216)",,,,
19594667,False,West Olive Street,residential,False,111.727,"LINESTRING (-86.3895172 35.8502361, -86.3906649 35.8503363, -86.3907497 35.8503437)",,,,
19594667,False,West Olive Street,residential,True,111.727,"LINESTRING (-86.3907497 35.8503437, -86.3906649 35.8503363, -86.3895172 35.8502361)",,,,
19602495,False,Olive Street,residential,False,112.61699999999999,"LINESTRING (-86.3907497 35.8503437, -86.3908461 35.8503517, -86.3916768 35.8504204, -86.3919226 35.8504434, -86.3919923 35.8504499)",,,,
220504426,False,North Church Street,residential,True,143.141,"LINESTRING (-86.3907497 35.8503437, -86.3908068 35.8499813, -86.3909244 35.8492311, -86.3909416 35.8491218, -86.3909502 35.8490667)",,,,
