osmid,name,highway,oneway,reversed,length,geometry,bridge,ref,maxspeed
17208246,North Street,secondary,False,False,104.755,"LINESTRING (-73.0569758 41.2256898, -73.0570336 41.2257294, -73.0570539 41.2257428, -73.0572269 41.2258924, -73.0573771 41.226029, -73.0574449 41.2261148, -73.0574935 41.226202, -73.0575746 41.226383, -73.0576196 41.2264793)",,,
359440253,River Street,secondary,False,False,78.134,"LINESTRING (-73.0569758 41.2256898, -73.056599 41.2261639, -73.0565734 41.2261968, -73.0564984 41.2262938)",,,
"[659169033, 359440253, 359440254]",River Street,secondary,False,True,160.058,"LINESTRING (-73.0569758 41.2256898, -73.0570306 41.2256142, -73.0572102 41.2253722, -73.0572595 41.22527, -73.0573382 41.2250599, -73.0573603 41.2250053, -73.0574116 41.2248654, -73.0574904 41.2246502, -73.0575016 41.2246113, -73.0575363 41.2244902, -73.0575663 41.2243317)",yes,,
17227670,Broad Street,secondary,True,False,48.656,"LINESTRING (-73.0567188 41.2223992, -73.0572365 41.2221996)",,CT 162,
"[17228211, 132469061, 17209767]","['Helwig Street', 'Factory Lane']",residential,False,"[False, True]",318.28,"LINESTRING (-73.0567188 41.2223992, -73.0565886 41.2222456, -73.0563362 41.2220508, -73.055967 41.2218134, -73.0557111 41.2216443, -73.0556395 41.2215893, -73.0555738 41.2215249, -73.055525 41.2214479, -73.0554942 41.2213271, -73.0554981 41.2212685, -73.055503 41.221194, -73.0556969 41.2203794, -73.0557573 41.2201343, -73.0558029 41.2200193, -73.0558498 41.2199364)",,,
17216982,New Haven Avenue,secondary,True,False,41.951,"LINESTRING (-73.0567188 41.2223992, -73.0566193 41.222417, -73.0565274 41.2224435, -73.0562525 41.2225355)",,CT 162,
17205680,River Street,secondary,True,False,88.79400000000001,"LINESTRING (-73.0570833 41.2231492, -73.0570454 41.2230712, -73.0569864 41.2229498, -73.0568933 41.2227583, -73.0567188 41.2223992)",,CT 162,
17219879,Railroad Avenue,residential,True,False,160.007,"LINESTRING (-73.0570833 41.2231492, -73.05719 41.2231261, -73.057462 41.2230672, -73.0579193 41.222925, -73.0582518 41.2227866, -73.0583465 41.2227472, -73.0588154 41.2225519)",,,
1196915554,River Street,secondary,False,False,35.525000000000006,"LINESTRING (-73.0570833 41.2231492, -73.0571087 41.2232054, -73.05715 41.223297, -73.0572314 41.2234485)",,,
359440254,River Street,secondary,False,False,76.974,"LINESTRING (-73.0572314 41.2234485, -73.0573032 41.2236173, -73.0573413 41.2237098, -73.0573918 41.2238353, -73.0574874 41.2240602, -73.0575081 41.2241087)",,,
1196915554,River Street,secondary,False,True,35.525000000000006,"LINESTRING (-73.0572314 41.2234485, -73.05715 41.223297, -73.0571087 41.2232054, -73.0570833 41.2231492)",,,
"[659169033, 359440253, 359440254]",River Street,secondary,False,False,160.05800000000002,"LINESTRING (-73.0575663 41.2243317, -73.0575363 41.2244902, -73.0575016 41.2246113, -73.0574904 41.2246502, -73.0574116 41.2248654, -73.0573603 41.2250053, -73.0573382 41.2250599, -73.0572595 41.22527, -73.0572102 41.2253722, -73.0570306 41.2256142, -73.0569758 41.2256898)",yes,,
359440254,River Street,secondary,False,True,25.269,"LINESTRING (-73.0575663 41.2243317, -73.0575274 41.2241826, -73.0575081 41.2241087)",,,
17205937,Green Street,residential,False,False,93.792,"LINESTRING (-73.0575642 41.2194807, -73.058401 41.2189192)",,,
132469081,High Street,residential,False,False,203.25300000000001,"LINESTRING (-73.0575642 41.2194807, -73.0575986 41.2195119, -73.0576925 41.2195986, -73.0579932 41.2199033, -73.0585208 41.22049, -73.0586393 41.2206218, -73.0587266 41.2207212, -73.058904 41.2209151, -73.0589586 41.2209768)",,,
132469084,High Street,residential,False,True,131.044,"LINESTRING (-73.0575642 41.2194807, -73.0573344 41.219302, -73.0571945 41.2192002, -73.0570919 41.2191372, -73.0569754 41.2190786, -73.0567207 41.2190181, -73.0566218 41.219002, -73.0564201 41.2189814, -73.056223 41.2189779)",,,
17205937,Green Street,residential,False,False,52.85,"LINESTRING (-73.058401 41.2189192, -73.0588682 41.2185992)",,,
17205937,Green Street,residential,False,True,93.792,"LINESTRING (-73.058401 41.2189192, -73.0575642 41.2194807)",,,
17218438,Center Street,residential,False,True,95.677,"LINESTRING (-73.058401 41.2189192, -73.0589929 41.2196555)",,,
17205937,Green Street,residential,False,False,127.852,"LINESTRING (-73.0588682 41.2185992, -73.0599888 41.2178172)",,,
17205937,Green Street,residential,False,True,52.85,"LINESTRING (-73.0588682 41.2185992, -73.058401 41.2189192)",,,
17228449,Pond Street,residential,False,False,112.572,"LINESTRING (-73.0588682 41.2185992, -73.0579211 41.2178799)",,,
17205937,Green Street,residential,False,True,127.852,"LINESTRING (-73.0599888 41.2178172, -73.0588682 41.2185992)",,,
17218811,Lafayette Street,residential,False,True,108.187,"LINESTRING (-73.0599888 41.2178172, -73.0609341 41.2184813)",,,
17207224,Darina Place,residential,False,True,304.488,"LINESTRING (-73.0607476 41.2229777, -73.0606702 41.2229995, -73.0587374 41.2235486, -73.0586086 41.2236011, -73.0585375 41.2236666, -73.058461 41.223769, -73.0584376 41.2237965, -73.0583948 41.2238414, -73.0583379 41.2238745, -73.0582479 41.223909, -73.0580721 41.2239686, -73.0576811 41.2240724, -73.0575081 41.2241087)",,,
471568558,High Street,secondary,False,False,59.028999999999996,"LINESTRING (-73.0607476 41.2229777, -73.0611122 41.2233632, -73.0611367 41.2233895, -73.0611563 41.2234105)",,,25 mph
471568558,High Street,secondary,False,True,62.88999999999999,"LINESTRING (-73.0607476 41.2229777, -73.0606252 41.2228432, -73.0604721 41.2226751, -73.0603745 41.2225679, -73.0603215 41.2225117)",,,25 mph
17226862,Harborside Drive,residential,False,True,101.485,"LINESTRING (-73.0515529 41.221168, -73.0515527 41.2212283, -73.0515794 41.2220164, -73.0515816 41.2220804)",,,
93812214,Broad Street,secondary,False,False,78.976,"LINESTRING (-73.0629982 41.2189901, -73.062313 41.2193664, -73.0622339 41.2194071)",,CT 162,
17208246,North Street,secondary,False,True,104.755,"LINESTRING (-73.0576196 41.2264793, -73.0575746 41.226383, -73.0574935 41.226202, -73.0574449 41.2261148, -73.0573771 41.226029, -73.0572269 41.2258924, -73.0570539 41.2257428, -73.0570336 41.2257294, -73.0569758 41.2256898)",,,
442066814,West Main Street,secondary,False,True,83.70599999999999,"LINESTRING (-73.0576196 41.2264793, -73.0575103 41.2264802, -73.0572923 41.2264758, -73.0569725 41.2264602, -73.0568276 41.2264476, -73.0567606 41.2264395, -73.0567229 41.2264334, -73.0566266 41.2264111)",,,
"[1091002351, 1021742981, 359444901]",West Main Street,secondary,False,False,76.337,"LINESTRING (-73.0576196 41.2264793, -73.0577476 41.2264839, -73.0580246 41.226498, -73.058212 41.2265096, -73.0584088 41.2265237, -73.0584313 41.2265253, -73.0585271 41.2265431)",yes,,
132469081,High Street,residential,False,True,203.25300000000001,"LINESTRING (-73.0589586 41.2209768, -73.058904 41.2209151, -73.0587266 41.2207212, -73.0586393 41.2206218, -73.0585208 41.22049, -73.0579932 41.2199033, -73.0576925 41.2195986, -73.0575986 41.2195119, -73.0575642 41.2194807)",,,
"[471568595, 477301372, 511699310]",South Broad Street,secondary,True,False,194.29,"LINESTRING (-73.0589586 41.2209768, -73.0588844 41.2210205, -73.0586295 41.2211676, -73.0585758 41.2211987, -73.0582747 41.2213652, -73.058043 41.2215014, -73.0579845 41.2215377, -73.0579204 41.2215763, -73.057782 41.221659, -73.057575 41.2217988, -73.0572285 41.2220308, -73.0571562 41.2220773)",,CT 162,
17211712,South Broad Street,secondary,True,False,79.174,"LINESTRING (-73.0597651 41.220604, -73.0596819 41.2206425, -73.0590213 41.2209485, -73.0589586 41.2209768)",,CT 162,
17218438,Center Street,residential,False,False,123.674,"LINESTRING (-73.0597651 41.220604, -73.0591622 41.2198679, -73.0589929 41.2196555)",,,
17211712,South Broad Street,secondary,True,False,245.705,"LINESTRING (-73.0622339 41.2194071, -73.0621731 41.21944, -73.0616912 41.2196792, -73.0613289 41.2198617, -73.0606687 41.2201878, -73.0597651 41.220604)",,CT 162,
