osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,access
5714763,False,2,Marion Street,residential,30 mph,False,125.72399999999999,"LINESTRING (-78.8742488 43.0225498, -78.8742787 43.0226219, -78.8742829 43.0226322, -78.8745056 43.0231817, -78.8746482 43.0235433, -78.8746535 43.0235567, -78.8746843 43.0236347)",,,
"[97811072, 784295003, 784295004, 936908445]",False,2,Sweeney Street,residential,20 mph,False,145.321,"LINESTRING (-78.8742488 43.0225498, -78.8741373 43.0225778, -78.8739165 43.0226377, -78.8739039 43.0226411, -78.873845 43.0226572, -78.8736365 43.0227141, -78.8735929 43.022726, -78.873565 43.0227336, -78.8735387 43.0227408, -78.8731603 43.0228442, -78.8728389 43.0229321, -78.8725729 43.0230045)",,,
97811072,False,2,Sweeney Street,residential,20 mph,True,130.737,"LINESTRING (-78.8742488 43.0225498, -78.8744115 43.0225124, -78.8745551 43.0224806, -78.8746986 43.0224488, -78.8748795 43.0224084, -78.8750996 43.0223567, -78.8753776 43.0222907, -78.8756269 43.0222325, -78.8757742 43.0221809)",,,
5714763,False,2,Marion Street,residential,30 mph,True,125.72399999999998,"LINESTRING (-78.8746843 43.0236347, -78.8746535 43.0235567, -78.8746482 43.0235433, -78.8745056 43.0231817, -78.8742829 43.0226322, -78.8742787 43.0226219, -78.8742488 43.0225498)",,,
"[5716264, 135994011, 135994012]",False,2,Tremont Street,residential,30 mph,False,126.92,"LINESTRING (-78.8746843 43.0236347, -78.8745634 43.0236587, -78.8739065 43.0237893, -78.8736582 43.0238415, -78.8731819 43.023945)",,,
5716264,False,2,Tremont Street,residential,30 mph,True,129.757,"LINESTRING (-78.8746843 43.0236347, -78.8747771 43.0236148, -78.875411 43.0234792, -78.875476 43.0234653, -78.8760619 43.0233447, -78.8762188 43.0233135)",,,
"[48984725, 936908428, 936908429, 936908430]",True,1,Columbia Street,residential,30 mph,False,162.50900000000001,"LINESTRING (-78.8746843 43.0236347, -78.8747077 43.0237143, -78.8747363 43.0238114, -78.8748026 43.0239933, -78.8748133 43.0240216, -78.87483 43.0240655, -78.8748618 43.0241112, -78.8749167 43.0241515, -78.8752929 43.0242518, -78.8753532 43.0242703, -78.8754152 43.0242921, -78.8754734 43.0243387, -78.8757148 43.0245947, -78.8757502 43.0246375, -78.8757638 43.0246539, -78.8758179 43.024718)",,,
5715918,False,2,Goundry Street,tertiary,30 mph,True,120.444,"LINESTRING (-78.8795405 43.0248064, -78.879388 43.0248036, -78.8791555 43.0247603, -78.8790134 43.0247353, -78.8784159 43.0246303, -78.8780965 43.0245742)",,,
"[48707656, 131359785, 48986081, 12296201]",False,4,"['River Road', 'Seymour Street']",primary,"['40 mph', '30 mph']",False,480.363,"LINESTRING (-78.8795405 43.0248064, -78.8795191 43.0246276, -78.8795164 43.0245781, -78.8795065 43.0244164, -78.8794996 43.0242855, -78.8795007 43.0239409, -78.8795305 43.0235527, -78.8795847 43.0232225, -78.8796585 43.0229024, -78.8797862 43.0224831, -78.8800075 43.0217955, -78.8801776 43.0212744, -78.88037 43.020665, -78.8804007 43.0205569)",NY 265,yes,
5715918,False,2,Goundry Street,tertiary,30 mph,False,120.444,"LINESTRING (-78.8780965 43.0245742, -78.8784159 43.0246303, -78.8790134 43.0247353, -78.8791555 43.0247603, -78.879388 43.0248036, -78.8795405 43.0248064)",,,
