osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,bridge
16927022,Hall Street,residential,False,False,152.21,"LINESTRING (-110.0337231 34.2517319, -110.0320671 34.2517201)",,,
16942476,8th Street,residential,False,True,163.736,"LINESTRING (-110.0337231 34.2517319, -110.0337202 34.2525764, -110.0337181 34.2532044)",,,
16927022,Hall Street,residential,False,True,152.21,"LINESTRING (-110.0320671 34.2517201, -110.0337231 34.2517319)",,,
16942712,9th Street,unclassified,False,False,161.7,"LINESTRING (-110.0320671 34.2517201, -110.0320634 34.2502659)",,,
16927022,Hall Street,residential,False,False,158.621,"LINESTRING (-110.0320671 34.2517201, -110.03156 34.2517186, -110.0305536 34.2517155, -110.0303413 34.2517149)",,,
16942712,9th Street,unclassified,False,True,153.62199999999999,"LINESTRING (-110.0320671 34.2517201, -110.0320553 34.2529496, -110.032063 34.2530104, -110.0320791 34.2531003)",,,
16927022,Hall Street,residential,False,False,156.975,"LINESTRING (-110.0303413 34.2517149, -110.0286334 34.2517179)",,,
16941900,North 11th Street,residential,False,False,154.722,"LINESTRING (-110.0303413 34.2517149, -110.0303547 34.2531063)",,,
16941900,North 11th Street,residential,False,True,163.439,"LINESTRING (-110.0303413 34.2517149, -110.030303 34.2502454)",,,
16927022,Hall Street,residential,False,True,158.621,"LINESTRING (-110.0303413 34.2517149, -110.0305536 34.2517155, -110.03156 34.2517186, -110.0320671 34.2517201)",,,
16927022,Hall Street,residential,False,True,156.975,"LINESTRING (-110.0286334 34.2517179, -110.0303413 34.2517149)",,,
16929768,North White Mountain Road,primary,False,False,153.794,"LINESTRING (-110.0286334 34.2517179, -110.028633 34.2517563, -110.0286344 34.253101)",AZ 260,,
16929768,North White Mountain Road,primary,False,True,161.723,"LINESTRING (-110.0286334 34.2517179, -110.0286339 34.2514068, -110.0286372 34.2502635)",AZ 260,,
16933037,East Deuce of Clubs,trunk,False,False,57.047,"LINESTRING (-110.0337181 34.2532044, -110.0331106 34.2533096)",US 60;AZ 77;AZ 260,4,
16942476,8th Street,residential,False,False,163.736,"LINESTRING (-110.0337181 34.2532044, -110.0337202 34.2525764, -110.0337231 34.2517319)",,,
16942712,9th Street,unclassified,False,False,153.62199999999999,"LINESTRING (-110.0320791 34.2531003, -110.032063 34.2530104, -110.0320553 34.2529496, -110.0320671 34.2517201)",,,
16942712,9th Street,unclassified,False,True,43.614,"LINESTRING (-110.0320791 34.2531003, -110.0321328 34.2533264, -110.0321595 34.2534867)",,,
194852376,East Cooley,residential,False,False,158.49,"LINESTRING (-110.0320791 34.2531003, -110.0315676 34.2531021, -110.0305845 34.2531055, -110.0303547 34.2531063)",,,
16941900,North 11th Street,residential,False,True,154.722,"LINESTRING (-110.0303547 34.2531063, -110.0303413 34.2517149)",,,
194852376,East Cooley,residential,False,False,158.113,"LINESTRING (-110.0303547 34.2531063, -110.0286344 34.253101)",,,
194852376,East Cooley,residential,False,True,158.49,"LINESTRING (-110.0303547 34.2531063, -110.0305845 34.2531055, -110.0315676 34.2531021, -110.0320791 34.2531003)",,,
194852376,East Cooley,residential,False,True,158.113,"LINESTRING (-110.0286344 34.253101, -110.0303547 34.2531063)",,,
16929768,North White Mountain Road,primary,False,False,137.156,"LINESTRING (-110.0286344 34.253101, -110.0286722 34.2540328, -110.0286852 34.2541225, -110.0287156 34.2543318)",AZ 260,,
16929768,North White Mountain Road,primary,False,True,153.794,"LINESTRING (-110.0286344 34.253101, -110.028633 34.2517563, -110.0286334 34.2517179)",AZ 260,,
769499223,East Hunning,residential,False,False,98.946,"LINESTRING (-110.0331392 34.2502986, -110.0320634 34.2502659)",,,
16929698,East Hunning,unclassified,False,False,161.819,"LINESTRING (-110.0320634 34.2502659, -110.030303 34.2502454)",,,
16942712,9th Street,unclassified,False,True,161.7,"LINESTRING (-110.0320634 34.2502659, -110.0320671 34.2517201)",,,
769499223,East Hunning,residential,False,True,98.946,"LINESTRING (-110.0320634 34.2502659, -110.0331392 34.2502986)",,,
16929698,East Hunning,unclassified,False,False,153.121,"LINESTRING (-110.030303 34.2502454, -110.0286372 34.2502635)",,,
16929698,East Hunning,unclassified,False,True,161.819,"LINESTRING (-110.030303 34.2502454, -110.0320634 34.2502659)",,,
16941900,North 11th Street,residential,False,False,163.439,"LINESTRING (-110.030303 34.2502454, -110.0303413 34.2517149)",,,
16929698,East Hunning,unclassified,False,True,153.121,"LINESTRING (-110.0286372 34.2502635, -110.030303 34.2502454)",,,
16929768,North White Mountain Road,primary,False,False,161.723,"LINESTRING (-110.0286372 34.2502635, -110.0286339 34.2514068, -110.0286334 34.2517179)",AZ 260,,
16929768,North White Mountain Road,primary,False,True,137.156,"LINESTRING (-110.0287156 34.2543318, -110.0286852 34.2541225, -110.0286722 34.2540328, -110.0286344 34.253101)",AZ 260,,
16933037,East Deuce of Clubs,trunk,False,True,330.297,"LINESTRING (-110.0287156 34.2543318, -110.0303464 34.25389, -110.0321595 34.2534867)",US 60;AZ 77;AZ 260,4,
"[194852540, 194852541, 318660494]",East Deuce of Clubs,trunk,False,False,345.60400000000004,"LINESTRING (-110.0287156 34.2543318, -110.0284082 34.2544075, -110.0276364 34.2546208, -110.0270334 34.2547823, -110.0251341 34.2552785)",US 60;AZ 77,4,yes
"[194852540, 194852541, 318660494]",East Deuce of Clubs,trunk,False,True,345.60400000000004,"LINESTRING (-110.0251341 34.2552785, -110.0270334 34.2547823, -110.0276364 34.2546208, -110.0284082 34.2544075, -110.0287156 34.2543318)",US 60;AZ 77,4,yes
16933024,East Burke Street,residential,False,False,91.505,"LINESTRING (-110.0322081 34.254417, -110.0312128 34.2544378)",,,
16935939,North 9th Place,residential,False,False,87.761,"LINESTRING (-110.0322081 34.254417, -110.0322188 34.2552062)",,,
16935939,North 9th Place,residential,False,True,103.792,"LINESTRING (-110.0322081 34.254417, -110.0322068 34.2541881, -110.0322039 34.2537018, -110.0321595 34.2534867)",,,
16933024,East Burke Street,residential,False,True,91.505,"LINESTRING (-110.0312128 34.2544378, -110.0322081 34.254417)",,,
16933947,North 10th Place,residential,False,False,85.779,"LINESTRING (-110.0312128 34.2544378, -110.0312401 34.2552089)",,,
