osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge
4879136,WA 104,Ballinger Way Northeast,primary,30 mph,False,True,10.81,"LINESTRING (-122.2763761 47.7535309, -122.2764787 47.7535994)",,
6322236,,Ballinger Way Northeast,residential,,False,False,33.373999999999995,"LINESTRING (-122.2763761 47.7535309, -122.2763014 47.7534803, -122.2760682 47.7533136)",,
6379522,,47th Avenue Northeast,tertiary,25 mph,False,False,96.42,"LINESTRING (-122.2743281 47.7545252, -122.2744162 47.7545792, -122.2747112 47.7547601, -122.2753218 47.7550769)",2,
"[428069307, 180074660]",WA 522,Bothell Way Northeast,primary,40 mph,True,False,103.652,"LINESTRING (-122.2743281 47.7545252, -122.2751699 47.7541283, -122.2754632 47.7539899)",3,
6485875,,Northeast 175th Street,tertiary,25 mph,False,False,159.843,"LINESTRING (-122.278287 47.7548716, -122.2765303 47.7556911)",2,
"[404294856, 404294855, 428069294, 428069295]",WA 104,Ballinger Way Northeast,primary,30 mph,False,False,263.74899999999997,"LINESTRING (-122.278287 47.7548716, -122.2784752 47.7550065, -122.2789688 47.7553601, -122.2797605 47.7559275, -122.2798339 47.7559824, -122.2799027 47.7560339, -122.2805461 47.7565486, -122.2806435 47.7566354)",3,
"[428069296, 428269219, 368216342]",WA 104,Ballinger Way Northeast,primary,30 mph,False,True,114.81199999999998,"LINESTRING (-122.278287 47.7548716, -122.2777449 47.7544924, -122.2776001 47.7543911, -122.2772227 47.7541272)","['4', '3']",
428079205,WA 104,Ballinger Way Northeast,primary,30 mph,False,False,45.502,"LINESTRING (-122.2806435 47.7566354, -122.2810016 47.7569663)",2,
4879140,,Northeast 178th Street,secondary,25 mph,False,False,120.36,"LINESTRING (-122.2806435 47.7566354, -122.280813 47.7565911, -122.2809824 47.7565467, -122.2812078 47.7565144, -122.2822014 47.756372)",2,
"[404294856, 428069295, 428069294, 404294855]",WA 104,Ballinger Way Northeast,primary,30 mph,False,True,263.749,"LINESTRING (-122.2806435 47.7566354, -122.2805461 47.7565486, -122.2799027 47.7560339, -122.2798339 47.7559824, -122.2797605 47.7559275, -122.2789688 47.7553601, -122.2784752 47.7550065, -122.278287 47.7548716)",3,
4879140,,Northeast 178th Street,secondary,25 mph,False,False,177.95100000000002,"LINESTRING (-122.2850529 47.756172, -122.2856888 47.7561974, -122.2862207 47.7562186, -122.2870318 47.7563409, -122.2871149 47.7563365, -122.28741 47.756321)",2,
4879140,,Northeast 178th Street,secondary,25 mph,False,True,215.012,"LINESTRING (-122.2850529 47.756172, -122.2840392 47.7561701, -122.2838571 47.7561871, -122.283719 47.7561968, -122.2835371 47.756217, -122.2822014 47.756372)",2,
6475400,,40th Avenue Northeast,residential,,False,False,326.585,"LINESTRING (-122.2850529 47.756172, -122.2851322 47.7562564, -122.2855083 47.7566148, -122.285708 47.7568503, -122.2857503 47.7568909, -122.2859349 47.7571037, -122.2860476 47.7572296, -122.2860859 47.7573272, -122.2860979 47.7574383, -122.2860314 47.7577054, -122.2860084 47.7578069, -122.2859955 47.7578843, -122.2860355 47.7579508, -122.2866106 47.7581151, -122.2867743 47.7582057, -122.2871704 47.758486)",,
6475384,,40th Avenue Northeast,residential,25 mph,False,True,228.377,"LINESTRING (-122.2855842 47.7602394, -122.286638 47.7591511, -122.2871704 47.758486)",,
652998196,WA 104,Ballinger Way Northeast,primary,30 mph,False,True,129.197,"LINESTRING (-122.2855842 47.7602394, -122.2853599 47.7601839, -122.2851535 47.7601466, -122.2849856 47.7601259, -122.2848211 47.7601104, -122.2842557 47.7600885, -122.2840593 47.7600852, -122.2839695 47.7600734, -122.2838877 47.760059)",2,
6415636,,Northeast 184th Street,residential,,False,True,146.944,"LINESTRING (-122.2838877 47.760059, -122.283373 47.7602856, -122.2831993 47.7603255, -122.2829724 47.7603412, -122.2828316 47.7603287, -122.2826708 47.7602883, -122.2825233 47.7602451, -122.2824428 47.7602433, -122.2822631 47.7603046, -122.2821102 47.7603713)",,
652998196,WA 104,Ballinger Way Northeast,primary,30 mph,False,False,129.197,"LINESTRING (-122.2838877 47.760059, -122.2839695 47.7600734, -122.2840593 47.7600852, -122.2842557 47.7600885, -122.2848211 47.7601104, -122.2849856 47.7601259, -122.2851535 47.7601466, -122.2853599 47.7601839, -122.2855842 47.7602394)",2,
"[652998196, 62103068, 428079206]",WA 104,Ballinger Way Northeast,primary,30 mph,False,True,407.24,"LINESTRING (-122.2838877 47.760059, -122.2838363 47.760042, -122.2837886 47.7600193, -122.2837162 47.7599727, -122.2835257 47.7597429, -122.2834697 47.7596754, -122.2832076 47.7593877, -122.282917 47.7590688, -122.2829088 47.7590598, -122.2827602 47.7588967, -122.2826539 47.75878, -122.2826085 47.7587302, -122.2822396 47.7583199, -122.2821849 47.7582614, -122.2819216 47.7579762, -122.2814023 47.7574061, -122.2813416 47.7573395, -122.2810016 47.7569663)","['3', '2']",
368216341,WA 104,Ballinger Way Northeast,primary,30 mph,False,False,80.858,"LINESTRING (-122.2772227 47.7541272, -122.2764787 47.7535994)",3,
"[428069296, 428269219, 368216342]",WA 104,Ballinger Way Northeast,primary,30 mph,False,False,114.812,"LINESTRING (-122.2772227 47.7541272, -122.2776001 47.7543911, -122.2777449 47.7544924, -122.278287 47.7548716)","['4', '3']",
"[443113432, 443113433, 4879157]",,,primary_link,,True,False,89.339,"LINESTRING (-122.2772227 47.7541272, -122.2770886 47.7539701, -122.2770471 47.753916, -122.2769997 47.7538375, -122.276969 47.7537676, -122.2768906 47.7535836, -122.276879 47.7535534, -122.2768803 47.7535225, -122.2768974 47.7534887, -122.2769242 47.753464, -122.2769987 47.7533965)",1,
6322236,,Ballinger Way Northeast,residential,,False,True,33.373999999999995,"LINESTRING (-122.2760682 47.7533136, -122.2763014 47.7534803, -122.2763761 47.7535309)",,
"[350675993, 1179630850, 253843708, 317419804]",,Beach Drive Northeast,residential,,False,"[False, True]",149.75400000000002,"LINESTRING (-122.2760682 47.7533136, -122.2761104 47.7532936, -122.2761579 47.7532712, -122.2762559 47.7532249, -122.2764622 47.7531273, -122.2768826 47.7529285, -122.2762411 47.7524062)",,yes
6379522,,47th Avenue Northeast,tertiary,25 mph,False,False,113.253,"LINESTRING (-122.2753218 47.7550769, -122.2765303 47.7556911)",2,
6347605,,Northeast 174th Place,residential,,False,False,93.98500000000001,"LINESTRING (-122.2753218 47.7550769, -122.2762025 47.754658, -122.2762655 47.7545458)",,
6379522,,47th Avenue Northeast,tertiary,25 mph,False,True,96.42,"LINESTRING (-122.2753218 47.7550769, -122.2747112 47.7547601, -122.2744162 47.7545792, -122.2743281 47.7545252)",2,
6477304,,Lake View Lane Northeast,residential,,False,False,101.814,"LINESTRING (-122.2753218 47.7550769, -122.2751552 47.7551558, -122.2743181 47.7556939)",1,
6347605,,Northeast 174th Place,residential,,False,True,93.98500000000001,"LINESTRING (-122.2762655 47.7545458, -122.2762025 47.754658, -122.2753218 47.7550769)",,
6379522,,47th Avenue Northeast,tertiary,25 mph,False,True,113.253,"LINESTRING (-122.2765303 47.7556911, -122.2753218 47.7550769)",2,
6485875,,Northeast 175th Street,tertiary,25 mph,False,True,159.843,"LINESTRING (-122.2765303 47.7556911, -122.278287 47.7548716)",2,
6379522,,47th Avenue Northeast,tertiary,25 mph,False,False,111.069,"LINESTRING (-122.2765303 47.7556911, -122.276627 47.7557701, -122.2774742 47.7564625)",2,
6379522,,47th Avenue Northeast,tertiary,25 mph,False,False,77.113,"LINESTRING (-122.2774742 47.7564625, -122.27811 47.7570086)",2,
6379522,,47th Avenue Northeast,tertiary,25 mph,False,True,111.069,"LINESTRING (-122.2774742 47.7564625, -122.276627 47.7557701, -122.2765303 47.7556911)",2,
