osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,maxspeed
693635802,11th Street,residential,False,True,123.667,,"LINESTRING (-117.2912202 34.5319558, -117.2903095 34.5327768)",,
7505333,B Street,residential,False,True,110.91,2,"LINESTRING (-117.2912202 34.5319558, -117.2916624 34.5322933, -117.2921089 34.5326332)",,
693635802,11th Street,residential,False,False,123.667,,"LINESTRING (-117.2903095 34.5327768, -117.2912202 34.5319558)",,
7384698,C Street,residential,False,True,110.09100000000001,1,"LINESTRING (-117.2903095 34.5327768, -117.2903907 34.53284, -117.2907557 34.5331219, -117.291186 34.5334542)",,
693635802,11th Street,residential,False,True,132.30200000000002,,"LINESTRING (-117.2903095 34.5327768, -117.2899466 34.5331026, -117.289446 34.5335528, -117.2893341 34.5336543)",,
904022203,6th Street,tertiary,False,True,124.818,,"LINESTRING (-117.2965471 34.5344866, -117.2956168 34.5353068)",,
904022203,6th Street,tertiary,False,False,124.818,,"LINESTRING (-117.2956168 34.5353068, -117.2965471 34.5344866)",,
693591767,B Street,residential,False,False,110.219,2,"LINESTRING (-117.2956168 34.5353068, -117.2951808 34.5349753, -117.2948143 34.5346958, -117.2947349 34.5346325)",,
693591767,B Street,residential,False,True,109.667,2,"LINESTRING (-117.2956168 34.5353068, -117.2960595 34.5356429, -117.2964956 34.5359766)",,
904022203,6th Street,tertiary,False,True,125.452,,"LINESTRING (-117.2956168 34.5353068, -117.2947552 34.5360728, -117.294686 34.5361344)",,
7211280,6th Street,tertiary,False,True,130.145,2,"LINESTRING (-117.294686 34.5361344, -117.2946309 34.5361838, -117.2941603 34.5366049, -117.2938223 34.5369052, -117.293807 34.5369215, -117.2937245 34.536996)",,
904022203,6th Street,tertiary,False,False,125.452,,"LINESTRING (-117.294686 34.5361344, -117.2947552 34.5360728, -117.2956168 34.5353068)",,
1061804320,C Street,residential,False,False,109.759,,"LINESTRING (-117.294686 34.5361344, -117.294762 34.5361923, -117.295135 34.5364768, -117.2955655 34.5368048)",,
1017405579,D Street,primary,False,False,109.491,5,"LINESTRING (-117.2937245 34.536996, -117.294599 34.5376673)",CA 18;I 15 BUS,40 mph
7211280,6th Street,tertiary,False,False,130.145,2,"LINESTRING (-117.2937245 34.536996, -117.293807 34.5369215, -117.2938223 34.5369052, -117.2941603 34.5366049, -117.2946309 34.5361838, -117.294686 34.5361344)",,
