osmid,lanes,ref,highway,oneway,reversed,length,geometry,name,bridge
11592600,2,US 206,trunk,False,False,162.70399999999998,"LINESTRING (-74.742751 39.933116, -74.742746 39.933044, -74.742731 39.932873, -74.742682 39.93235, -74.7426551 39.9320836, -74.742646 39.931994, -74.742615 39.9316565)",,
11592600,2,US 206,trunk,False,True,69.292,"LINESTRING (-74.7425557 39.931035, -74.742615 39.9316565)",,
11610061,,,residential,False,False,59.616,"LINESTRING (-74.7425557 39.931035, -74.7419512 39.9307656)",Retreat Road,
11617572,,,tertiary,False,False,46.344,"LINESTRING (-74.7425557 39.931035, -74.7430138 39.9312593)",Main Street,
11592600,2,US 206,trunk,False,False,83.53,"LINESTRING (-74.7425557 39.931035, -74.742533 39.930782, -74.742497 39.930448, -74.742481 39.930286)",,
"[11592600, 1234173329, 1234173328]",2,US 206,trunk,False,False,303.549,"LINESTRING (-74.742481 39.930286, -74.7424158 39.9295893, -74.7424002 39.9294237, -74.742316 39.92852, -74.742304 39.928416, -74.742293 39.928304, -74.7422887 39.9282525, -74.7422641 39.9279611, -74.7422251 39.9275632)",,yes
11592600,2,US 206,trunk,False,True,83.53,"LINESTRING (-74.742481 39.930286, -74.742497 39.930448, -74.742533 39.930782, -74.7425557 39.931035)",,
227802693,,,residential,True,False,90.747,"LINESTRING (-74.742481 39.930286, -74.7424297 39.9304972, -74.7424337 39.9306692, -74.7423658 39.9307471, -74.7422915 39.9307885, -74.7422271 39.9307988, -74.7421547 39.9307967, -74.7419512 39.9307656)",,
"[1234173328, 1234173329, 11592600]",2,US 206,trunk,False,True,303.549,"LINESTRING (-74.7422251 39.9275632, -74.7422641 39.9279611, -74.7422887 39.9282525, -74.742293 39.928304, -74.742304 39.928416, -74.742316 39.92852, -74.7424002 39.9294237, -74.7424158 39.9295893, -74.742481 39.930286)",,yes
11617572,,,tertiary,False,True,61.865,"LINESTRING (-74.743641 39.931539, -74.743272 39.9313744, -74.7430138 39.9312593)",Main Street,
11610061,,,residential,False,True,59.616,"LINESTRING (-74.7419512 39.9307656, -74.7425557 39.931035)",Retreat Road,
11617572,,,tertiary,False,True,46.344,"LINESTRING (-74.7430138 39.9312593, -74.7425557 39.931035)",Main Street,
11617572,,,tertiary,False,False,61.865,"LINESTRING (-74.7430138 39.9312593, -74.743272 39.9313744, -74.743641 39.931539)",Main Street,
11592600,2,US 206,trunk,False,False,69.292,"LINESTRING (-74.742615 39.9316565, -74.7425557 39.931035)",,
11592600,2,US 206,trunk,False,True,162.70399999999998,"LINESTRING (-74.742615 39.9316565, -74.742646 39.931994, -74.7426551 39.9320836, -74.742682 39.93235, -74.742731 39.932873, -74.742746 39.933044, -74.742751 39.933116)",,
227802695,,,residential,True,False,70.51599999999999,"LINESTRING (-74.742615 39.9316565, -74.7426448 39.9314341, -74.7426536 39.9313644, -74.7427046 39.9312924, -74.7427681 39.9312511, -74.7428548 39.9312307, -74.7430138 39.9312593)",,
