osmid,lanes,name,highway,oneway,reversed,length,bridge,geometry,ref,maxspeed
11366968,2,LPGA Boulevard,tertiary,False,False,108.128,,"LINESTRING (-81.0396818 29.2466758, -81.0406801 29.2462435)",,
11366968,2,LPGA Boulevard,tertiary,False,True,275.268,,"LINESTRING (-81.0396818 29.2466758, -81.0371181 29.2477363)",,
"[617915952, 11370093, 617915951]",2,Daytona Avenue,tertiary,False,True,404.773,yes,"LINESTRING (-81.0396818 29.2466758, -81.0393609 29.2461014, -81.0392733 29.2459448, -81.0392057 29.2458237, -81.0390468 29.2455412, -81.0389055 29.2452898, -81.038884 29.2452513, -81.0388051 29.2451096, -81.0386637 29.244856, -81.0386063 29.244753, -81.0383938 29.2443717, -81.0381262 29.2438915, -81.0380041 29.2436617, -81.0378645 29.2433992)",,
11362987,,9th Street,residential,False,False,66.455,,"LINESTRING (-81.036984 29.2417527, -81.0376035 29.2414978)",,
11370093,2,Daytona Avenue,tertiary,False,False,202.034,,"LINESTRING (-81.036984 29.2417527, -81.0378645 29.2433992)",,
11370093,2,Daytona Avenue,tertiary,False,True,199.741,,"LINESTRING (-81.036984 29.2417527, -81.0360898 29.2401347)",,
11362987,,9th Street,residential,False,True,189.44400000000002,,"LINESTRING (-81.036984 29.2417527, -81.036102 29.2421341, -81.0352345 29.2425092)",,
11355908,2,10th Street,tertiary,False,True,77.289,,"LINESTRING (-81.0418771 29.2417287, -81.0411608 29.2420328)",,
134795987,2,Riverside Drive,tertiary,False,False,204.237,,"LINESTRING (-81.0331709 29.239336, -81.0334854 29.2397408, -81.0338006 29.2401465, -81.0343521 29.2408563)",,
11376950,2,8th Street,tertiary,False,False,186.722,,"LINESTRING (-81.0343521 29.2408563, -81.0360898 29.2401347)",,
134795987,2,Riverside Drive,tertiary,False,False,203.164,,"LINESTRING (-81.0343521 29.2408563, -81.0345631 29.2411936, -81.035057 29.24206, -81.0352345 29.2425092)",,
134795987,2,Riverside Drive,tertiary,False,True,204.237,,"LINESTRING (-81.0343521 29.2408563, -81.0338006 29.2401465, -81.0334854 29.2397408, -81.0331709 29.239336)",,
11362987,,9th Street,residential,False,False,189.44400000000002,,"LINESTRING (-81.0352345 29.2425092, -81.036102 29.2421341, -81.036984 29.2417527)",,
134795987,2,Riverside Drive,tertiary,False,False,203.072,,"LINESTRING (-81.0352345 29.2425092, -81.0353671 29.2428425, -81.0358751 29.2442477)",,
134795987,2,Riverside Drive,tertiary,False,True,203.164,,"LINESTRING (-81.0352345 29.2425092, -81.035057 29.24206, -81.0345631 29.2411936, -81.0343521 29.2408563)",,
11355908,2,10th Street,tertiary,False,False,129.028,,"LINESTRING (-81.0358751 29.2442477, -81.0370702 29.2437387)",,
134795987,2,Riverside Drive,tertiary,False,False,123.90899999999999,,"LINESTRING (-81.0358751 29.2442477, -81.0361012 29.2448277, -81.0362863 29.2453027)",,
134795987,2,Riverside Drive,tertiary,False,True,203.072,,"LINESTRING (-81.0358751 29.2442477, -81.0353671 29.2428425, -81.0352345 29.2425092)",,
